Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1890	-4269.395	-4284.85	15.45552	0.11194	0.186625	0.241733	0.17416	0.138198	0.107392	0.0922544	0.132554	0.0172737	0.0445144	0.0702405	0.0342475	0.0694825	0.177772	0.291205	0.135147	0.0373679	0.328416	0.0300925	0.26842	0.289601	0.169611	0.272368	1.420616
1900	-4275.782	-4290.372	14.58975	0.0922833	0.251089	0.225763	0.241938	0.138198	0.129111	0.0807637	0.145666	0.0356895	0.0210212	0.0414576	0.0387921	0.0654197	0.210269	0.258859	0.16169	0.0502983	0.296801	0.0220817	0.269659	0.287442	0.1589	0.283999	1.507192
1910	-4277.669	-4292.698	15.02913	0.106732	0.210844	0.229643	0.19126	0.126075	0.106005	0.130129	0.0998395	0.0256663	0.0437438	0.0930784	0.0571538	0.0430845	0.194038	0.277394	0.137535	0.0805801	0.297808	0.0126438	0.257005	0.300434	0.154765	0.287796	1.463254
1920	-4269.241	-4284.83	15.58975	0.106049	0.167074	0.215787	0.202265	0.150001	0.117284	0.0831711	0.118979	0.0318639	0.0461474	0.0518285	0.0371596	0.0795826	0.205938	0.248417	0.143638	0.0536322	0.320058	0.0283167	0.276698	0.267625	0.193374	0.262303	1.407192
1930	-4271.608	-4285.845	14.23784	0.114099	0.191454	0.248432	0.242138	0.174377	0.111123	0.0978117	0.128382	0.0305657	0.0266115	0.0707267	0.0451843	0.061478	0.186919	0.245891	0.150828	0.0394782	0.345012	0.0318726	0.278852	0.299321	0.15493	0.266897	1.542384
1940	-4275.437	-4290.468	15.03059	0.140126	0.187759	0.191539	0.179626	0.123584	0.0951388	0.0879867	0.154475	0.0310686	0.0371168	0.0941395	0.0507444	0.089804	0.185001	0.243391	0.133607	0.0593258	0.350337	0.0283381	0.261845	0.289925	0.176324	0.271905	1.463108
1950	-4268.228	-4283.761	15.53305	0.109856	0.173796	0.225481	0.185951	0.124573	0.119696	0.103721	0.134786	0.017953	0.0305228	0.0850016	0.0487412	0.0527828	0.201978	0.294934	0.121802	0.0528155	0.292661	0.035809	0.271604	0.290118	0.157465	0.280813	1.412862
1960	-4273.925	-4288.798	14.87296	0.140792	0.152385	0.250236	0.185951	0.136094	0.115185	0.0789726	0.119586	0.0429759	0.0259777	0.0901377	0.05984	0.0807366	0.207641	0.235255	0.134652	0.0487353	0.333158	0.0405587	0.299068	0.271006	0.154689	0.275237	1.478871
1970	-4272.347	-4288.215	15.86873	0.128648	0.158202	0.173007	0.173233	0.136023	0.11285	0.0880689	0.133752	0.0436299	0.0118233	0.0932865	0.051435	0.0753356	0.214434	0.256016	0.132823	0.0612012	0.311042	0.0244836	0.287251	0.262135	0.174516	0.276099	1.379295
1980	-4275.665	-4290.222	14.55724	0.140707	0.179396	0.248872	0.21955	0.136023	0.11285	0.0885299	0.134453	0.081318	0.0310513	0.0600533	0.0270173	0.0506219	0.214294	0.203683	0.139353	0.044747	0.342175	0.0557478	0.291668	0.255098	0.161562	0.291672	1.510444
1990	-4273.951	-4288.539	14.58837	0.0959106	0.179396	0.230294	0.183955	0.177496	0.109272	0.0834814	0.152775	0.0236329	0.0835173	0.0816603	0.030467	0.0754718	0.21268	0.221257	0.113925	0.0808234	0.335415	0.0359001	0.284407	0.267014	0.158614	0.289966	1.50733
2000	-4281.84	-4297.166	15.32542	0.091117	0.212317	0.196769	0.183955	0.175456	0.0970496	0.0793265	0.162993	0.0204003	0.0434745	0.0375173	0.0652695	0.0679803	0.212614	0.223903	0.131781	0.0712107	0.32261	0.0378819	0.299425	0.266155	0.175658	0.258762	1.433625
2010	-4277.572	-4291.807	14.23544	0.126483	0.190966	0.247889	0.204805	0.165357	0.171852	0.0833364	0.112818	0.0237227	0.0434745	0.0848623	0.0237309	0.0633259	0.233959	0.245539	0.115962	0.0451168	0.305216	0.0542069	0.277244	0.258956	0.155111	0.308689	1.542624
2020	-4273.616	-4288.809	15.19297	0.110459	0.189696	0.236044	0.206803	0.155142	0.116121	0.10426	0.105924	0.0324968	0.0612651	0.0577202	0.023801	0.0471395	0.237152	0.227689	0.10398	0.050385	0.34769	0.0331047	0.293721	0.238955	0.167658	0.299665	1.44687
2030	-4273.101	-4288.365	15.26416	0.0919711	0.15968	0.268569	0.199388	0.134771	0.107619	0.0916726	0.152243	0.0255455	0.0420445	0.0569859	0.0342596	0.0750015	0.225023	0.258305	0.121225	0.0485067	0.329908	0.017033	0.251446	0.28121	0.182498	0.284846	1.439751
2040	-4272.515	-4287.119	14.60353	0.102411	0.198604	0.267721	0.199723	0.128097	0.140585	0.0835742	0.134646	0.0517472	0.0436602	0.0694893	0.0413514	0.0442042	0.181237	0.24502	0.167769	0.0507861	0.326536	0.0286509	0.284772	0.288605	0.173815	0.252808	1.505814
2050	-4268.984	-4283.876	14.89265	0.0915671	0.197511	0.230533	0.219702	0.115911	0.124113	0.103003	0.124186	0.0556083	0.0221758	0.0704089	0.0478454	0.0743367	0.179819	0.26443	0.161724	0.0403289	0.3159	0.037798	0.287604	0.279542	0.167691	0.265163	1.476902
2060	-4270.097	-4285.122	15.0252	0.109188	0.168957	0.245992	0.215317	0.127799	0.12598	0.0844444	0.124542	0.0456913	0.0142557	0.0610647	0.0466066	0.0938094	0.18379	0.257636	0.138195	0.0429385	0.324107	0.053334	0.28138	0.292531	0.15721	0.26888	1.463648
2070	-4274.845	-4289.477	14.63175	0.10993	0.235392	0.270757	0.182994	0.138956	0.140123	0.0782644	0.128746	0.0515814	0.037268	0.068468	0.0261815	0.0343291	0.177393	0.266501	0.125919	0.0476514	0.356073	0.0264629	0.270891	0.278758	0.179593	0.270758	1.502992
2080	-4279.614	-4294.383	14.76927	0.146902	0.15147	0.217865	0.185396	0.194794	0.106361	0.0871618	0.139615	0.0322001	0.0554879	0.0654156	0.0229229	0.0836484	0.247774	0.249405	0.12346	0.0579667	0.282808	0.0385859	0.265611	0.263914	0.184554	0.28592	1.48924
2090	-4270.368	-4285.277	14.90861	0.111943	0.164342	0.212105	0.207325	0.183875	0.103509	0.103889	0.143147	0.0204168	0.0562802	0.0868166	0.0292231	0.0524346	0.208049	0.265481	0.116891	0.0634889	0.322868	0.0232222	0.271118	0.27121	0.152092	0.30558	1.475306
2100	-4276.749	-4290.59	13.84128	0.122288	0.17149	0.239271	0.206272	0.137356	0.184317	0.113477	0.159735	0.0223887	0.0562802	0.0756687	0.0307761	0.0627195	0.174651	0.276659	0.152346	0.055534	0.308577	0.0322323	0.270981	0.290527	0.156611	0.281881	1.58204
2110	-4271.79	-4286.772	14.9826	0.128338	0.172757	0.231691	0.21402	0.121657	0.136302	0.0818274	0.165193	0.0256578	0.0465716	0.0464294	0.0359116	0.0615524	0.200111	0.279	0.130046	0.0586256	0.299541	0.0326768	0.269188	0.286502	0.17174	0.272569	1.467907
2120	-4271.071	-4286.389	15.3178	0.110679	0.209326	0.239022	0.184258	0.152306	0.113996	0.0717515	0.103591	0.0253249	0.0703488	0.0429249	0.0232213	0.087638	0.196464	0.255671	0.130766	0.0711408	0.322307	0.0236506	0.273802	0.271545	0.163584	0.291069	1.434388
2130	-4273.828	-4289.065	15.23712	0.117597	0.184054	0.246737	0.154482	0.150988	0.123181	0.0999739	0.136278	0.0341139	0.0246192	0.072349	0.0482945	0.0497881	0.19217	0.281411	0.129022	0.0478993	0.335419	0.0140799	0.274807	0.279722	0.16631	0.279161	1.442455
2140	-4274.337	-4288.969	14.63126	0.0875951	0.202976	0.238495	0.250205	0.160442	0.133944	0.0945428	0.122969	0.029554	0.0263066	0.0817974	0.0462047	0.0280101	0.203425	0.257363	0.12655	0.0395654	0.334796	0.0383015	0.264273	0.301955	0.164487	0.269286	1.503042
2150	-4278.045	-4293.287	15.24169	0.124406	0.181716	0.201727	0.229486	0.12219	0.129729	0.10139	0.147336	0.0119502	0.046705	0.0817974	0.0338617	0.0297041	0.190517	0.243829	0.116436	0.0369799	0.361354	0.0508839	0.301386	0.248198	0.15737	0.293046	1.441998
2160	-4276.016	-4290.669	14.65241	0.103446	0.201963	0.20978	0.181165	0.169797	0.141704	0.0784161	0.162175	0.0286249	0.0178108	0.0613052	0.0782559	0.0664818	0.175295	0.250676	0.151277	0.0315412	0.337515	0.053695	0.29478	0.279782	0.167961	0.257476	1.500926
2170	-4273.717	-4289.478	15.76128	0.102219	0.181388	0.224161	0.158626	0.127439	0.124429	0.0811729	0.128224	0.0286249	0.027805	0.0715414	0.0438625	0.090547	0.212238	0.23714	0.157264	0.0191303	0.343471	0.0307566	0.262145	0.274747	0.18024	0.282868	1.390039
2180	-4278.88	-4292.826	13.94535	0.0942453	0.245453	0.23782	0.189054	0.142363	0.0945183	0.108718	0.158541	0.0617663	0.0558216	0.0761941	0.0383794	0.068759	0.202313	0.278541	0.12883	0.0191962	0.318248	0.0528728	0.277108	0.286872	0.148581	0.287439	1.571633
2190	-4277.569	-4292.051	14.48189	0.112854	0.247228	0.246978	0.201022	0.123322	0.106302	0.0887852	0.129451	0.0767774	0.0343998	0.0395515	0.0424741	0.0688342	0.235432	0.241801	0.140172	0.0224417	0.312015	0.0481392	0.262625	0.264664	0.165927	0.306783	1.517978
2200	-4268.946	-4284.045	15.09899	0.110422	0.178582	0.234816	0.195686	0.158045	0.117958	0.115716	0.128187	0.0637932	0.0238448	0.0569109	0.0196676	0.0526401	0.223817	0.249393	0.126681	0.0540924	0.297521	0.0484947	0.266663	0.271167	0.167135	0.295035	1.456268
2210	-4273.16	-4288.514	15.3542	0.119571	0.190062	0.237874	0.195686	0.155982	0.109423	0.0910655	0.11443	0.0531623	0.0184901	0.0688861	0.0257049	0.0504103	0.221013	0.292775	0.13209	0.0258182	0.281716	0.046588	0.25268	0.280269	0.154692	0.312359	1.430747
2220	-4272.476	-4287.216	14.74016	0.118787	0.212409	0.222656	0.192272	0.158254	0.0830786	0.100063	0.133864	0.0803407	0.0216655	0.0704914	0.0495882	0.048684	0.183121	0.238637	0.127143	0.0573358	0.341021	0.0527422	0.284001	0.269779	0.162345	0.283875	1.492152
2230	-4274.211	-4289.561	15.34986	0.107908	0.188598	0.224624	0.172421	0.152724	0.129082	0.0796281	0.119973	0.0533043	0.014365	0.0636163	0.0737794	0.0511569	0.221445	0.254	0.115025	0.0388618	0.323348	0.0473196	0.260727	0.287032	0.159269	0.292972	1.431181
2240	-4273.895	-4289.813	15.91792	0.0809842	0.167321	0.269843	0.174594	0.107501	0.124691	0.0800447	0.138081	0.0501321	0.0269146	0.0490095	0.0409781	0.0642811	0.202831	0.257987	0.143152	0.0259629	0.321534	0.0485333	0.27753	0.27073	0.169004	0.282736	1.374375
2250	-4265.822	-4281.2	15.37848	0.114793	0.181595	0.218598	0.18209	0.143169	0.112306	0.104336	0.126931	0.0315719	0.0286653	0.0770622	0.0497624	0.0574386	0.210038	0.260671	0.15253	0.0387901	0.301987	0.035984	0.265804	0.276053	0.161864	0.296279	1.428319
2260	-4269.595	-4284.446	14.85175	0.105165	0.19139	0.243488	0.195319	0.16855	0.106793	0.114419	0.128057	0.0315719	0.0254135	0.0738554	0.0551343	0.041836	0.21962	0.248865	0.13673	0.0286898	0.316777	0.049318	0.266083	0.276342	0.173674	0.283901	1.480993
2270	-4268.776	-4284.547	15.77018	0.107006	0.183175	0.241598	0.177054	0.120892	0.10776	0.105234	0.132013	0.0266023	0.0411521	0.0596806	0.0372764	0.0497068	0.1885	0.263591	0.142932	0.0389134	0.315023	0.0510404	0.260591	0.285062	0.16489	0.289456	1.389149
2280	-4272.738	-4288.172	15.43415	0.114192	0.168581	0.182831	0.219269	0.143735	0.114652	0.101036	0.160485	0.032276	0.0276968	0.0348788	0.0622858	0.0608332	0.217295	0.254799	0.127609	0.0453364	0.312983	0.0419764	0.281198	0.254486	0.15707	0.307246	1.422752
2290	-4270.892	-4286.057	15.16595	0.114192	0.176097	0.247713	0.22255	0.15117	0.0844988	0.0864256	0.128156	0.0360381	0.0247919	0.077405	0.0315582	0.0689761	0.235806	0.245509	0.115315	0.0606567	0.316688	0.0260247	0.28634	0.252415	0.167148	0.294098	1.449572
2300	-4275.325	-4290.655	15.32995	0.126813	0.227086	0.24105	0.175381	0.131891	0.099749	0.0901173	0.115503	0.0409434	0.0247919	0.0624592	0.0370127	0.0603738	0.236557	0.247162	0.155571	0.0348466	0.287752	0.038111	0.255933	0.27915	0.170345	0.294572	1.433173
2310	-4270.791	-4286.049	15.25791	0.0921456	0.204689	0.19573	0.19676	0.147013	0.122068	0.0969995	0.130304	0.0680971	0.0248264	0.0675238	0.0207983	0.0734228	0.206942	0.242004	0.126154	0.0626293	0.316989	0.0452825	0.258408	0.295473	0.154108	0.292011	1.440376
2320	-4270.497	-4285.266	14.7693	0.125638	0.173274	0.258384	0.200359	0.151763	0.125389	0.102135	0.123711	0.0482745	0.0282962	0.0417987	0.0303506	0.0798646	0.192463	0.244408	0.151016	0.0660002	0.295752	0.0503611	0.279566	0.279196	0.15668	0.284558	1.489237
2330	-4273.233	-4289.165	15.93196	0.128017	0.142462	0.183684	0.202911	0.14324	0.11486	0.0932812	0.122602	0.077624	0.0297001	0.0640927	0.0242458	0.0462516	0.179136	0.229642	0.146103	0.051629	0.351361	0.0421284	0.29247	0.262156	0.174414	0.27096	1.372971
2340	-4281.121	-4295.555	14.43381	0.126916	0.162319	0.253431	0.245527	0.122779	0.145395	0.0932812	0.142707	0.084313	0.0243527	0.0527255	0.0277709	0.0412691	0.220161	0.208668	0.133801	0.0361332	0.34372	0.0575168	0.295009	0.262373	0.181257	0.261362	1.522787
2350	-4273.864	-4289.83	15.9655	0.109958	0.174003	0.201812	0.191348	0.157564	0.076371	0.0787085	0.118424	0.0378792	0.0491175	0.0642801	0.0413153	0.0688367	0.211991	0.265418	0.11028	0.0476207	0.317585	0.0471056	0.274374	0.276104	0.168159	0.281363	1.369617
2360	-4274.15	-4289.407	15.25763	0.103353	0.145138	0.257639	0.214745	0.193945	0.100377	0.090761	0.104389	0.00899277	0.0654141	0.0659782	0.0300369	0.0596339	0.20138	0.270496	0.132211	0.0497298	0.310981	0.0352022	0.271812	0.2655	0.168906	0.293782	1.440404
2370	-4273.101	-4288.737	15.63569	0.110021	0.132658	0.249138	0.186283	0.154243	0.114666	0.099278	0.140071	0.0137349	0.0578993	0.0772442	0.028399	0.0389624	0.199682	0.248368	0.146167	0.0664196	0.307423	0.0319404	0.267379	0.269448	0.180886	0.282286	1.402598
2380	-4268.581	-4284.005	15.42386	0.128546	0.177587	0.222662	0.186283	0.144239	0.119732	0.0937463	0.120266	0.0299325	0.030459	0.0604207	0.0609374	0.0489702	0.240282	0.236082	0.136823	0.049206	0.315268	0.0223384	0.26173	0.263784	0.189035	0.285452	1.423782
2390	-4275.003	-4290.304	15.30111	0.0807268	0.179835	0.187508	0.1914	0.162862	0.150392	0.0963404	0.127774	0.0349369	0.0246566	0.0723986	0.0609374	0.0662885	0.193369	0.290857	0.132204	0.0678213	0.293359	0.0223897	0.27875	0.262535	0.165811	0.292904	1.436056
2400	-4268.191	-4283.109	14.91762	0.106286	0.193661	0.210427	0.187855	0.140441	0.121092	0.116368	0.151248	0.0357903	0.0203786	0.0566994	0.0697835	0.0643742	0.19492	0.253314	0.131272	0.0726269	0.311183	0.0366839	0.284672	0.273926	0.148554	0.292848	1.474405
2410	-4275.72	-4292.356	16.63589	0.101196	0.186748	0.186392	0.154832	0.122372	0.115351	0.0738439	0.127682	0.0281538	0.0291671	0.0422274	0.0701898	0.0644255	0.215012	0.26597	0.153762	0.0469682	0.286216	0.0320718	0.253221	0.295187	0.185242	0.266351	1.302578
2420	-4274.639	-4290.863	16.22378	0.111001	0.160809	0.186392	0.195505	0.148374	0.110171	0.083774	0.0918009	0.0300898	0.0443442	0.076632	0.0557843	0.0491124	0.203612	0.224839	0.145844	0.0476826	0.34955	0.0284726	0.262127	0.292544	0.170783	0.274546	1.343789
2430	-4276.081	-4291.747	15.66548	0.111747	0.173241	0.174823	0.207165	0.162763	0.110143	0.0847874	0.101102	0.0314986	0.0156423	0.0810578	0.0906957	0.0549537	0.207605	0.211866	0.139293	0.0369803	0.369288	0.0349678	0.296646	0.244205	0.190849	0.268299	1.39962
2440	-4278.248	-4294.186	15.93799	0.0743878	0.184967	0.23209	0.165357	0.110975	0.105426	0.104504	0.143373	0.0241339	0.0505872	0.0921336	0.0504493	0.0339862	0.213331	0.262712	0.129589	0.0283524	0.330598	0.0354177	0.287748	0.272028	0.179541	0.260684	1.372369
2450	-4273.565	-4289.009	15.44316	0.112605	0.176533	0.221356	0.2064	0.138341	0.105851	0.0592959	0.171751	0.0331801	0.0514141	0.0607684	0.0376304	0.0467242	0.196703	0.242234	0.146553	0.0562681	0.326027	0.0322145	0.273365	0.263683	0.164548	0.298403	1.421851
2460	-4274.973	-4290.444	15.47085	0.0955825	0.174068	0.203448	0.180445	0.130737	0.105561	0.114452	0.127828	0.0108722	0.0372557	0.0858123	0.0929398	0.0600802	0.206448	0.236891	0.154665	0.0757187	0.30519	0.0210882	0.271309	0.27736	0.18156	0.269772	1.419082
2470	-4274.688	-4290.431	15.74301	0.118893	0.157804	0.176748	0.158799	0.163594	0.0842107	0.108743	0.153293	0.0312875	0.02038	0.0697121	0.0815396	0.0668628	0.211717	0.223701	0.146054	0.0499877	0.333885	0.0346556	0.266206	0.26414	0.180905	0.28875	1.391866
2480	-4272.804	-4288.649	15.84502	0.0919288	0.185113	0.233021	0.176672	0.132883	0.105489	0.0726264	0.156545	0.0273171	0.0260735	0.0646723	0.037616	0.0717084	0.193574	0.267691	0.116091	0.0542755	0.316565	0.051804	0.295315	0.2528	0.166907	0.284978	1.381665
2490	-4277.734	-4293.475	15.74138	0.109462	0.149977	0.233021	0.220896	0.133306	0.0807513	0.103718	0.131399	0.0201354	0.0388422	0.0589577	0.0715129	0.0400517	0.218257	0.243692	0.15142	0.0733127	0.298255	0.0150629	0.271459	0.254834	0.192457	0.28125	1.392029
2500	-4277.142	-4291.766	14.62346	0.115789	0.21834	0.196565	0.199906	0.145993	0.122097	0.103718	0.145756	0.0452727	0.0180155	0.075523	0.057912	0.0589335	0.218684	0.244995	0.0973841	0.0720494	0.350771	0.0161159	0.280386	0.263215	0.153599	0.302801	1.503821
2510	-4272.042	-4287.258	15.2164	0.0787608	0.227547	0.223293	0.199906	0.126137	0.112792	0.103718	0.134822	0.0343767	0.0241002	0.0674314	0.0357064	0.075937	0.201524	0.239505	0.166619	0.0471045	0.30609	0.0391574	0.279498	0.258438	0.168822	0.293242	1.444527
2520	-4278.796	-4293.757	14.9611	0.104912	0.163435	0.199272	0.203805	0.113749	0.128037	0.118282	0.134822	0.089019	0.0346371	0.0809857	0.0324378	0.0666638	0.181223	0.286502	0.11417	0.0550881	0.33529	0.027727	0.271796	0.291476	0.162624	0.274104	1.470057
2530	-4272.145	-4287.194	15.04946	0.104715	0.19673	0.196992	0.178365	0.128819	0.13286	0.111322	0.137693	0.049491	0.0220998	0.064429	0.048686	0.0890198	0.212925	0.259812	0.132912	0.0706693	0.277605	0.0460768	0.284282	0.265043	0.159795	0.29088	1.461221
2540	-4271.518	-4286.148	14.62999	0.107867	0.222975	0.192555	0.186565	0.154798	0.130901	0.107452	0.136347	0.0633229	0.028411	0.0513933	0.0360347	0.0845472	0.209147	0.238491	0.116609	0.0384125	0.347666	0.0496736	0.283686	0.258212	0.172555	0.285547	1.503168
2550	-4277.11	-4291.386	14.2762	0.111802	0.212491	0.279051	0.184713	0.132945	0.14118	0.0838441	0.117301	0.0508061	0.036151	0.0942874	0.0351684	0.0588067	0.198093	0.271067	0.10213	0.0350873	0.345638	0.0479852	0.281491	0.274225	0.177713	0.266571	1.538548
2560	-4274.938	-4290.492	15.55412	0.130092	0.211552	0.225371	0.214776	0.138802	0.105565	0.0926644	0.112658	0.0269227	0.01297	0.0726081	0.0244313	0.0423417	0.217461	0.242054	0.149527	0.0561214	0.291302	0.0435348	0.243155	0.267482	0.17943	0.309933	1.410755
2570	-4272.354	-4288.018	15.66415	0.100086	0.157397	0.219801	0.232282	0.132334	0.0944212	0.0806434	0.130173	0.0477987	0.0148766	0.0850226	0.0329748	0.0719421	0.213057	0.266895	0.119489	0.0746767	0.289063	0.0368197	0.265798	0.271927	0.164824	0.297452	1.399752
2580	-4269.588	-4284.496	14.90746	0.127284	0.194401	0.260626	0.184826	0.119302	0.12511	0.0798555	0.136754	0.0619328	0.0235615	0.0642773	0.0239174	0.0735744	0.201299	0.26525	0.142818	0.0462791	0.303429	0.0409249	0.257422	0.284776	0.159906	0.297896	1.475421
2590	-4271.841	-4287.561	15.72049	0.101844	0.17479	0.194231	0.206163	0.137718	0.0975793	0.094152	0.107965	0.0571948	0.0268235	0.0922869	0.0273227	0.0760479	0.204826	0.247958	0.142867	0.0589611	0.318635	0.0267529	0.297589	0.238398	0.168409	0.295604	1.394118
2600	-4275.986	-4290.359	14.3728	0.113245	0.246741	0.207793	0.216679	0.150671	0.128235	0.0912455	0.142697	0.0477117	0.0287162	0.0776203	0.0323052	0.0452269	0.163488	0.253407	0.126508	0.0834522	0.325273	0.0478723	0.278746	0.303826	0.147442	0.269986	1.528888
2610	-4271.188	-4287.091	15.90279	0.101689	0.175614	0.22066	0.205902	0.113044	0.129382	0.080241	0.116597	0.03225	0.0386295	0.0531564	0.0334605	0.0752633	0.201365	0.240308	0.126557	0.0647774	0.323008	0.043985	0.258993	0.286824	0.179826	0.274357	1.375889
2620	-4270.774	-4286.267	15.49317	0.105185	0.189135	0.249168	0.204603	0.121499	0.0828987	0.0946999	0.154833	0.0428998	0.0312466	0.0669099	0.0356734	0.0380994	0.228489	0.230651	0.141775	0.0460629	0.306809	0.0462126	0.274443	0.25618	0.169744	0.299633	1.41685
2630	-4272.569	-4287.706	15.1363	0.105628	0.220389	0.254102	0.173912	0.131347	0.100889	0.1067	0.122708	0.053417	0.0382981	0.0502607	0.0409956	0.0538916	0.191093	0.249384	0.159656	0.0564667	0.315509	0.027891	0.273754	0.307366	0.166017	0.252863	1.452537
2640	-4274.161	-4289.392	15.23155	0.13106	0.195606	0.199125	0.175532	0.140341	0.111783	0.107819	0.152739	0.0369348	0.0461849	0.0882749	0.0251509	0.0324612	0.175868	0.260556	0.155112	0.0578391	0.328314	0.0223105	0.286709	0.275858	0.161271	0.276162	1.443012
2650	-4271.197	-4285.73	14.53247	0.118006	0.207265	0.208645	0.198919	0.137738	0.120508	0.0927319	0.161881	0.0526207	0.0404501	0.0783383	0.056468	0.03935	0.202851	0.237145	0.151102	0.056276	0.309482	0.0431443	0.272072	0.279643	0.177578	0.270707	1.512921
2660	-4273.454	-4288.614	15.15981	0.108679	0.196384	0.260917	0.1971	0.111433	0.102091	0.0803254	0.11955	0.0364339	0.0525803	0.0891157	0.0384319	0.0571455	0.178173	0.253091	0.16083	0.0493906	0.301982	0.0565336	0.267754	0.297417	0.154981	0.279848	1.450186
2670	-4282.498	-4297.412	14.91434	0.131042	0.233901	0.173692	0.174023	0.135587	0.120574	0.101133	0.170515	0.0660167	0.00671182	0.100705	0.0223503	0.0384844	0.215985	0.232459	0.144205	0.0569551	0.313191	0.0372052	0.293499	0.285549	0.16527	0.255682	1.474734
2680	-4270.005	-4284.515	14.50986	0.130157	0.209045	0.240306	0.178107	0.142574	0.100222	0.0817773	0.147464	0.0660167	0.0346665	0.0758899	0.0359406	0.0730162	0.191291	0.266506	0.13036	0.047232	0.334051	0.0305599	0.272232	0.290803	0.161586	0.275378	1.515181
2690	-4274.316	-4289.805	15.48907	0.0911109	0.196116	0.260478	0.168436	0.131498	0.117172	0.0958106	0.114151	0.0263981	0.0325995	0.0800291	0.0341791	0.0692833	0.151755	0.27456	0.142274	0.0620963	0.322508	0.0468066	0.279336	0.289183	0.150409	0.281072	1.417261
2700	-4273.07	-4288.185	15.11552	0.0792102	0.180315	0.224057	0.192944	0.129	0.103179	0.0979828	0.139807	0.0643737	0.0700434	0.0781724	0.0359841	0.0595472	0.226511	0.255037	0.133696	0.0362586	0.312646	0.0358521	0.258423	0.267533	0.175188	0.298856	1.454615
2710	-4273.027	-4288.156	15.12888	0.0960824	0.165628	0.230177	0.257989	0.125861	0.134236	0.0979828	0.125637	0.0429055	0.0346932	0.0619263	0.0256358	0.0545262	0.228408	0.261178	0.122315	0.0697031	0.298517	0.0198785	0.259693	0.277539	0.176899	0.285869	1.45328
2720	-4269.696	-4284.6	14.9045	0.128924	0.212339	0.233714	0.189096	0.125861	0.124293	0.0837531	0.11758	0.0585667	0.0356496	0.0660703	0.0293704	0.0704997	0.201546	0.26532	0.145571	0.0653113	0.302767	0.0194842	0.268314	0.28331	0.164579	0.283796	1.475717
2730	-4274.86	-4289.888	15.02795	0.0978561	0.215263	0.254128	0.209119	0.159623	0.0746577	0.095615	0.120967	0.0707513	0.0302515	0.0691825	0.0189188	0.0470387	0.210697	0.219906	0.122381	0.0835885	0.331698	0.0317295	0.282944	0.258467	0.157896	0.300693	1.463372
2740	-4271.783	-4286.755	14.97236	0.124577	0.164091	0.241384	0.181005	0.142389	0.10565	0.0712277	0.146538	0.0707513	0.0510858	0.0777094	0.0236996	0.0688245	0.201916	0.248859	0.138864	0.0502201	0.331596	0.0285454	0.25706	0.284647	0.17311	0.285183	1.468932
2750	-4269.653	-4285.2	15.54719	0.115154	0.181555	0.239565	0.197489	0.131629	0.101425	0.0790825	0.106039	0.0252386	0.0705083	0.0652345	0.0297028	0.0688245	0.195147	0.235395	0.153683	0.0499506	0.321796	0.0440289	0.278079	0.286992	0.169505	0.265424	1.411448
2760	-4269.539	-4284.825	15.28648	0.108615	0.168123	0.208561	0.229324	0.123396	0.140593	0.0998359	0.125686	0.0468524	0.0298919	0.0716256	0.0198965	0.0651192	0.207572	0.210294	0.16044	0.045935	0.33148	0.044279	0.278706	0.281163	0.174203	0.265928	1.437519
2770	-4269.069	-4284.163	15.09342	0.108615	0.197552	0.252325	0.17123	0.152481	0.12659	0.0933748	0.127287	0.0214137	0.056555	0.0598319	0.0255572	0.0640125	0.183907	0.231094	0.150177	0.0685832	0.336417	0.0298225	0.278576	0.276407	0.167523	0.277494	1.456825
2780	-4269.398	-4284.137	14.73909	0.107724	0.199475	0.224045	0.203634	0.122847	0.131575	0.0923631	0.147508	0.0412652	0.0466665	0.0862972	0.0368755	0.051983	0.221573	0.224727	0.137258	0.0593192	0.318001	0.039123	0.275702	0.256939	0.163554	0.303805	1.492258
2790	-4268.834	-4283.909	15.07473	0.108188	0.177125	0.253296	0.222496	0.1356	0.105811	0.0821351	0.141403	0.0325591	0.0537906	0.0713037	0.0126335	0.0623526	0.219001	0.25555	0.13906	0.0461961	0.319915	0.0202778	0.278774	0.272691	0.174246	0.274289	1.458694
2800	-4278.461	-4294.157	15.69595	0.0823112	0.230729	0.19187	0.193664	0.153952	0.0769414	0.0984108	0.110261	0.0629319	0.0433406	0.0672901	0.0360314	0.0488386	0.182577	0.29053	0.13003	0.065449	0.296522	0.0348929	0.262874	0.277427	0.168541	0.291159	1.396573
2810	-4267.368	-4282.74	15.37234	0.0996687	0.199591	0.238498	0.193008	0.113129	0.121389	0.114567	0.116273	0.0405197	0.0222376	0.0560318	0.0534606	0.0605601	0.193862	0.277255	0.12535	0.0514398	0.32084	0.0312536	0.275265	0.277084	0.160272	0.287379	1.428933
2820	-4273.291	-4288.502	15.21138	0.106839	0.203035	0.190583	0.230015	0.107216	0.143383	0.080042	0.114851	0.0438316	0.0231784	0.0718385	0.0461193	0.0840979	0.202671	0.252293	0.121161	0.0580658	0.345205	0.0206051	0.268122	0.270454	0.18049	0.280935	1.44503
