Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	gamma	kappa	TL
100	-13253.7	-13250.52	-3.180408	0.163251	0.095797	0.0871401	0.00334823	0.168221	0.0528539	0.0978882	0.0440052	0.0474443	0.0900843	0.160168	0.040854	0.0585019	0.0612415	0.0605659	0.0543107	0.0389749	0.0561571	0.075093	0.0900197	0.0965181	0.11589	0.062058	0.0438123	0.13857	0.0526967	0.0356669	0.0317417	0.0511482	0.0450955	0.0804114	0.0954638	0.10967	0.0968801	0.0439294	0.0634034	0.0359202	0.0250495	0.0336625	0.0992157	0.0116808	0.101103	0.0375681	0.161347	0.024191	0.0659377	0.0499679	0.103661	0.061263	0.0497711	0.254303	0.0523002	0.0788348	0.0572002	0.0593913	0.00889896	0.064922	0.0413305	0.0634755	0.0494193	0.16512	0.0932578	0.0271489	0.25064	0.00634992	0.0085839	0.00143908	0.00689057	0.0118788	0.00354675	0.0072201	0.0213722	0.00378737	0.00247309	0.0131236	0.0182789	6.81864e-05	0.012247	0.00425232	0.0525573	0.0107942	0.00218522	0.0326901	0.0329993	0.00728564	0.00963471	0.00868249	0.0912206	0.00765149	0.0847954	0.0080863	0.00104733	0.0197092	0.00553695	0.0340349	0.00291841	0.00312302	0.00149551	0.0307415	0.00633742	0.00756864	0.00899038	0.0452794	0.0101734	0.00947793	0.00546625	0.00114475	0.00108113	0.000715069	0.022254	0.000717418	0.00680912	0.0016865	0.00403806	0.00259371	0.00192424	0.00297625	0.0045099	0.00146364	0.00406593	0.00626646	0.00818555	0.00159695	0.00189207	0.0198921	0.4770738	3.971477	5.591264
110	-13177.88	-13172.22	-5.65951	0.147557	0.0646063	0.0635837	0.00464519	0.162495	0.0643154	0.0997254	0.053372	0.0639859	0.0702168	0.186427	0.0436491	0.0664289	0.0413782	0.0458168	0.062006	0.0130648	0.0354051	0.0607267	0.0847189	0.125129	0.0905704	0.100577	0.0569054	0.112873	0.0178031	0.0368717	0.0328115	0.0620991	0.295339	0.122558	0.0918915	0.144461	0.0976236	0.0256613	0.0940144	0.0285131	0.0139753	0.0308584	0.0838	0.0158852	0.084019	0.0267958	0.188137	0.0144376	0.0527048	0.0338822	0.0760635	0.0693069	0.0392706	0.233826	0.0484106	0.0684222	0.0585078	0.0491637	0.0201113	0.0555292	0.0529458	0.0904326	0.0474906	0.200012	0.0941248	0.0503496	0.229781	0.00225208	0.00766325	0.000660143	0.00997808	0.013711	0.00869635	0.00113082	0.014107	0.0022438	0.00165143	0.0149563	0.0123914	0.000102195	0.00925505	0.00143628	0.0271056	0.00310996	0.00908886	0.0430655	0.0287477	0.00728672	0.00493393	0.00759481	0.0988689	0.00382456	0.10909	0.0361478	0.000820761	0.0138532	0.00685394	0.039491	0.00283902	0.00325494	0.0016169	0.0389351	0.00259278	0.00163706	0.00733343	0.089409	0.00652889	0.0179692	0.00215854	0.000986222	0.00158746	0.00110206	0.0150087	0.00440872	0.00609794	0.00271368	0.00188781	0.00165402	0.00183489	0.00163049	0.00298568	0.00197108	0.00533223	0.0160279	0.00858143	0.00520948	0.0031902	0.0420852	0.4716711	4.213248	5.836756
120	-13123.42	-13116.43	-6.992398	0.156494	0.0643473	0.0674817	0.00495942	0.167725	0.0714229	0.0791654	0.0828064	0.0535217	0.0987008	0.206902	0.0216218	0.0864715	0.0835077	0.042757	0.0454192	0.0303579	0.038151	0.0333386	0.0783243	0.118841	0.0922524	0.0855312	0.0395062	0.127073	0.0141624	0.0412097	0.0256419	0.0699899	0.305957	0.175184	0.0830185	0.14514	0.0770956	0.0285603	0.132069	0.0190706	0.00929951	0.0403579	0.074499	0.0106567	0.107971	0.0251166	0.188137	0.0224989	0.0851772	0.015772	0.0878176	0.0659367	0.055582	0.24985	0.0615061	0.0851293	0.0581607	0.072528	0.00948572	0.0596171	0.0350719	0.0796543	0.0605753	0.183879	0.0829126	0.0310433	0.254299	0.00239373	0.00704806	0.000528611	0.00789302	0.0110279	0.00699413	0.00215671	0.0130339	0.00340845	0.00416676	0.0103149	0.00315357	0.000747154	0.00761284	0.00226455	0.0248161	0.00310194	0.00901975	0.0305063	0.0327109	0.0109809	0.00164704	0.00303322	0.097179	0.00250914	0.0991928	0.0142156	0.000330693	0.0260929	0.0137006	0.0348336	0.00218375	0.00641327	0.00307003	0.0443428	0.00109345	0.000857661	0.00708803	0.0549675	0.0116145	0.0346251	0.000747484	0.000962398	0.00310914	0.00183035	0.0133578	0.010881	0.00498089	0.00215907	0.00353368	0.00101346	0.00263345	0.00121342	0.00705703	0.00419955	0.00164674	0.00354573	0.00386572	0.00789531	0.0120866	0.0245838	0.474431	4.169245	5.970485
130	-13037.95	-13029.55	-8.398322	0.161732	0.0790144	0.089927	0.00416989	0.167083	0.0549432	0.0975375	0.0617889	0.0580275	0.0706758	0.189452	0.0119043	0.0902878	0.291489	0.0653849	0.0726931	0.0125234	0.0456939	0.0610797	0.0803256	0.1453	0.0754956	0.0918687	0.0412674	0.180787	0.0257588	0.0383658	0.0273208	0.0621645	0.0800936	0.243931	0.083687	0.114149	0.0748121	0.0464342	0.118205	0.00662859	0.0316647	0.0268054	0.091505	0.00758622	0.0919684	0.0338655	0.172638	0.02749	0.0711371	0.00903344	0.0992269	0.0516033	0.0409924	0.236631	0.0474684	0.100822	0.0703636	0.0509411	0.0150367	0.07211	0.0597775	0.0839308	0.0475911	0.194746	0.121128	0.0357613	0.206653	0.000527543	0.0176547	0.000198583	0.007674	0.00648065	0.00838372	0.0034806	0.0107675	0.00161886	0.00687282	0.00236835	0.0100353	0.00181438	0.00875376	0.00264738	0.0373946	0.00289061	0.0115715	0.035786	0.0281244	0.0106542	0.00280405	0.00245393	0.0809197	0.00065736	0.102025	0.00621688	0.00170249	0.0181405	0.0127161	0.0280293	0.00160672	0.00739481	0.00130597	0.0384566	0.00158964	0.00188201	0.0202979	0.0585384	0.00608532	0.0418486	0.000363809	0.00112365	0.00364055	0.00999138	0.00861018	0.00866649	0.0105536	0.00318724	0.00221745	0.00347809	0.00399491	0.00157092	0.0133947	0.00195346	0.00171143	0.00279609	0.00336355	0.00297156	0.0049487	0.0516886	0.4872305	4.169245	6.111077
140	-12938.45	-12936.75	-1.700966	0.127578	0.0815087	0.0479829	0.00640541	0.141461	0.0502788	0.079538	0.0453294	0.0649185	0.0803982	0.20438	0.0163765	0.0507175	0.0842283	0.0539742	0.0705331	0.0382397	0.0415899	0.0696825	0.111622	0.100321	0.090139	0.0893014	0.0455722	0.162645	0.0358129	0.0369684	0.0282318	0.0431547	0.0406402	0.0505551	0.0744263	0.121025	0.0607272	0.0291809	0.106313	0.00227212	0.0236867	0.0503793	0.0772023	0.0045236	0.0850647	0.0313841	0.172638	0.0442279	0.0684053	0.0124376	0.0634599	0.054209	0.0546979	0.213093	0.0822227	0.0657273	0.0463018	0.0730592	0.0186672	0.0593798	0.0489228	0.0810356	0.0449244	0.218334	0.119037	0.0344214	0.206653	0.000146644	0.0158214	0.000553427	0.0212161	0.00173419	0.00234263	0.00258516	0.00656736	0.00930165	0.00337026	0.00481087	0.00818739	0.00230895	0.00195003	0.00230484	0.0431896	0.00531223	0.00348492	0.0441147	0.0242943	0.00367615	0.00214902	0.00353917	0.0861905	0.000913013	0.0982856	0.0089525	0.00278557	0.0281252	0.0276032	0.0312752	0.00300597	0.00793127	0.00123708	0.0336583	0.00238334	0.00212261	0.0167084	0.0427854	0.00638355	0.0397251	0.00529425	0.00117216	0.00251446	0.0184331	0.00444584	0.00788973	0.0174687	0.0005286	0.00282385	0.00172751	0.0103631	0.00231742	0.0166511	0.00309086	0.00185209	0.00381304	0.0075495	0.00380489	0.00210518	0.0344537	0.4720833	4.357796	5.439456
150	-12904.55	-12904.58	0.03175461	0.121421	0.0778277	0.0568219	0.00416617	0.157667	0.0520598	0.0813834	0.0553894	0.0594395	0.0787059	0.226335	0.00791222	0.0590195	0.103811	0.0510228	0.0523543	0.0407276	0.0194952	0.059623	0.115699	0.107052	0.0606049	0.0741028	0.0613583	0.133637	0.0144476	0.0234631	0.0281093	0.0388182	0.0103998	0.0461503	0.0938711	0.116567	0.0700675	0.0272355	0.0698721	0.00688787	0.0307453	0.0406679	0.102087	0.00925671	0.0932524	0.0220762	0.19478	0.028245	0.0862477	0.0135129	0.0881062	0.0620453	0.0518136	0.255803	0.0594457	0.0691046	0.0585428	0.0480887	0.0175379	0.0466586	0.046307	0.0614556	0.0369436	0.184769	0.110776	0.0418675	0.216634	0.000472489	0.00771732	0.000686295	0.0242936	0.00224687	0.000361781	0.00366969	0.00780216	0.00294675	0.00681069	0.0034016	0.0259025	0.0102128	0.00680409	0.00727875	0.0309286	0.00278854	0.0161584	0.032114	0.0119149	0.00132781	0.00472374	0.00721981	0.068251	0.00102468	0.0667626	0.0121077	0.00236941	0.0319824	0.0211095	0.0334531	0.000848531	0.00682858	0.00217334	0.0543547	0.00493238	0.00250265	0.0125484	0.0284819	0.011144	0.00638588	0.0175584	0.00128226	0.00339166	0.0231398	0.00297949	0.0103376	0.0117122	0.000480565	0.00178372	0.00268733	0.00744434	0.00341598	0.00481533	0.00468161	0.000439622	0.00331317	0.00231532	0.00545875	0.00101759	0.0370715	0.48309	3.909608	5.270666
160	-12857.43	-12855.84	-1.586032	0.15717	0.0836576	0.0355109	0.00265962	0.170456	0.065248	0.0606806	0.0312409	0.0455206	0.0799241	0.233673	0.0180129	0.0698254	0.153915	0.0299381	0.0515622	0.0367949	0.0275938	0.0495787	0.104712	0.120924	0.0988125	0.0741028	0.0540919	0.123063	0.0206785	0.020773	0.0236634	0.0401857	0.0393252	0.0336939	0.0910119	0.122971	0.0744546	0.0304799	0.0606888	0.0109047	0.0355832	0.0432701	0.104444	0.00406283	0.0954212	0.0383083	0.184167	0.0292453	0.0548143	0.00949711	0.0720032	0.0565279	0.0205414	0.289262	0.0569932	0.068912	0.0333453	0.0418307	0.0137706	0.0648156	0.0486919	0.0785874	0.052439	0.19064	0.101428	0.026479	0.227394	0.000792118	0.00823722	0.0015813	0.0179209	0.00243444	0.00129478	0.00532842	0.00238259	0.00305551	0.015009	0.00573474	0.0272751	0.0133692	0.00764582	0.0104419	0.0204861	0.00153915	0.015571	0.0314392	0.0164529	0.0013652	0.00319135	0.0375151	0.0691281	0.00132697	0.0900312	0.029368	0.00114556	0.0253029	0.0280604	0.011309	0.00121174	0.00924279	0.00251105	0.0546084	0.00173838	0.00350293	0.0143479	0.0128643	0.0105222	0.00637005	0.0187773	0.0041163	0.000849516	0.0089677	0.00466565	0.0129208	0.0302422	0.000601476	0.000532483	0.0454306	0.00580166	0.000591808	0.0125903	0.0016851	0.000541763	0.00422736	0.00113435	0.0267549	0.00314231	0.0362419	0.4640948	3.909608	5.432445
170	-12796	-12792.55	-3.454288	0.126602	0.0638062	0.0740228	0.0015606	0.194356	0.0781482	0.0755034	0.0464199	0.0576592	0.0907087	0.220355	0.0174292	0.093979	0.182979	0.0419674	0.0614936	0.0102623	0.0467182	0.0541969	0.105162	0.113127	0.100015	0.076538	0.05202	0.124756	0.0137717	0.0323884	0.0196596	0.0489484	0.142041	0.0850199	0.0740123	0.113608	0.0529391	0.0317411	0.0578708	0.00718819	0.0390704	0.0434772	0.0717107	0.00456351	0.097914	0.0186829	0.209358	0.0253102	0.062551	0.0104363	0.0595098	0.0566324	0.0273586	0.265939	0.0715384	0.0779563	0.0389889	0.029405	0.00727477	0.0622357	0.0385229	0.102973	0.0417495	0.178678	0.0983325	0.0288128	0.248176	0.000660707	0.0101094	0.00238998	0.0165756	0.00456284	0.00809085	0.00248965	0.00283378	0.00204344	0.0162608	0.00505071	0.0108352	0.00547747	0.0109149	0.00684072	0.0299941	0.00325898	0.00861569	0.04491	0.0122862	0.00402601	0.00341466	0.0295587	0.0593053	0.00268164	0.119129	0.0190953	0.000500839	0.0140169	0.0184411	0.0190995	0.00310116	0.00320667	0.00674572	0.0412892	0.00128797	0.00104611	0.0184739	0.010387	0.00802111	0.0263548	0.0204046	0.00140242	0.00222041	0.0081157	0.00160149	0.00274969	0.0339306	0.00118116	0.000151212	0.0446425	0.0065949	0.000224848	0.00616145	0.0045406	0.0017586	0.0127615	0.00166127	0.012941	0.00151107	0.0309205	0.488105	4.337423	5.614992
180	-12714.44	-12712.19	-2.246712	0.130408	0.0687631	0.049998	0.00215798	0.181117	0.0653176	0.0758767	0.0453279	0.0386276	0.069903	0.188607	0.0187204	0.0504399	0.0527442	0.0115147	0.0640309	0.022081	0.0279358	0.0465201	0.108956	0.0957676	0.0747263	0.0678984	0.0492684	0.153198	0.0199124	0.0229866	0.0196194	0.0376284	0.154032	0.134785	0.0713912	0.132375	0.0752019	0.0198637	0.0689549	0.00461653	0.0787198	0.0375281	0.0965536	0.00160297	0.129431	0.0112145	0.200317	0.0234847	0.0703355	0.0172993	0.0782111	0.0633627	0.0451134	0.265318	0.0568996	0.0675187	0.0552767	0.0650317	0.00793044	0.0836944	0.0439863	0.0897637	0.0264483	0.199731	0.100975	0.038927	0.220836	0.00230095	0.00116773	0.00213953	0.0170855	0.0162169	0.0293236	0.00118958	0.0100257	0.00166138	0.00645	0.00652073	0.014057	0.0227087	0.0153882	0.00768426	0.0153732	0.00268654	0.00559699	0.0465399	0.00249456	0.00265492	0.00115981	0.03182	0.0761971	0.00231284	0.115308	0.0225054	0.00109343	0.00916087	0.0102944	0.0175414	0.00931211	0.00538244	0.0132653	0.026925	0.000993563	0.0012624	0.0215574	0.00285862	0.00332172	0.0172187	0.0140536	0.00114276	0.00117735	0.00817946	0.0027729	0.00204598	0.0312679	0.0032441	0.000681213	0.0306341	0.010094	0.000168591	0.00255709	0.00239347	0.0038076	0.00676982	0.00122959	0.00934217	0.00270862	0.0444251	0.4708174	4.337423	5.494235
190	-12611.5	-12610.34	-1.164838	0.182394	0.0745004	0.0509324	0.00478508	0.180741	0.049458	0.0803365	0.0356316	0.0465909	0.0846623	0.246679	0.0228075	0.0684687	0.0792102	0.00797784	0.0390075	0.0256262	0.0333486	0.0593478	0.105336	0.0975748	0.10943	0.085926	0.0497636	0.141191	0.0261018	0.0212366	0.0188326	0.0524235	0.081824	0.046353	0.0582694	0.126139	0.0522792	0.0320587	0.0604611	0.00531426	0.0648498	0.0402983	0.073778	0.000592182	0.0954324	0.00283628	0.211196	0.0225764	0.0639466	0.0206424	0.08248	0.0577294	0.0216514	0.2533	0.0596425	0.0243216	0.0624305	0.0392373	0.00891703	0.0732083	0.0332007	0.0694431	0.0480915	0.159885	0.111296	0.0417758	0.221498	0.00187202	0.00400301	0.00262477	0.00874086	0.0222661	0.0593553	0.00482657	0.00289788	0.00118268	0.0167595	0.00547827	0.0147025	0.0191044	0.0111167	0.0046135	0.0360366	0.00426266	0.00646831	0.10219	0.00201539	0.00111976	0.00278454	0.0445815	0.0906951	0.00144437	0.0703817	0.0278321	0.00125468	0.00897446	0.0108277	0.0120095	0.0133135	0.00496321	0.00668449	0.0336314	0.00550864	0.00274846	0.0110059	0.00847206	0.0038771	0.0165809	0.00983932	0.000622131	0.00196892	0.00811833	0.00390403	0.00208369	0.0388663	0.00283755	0.000943342	0.0206341	0.00252955	5.84796e-05	0.00961169	0.00211332	0.00211699	0.0026002	0.000402836	0.0207899	0.00272465	0.0343585	0.4853155	4.581177	5.38361
200	-12472.25	-12470.59	-1.655685	0.156786	0.0711302	0.0593059	0.00854435	0.160312	0.0733162	0.0926581	0.0388596	0.0623096	0.0698878	0.189553	0.00772641	0.0530577	0.160093	0.00281456	0.0472293	0.021889	0.0271726	0.0181145	0.0937655	0.107178	0.127117	0.0910831	0.0638096	0.153918	0.0276568	0.0259265	0.0234137	0.0523569	0.0886559	0.0757608	0.0850542	0.14482	0.0208787	0.0281601	0.0472399	0.00514293	0.0429837	0.0452687	0.0906586	0.00171352	0.0936298	0.00556125	0.211196	0.0205695	0.0577049	0.0134114	0.104319	0.0445365	0.0155187	0.23514	0.0862196	0.0235865	0.0429356	0.0381557	0.00692762	0.0672026	0.037744	0.0778476	0.0370084	0.205237	0.102627	0.0386467	0.228527	0.00286118	0.00442054	0.00316531	0.00783177	0.0194728	0.0459854	0.0134771	0.00187509	0.000716545	0.010793	0.00356737	0.00944693	0.0120416	0.0119994	0.00454934	0.0369012	0.00391512	0.0050511	0.0726733	0.00505695	0.000983246	0.00232379	0.0445335	0.0769579	0.00140866	0.086706	0.025833	0.00114201	0.033291	0.00748345	0.0126061	0.00862076	0.0105511	0.00470113	0.0388179	0.00242307	0.00120006	0.0168949	0.0131956	0.00478207	0.00870941	0.0142081	0.00168814	0.000870816	0.00590725	0.0163182	0.00140876	0.0351834	0.00378313	0.00450459	0.0141188	0.00476781	2.22261e-05	0.00107378	0.004919	0.00528984	0.00386394	0.000379007	0.0212213	0.00319046	0.0575202	0.502774	4.172847	5.436778
210	-12388.01	-12386.67	-1.338844	0.122916	0.0621095	0.0656984	0.00912659	0.146228	0.064962	0.0891768	0.0398322	0.033867	0.0730422	0.232455	0.0105537	0.0570187	0.135064	0.00135185	0.0531827	0.0428513	0.0381005	0.0144973	0.0910903	0.111705	0.112424	0.0769269	0.0584697	0.163549	0.010259	0.0331448	0.0221521	0.051456	0.0443274	0.0713691	0.0805225	0.130309	0.0143085	0.0271995	0.0574985	0.00538782	0.0821773	0.0591489	0.0735859	0.0023346	0.0946234	0.0096017	0.198062	0.0254044	0.0881064	0.0135742	0.0727369	0.0327215	0.0116542	0.279578	0.0815145	0.00893178	0.0539913	0.0502251	0.0187014	0.0680341	0.0477832	0.0778476	0.0530551	0.199601	0.100655	0.0246083	0.181388	0.00162943	0.00119357	0.00135289	0.00527649	0.0194768	0.0806388	0.0561855	0.00286832	0.000564062	0.0138469	0.0037122	0.0108337	0.00901097	0.0096562	0.0122228	0.049419	0.00429967	0.00408385	0.0734389	0.0013698	0.00118874	0.00103729	0.0351583	0.0994567	0.0041284	0.0513278	0.0176497	0.00116915	0.0135969	0.00577563	0.0149754	0.0125686	0.00546217	0.00518252	0.0383619	0.00385181	0.00041529	0.00978006	0.0136278	0.00461684	0.0118415	0.0182084	0.00179201	0.00142201	0.00436826	0.00966921	0.00116189	0.0298706	0.00726875	0.00590365	0.026032	0.00827138	3.97604e-05	0.00192835	0.00382025	0.00168776	0.00404714	0.000387348	0.0517096	0.00649525	0.0422632	0.4844288	4.444575	5.402376
220	-12291.68	-12289.53	-2.144902	0.120455	0.0689129	0.066271	0.00379333	0.15881	0.0454143	0.0845074	0.0435842	0.0482314	0.0741112	0.186461	0.0176223	0.0490149	0.193453	0.00353989	0.0524825	0.0602481	0.0386487	0.0122553	0.105035	0.129061	0.0860874	0.0791427	0.0584697	0.144516	0.0116787	0.0392049	0.0270521	0.055588	0.0505993	0.197023	0.0754206	0.129435	0.0226193	0.0258153	0.0485982	0.00416681	0.0474852	0.0396346	0.0893892	0.00350964	0.112103	0.00502116	0.209069	0.0253956	0.0961219	0.00750652	0.0914479	0.00969303	0.0068231	0.234774	0.0770954	0.00924299	0.045358	0.041821	0.011493	0.0776806	0.0416848	0.0530593	0.0416207	0.218185	0.0851112	0.0434455	0.191445	0.00418498	0.00393605	0.00131826	0.00441608	0.0134822	0.065398	0.0687042	0.00455176	0.00100036	0.00697182	0.00445353	0.013489	0.0197141	0.0114069	0.0129251	0.0274897	0.00555543	0.00290436	0.0628931	0.00113767	0.00343059	0.00102925	0.0389575	0.0988512	0.00418546	0.0646004	0.00704033	0.00370445	0.00543272	0.00714321	0.00620779	0.0170675	0.00289103	0.0230345	0.0407041	0.00474373	0.00021185	0.0136331	0.0165677	0.00121461	0.0247679	0.0177418	0.00521418	0.00330759	0.00246869	0.0140254	0.00244298	0.0194522	0.00276444	0.006729	0.0153365	0.00516242	2.98858e-05	0.000222284	0.00375041	0.00153078	0.00799608	0.000453126	0.0699336	0.00463504	0.0463983	0.4698359	4.393467	5.483493
230	-12249.6	-12247.97	-1.631685	0.17241	0.0747065	0.0343169	0.0013719	0.157254	0.0735174	0.0854481	0.0324937	0.0552322	0.0635099	0.197824	0.0124697	0.0420264	0.412701	0.0066318	0.0346631	0.0687102	0.0228492	0.0133266	0.0863558	0.135655	0.0880364	0.0846959	0.0692306	0.128718	0.0200759	0.0379951	0.0238541	0.0327546	0.0113835	0.1363	0.0714087	0.118332	0.00873102	0.0244526	0.0518038	0.00345654	0.0581007	0.0655675	0.0769165	0.00452001	0.116223	0.00687515	0.15173	0.0324547	0.0622199	0.0211833	0.0666309	0.0280276	0.00498893	0.21103	0.0692923	0.0127905	0.0571567	0.0306281	0.0173049	0.0400186	0.0399576	0.0460108	0.0608277	0.197369	0.0855748	0.0414083	0.183993	0.0102096	0.00740979	0.000872623	0.00595797	0.00730199	0.074364	0.0546434	0.00702095	0.00129673	0.00101787	0.0019479	0.019549	0.0348298	0.00389577	0.00972427	0.0384966	0.00334642	0.00527736	0.057425	0.00209014	0.00763445	0.00127994	0.0351637	0.0943488	0.00402293	0.0475793	0.00567978	0.0115512	0.00580536	0.00792708	0.00755911	0.0180844	0.00426903	0.0225624	0.0334401	0.0034383	0.000165483	0.00531636	0.0104939	0.000997202	0.00893685	0.023538	0.0296377	0.00416838	0.00568424	0.0103654	0.00489888	0.0185229	0.00113482	0.00539279	0.0261266	0.00775874	7.3614e-05	4.33149e-05	0.00550096	0.00204661	0.00451722	0.000191819	0.061991	0.00233773	0.047882	0.4856029	4.7857	5.428249
240	-12153.09	-12152.15	-0.9339493	0.158497	0.0901039	0.0580039	0.000551086	0.164972	0.0816077	0.0752392	0.041651	0.0627069	0.0338263	0.218949	0.0110379	0.0420168	0.122479	0.00500365	0.0472701	0.0220276	0.039235	0.0143179	0.104648	0.152319	0.0745749	0.0793218	0.0611463	0.143583	0.014051	0.0297322	0.0171452	0.0277211	0.00912069	0.220366	0.103731	0.148207	0.0146435	0.0339809	0.0275947	0.00578142	0.070044	0.0312246	0.087187	0.00423553	0.0937388	0.00506332	0.21092	0.0277429	0.082644	0.0119584	0.0623862	0.016076	0.0110547	0.244596	0.0617469	0.0078188	0.0388341	0.0413167	0.00762777	0.0490203	0.0396731	0.0338502	0.0443283	0.198208	0.0912187	0.0359024	0.204027	0.00294994	0.00646881	0.00141892	0.00714457	0.0151441	0.0793976	0.0679809	0.0100466	0.000680713	0.00169372	0.00818273	0.0107348	0.0266226	0.00390459	0.00800439	0.0389865	0.00599337	0.0090375	0.0429038	0.0017267	0.00969958	0.00162921	0.0373533	0.0860965	0.00233037	0.0966632	0.00630675	0.00299117	0.0161686	0.00647965	0.00615216	0.0116647	0.00234549	0.0236804	0.0618872	0.00496448	0.000592682	0.0132482	0.00431742	0.0019563	0.0135347	0.00802594	0.0224564	0.0104295	0.00162658	0.00884724	0.00686918	0.0170948	0.00108798	0.00633893	0.0204505	0.00807753	0.000231921	0.000205341	0.00328737	0.00741746	0.00577672	0.000585789	0.0425802	0.00437508	0.0596035	0.4880842	4.22724	5.36406
250	-12059.08	-12059.04	-0.03902492	0.106338	0.0623411	0.0580039	0.000185334	0.125216	0.0494324	0.111196	0.0445233	0.0430269	0.0415424	0.216959	0.0150216	0.0358716	0.221766	0.00248136	0.0463564	0.0481565	0.0536091	0.0164371	0.0889995	0.115432	0.0614957	0.0827526	0.0474609	0.127733	0.0149538	0.0364121	0.0327514	0.0360434	0.0259691	0.204143	0.0869187	0.113968	0.0183749	0.0156107	0.0408679	0.00881521	0.0504156	0.0421783	0.0933423	0.0207725	0.104866	0.00553131	0.132123	0.020431	0.0803178	0.0237088	0.0730863	0.0245766	0.00346159	0.254805	0.0644962	0.00497388	0.0457357	0.0290097	0.0106317	0.0598974	0.0325569	0.0170332	0.050275	0.191036	0.137839	0.0320033	0.193506	0.00242575	0.0134379	0.00237275	0.0115353	0.00464545	0.0721752	0.0667753	0.0145023	0.00117888	5.73291e-05	0.00520668	0.00299093	0.0200778	0.00292372	0.0041875	0.039989	0.0114218	0.00409833	0.0591905	0.0110585	0.0206804	0.00206451	0.0482614	0.0755628	0.00834515	0.0866027	0.00472677	0.00310536	0.0209519	0.00340747	0.00730851	0.0103097	0.00108333	0.0421608	0.0503091	0.00760872	0.00244143	0.0172918	0.00359796	0.0102094	0.00655669	0.00720362	0.0061789	0.022785	0.00253948	0.0160113	0.00734275	0.0117425	0.000732671	0.00385515	0.0182099	0.00645377	0.000678679	0.000182209	0.00432869	0.0139644	0.0088255	0.000774409	0.0557499	0.00849237	0.039902	0.4883296	4.22724	5.274568
260	-11944.31	-11946.33	2.0116	0.164088	0.0739912	0.0134808	0.000145792	0.158785	0.0757533	0.0885727	0.0345277	0.0343288	0.0552594	0.216959	0.00785958	0.027644	0.237787	0.00141259	0.0356838	0.0804526	0.0234264	0.01193	0.0889995	0.129102	0.092102	0.0698549	0.0474609	0.136416	0.0129403	0.0174176	0.037316	0.0487184	0.0249869	0.116444	0.0938361	0.139634	0.010883	0.012777	0.0680441	0.00487681	0.0416717	0.0341606	0.0646662	0.0339622	0.098281	0.0056048	0.1077	0.0261614	0.0730835	0.0226881	0.0643237	0.0148229	0.00204166	0.286341	0.0497095	0.00845748	0.0408478	0.0365367	0.0188436	0.0561895	0.0317799	0.0325792	0.0481505	0.208819	0.117351	0.02894	0.137413	0.00327541	0.0154202	0.00238887	0.0228863	0.00592798	0.0475473	0.0581102	0.0110446	0.00441426	9.45406e-05	0.00203884	0.0019032	0.0093155	0.00331051	0.000307535	0.0312399	0.00793951	0.00284621	0.0475957	0.023751	0.0169637	0.00198905	0.0498756	0.0402337	0.0106082	0.0726602	0.00803006	0.00213703	0.00641898	0.00180715	0.00525607	0.00931654	0.00104899	0.0178929	0.0509915	0.00743674	0.0045178	0.0076324	0.000832359	0.0555822	0.0182785	0.00222724	0.00395161	0.0228653	0.00306445	0.00682731	0.00749591	0.0179429	0.00246187	0.00502147	0.0085011	0.00707918	0.000378523	0.00129333	0.00182752	0.00883652	0.00255885	0.00167912	0.0480049	0.00282307	0.0379909	0.4808457	4.305624	5.068721
