Iteration	Posterior	Likelihood	Prior	p	T
4380	-6.691758	-3.696025	-2.995732	0.006979591	5.259203
4390	-6.383021	-3.387288	-2.995732	0.007453459	5.618057
4400	-5.897519	-2.901787	-2.995732	0.008394539	6.331404
4410	-5.910144	-2.914412	-2.995732	0.008365736	6.309557
4420	-5.520697	-2.524964	-2.995732	0.009440939	7.125648
4430	-5.3379	-2.342168	-2.995732	0.01018414	7.690435
4440	-5.407095	-2.411362	-2.995732	0.009871409	7.452711
4450	-5.135487	-2.139755	-2.995732	0.01178178	8.906474
4460	-5.147851	-2.152118	-2.995732	0.01158895	8.759564
4470	-5.120155	-2.124423	-2.995732	0.01291759	9.772596
4480	-5.123817	-2.128084	-2.995732	0.01303667	9.863479
4490	-5.134188	-2.138456	-2.995732	0.01328029	10.04945
4500	-5.265309	-2.269577	-2.995732	0.01469999	11.13447
4510	-5.419079	-2.423346	-2.995732	0.01568517	11.88863
4520	-5.596933	-2.601201	-2.995732	0.01657822	12.57314
4530	-5.952818	-2.957086	-2.995732	0.0180243	13.68332
4540	-5.44962	-2.453888	-2.995732	0.0158518	12.01629
4550	-5.8214	-2.825668	-2.995732	0.01752615	13.30063
4560	-5.758146	-2.762414	-2.995732	0.01727328	13.10648
4570	-6.093845	-3.098112	-2.995732	0.01852584	14.06886
4580	-6.719175	-3.723443	-2.995732	0.02048137	15.57467
4590	-6.546624	-3.550892	-2.995732	0.01997548	15.18474
4600	-6.574712	-3.578979	-2.995732	0.02005928	15.24931
4610	-6.594634	-3.598902	-2.995732	0.02011836	15.29484
4620	-6.849511	-3.853779	-2.995732	0.02085059	15.85943
4630	-7.130027	-4.134295	-2.995732	0.02161355	16.44832
4640	-7.480963	-4.485231	-2.995732	0.02251806	17.14727
4650	-7.375189	-4.379457	-2.995732	0.02225057	16.94048
4660	-6.595094	-3.599362	-2.995732	0.02011972	15.29589
4670	-6.660958	-3.665226	-2.995732	0.020313	15.44486
4680	-6.869064	-3.873332	-2.995732	0.02090512	15.9015
4690	-6.575178	-3.579446	-2.995732	0.02006067	15.25038
4700	-6.307534	-3.311802	-2.995732	0.01923574	14.61504
4710	-6.693399	-3.697667	-2.995732	0.0204071	15.51741
4720	-6.458402	-3.46267	-2.995732	0.01970827	14.97888
4730	-5.805824	-2.810092	-2.995732	0.01746476	13.25349
4740	-5.722979	-2.727246	-2.995732	0.01712836	12.99523
4750	-5.711441	-2.715709	-2.995732	0.01708008	12.95818
4760	-5.897509	-2.901777	-2.995732	0.01781872	13.52535
4770	-5.489943	-2.494211	-2.995732	0.01606214	12.17748
4780	-5.412784	-2.417051	-2.995732	0.01564994	11.86165
4790	-5.288896	-2.293163	-2.995732	0.01487331	11.26707
4800	-5.169267	-2.173535	-2.995732	0.01380692	10.45169
4810	-5.217423	-2.221691	-2.995732	0.01430496	10.83236
4820	-5.144821	-2.149089	-2.995732	0.01346917	10.19369
4830	-5.136994	-2.141262	-2.995732	0.01333417	10.0906
4840	-5.115373	-2.119641	-2.995732	0.01241212	9.386984
4850	-5.206868	-2.211135	-2.995732	0.01098593	8.300387
4860	-5.259045	-2.263313	-2.995732	0.01061835	8.020672
4870	-5.187216	-2.191484	-2.995732	0.01115389	8.428245
4880	-5.252469	-2.256736	-2.995732	0.01066008	8.052421
4890	-5.195399	-2.199667	-2.995732	0.01108127	8.372963
4900	-5.298923	-2.303191	-2.995732	0.01038551	7.843563
4910	-5.12337	-2.127638	-2.995732	0.01204586	9.107731
4920	-5.188929	-2.193196	-2.995732	0.01402821	10.62079
4930	-5.398345	-2.402613	-2.995732	0.01556792	11.79882
4940	-5.266472	-2.27074	-2.995732	0.01470881	11.14122
4950	-5.336075	-2.340343	-2.995732	0.01519114	11.51032
4960	-5.359767	-2.364035	-2.995732	0.01533936	11.6238
4970	-5.259643	-2.26391	-2.995732	0.01465657	11.10126
4980	-5.359942	-2.36421	-2.995732	0.01534043	11.62461
4990	-5.378762	-2.38303	-2.995732	0.01545371	11.71136
5000	-5.484222	-2.48849	-2.995732	0.01603291	12.15507
5010	-5.38727	-2.391538	-2.995732	0.01550377	11.74969
5020	-5.268388	-2.272655	-2.995732	0.01472327	11.15228
5030	-5.374819	-2.379087	-2.995732	0.01543028	11.69341
5040	-5.145813	-2.150081	-2.995732	0.01348501	10.20579
5050	-5.118956	-2.123224	-2.995732	0.01287002	9.736296
5060	-5.13946	-2.143728	-2.995732	0.01337888	10.12473
5070	-5.184175	-2.188443	-2.995732	0.01397751	10.58205
5080	-5.134022	-2.13829	-2.995732	0.01327699	10.04693
5090	-5.131122	-2.13539	-2.995732	0.01186408	8.969193
5100	-5.169757	-2.174024	-2.995732	0.01132532	8.558776
5110	-5.264929	-2.269197	-2.995732	0.0105819	7.992943
5120	-5.293767	-2.298035	-2.995732	0.0104139	7.865155
5130	-5.203412	-2.20768	-2.995732	0.01101394	8.321708
5140	-5.127552	-2.13182	-2.995732	0.01194046	9.027394
5150	-5.172297	-2.176564	-2.995732	0.01129872	8.538523
5160	-5.132153	-2.136421	-2.995732	0.0118437	8.953662
5170	-5.123139	-2.127407	-2.995732	0.0120524	9.112715
5180	-5.130502	-2.13477	-2.995732	0.01320338	9.990738
5190	-5.120707	-2.124975	-2.995732	0.01212787	9.170251
5200	-5.152491	-2.156759	-2.995732	0.01358586	10.28282
5210	-5.219424	-2.223692	-2.995732	0.01432297	10.84613
5220	-5.45561	-2.459878	-2.995732	0.0158837	12.04073
5230	-5.511602	-2.515869	-2.995732	0.01617116	12.26103
5240	-5.615719	-2.619987	-2.995732	0.01666367	12.63868
5250	-5.571725	-2.575992	-2.995732	0.01646134	12.48351
5260	-5.778464	-2.782731	-2.995732	0.01735555	13.16964
5270	-5.345247	-2.349515	-2.995732	0.01524931	11.55485
5280	-5.142075	-2.146343	-2.995732	0.01342398	10.15918
5290	-5.115141	-2.119409	-2.995732	0.01261287	9.540099
5300	-5.17062	-2.174887	-2.995732	0.01131621	8.551839
5310	-5.134431	-2.138699	-2.995732	0.01180079	8.920957
5320	-5.122186	-2.126454	-2.995732	0.01208039	9.134057
5330	-5.12496	-2.129228	-2.995732	0.01306869	9.887917
5340	-5.217269	-2.221537	-2.995732	0.01090492	8.238729
5350	-5.286577	-2.290844	-2.995732	0.01045427	7.895862
5360	-5.615599	-2.619867	-2.995732	0.009134171	6.892686
5370	-5.697297	-2.701565	-2.995732	0.008897539	6.713053
5380	-5.258227	-2.262495	-2.995732	0.01062348	8.024576
5390	-5.670816	-2.675084	-2.995732	0.008971851	6.769459
5400	-5.686446	-2.690714	-2.995732	0.00892773	6.735968
5410	-5.815413	-2.81968	-2.995732	0.008589587	6.479365
5420	-5.960073	-2.964341	-2.995732	0.008254642	6.225303
5430	-5.877903	-2.882171	-2.995732	0.008439896	6.365807
5440	-5.123276	-2.127544	-2.995732	0.01204852	9.109758
5450	-5.252179	-2.256447	-2.995732	0.01066194	8.053836
5460	-5.204133	-2.2084	-2.995732	0.01100805	8.317224
5470	-5.233907	-2.238175	-2.995732	0.01078421	8.146871
5480	-5.193731	-2.197998	-2.995732	0.01109574	8.383978
5490	-5.118494	-2.122762	-2.995732	0.01284988	9.720921
5500	-5.117123	-2.12139	-2.995732	0.01227926	9.28567
5510	-5.122894	-2.127162	-2.995732	0.01300937	9.842638
5520	-5.209839	-2.214107	-2.995732	0.0142352	10.77902
5530	-5.270437	-2.274705	-2.995732	0.01473865	11.16405
5540	-5.227505	-2.231773	-2.995732	0.01439415	10.90055
5550	-5.286409	-2.290677	-2.995732	0.01485555	11.25349
5560	-5.202984	-2.207252	-2.995732	0.0141699	10.7291
5570	-5.338742	-2.343009	-2.995732	0.01520816	11.52335
5580	-5.115547	-2.119815	-2.995732	0.01266513	9.579964
5590	-5.115231	-2.119498	-2.995732	0.01262677	9.550705
5600	-5.118893	-2.123161	-2.995732	0.01219554	9.221833
5610	-5.114923	-2.11919	-2.995732	0.01249797	9.452455
5620	-5.127715	-2.131982	-2.995732	0.01313919	9.941733
5630	-5.133373	-2.137641	-2.995732	0.01326395	10.03698
5640	-5.124593	-2.128861	-2.995732	0.0130586	9.880218
5650	-5.213994	-2.218261	-2.995732	0.01427372	10.80847
5660	-5.200856	-2.205124	-2.995732	0.01414916	10.71324
5670	-5.289731	-2.293999	-2.995732	0.01487925	11.27162
5680	-5.117645	-2.121913	-2.995732	0.01280917	9.689861
5690	-5.149764	-2.154031	-2.995732	0.01156278	8.739629
5700	-5.179735	-2.184003	-2.995732	0.01392867	10.54472
5710	-5.160738	-2.165006	-2.995732	0.01369932	10.36948
5720	-5.132957	-2.137225	-2.995732	0.01182824	8.941878
5730	-5.134811	-2.139079	-2.995732	0.01329257	10.05883
5740	-5.346769	-2.351037	-2.995732	0.01525886	11.56217
5750	-5.183913	-2.188181	-2.995732	0.01397467	10.57988
5760	-5.15403	-2.158298	-2.995732	0.01360788	10.29963
5770	-5.161466	-2.165733	-2.995732	0.01370885	10.37677
5780	-5.125558	-2.129826	-2.995732	0.01308472	9.900151
5790	-5.381055	-2.385322	-2.995732	0.009983477	7.537889
5800	-5.27742	-2.281688	-2.995732	0.01050709	7.936034
5810	-5.115195	-2.119463	-2.995732	0.01262149	9.546673
5820	-5.170214	-2.174482	-2.995732	0.01381836	10.46043
5830	-5.208503	-2.21277	-2.995732	0.01422264	10.76942
5840	-5.138915	-2.143183	-2.995732	0.01336918	10.11733
5850	-5.125359	-2.129627	-2.995732	0.01307943	9.896115
5860	-5.116632	-2.1209	-2.995732	0.01230816	9.307702
5870	-5.11489	-2.119157	-2.995732	0.01252957	9.47656
5880	-5.118609	-2.122876	-2.995732	0.01285498	9.724814
5890	-5.229218	-2.233486	-2.995732	0.01440893	10.91185
5900	-5.293228	-2.297495	-2.995732	0.01490397	11.29054
5910	-5.174253	-2.178521	-2.995732	0.01386616	10.49696
5920	-5.118514	-2.122782	-2.995732	0.01221156	9.23405
5930	-5.12054	-2.124807	-2.995732	0.0129317	9.78336
5940	-5.189435	-2.193703	-2.995732	0.01403352	10.62485
5950	-5.198277	-2.202544	-2.995732	0.01412369	10.69378
5960	-5.131165	-2.135433	-2.995732	0.01321782	10.00176
5970	-5.142089	-2.146356	-2.995732	0.01342421	10.15935
5980	-5.209899	-2.214166	-2.995732	0.01423575	10.77944
5990	-5.240761	-2.245029	-2.995732	0.01450604	10.98612
6000	-5.134504	-2.138771	-2.995732	0.01328653	10.05422
6010	-5.115065	-2.119332	-2.995732	0.01259884	9.529397
6020	-5.326042	-2.33031	-2.995732	0.01024312	7.735283
6030	-5.186571	-2.190839	-2.995732	0.0111598	8.432747
6040	-5.1884	-2.192667	-2.995732	0.01114312	8.420048
6050	-5.118855	-2.123123	-2.995732	0.01286573	9.733017
6060	-5.164874	-2.169141	-2.995732	0.01375257	10.41017
6070	-5.191157	-2.195424	-2.995732	0.01405145	10.63856
6080	-5.115323	-2.119591	-2.995732	0.01263937	9.560317
6090	-5.132991	-2.137259	-2.995732	0.01325615	10.03103
6100	-5.133204	-2.137471	-2.995732	0.0132605	10.03434
6110	-5.203956	-2.208224	-2.995732	0.0141793	10.73628
6120	-5.144273	-2.14854	-2.995732	0.01346031	10.18692
6130	-5.226486	-2.230753	-2.995732	0.0143853	10.89378
6140	-5.214365	-2.218633	-2.995732	0.01427713	10.81107
6150	-5.179316	-2.183583	-2.995732	0.01392397	10.54114
6160	-5.285514	-2.289782	-2.995732	0.01484914	11.24858
6170	-5.332161	-2.336428	-2.995732	0.01516599	11.49107
6180	-5.343238	-2.347506	-2.995732	0.01523665	11.54516
6190	-5.439221	-2.443488	-2.995732	0.01579582	11.9734
6200	-5.58204	-2.586308	-2.995732	0.01650949	12.52043
6210	-5.691636	-2.695904	-2.995732	0.01699631	12.89389
6220	-5.998451	-3.002719	-2.995732	0.01818995	13.81062
6230	-5.730186	-2.734453	-2.995732	0.01715833	13.01824
6240	-5.400246	-2.404514	-2.995732	0.01557881	11.80717
6250	-5.432202	-2.436469	-2.995732	0.0157576	11.94412
6260	-5.169688	-2.173956	-2.995732	0.01381202	10.45559
6270	-5.356481	-2.360748	-2.995732	0.01531918	11.60835
6280	-5.120314	-2.124581	-2.995732	0.01292347	9.777083
6290	-5.115177	-2.119445	-2.995732	0.01261875	9.544583
6300	-5.148667	-2.152935	-2.995732	0.01157769	8.750984
6310	-5.43321	-2.437478	-2.995732	0.009764726	7.371637
6320	-5.227912	-2.23218	-2.995732	0.01082656	8.179101
6330	-5.156319	-2.160586	-2.995732	0.01147843	8.67538
6340	-5.121613	-2.125881	-2.995732	0.01209814	9.147584
6350	-5.119492	-2.12376	-2.995732	0.01217172	9.203674
6360	-5.148361	-2.152629	-2.995732	0.01352461	10.23603
6370	-5.183066	-2.187334	-2.995732	0.01396545	10.57283
6380	-5.471596	-2.475864	-2.995732	0.01596769	12.10509
6390	-5.535759	-2.540027	-2.995732	0.01628983	12.35201
6400	-5.655922	-2.66019	-2.995732	0.01684222	12.77566
6410	-5.8175	-2.821767	-2.995732	0.01751083	13.28887
6420	-5.581738	-2.586005	-2.995732	0.01650808	12.51935
6430	-5.341355	-2.345623	-2.995732	0.01522475	11.53605
6440	-5.608792	-2.613059	-2.995732	0.01663232	12.61463
6450	-5.459901	-2.464169	-2.995732	0.01590641	12.05813
6460	-5.737047	-2.741314	-2.995732	0.01718673	13.04004
6470	-6.457303	-3.46157	-2.995732	0.0197049	14.97629
6480	-6.115925	-3.120193	-2.995732	0.01860176	14.12725
6490	-6.837828	-3.842095	-2.995732	0.02081791	15.83422
6500	-6.222958	-3.227226	-2.995732	0.01896106	14.40365
6510	-6.143073	-3.14734	-2.995732	0.01869422	14.19836
6520	-6.070178	-3.074446	-2.995732	0.01844373	14.00573
6530	-5.95236	-2.956627	-2.995732	0.01802262	13.68202
6540	-5.614158	-2.618426	-2.995732	0.01665662	12.63328
6550	-5.6528	-2.657067	-2.995732	0.01682855	12.76517
6560	-5.490146	-2.494414	-2.995732	0.01606318	12.17827
6570	-5.588305	-2.592573	-2.995732	0.01653851	12.54269
6580	-5.38714	-2.391408	-2.995732	0.015503	11.74911
6590	-5.451205	-2.455473	-2.995732	0.01586026	12.02277
6600	-5.765167	-2.769435	-2.995732	0.01730183	13.12839
6610	-5.572224	-2.576492	-2.995732	0.01646369	12.48531
6620	-5.825202	-2.82947	-2.995732	0.01754106	13.31208
6630	-5.83624	-2.840507	-2.995732	0.01758414	13.34517
6640	-6.434872	-3.43914	-2.995732	0.01963592	14.92316
6650	-6.350788	-3.355056	-2.995732	0.01937338	14.721
6660	-6.951875	-3.956143	-2.995732	0.0211337	16.07787
6670	-6.593918	-3.598186	-2.995732	0.02011624	15.29321
6680	-6.886072	-3.890339	-2.995732	0.02095237	15.93795
6690	-6.712251	-3.716518	-2.995732	0.02046146	15.55932
6700	-6.785811	-3.790079	-2.995732	0.02067143	15.72123
6710	-6.748761	-3.753029	-2.995732	0.0205661	15.64
6720	-6.43691	-3.441178	-2.995732	0.01964221	14.928
6730	-6.383783	-3.388051	-2.995732	0.01947717	14.80091
6740	-6.494072	-3.498339	-2.995732	0.01981706	15.06268
6750	-6.698596	-3.702864	-2.995732	0.02042211	15.52898
6760	-6.577196	-3.581464	-2.995732	0.02006666	15.255
6770	-5.956006	-2.960274	-2.995732	0.01803599	13.6923
6780	-5.728652	-2.732919	-2.995732	0.01715197	13.01335
6790	-5.571515	-2.575783	-2.995732	0.01646036	12.48276
6800	-5.550727	-2.554995	-2.995732	0.01636193	12.40728
6810	-5.926527	-2.930795	-2.995732	0.01792727	13.60875
6820	-5.399962	-2.40423	-2.995732	0.01557719	11.80592
6830	-5.225576	-2.229844	-2.995732	0.01437737	10.88772
6840	-5.180194	-2.184462	-2.995732	0.01393379	10.54864
6850	-5.124199	-2.128466	-2.995732	0.01304758	9.871803
6860	-5.198589	-2.202857	-2.995732	0.01412679	10.69615
6870	-5.41978	-2.424048	-2.995732	0.01568907	11.89162
6880	-5.174482	-2.17875	-2.995732	0.01386882	10.49899
6890	-5.170404	-2.174671	-2.995732	0.01382064	10.46218
6900	-5.114932	-2.1192	-2.995732	0.01249374	9.449232
6910	-5.287784	-2.292051	-2.995732	0.01486538	11.26101
6920	-5.182822	-2.18709	-2.995732	0.01396278	10.57079
6930	-5.161381	-2.165649	-2.995732	0.01370775	10.37592
6940	-5.241254	-2.245522	-2.995732	0.01073387	8.10857
6950	-5.137433	-2.141701	-2.995732	0.01174803	8.880759
6960	-5.117359	-2.121626	-2.995732	0.01279409	9.678354
6970	-5.132336	-2.136603	-2.995732	0.01184015	8.950957
6980	-5.115351	-2.119618	-2.995732	0.01241481	9.38903
6990	-5.33202	-2.336288	-2.995732	0.01021315	7.712499
7000	-5.371107	-2.375375	-2.995732	0.01002796	7.571704
7010	-5.14007	-2.144338	-2.995732	0.01170464	8.847698
7020	-5.303027	-2.307294	-2.995732	0.01497213	11.34269
7030	-5.446302	-2.450569	-2.995732	0.01583402	12.00266
7040	-5.533794	-2.538061	-2.995732	0.01628029	12.34469
7050	-5.936717	-2.940984	-2.995732	0.01796502	13.63776
7060	-5.934779	-2.939047	-2.995732	0.01795785	13.63225
7070	-5.742125	-2.746393	-2.995732	0.01720767	13.05611
7080	-5.926118	-2.930386	-2.995732	0.01792575	13.60758
7090	-6.015581	-3.019849	-2.995732	0.01825126	13.85775
7100	-5.799974	-2.804242	-2.995732	0.01744155	13.23567
7110	-5.806171	-2.810439	-2.995732	0.01746613	13.25454
7120	-5.467611	-2.471879	-2.995732	0.01594691	12.08916
7130	-5.487442	-2.491709	-2.995732	0.01604938	12.1677
7140	-5.307235	-2.311503	-2.995732	0.01500092	11.36472
7150	-5.416385	-2.420652	-2.995732	0.01567013	11.87711
7160	-5.794351	-2.798619	-2.995732	0.01741918	13.21849
7170	-5.590125	-2.594393	-2.995732	0.01654691	12.54913
7180	-5.227615	-2.231883	-2.995732	0.0143951	10.90128
7190	-5.262282	-2.26655	-2.995732	0.01467689	11.1168
7200	-5.470528	-2.474796	-2.995732	0.01596213	12.10083
7210	-5.184943	-2.189211	-2.995732	0.0139858	10.58839
7220	-5.172162	-2.176429	-2.995732	0.01384161	10.4782
7230	-5.244092	-2.24836	-2.995732	0.01453331	11.00697
7240	-5.14397	-2.148238	-2.995732	0.01345539	10.18317
7250	-5.289528	-2.293796	-2.995732	0.0148778	11.27051
7260	-5.33158	-2.335847	-2.995732	0.01516224	11.4882
7270	-5.314517	-2.318785	-2.995732	0.01505007	11.40234
7280	-5.191291	-2.195559	-2.995732	0.01405284	10.63962
7290	-5.180672	-2.184939	-2.995732	0.01393909	10.55269
7300	-5.2376	-2.241868	-2.995732	0.01447986	10.9661
7310	-5.193616	-2.197884	-2.995732	0.01407674	10.65789
7320	-5.117702	-2.12197	-2.995732	0.01281211	9.692101
7330	-5.350915	-2.355183	-2.995732	0.01528475	11.58198
7340	-5.386485	-2.390752	-2.995732	0.01549917	11.74617
7350	-5.368278	-2.372546	-2.995732	0.01539106	11.66338
7360	-5.225115	-2.229383	-2.995732	0.01437335	10.88465
7370	-5.150763	-2.155031	-2.995732	0.01356065	10.26356
7380	-5.142303	-2.14657	-2.995732	0.01342781	10.1621
7390	-5.173769	-2.178037	-2.995732	0.01386051	10.49264
7400	-5.14354	-2.147808	-2.995732	0.01344835	10.17778
7410	-5.131534	-2.135802	-2.995732	0.01185586	8.962923
7420	-5.261906	-2.266174	-2.995732	0.01467401	11.11459
7430	-5.27696	-2.281228	-2.995732	0.01478702	11.20105
7440	-5.277645	-2.281912	-2.995732	0.01479204	11.20489
7450	-5.552584	-2.556852	-2.995732	0.0163708	12.41409
7460	-5.592361	-2.596628	-2.995732	0.01655721	12.55703
7470	-5.940136	-2.944404	-2.995732	0.01797765	13.64746
7480	-5.51506	-2.519328	-2.995732	0.01618833	12.2742
7490	-5.296928	-2.301196	-2.995732	0.0149299	11.31038
7500	-5.209542	-2.21381	-2.995732	0.01423241	10.77689
7510	-5.121204	-2.125472	-2.995732	0.01295501	9.801156
7520	-5.135384	-2.139652	-2.995732	0.01330369	10.06732
7530	-5.1218	-2.126068	-2.995732	0.01297492	9.816345
7540	-5.156293	-2.160561	-2.995732	0.01147874	8.675617
7550	-5.119503	-2.123771	-2.995732	0.0121713	9.203353
7560	-5.117543	-2.121811	-2.995732	0.01225697	9.268675
7570	-5.135583	-2.139851	-2.995732	0.01330752	10.07025
7580	-5.27779	-2.282058	-2.995732	0.01479311	11.20571
7590	-5.323698	-2.327965	-2.995732	0.01511093	11.44892
7600	-5.334681	-2.338948	-2.995732	0.0151822	11.50348
7610	-5.26318	-2.267448	-2.995732	0.01468376	11.12206
7620	-5.420597	-2.424864	-2.995732	0.01569361	11.8951
7630	-5.42383	-2.428097	-2.995732	0.01571154	11.90884
7640	-5.313602	-2.31787	-2.995732	0.01504394	11.39765
7650	-5.379161	-2.383428	-2.995732	0.01545607	11.71317
7660	-5.390472	-2.39474	-2.995732	0.01552243	11.76398
7670	-5.354557	-2.358825	-2.995732	0.01530732	11.59927
7680	-5.461428	-2.465696	-2.995732	0.01591446	12.0643
7690	-5.65957	-2.663838	-2.995732	0.01685815	12.78788
7700	-5.689326	-2.693593	-2.995732	0.01698646	12.88633
7710	-5.444685	-2.448953	-2.995732	0.01582533	11.99601
7720	-5.135937	-2.140204	-2.995732	0.01331427	10.0754
7730	-5.169613	-2.173881	-2.995732	0.01381111	10.4549
7740	-5.115713	-2.119981	-2.995732	0.01237675	9.360006
7750	-5.218568	-2.222836	-2.995732	0.01089512	8.231274
7760	-5.131552	-2.13582	-2.995732	0.0118555	8.962654
7770	-5.118031	-2.122299	-2.995732	0.01223323	9.250574
7780	-5.221342	-2.225609	-2.995732	0.01434008	10.85921
7790	-5.497756	-2.502024	-2.995732	0.01610177	12.20785
7800	-5.666367	-2.670635	-2.995732	0.01688771	12.81055
7810	-5.561761	-2.566029	-2.995732	0.01641441	12.44753
7820	-5.386695	-2.390963	-2.995732	0.0155004	11.74712
7830	-5.707302	-2.71157	-2.995732	0.01706267	12.94482
7840	-5.687691	-2.691958	-2.995732	0.01697948	12.88098
7850	-5.843538	-2.847805	-2.995732	0.01761249	13.36694
7860	-5.562301	-2.566568	-2.995732	0.01641697	12.44948
7870	-5.800761	-2.805028	-2.995732	0.01744468	13.23807
7880	-6.041949	-3.046217	-2.995732	0.01834477	13.92963
7890	-5.979905	-2.984173	-2.995732	0.01812304	13.7592
7900	-5.754107	-2.758375	-2.995732	0.01725681	13.09383
7910	-5.259131	-2.263399	-2.995732	0.01465262	11.09823
7920	-5.459337	-2.463604	-2.995732	0.01590343	12.05585
7930	-5.834991	-2.839259	-2.995732	0.01757928	13.34143
7940	-5.692237	-2.696505	-2.995732	0.01699887	12.89585
7950	-5.615519	-2.619786	-2.995732	0.01666277	12.63799
7960	-5.797795	-2.802063	-2.995732	0.01743289	13.22902
7970	-5.504704	-2.508972	-2.995732	0.01613672	12.23464
7980	-5.356008	-2.360276	-2.995732	0.01531628	11.60612
7990	-5.24231	-2.246577	-2.995732	0.01451876	10.99585
8000	-5.168398	-2.172666	-2.995732	0.01379634	10.44361
8010	-5.144733	-2.149001	-2.995732	0.01346776	10.19261
8020	-5.121939	-2.126207	-2.995732	0.01208795	9.139815
8030	-5.117988	-2.122256	-2.995732	0.01223526	9.252124
8040	-5.121665	-2.125932	-2.995732	0.01209652	9.146348
8050	-5.117765	-2.122033	-2.995732	0.01281529	9.694531
8060	-5.114909	-2.119177	-2.995732	0.01255215	9.493778
8070	-5.130805	-2.135073	-2.995732	0.01321001	9.995799
8080	-5.181977	-2.186245	-2.995732	0.01395352	10.56371
8090	-5.16351	-2.167778	-2.995732	0.01373525	10.39694
8100	-5.168454	-2.172722	-2.995732	0.01379702	10.44413
8110	-5.131334	-2.135601	-2.995732	0.01185985	8.965967
8120	-5.988404	-2.992672	-2.995732	0.008193498	6.178936
8130	-6.315177	-3.319444	-2.995732	0.007568252	5.705022
8140	-6.092256	-3.096523	-2.995732	0.007979929	6.017014
8150	-5.8276	-2.831868	-2.995732	0.008559742	6.456722
8160	-5.958747	-2.963014	-2.995732	0.008257537	6.227499
8170	-6.064048	-3.068316	-2.995732	0.008036388	6.059815
8180	-6.967357	-3.971624	-2.995732	0.006610312	4.979711
8190	-6.829858	-3.834126	-2.995732	0.006789087	5.115001
8200	-6.661108	-3.665376	-2.995732	0.007023503	5.292447
8210	-6.317182	-3.32145	-2.995732	0.007564795	5.702403
8220	-5.316523	-2.320791	-2.995732	0.01029185	7.772335
8230	-5.188218	-2.192485	-2.995732	0.01114477	8.421305
8240	-5.277008	-2.281276	-2.995732	0.0105095	7.937872
8250	-5.215689	-2.219956	-2.995732	0.01091693	8.247869
8260	-5.412468	-2.416735	-2.995732	0.009849018	7.435694
8270	-5.68803	-2.692298	-2.995732	0.008923302	6.732608
8280	-6.827061	-3.831328	-2.995732	0.006792833	5.117836
8290	-6.736643	-3.740911	-2.995732	0.006916384	5.211355
8300	-5.840386	-2.844653	-2.995732	0.008528779	6.433232
8310	-5.90869	-2.912957	-2.995732	0.008369039	6.312062
8320	-5.380443	-2.38471	-2.995732	0.009986186	7.539948
8330	-5.262313	-2.266581	-2.995732	0.010598	8.005194
8340	-5.185381	-2.189649	-2.995732	0.01117078	8.441101
8350	-5.285394	-2.289662	-2.995732	0.010461	7.900981
8360	-5.333944	-2.338212	-2.995732	0.01020361	7.705243
8370	-5.424602	-2.42887	-2.995732	0.009799305	7.397914
8380	-6.152657	-3.156925	-2.995732	0.007862593	5.928072
8390	-6.309757	-3.314025	-2.995732	0.007577614	5.712115
8400	-5.596385	-2.600653	-2.995732	0.009193222	6.937522
8410	-6.080544	-3.084811	-2.995732	0.008003238	6.034684
8420	-5.442177	-2.446444	-2.995732	0.009729288	7.344709
8430	-5.274338	-2.278605	-2.995732	0.01052524	7.949843
8440	-5.227832	-2.2321	-2.995732	0.01082714	8.179536
8450	-5.237953	-2.242221	-2.995732	0.01075628	8.125621
8460	-5.53917	-2.543438	-2.995732	0.009378061	7.07789
8470	-5.515912	-2.520179	-2.995732	0.009457506	7.138231
8480	-5.173234	-2.177501	-2.995732	0.01128907	8.531172
8490	-5.148688	-2.152956	-2.995732	0.0115774	8.750767
8500	-5.184044	-2.188311	-2.995732	0.01118323	8.450586
8510	-5.215044	-2.219312	-2.995732	0.01092185	8.251619
8520	-5.229367	-2.233634	-2.995732	0.01081618	8.171197
8530	-5.442081	-2.446349	-2.995732	0.009729664	7.344995
8540	-5.697064	-2.701332	-2.995732	0.008898184	6.713543
8550	-5.893879	-2.898146	-2.995732	0.008402901	6.337746
8560	-5.340338	-2.344606	-2.995732	0.01017223	7.681386
8570	-5.204954	-2.209221	-2.995732	0.01100137	8.312141
8580	-5.122178	-2.126446	-2.995732	0.01298709	9.825633
8590	-5.1672	-2.171468	-2.995732	0.01378162	10.43236
8600	-5.128449	-2.132717	-2.995732	0.01315671	9.955108
8610	-5.171349	-2.175617	-2.995732	0.01383196	10.47082
8620	-5.11715	-2.121418	-2.995732	0.01227773	9.284504
8630	-5.124856	-2.129124	-2.995732	0.01306584	9.885744
8640	-5.122598	-2.126866	-2.995732	0.01300027	9.835698
8650	-5.115852	-2.12012	-2.995732	0.01269387	9.601893
8660	-5.12297	-2.127237	-2.995732	0.01301166	9.844389
8670	-5.169403	-2.173671	-2.995732	0.01132907	8.561633
8680	-5.128696	-2.132964	-2.995732	0.0119149	9.007916
8690	-5.122214	-2.126482	-2.995732	0.01207955	9.13341
8700	-5.114919	-2.119187	-2.995732	0.01255722	9.497646
8710	-5.119905	-2.124172	-2.995732	0.01290814	9.765384
8720	-5.177766	-2.182034	-2.995732	0.01124351	8.496482
8730	-5.116509	-2.120776	-2.995732	0.01274328	9.639587
8740	-5.32073	-2.324997	-2.995732	0.01509138	11.43396
