Iteration	Posterior	Likelihood	Prior	p	T
8750	-5.166948	-2.171216	-2.995732	0.0137785	10.42998
8760	-5.161885	-2.166153	-2.995732	0.01371431	10.38094
8770	-5.131543	-2.135811	-2.995732	0.01322591	10.00794
8780	-5.131796	-2.136064	-2.995732	0.01185069	8.958987
8790	-5.122698	-2.126965	-2.995732	0.01206515	9.122438
8800	-5.135561	-2.139829	-2.995732	0.01178046	8.90547
8810	-5.114916	-2.119184	-2.995732	0.01250123	9.454938
8820	-5.128289	-2.132556	-2.995732	0.01192387	9.014752
8830	-5.118246	-2.122514	-2.995732	0.01283852	9.712258
8840	-5.11502	-2.119287	-2.995732	0.01246805	9.429632
8850	-5.14509	-2.149358	-2.995732	0.01347349	10.19699
8860	-5.115834	-2.120102	-2.995732	0.01269234	9.600722
8870	-5.212675	-2.216942	-2.995732	0.01094012	8.265521
8880	-5.457431	-2.461699	-2.995732	0.009670291	7.299881
8890	-5.455475	-2.459743	-2.995732	0.009677768	7.305563
8900	-5.175339	-2.179607	-2.995732	0.01126768	8.514885
8910	-5.122434	-2.126702	-2.995732	0.01207294	9.128377
8920	-5.154912	-2.15918	-2.995732	0.0136203	10.30912
8930	-5.264053	-2.268321	-2.995732	0.01469043	11.12716
8940	-5.174972	-2.17924	-2.995732	0.01387451	10.50334
8950	-5.115435	-2.119703	-2.995732	0.01240487	9.381451
8960	-5.207687	-2.211955	-2.995732	0.01421494	10.76353
8970	-5.143039	-2.147307	-2.995732	0.01344008	10.17148
8980	-5.282314	-2.286582	-2.995732	0.01482607	11.23093
8990	-5.793132	-2.7974	-2.995732	0.01741432	13.21476
9000	-5.751468	-2.755736	-2.995732	0.01724602	13.08555
9010	-5.353574	-2.357842	-2.995732	0.01530125	11.59462
9020	-5.480856	-2.485124	-2.995732	0.01601562	12.14182
9030	-5.280159	-2.284427	-2.995732	0.01481042	11.21895
9040	-5.142535	-2.146803	-2.995732	0.01343171	10.16508
9050	-5.115095	-2.119363	-2.995732	0.0124525	9.417774
9060	-5.224163	-2.228431	-2.995732	0.01085368	8.199737
9070	-5.368061	-2.372328	-2.995732	0.01004179	7.582213
9080	-5.731534	-2.735802	-2.995732	0.00880452	6.642456
9090	-5.923609	-2.927876	-2.995732	0.00833534	6.286504
9100	-5.594235	-2.598503	-2.995732	0.009199919	6.942608
9110	-5.269541	-2.273809	-2.995732	0.01055388	7.971633
9120	-5.121961	-2.126229	-2.995732	0.01208728	9.139307
9130	-5.259869	-2.264137	-2.995732	0.01061319	8.01675
9140	-5.292444	-2.296712	-2.995732	0.01042125	7.87075
9150	-5.180554	-2.184822	-2.995732	0.01121636	8.475807
9160	-5.120644	-2.124912	-2.995732	0.01213002	9.171886
9170	-5.11508	-2.119347	-2.995732	0.01260179	9.531649
9180	-5.223837	-2.228104	-2.995732	0.01436213	10.87607
9190	-5.522552	-2.52682	-2.995732	0.01622532	12.30255
9200	-5.314336	-2.318604	-2.995732	0.01504886	11.40141
9210	-5.141304	-2.145572	-2.995732	0.0134109	10.14919
9220	-5.177299	-2.181567	-2.995732	0.01390121	10.52374
9230	-5.144862	-2.14913	-2.995732	0.01346984	10.1942
9240	-5.147218	-2.151486	-2.995732	0.01350703	10.22261
9250	-5.165602	-2.16987	-2.995732	0.01137028	8.593014
9260	-5.139209	-2.143477	-2.995732	0.01171853	8.858284
9270	-5.142345	-2.146612	-2.995732	0.01342851	10.16264
9280	-5.117246	-2.121513	-2.995732	0.01278789	9.673625
9290	-5.236991	-2.241259	-2.995732	0.01447479	10.96222
9300	-5.186161	-2.190428	-2.995732	0.01399887	10.59838
9310	-5.229851	-2.234119	-2.995732	0.01441437	10.91601
9320	-5.129714	-2.133981	-2.995732	0.01318583	9.97734
9330	-5.177685	-2.181952	-2.995732	0.01390559	10.52709
9340	-5.176978	-2.181245	-2.995732	0.01389755	10.52094
9350	-5.229371	-2.233639	-2.995732	0.01441025	10.91286
9360	-5.204588	-2.208856	-2.995732	0.01418538	10.74093
9370	-5.145056	-2.149324	-2.995732	0.01347295	10.19657
9380	-5.137154	-2.141422	-2.995732	0.01333714	10.09287
9390	-5.1167	-2.120967	-2.995732	0.01230395	9.304494
9400	-5.114939	-2.119206	-2.995732	0.0124913	9.44737
9410	-5.123069	-2.127337	-2.995732	0.01301467	9.846686
9420	-5.119218	-2.123486	-2.995732	0.01288095	9.744636
9430	-5.121802	-2.12607	-2.995732	0.01209222	9.143071
9440	-5.171309	-2.175576	-2.995732	0.01130899	8.546342
9450	-5.131804	-2.136072	-2.995732	0.01185054	8.958868
9460	-5.272288	-2.276556	-2.995732	0.01053742	7.959106
9470	-5.20931	-2.213578	-2.995732	0.01096647	8.285578
9480	-5.213508	-2.217776	-2.995732	0.01093366	8.260608
9490	-5.118734	-2.123002	-2.995732	0.01220214	9.22687
9500	-5.115264	-2.119532	-2.995732	0.01242602	9.397585
9510	-5.141244	-2.145512	-2.995732	0.01340988	10.14841
9520	-5.125059	-2.129327	-2.995732	0.01200064	9.073264
9530	-5.125027	-2.129295	-2.995732	0.0130705	9.889298
9540	-5.354596	-2.358864	-2.995732	0.01530756	11.59945
9550	-5.339824	-2.344091	-2.995732	0.01521504	11.52862
9560	-5.340536	-2.344804	-2.995732	0.01521956	11.53208
9570	-5.157987	-2.162255	-2.995732	0.01366263	10.34146
9580	-5.240811	-2.245078	-2.995732	0.01450645	10.98643
9590	-5.131139	-2.135407	-2.995732	0.01321726	10.00133
9600	-5.116937	-2.121204	-2.995732	0.01277019	9.660115
9610	-5.273131	-2.277399	-2.995732	0.01475874	11.17941
9620	-5.290454	-2.294721	-2.995732	0.01488437	11.27554
9630	-5.385741	-2.390009	-2.995732	0.01549482	11.74284
9640	-5.498893	-2.503161	-2.995732	0.01610751	12.21224
9650	-5.277509	-2.281776	-2.995732	0.01479105	11.20413
9660	-5.257693	-2.26196	-2.995732	0.01464146	11.08969
9670	-5.195637	-2.199905	-2.995732	0.01409726	10.67357
9680	-5.226453	-2.23072	-2.995732	0.01438501	10.89356
9690	-5.175367	-2.179635	-2.995732	0.01387907	10.50682
9700	-5.305417	-2.309685	-2.995732	0.01498851	11.35523
9710	-5.464536	-2.468804	-2.995732	0.0159308	12.07682
9720	-5.40521	-2.409477	-2.995732	0.01560713	11.82886
9730	-5.66873	-2.672997	-2.995732	0.01689795	12.81841
9740	-5.845685	-2.849952	-2.995732	0.0176208	13.37333
9750	-5.589503	-2.593771	-2.995732	0.01654404	12.54693
9760	-5.598712	-2.60298	-2.995732	0.01658637	12.57939
9770	-6.120643	-3.124911	-2.995732	0.0186179	14.13966
9780	-5.915824	-2.920092	-2.995732	0.01788741	13.57813
9790	-6.186532	-3.1908	-2.995732	0.01884033	14.31076
9800	-6.49621	-3.500477	-2.995732	0.01982355	15.06768
9810	-6.312604	-3.316872	-2.995732	0.01925197	14.62753
9820	-5.980967	-2.985235	-2.995732	0.01812689	13.76215
9830	-5.686396	-2.690664	-2.995732	0.01697395	12.87673
9840	-6.012029	-3.016297	-2.995732	0.01823859	13.84801
9850	-5.965602	-2.96987	-2.995732	0.01807106	13.71924
9860	-6.090823	-3.095091	-2.995732	0.0185154	14.06084
9870	-5.804464	-2.808732	-2.995732	0.01745937	13.24935
9880	-6.386293	-3.390561	-2.995732	0.01948503	14.80696
9890	-6.063478	-3.067746	-2.995732	0.01842035	13.98775
9900	-5.648705	-2.652973	-2.995732	0.01681058	12.75138
9910	-5.641782	-2.646049	-2.995732	0.01678006	12.72797
9920	-6.055022	-3.059289	-2.995732	0.01839074	13.96498
9930	-6.159597	-3.163864	-2.995732	0.01875005	14.2413
9940	-6.492928	-3.497195	-2.995732	0.01981359	15.06001
9950	-6.175681	-3.179949	-2.995732	0.01880406	14.28286
9960	-6.564484	-3.568751	-2.995732	0.02002883	15.22585
9970	-6.815155	-3.819423	-2.995732	0.02075426	15.78512
9980	-7.529895	-4.534163	-2.995732	0.02264044	17.2419
9990	-7.622217	-4.626485	-2.995732	0.02286909	17.41875
10000	-7.495858	-4.500126	-2.995732	0.0225554	17.17614
10010	-6.580378	-3.584645	-2.995732	0.02007611	15.26228
10020	-6.493515	-3.497783	-2.995732	0.01981537	15.06138
10030	-5.800898	-2.805166	-2.995732	0.01744522	13.23849
10040	-5.773443	-2.777711	-2.995732	0.01733532	13.1541
10050	-5.32501	-2.329278	-2.995732	0.01511953	11.45551
10060	-5.136915	-2.141182	-2.995732	0.01333269	10.08947
10070	-5.114914	-2.119181	-2.995732	0.01255463	9.495673
10080	-5.139858	-2.144126	-2.995732	0.01170803	8.850284
10090	-5.216491	-2.220759	-2.995732	0.01091081	8.243216
10100	-5.235586	-2.239854	-2.995732	0.01077256	8.138005
10110	-5.264042	-2.26831	-2.995732	0.01058734	7.997084
10120	-5.205043	-2.20931	-2.995732	0.01100065	8.311592
10130	-5.124258	-2.128525	-2.995732	0.01304924	9.873072
10140	-5.132911	-2.137179	-2.995732	0.01325453	10.02978
10150	-5.129689	-2.133957	-2.995732	0.01189358	8.991667
10160	-5.155131	-2.159398	-2.995732	0.01149316	8.686602
10170	-5.134918	-2.139186	-2.995732	0.01329464	10.06042
10180	-5.12954	-2.133808	-2.995732	0.01318191	9.974346
10190	-5.121829	-2.126096	-2.995732	0.01297583	9.817045
10200	-5.115663	-2.11993	-2.995732	0.01238144	9.363583
10210	-5.117011	-2.121279	-2.995732	0.0122855	9.290428
10220	-5.135161	-2.139429	-2.995732	0.01178758	8.910895
10230	-5.130578	-2.134846	-2.995732	0.01320506	9.992016
10240	-5.345814	-2.350082	-2.995732	0.01525287	11.55758
10250	-5.355576	-2.359844	-2.995732	0.01531361	11.60408
10260	-5.489347	-2.493614	-2.995732	0.01605911	12.17515
10270	-5.70212	-2.706388	-2.995732	0.0170408	12.92803
10280	-5.492568	-2.496836	-2.995732	0.0160755	12.18771
10290	-6.000871	-3.005139	-2.995732	0.01819864	13.8173
10300	-6.384276	-3.388544	-2.995732	0.01947872	14.8021
10310	-6.963375	-3.967643	-2.995732	0.02116515	16.10215
10320	-7.177427	-4.181695	-2.995732	0.02173871	16.54498
10330	-6.529883	-3.534151	-2.995732	0.01992525	15.14603
10340	-6.490927	-3.495195	-2.995732	0.01980751	15.05533
10350	-6.322625	-3.326893	-2.995732	0.01928397	14.65217
10360	-6.391688	-3.395956	-2.995732	0.01950189	14.81994
10370	-5.952491	-2.956759	-2.995732	0.0180231	13.68239
10380	-5.973775	-2.978043	-2.995732	0.0181008	13.74211
10390	-5.437538	-2.441806	-2.995732	0.01578669	11.9664
10400	-5.366302	-2.370569	-2.995732	0.01537912	11.65424
10410	-5.190901	-2.195169	-2.995732	0.0140488	10.63653
10420	-5.134783	-2.139051	-2.995732	0.01329201	10.0584
10430	-5.186925	-2.191193	-2.995732	0.01400703	10.60461
10440	-5.229299	-2.233567	-2.995732	0.01440963	10.91239
10450	-5.30091	-2.305178	-2.995732	0.01495754	11.33153
10460	-5.326368	-2.330635	-2.995732	0.0151284	11.4623
10470	-5.195072	-2.19934	-2.995732	0.01409155	10.66921
10480	-5.15333	-2.157597	-2.995732	0.01359791	10.29202
10490	-5.30642	-2.310687	-2.995732	0.01499536	11.36047
10500	-5.841826	-2.846093	-2.995732	0.01760585	13.36184
10510	-6.372444	-3.376712	-2.995732	0.01944162	14.77353
10520	-6.40841	-3.412678	-2.995732	0.01955399	14.86006
10530	-6.461923	-3.46619	-2.995732	0.01971906	14.98719
10540	-6.745063	-3.749331	-2.995732	0.02055554	15.63186
10550	-6.478292	-3.48256	-2.995732	0.01976907	15.02571
10560	-5.999858	-3.004126	-2.995732	0.018195	13.81451
10570	-6.043203	-3.04747	-2.995732	0.01834919	13.93303
10580	-5.889491	-2.893759	-2.995732	0.01778844	13.50209
10590	-6.147107	-3.151375	-2.995732	0.01870789	14.20887
10600	-6.138176	-3.142444	-2.995732	0.01867762	14.18559
10610	-6.1783	-3.182568	-2.995732	0.01881283	14.2896
10620	-5.649853	-2.65412	-2.995732	0.01681562	12.75525
10630	-5.946669	-2.950936	-2.995732	0.01800171	13.66596
10640	-6.148011	-3.152279	-2.995732	0.01871094	14.21122
10650	-6.039549	-3.043816	-2.995732	0.0183363	13.92312
10660	-6.142037	-3.146305	-2.995732	0.01869071	14.19566
10670	-6.132554	-3.136822	-2.995732	0.01865851	14.17089
10680	-5.545042	-2.54931	-2.995732	0.01633467	12.38638
10690	-5.84558	-2.849848	-2.995732	0.0176204	13.37301
10700	-6.548659	-3.552926	-2.995732	0.01998157	15.18943
10710	-7.177804	-4.182072	-2.995732	0.0217397	16.54575
10720	-7.149397	-4.153665	-2.995732	0.02166482	16.48792
10730	-6.294769	-3.299036	-2.995732	0.01919476	14.5835
10740	-6.106481	-3.110749	-2.995732	0.01856937	14.10234
10750	-5.724941	-2.729208	-2.995732	0.01713654	13.00151
10760	-5.44806	-2.452328	-2.995732	0.01584345	12.00989
10770	-5.794844	-2.799112	-2.995732	0.01742115	13.22
10780	-5.367679	-2.371947	-2.995732	0.01538744	11.66061
10790	-5.309834	-2.314102	-2.995732	0.01501855	11.37822
10800	-5.204181	-2.208449	-2.995732	0.01418147	10.73794
10810	-5.470429	-2.474697	-2.995732	0.01596162	12.10044
10820	-5.499293	-2.50356	-2.995732	0.01610952	12.21379
10830	-5.549579	-2.553847	-2.995732	0.01635644	12.40307
10840	-5.399529	-2.403796	-2.995732	0.01557471	11.80402
10850	-5.744456	-2.748724	-2.995732	0.01721726	13.06347
10860	-5.638205	-2.642473	-2.995732	0.01676423	12.71583
10870	-5.55117	-2.555438	-2.995732	0.01636405	12.40891
10880	-5.555064	-2.559332	-2.995732	0.01638262	12.42315
10890	-5.590802	-2.59507	-2.995732	0.01655003	12.55152
10900	-5.697337	-2.701605	-2.995732	0.01702055	12.91249
10910	-5.378844	-2.383112	-2.995732	0.0154542	11.71173
10920	-5.317657	-2.321924	-2.995732	0.01507102	11.41838
10930	-5.145116	-2.149383	-2.995732	0.0134739	10.1973
10940	-5.184442	-2.18871	-2.995732	0.0139804	10.58426
10950	-5.125397	-2.129665	-2.995732	0.01308044	9.896889
10960	-5.116628	-2.120896	-2.995732	0.01275111	9.645563
10970	-5.11984	-2.124108	-2.995732	0.01290567	9.763502
10980	-5.121836	-2.126103	-2.995732	0.01297607	9.817224
10990	-5.144086	-2.148354	-2.995732	0.01345727	10.1846
11000	-5.123738	-2.128006	-2.995732	0.0130344	9.861748
11010	-5.143364	-2.147632	-2.995732	0.01165365	8.808855
11020	-5.474518	-2.478786	-2.995732	0.009606021	7.251052
11030	-5.335143	-2.339411	-2.995732	0.01019769	7.700738
11040	-6.327309	-3.331577	-2.995732	0.0075474	5.689224
11050	-5.984853	-2.989121	-2.995732	0.008201089	6.184693
11060	-8.109351	-5.113619	-2.995732	0.00542315	4.082139
11070	-6.91623	-3.920498	-2.995732	0.006675599	5.029114
11080	-7.632461	-4.636729	-2.995732	0.005865564	4.416466
11090	-7.465703	-4.469971	-2.995732	0.006036357	4.545585
11100	-7.933505	-4.937773	-2.995732	0.00557905	4.199928
11110	-6.976356	-3.980624	-2.995732	0.006598959	4.971121
11120	-5.531493	-2.53576	-2.995732	0.009403989	7.097582
11130	-5.547657	-2.551924	-2.995732	0.009349729	7.056372
11140	-5.193526	-2.197794	-2.995732	0.01109753	8.385336
11150	-5.393224	-2.397491	-2.995732	0.009930348	7.497506
11160	-5.239983	-2.244251	-2.995732	0.01074247	8.115109
11170	-5.467038	-2.471306	-2.995732	0.009633928	7.272253
11180	-5.12956	-2.133828	-2.995732	0.0118963	8.993746
11190	-5.13215	-2.136418	-2.995732	0.01184376	8.953708
11200	-5.223018	-2.227286	-2.995732	0.01435493	10.87056
11210	-5.157348	-2.161615	-2.995732	0.01365395	10.33483
11220	-5.123723	-2.127991	-2.995732	0.01203606	9.100261
11230	-5.181474	-2.185742	-2.995732	0.01120754	8.469089
11240	-5.125291	-2.129559	-2.995732	0.01199474	9.068766
11250	-5.203098	-2.207366	-2.995732	0.01101652	8.323669
11260	-5.118581	-2.122848	-2.995732	0.01220868	9.231858
11270	-5.115041	-2.119308	-2.995732	0.01246333	9.426036
11280	-5.152157	-2.156424	-2.995732	0.01358103	10.27912
11290	-5.184367	-2.188634	-2.995732	0.01397958	10.58363
11300	-5.183304	-2.187572	-2.995732	0.01396804	10.57481
11310	-5.177716	-2.181983	-2.995732	0.01124401	8.496861
11320	-5.116155	-2.120423	-2.995732	0.01271827	9.620506
11330	-5.115303	-2.119571	-2.995732	0.01242081	9.393608
11340	-5.148385	-2.152653	-2.995732	0.01158156	8.753934
11350	-5.213705	-2.217973	-2.995732	0.01093214	8.25945
11360	-5.625891	-2.630158	-2.995732	0.00910311	6.869104
11370	-6.005972	-3.01024	-2.995732	0.008156234	6.15068
11380	-5.282888	-2.287156	-2.995732	0.01047535	7.911894
11390	-5.423311	-2.427579	-2.995732	0.00980454	7.401892
11400	-5.677199	-2.681467	-2.995732	0.008953741	6.755712
11410	-5.260985	-2.265253	-2.995732	0.01060624	8.01146
11420	-5.867161	-2.871429	-2.995732	0.008465052	6.38489
11430	-6.668239	-3.672507	-2.995732	0.007013231	5.284671
11440	-7.706932	-4.7112	-2.995732	0.005792201	4.361012
11450	-7.195861	-4.200128	-2.995732	0.00633407	4.770727
11460	-7.37121	-4.375478	-2.995732	0.00613743	4.62201
11470	-6.874409	-3.878677	-2.995732	0.006730035	5.070309
11480	-7.421705	-4.425972	-2.995732	0.006083015	4.580863
11490	-6.754244	-3.758512	-2.995732	0.006891946	5.192856
11500	-7.642939	-4.647207	-2.995732	0.005855137	4.408584
11510	-7.330345	-4.334612	-2.995732	0.00618217	4.655843
11520	-6.428253	-3.432521	-2.995732	0.007379276	5.561864
11530	-5.879646	-2.883913	-2.995732	0.008435837	6.362728
11540	-5.478582	-2.48285	-2.995732	0.009591002	7.239641
11550	-5.479733	-2.484001	-2.995732	0.009586768	7.236424
11560	-5.880924	-2.885191	-2.995732	0.008432863	6.360473
11570	-5.853386	-2.857654	-2.995732	0.008497653	6.40962
11580	-5.540266	-2.544534	-2.995732	0.009374384	7.075097
11590	-5.246514	-2.250781	-2.995732	0.01069883	8.081907
11600	-5.157406	-2.161674	-2.995732	0.01146514	8.665255
11610	-5.162275	-2.166543	-2.995732	0.01140773	8.621533
11620	-5.294377	-2.298644	-2.995732	0.01041052	7.862582
11630	-5.142434	-2.146702	-2.995732	0.01166771	8.819568
11640	-5.116691	-2.120958	-2.995732	0.01275511	9.648612
11650	-5.263433	-2.267701	-2.995732	0.0146857	11.12354
11660	-5.145927	-2.150195	-2.995732	0.01161608	8.780234
11670	-5.143561	-2.147829	-2.995732	0.0116507	8.806609
11680	-5.18114	-2.185408	-2.995732	0.01121073	8.471525
11690	-5.194224	-2.198491	-2.995732	0.01109145	8.380708
11700	-5.124572	-2.12884	-2.995732	0.01201326	9.082883
11710	-5.134072	-2.13834	-2.995732	0.01180737	8.925973
11720	-5.417006	-2.421274	-2.995732	0.009830287	7.421459
11730	-5.379676	-2.383944	-2.995732	0.009989584	7.542532
11740	-5.377839	-2.382107	-2.995732	0.00999775	7.548739
11750	-5.558207	-2.562475	-2.995732	0.00931497	7.029975
11760	-5.629725	-2.633992	-2.995732	0.009091637	6.860394
11770	-6.183701	-3.187969	-2.995732	0.007804066	5.883714
11780	-6.305326	-3.309593	-2.995732	0.00758529	5.717931
11790	-5.756476	-2.760744	-2.995732	0.008738774	6.592563
11800	-5.248544	-2.252812	-2.995732	0.01068551	8.071772
11810	-5.153292	-2.15756	-2.995732	0.01151642	8.704317
11820	-5.233402	-2.23767	-2.995732	0.01078773	8.14955
11830	-5.183522	-2.18779	-2.995732	0.01397042	10.57663
11840	-5.228335	-2.232603	-2.995732	0.01440132	10.90604
11850	-5.228765	-2.233032	-2.995732	0.01440503	10.90887
11860	-5.115816	-2.120084	-2.995732	0.01269079	9.599539
11870	-5.125496	-2.129764	-2.995732	0.01198957	9.064828
11880	-5.115557	-2.119824	-2.995732	0.01239185	9.371524
11890	-5.234213	-2.238481	-2.995732	0.01445148	10.94439
11900	-5.186397	-2.190664	-2.995732	0.0140014	10.6003
11910	-5.135371	-2.139639	-2.995732	0.01330343	10.06712
11920	-5.132339	-2.136607	-2.995732	0.01324269	10.02075
11930	-5.131943	-2.136211	-2.995732	0.01323439	10.01441
11940	-5.117122	-2.12139	-2.995732	0.01227929	9.285689
11950	-5.227669	-2.231936	-2.995732	0.01439556	10.90163
11960	-5.133435	-2.137703	-2.995732	0.0132652	10.03794
11970	-5.232261	-2.236529	-2.995732	0.01443495	10.93175
11980	-5.174294	-2.178562	-2.995732	0.01386664	10.49732
11990	-5.122726	-2.126994	-2.995732	0.01300423	9.838717
12000	-5.117772	-2.12204	-2.995732	0.01281561	9.694777
12010	-5.115225	-2.119493	-2.995732	0.01243148	9.401743
12020	-5.143121	-2.147389	-2.995732	0.01344145	10.17252
12030	-5.169824	-2.174092	-2.995732	0.01381366	10.45684
12040	-5.115977	-2.120245	-2.995732	0.01235422	9.342828
12050	-5.119456	-2.123724	-2.995732	0.01217311	9.20474
12060	-5.116901	-2.121168	-2.995732	0.01276804	9.658477
12070	-5.19356	-2.197828	-2.995732	0.01407617	10.65746
12080	-5.115049	-2.119316	-2.995732	0.01259558	9.52691
12090	-5.130324	-2.134591	-2.995732	0.01319945	9.987737
12100	-5.202871	-2.207139	-2.995732	0.0141688	10.72826
12110	-5.141682	-2.145949	-2.995732	0.01341733	10.1541
12120	-5.117698	-2.121966	-2.995732	0.01224922	9.262761
12130	-5.126043	-2.130311	-2.995732	0.01309739	9.909828
12140	-5.233586	-2.237854	-2.995732	0.01444618	10.94034
12150	-5.353581	-2.357848	-2.995732	0.01530128	11.59464
12160	-5.401531	-2.405799	-2.995732	0.01558617	11.8128
12170	-5.273648	-2.277915	-2.995732	0.01476257	11.18235
12180	-5.453788	-2.458056	-2.995732	0.01587402	12.03331
12190	-5.264941	-2.269209	-2.995732	0.0146972	11.13233
12200	-5.490819	-2.495086	-2.995732	0.0160666	12.18089
12210	-5.407003	-2.411271	-2.995732	0.01561731	11.83666
12220	-5.293948	-2.298216	-2.995732	0.01490904	11.29441
12230	-5.134755	-2.139023	-2.995732	0.01329147	10.05799
12240	-5.12725	-2.131517	-2.995732	0.0119474	9.032689
12250	-5.398219	-2.402487	-2.995732	0.009908928	7.481226
12260	-5.225376	-2.229644	-2.995732	0.01084485	8.193019
12270	-5.543258	-2.547526	-2.995732	0.009364373	7.067494
12280	-5.350375	-2.354642	-2.995732	0.010124	7.644711
12290	-5.11798	-2.122248	-2.995732	0.01223564	9.252412
12300	-5.353232	-2.357499	-2.995732	0.01529912	11.59299
12310	-5.255051	-2.259318	-2.995732	0.01462082	11.07391
12320	-5.245277	-2.249545	-2.995732	0.01454293	11.01433
12330	-5.447996	-2.452264	-2.995732	0.0158431	12.00963
12340	-5.429755	-2.434023	-2.995732	0.0157442	11.93385
12350	-5.451147	-2.455414	-2.995732	0.01585995	12.02253
12360	-5.683299	-2.687567	-2.995732	0.0169607	12.86656
12370	-5.777355	-2.781622	-2.995732	0.01735109	13.16621
12380	-5.247651	-2.251919	-2.995732	0.01456209	11.02898
12390	-5.122019	-2.126287	-2.995732	0.012982	9.821754
12400	-5.121831	-2.126099	-2.995732	0.01297591	9.817102
12410	-5.192773	-2.197041	-2.995732	0.01406811	10.65129
12420	-5.18387	-2.188138	-2.995732	0.0139742	10.57952
12430	-5.139737	-2.144005	-2.995732	0.01338375	10.12846
12440	-5.12599	-2.130257	-2.995732	0.01309601	9.908774
12450	-5.124096	-2.128364	-2.995732	0.01304468	9.869595
12460	-5.114897	-2.119164	-2.995732	0.01254275	9.486611
12470	-5.150487	-2.154755	-2.995732	0.01155309	8.732244
12480	-5.138736	-2.143004	-2.995732	0.01172627	8.864177
12490	-5.198082	-2.20235	-2.995732	0.01105833	8.355502
12500	-5.200688	-2.204955	-2.995732	0.01103645	8.33884
12510	-5.241615	-2.245883	-2.995732	0.01073145	8.106723
12520	-5.2668	-2.271067	-2.995732	0.01057048	7.984256
12530	-5.589495	-2.593763	-2.995732	0.009214748	6.953868
12540	-6.52414	-3.528408	-2.995732	0.007227748	5.4471
12550	-5.608667	-2.612934	-2.995732	0.009155313	6.908739
12560	-5.333286	-2.337554	-2.995732	0.01020687	7.707719
12570	-5.34729	-2.351558	-2.995732	0.0101387	7.655886
12580	-5.607417	-2.611684	-2.995732	0.009159145	6.911648
12590	-5.758744	-2.763012	-2.995732	0.008732876	6.588087
12600	-5.433088	-2.437355	-2.995732	0.009765215	7.372009
12610	-5.280263	-2.284531	-2.995732	0.01049051	7.923428
12620	-5.177391	-2.181659	-2.995732	0.01124721	8.4993
12630	-5.134956	-2.139223	-2.995732	0.01329538	10.06098
12640	-5.124227	-2.128495	-2.995732	0.01202238	9.089839
12650	-5.401004	-2.405272	-2.995732	0.009897081	7.472222
12660	-5.226489	-2.230757	-2.995732	0.0108368	8.186889
12670	-5.78068	-2.784948	-2.995732	0.008676497	6.545306
12680	-5.73867	-2.742937	-2.995732	0.008785542	6.628054
12690	-5.232653	-2.23692	-2.995732	0.01079297	8.153539
12700	-5.400282	-2.404549	-2.995732	0.009900149	7.474554
12710	-5.12367	-2.127937	-2.995732	0.01303242	9.860234
12720	-5.126769	-2.131037	-2.995732	0.01311589	9.92395
12730	-5.176405	-2.180672	-2.995732	0.013891	10.51594
12740	-5.181457	-2.185725	-2.995732	0.01394779	10.55934
12750	-5.688622	-2.692889	-2.995732	0.01698346	12.88403
12760	-5.612444	-2.616712	-2.995732	0.01664887	12.62733
12770	-5.416185	-2.420453	-2.995732	0.01566901	11.87626
12780	-5.48362	-2.487888	-2.995732	0.01602982	12.1527
12790	-5.811491	-2.815758	-2.995732	0.01748716	13.27069
12800	-5.961586	-2.965854	-2.995732	0.0180564	13.70798
12810	-6.048601	-3.052869	-2.995732	0.01836819	13.94765
12820	-6.106332	-3.1106	-2.995732	0.01856886	14.10194
12830	-5.953643	-2.95791	-2.995732	0.01802733	13.68564
12840	-5.88888	-2.893147	-2.995732	0.01778613	13.50032
12850	-5.557647	-2.561914	-2.995732	0.01639491	12.43257
12860	-5.477117	-2.481385	-2.995732	0.01599633	12.12704
12870	-5.274578	-2.278846	-2.995732	0.01476946	11.18762
12880	-5.296365	-2.300632	-2.995732	0.01492597	11.30737
12890	-5.129708	-2.133976	-2.995732	0.01189318	8.991362
12900	-5.11903	-2.123298	-2.995732	0.01287314	9.738674
12910	-5.171389	-2.175657	-2.995732	0.01383243	10.47118
12920	-5.116389	-2.120657	-2.995732	0.01273516	9.633394
12930	-5.123534	-2.127802	-2.995732	0.01204128	9.10424
12940	-5.150312	-2.154579	-2.995732	0.01355396	10.25845
12950	-5.156103	-2.160371	-2.995732	0.01363687	10.32178
12960	-5.114946	-2.119213	-2.995732	0.01248873	9.445407
12970	-5.175451	-2.179718	-2.995732	0.01126656	8.51403
12980	-5.133915	-2.138183	-2.995732	0.01181026	8.92818
12990	-5.148028	-2.152296	-2.995732	0.01158649	8.757689
13000	-5.219906	-2.224174	-2.995732	0.0108851	8.223648
13010	-5.115335	-2.119602	-2.995732	0.01241681	9.390559
13020	-5.116743	-2.12101	-2.995732	0.01275838	9.651105
13030	-5.120322	-2.12459	-2.995732	0.01292378	9.777321
13040	-5.116538	-2.120805	-2.995732	0.01274521	9.641063
13050	-5.133463	-2.137731	-2.995732	0.01326575	10.03836
13060	-5.150651	-2.154919	-2.995732	0.0115509	8.73058
13070	-5.115129	-2.119397	-2.995732	0.01244648	9.413183
13080	-5.116783	-2.121051	-2.995732	0.01229885	9.300609
13090	-5.137641	-2.141908	-2.995732	0.01334612	10.09972
13100	-5.115452	-2.11972	-2.995732	0.01265484	9.572117
