Iteration	Posterior	Likelihood	Prior	T
5360	-1291.666	-1288.67	-2.995732	11.91663
5370	-1292.995	-1290	-2.995732	15.65403
5380	-1291.467	-1288.471	-2.995732	10.89603
5390	-1291.672	-1288.677	-2.995732	11.94401
5400	-1291.406	-1288.41	-2.995732	8.59267
5410	-1291.618	-1288.622	-2.995732	7.550146
5420	-1291.614	-1288.618	-2.995732	11.68749
5430	-1291.514	-1288.518	-2.995732	7.953656
5440	-1291.381	-1288.385	-2.995732	8.838858
5450	-1291.363	-1288.367	-2.995732	9.11588
5460	-1292.312	-1289.316	-2.995732	14.00911
5470	-1292.096	-1289.1	-2.995732	13.40409
5480	-1291.358	-1288.362	-2.995732	9.270732
5490	-1292.449	-1289.453	-2.995732	5.848493
5500	-1291.533	-1288.537	-2.995732	7.869691
5510	-1292.6	-1289.604	-2.995732	14.74326
5520	-1291.389	-1288.394	-2.995732	8.743855
5530	-1292.017	-1289.021	-2.995732	13.16536
5540	-1291.36	-1288.364	-2.995732	9.198344
5550	-1291.357	-1288.361	-2.995732	9.307397
5560	-1291.501	-1288.505	-2.995732	11.10876
5570	-1291.399	-1288.403	-2.995732	8.649991
5580	-1291.518	-1288.522	-2.995732	7.93313
5590	-1291.526	-1288.53	-2.995732	11.25095
5600	-1291.818	-1288.822	-2.995732	6.982438
5610	-1291.409	-1288.413	-2.995732	10.44617
5620	-1291.378	-1288.383	-2.995732	8.870136
5630	-1291.462	-1288.466	-2.995732	10.86241
5640	-1291.381	-1288.385	-2.995732	8.837478
5650	-1291.657	-1288.662	-2.995732	7.420317
5660	-1291.364	-1288.369	-2.995732	9.086465
5670	-1291.853	-1288.857	-2.995732	12.62843
5680	-1291.637	-1288.641	-2.995732	11.79267
5690	-1291.513	-1288.518	-2.995732	7.954574
5700	-1291.388	-1288.393	-2.995732	8.755765
5710	-1291.398	-1288.402	-2.995732	8.663518
5720	-1291.475	-1288.479	-2.995732	10.94725
5730	-1292.873	-1289.877	-2.995732	15.38145
5740	-1291.532	-1288.536	-2.995732	7.873964
5750	-1291.363	-1288.367	-2.995732	9.83789
5760	-1291.417	-1288.422	-2.995732	10.5237
5770	-1292.399	-1289.403	-2.995732	14.23958
5780	-1294.214	-1291.219	-2.995732	18.07484
5790	-1292.8	-1289.804	-2.995732	15.21582
5800	-1291.785	-1288.789	-2.995732	7.064001
5810	-1291.927	-1288.931	-2.995732	12.87709
5820	-1292.041	-1289.045	-2.995732	6.507319
5830	-1292.645	-1289.649	-2.995732	14.85059
5840	-1291.613	-1288.617	-2.995732	11.68455
5850	-1291.54	-1288.544	-2.995732	7.839576
5860	-1291.38	-1288.384	-2.995732	8.850729
5870	-1291.665	-1288.669	-2.995732	7.396586
5880	-1291.801	-1288.806	-2.995732	12.44527
5890	-1291.561	-1288.565	-2.995732	11.43262
5900	-1291.846	-1288.85	-2.995732	12.60401
5910	-1291.454	-1288.458	-2.995732	10.80845
5920	-1291.497	-1288.502	-2.995732	11.08726
5930	-1292.246	-1289.251	-2.995732	13.83228
5940	-1291.412	-1288.417	-2.995732	10.47915
5950	-1291.475	-1288.479	-2.995732	8.141461
5960	-1291.922	-1288.926	-2.995732	12.86145
5970	-1292.804	-1289.809	-2.995732	15.22507
5980	-1291.426	-1288.43	-2.995732	10.59412
5990	-1291.663	-1288.667	-2.995732	7.403745
6000	-1291.508	-1288.512	-2.995732	11.14958
6010	-1291.37	-1288.374	-2.995732	8.994016
6020	-1292.316	-1289.321	-2.995732	14.02227
6030	-1291.367	-1288.371	-2.995732	9.920389
6040	-1291.539	-1288.543	-2.995732	11.31838
6050	-1291.463	-1288.467	-2.995732	10.86675
6060	-1291.493	-1288.498	-2.995732	11.06286
6070	-1291.446	-1288.45	-2.995732	10.74836
6080	-1293.434	-1290.438	-2.995732	16.57794
6090	-1291.618	-1288.622	-2.995732	7.548676
6100	-1291.364	-1288.369	-2.995732	9.871464
6110	-1291.585	-1288.589	-2.995732	11.55128
6120	-1291.358	-1288.362	-2.995732	9.257141
6130	-1293.405	-1290.409	-2.995732	16.51998
6140	-1291.42	-1288.425	-2.995732	8.478034
6150	-1291.361	-1288.365	-2.995732	9.796814
6160	-1291.364	-1288.368	-2.995732	9.863411
6170	-1291.359	-1288.363	-2.995732	9.718527
6180	-1292.213	-1289.217	-2.995732	13.73935
6190	-1291.38	-1288.385	-2.995732	8.843838
6200	-1292.507	-1289.511	-2.995732	14.51356
6210	-1291.951	-1288.956	-2.995732	12.95781
6220	-1291.72	-1288.724	-2.995732	7.235517
6230	-1291.43	-1288.434	-2.995732	10.6296
6240	-1292.935	-1289.94	-2.995732	15.52186
6250	-1291.565	-1288.569	-2.995732	7.740376
6260	-1291.373	-1288.378	-2.995732	8.939227
6270	-1291.36	-1288.364	-2.995732	9.763202
6280	-1291.423	-1288.427	-2.995732	10.5725
6290	-1294.797	-1291.801	-2.995732	3.806944
6300	-1293.563	-1290.567	-2.995732	4.662313
6310	-1291.376	-1288.381	-2.995732	10.08206
6320	-1291.412	-1288.416	-2.995732	8.54201
6330	-1291.712	-1288.717	-2.995732	7.257103
6340	-1292.698	-1289.703	-2.995732	5.525378
6350	-1291.426	-1288.43	-2.995732	10.59719
6360	-1291.405	-1288.409	-2.995732	8.598456
6370	-1292.354	-1289.359	-2.995732	14.1226
6380	-1292.852	-1289.857	-2.995732	15.33517
6390	-1291.635	-1288.64	-2.995732	7.491142
6400	-1291.375	-1288.379	-2.995732	8.914315
6410	-1291.615	-1288.619	-2.995732	7.559638
6420	-1291.897	-1288.902	-2.995732	12.77982
6430	-1291.371	-1288.375	-2.995732	8.978767
6440	-1291.599	-1288.603	-2.995732	7.615129
6450	-1291.442	-1288.446	-2.995732	10.71811
6460	-1292.949	-1289.954	-2.995732	15.55255
6470	-1294.142	-1291.146	-2.995732	17.94197
6480	-1292.112	-1289.116	-2.995732	13.45098
6490	-1292.206	-1289.21	-2.995732	13.71895
6500	-1291.427	-1288.432	-2.995732	8.428689
6510	-1291.588	-1288.593	-2.995732	11.56925
6520	-1291.943	-1288.948	-2.995732	12.93184
6530	-1291.665	-1288.669	-2.995732	7.39727
6540	-1291.805	-1288.809	-2.995732	7.013872
6550	-1291.694	-1288.699	-2.995732	7.30896
6560	-1291.395	-1288.399	-2.995732	8.692475
6570	-1291.357	-1288.361	-2.995732	9.634803
6580	-1292.157	-1289.161	-2.995732	13.5802
6590	-1291.424	-1288.428	-2.995732	10.57862
6600	-1292.482	-1289.486	-2.995732	14.45199
6610	-1291.607	-1288.611	-2.995732	7.587639
6620	-1291.469	-1288.473	-2.995732	8.172661
6630	-1291.431	-1288.435	-2.995732	10.63535
6640	-1291.461	-1288.465	-2.995732	8.218751
6650	-1291.907	-1288.911	-2.995732	12.81191
6660	-1291.621	-1288.625	-2.995732	11.71901
6670	-1292.508	-1289.512	-2.995732	14.51677
6680	-1291.729	-1288.733	-2.995732	7.21177
6690	-1291.438	-1288.443	-2.995732	8.354773
6700	-1291.386	-1288.391	-2.995732	8.777788
6710	-1291.534	-1288.538	-2.995732	11.29505
6720	-1291.393	-1288.397	-2.995732	8.709718
6730	-1291.744	-1288.748	-2.995732	12.2324
6740	-1291.569	-1288.573	-2.995732	11.47442
6750	-1293.37	-1290.374	-2.995732	16.44716
6760	-1291.493	-1288.497	-2.995732	11.06223
6770	-1291.359	-1288.363	-2.995732	9.733063
6780	-1291.983	-1288.987	-2.995732	13.05914
6790	-1292.133	-1289.138	-2.995732	13.51327
6800	-1291.727	-1288.731	-2.995732	12.16439
6810	-1291.416	-1288.42	-2.995732	8.510631
6820	-1291.467	-1288.471	-2.995732	10.89537
6830	-1292.562	-1289.566	-2.995732	14.6498
6840	-1292.929	-1289.934	-2.995732	5.262003
6850	-1291.78	-1288.784	-2.995732	12.36565
6860	-1291.365	-1288.369	-2.995732	9.879139
6870	-1291.714	-1288.718	-2.995732	12.11458
6880	-1291.383	-1288.387	-2.995732	10.16959
6890	-1291.494	-1288.498	-2.995732	11.06468
6900	-1291.874	-1288.878	-2.995732	12.7008
6910	-1291.375	-1288.379	-2.995732	10.05297
6920	-1291.355	-1288.36	-2.995732	9.562762
6930	-1291.503	-1288.507	-2.995732	8.001951
6940	-1292.152	-1289.156	-2.995732	6.306854
6950	-1291.402	-1288.407	-2.995732	8.620733
6960	-1291.365	-1288.37	-2.995732	9.068844
6970	-1291.694	-1288.698	-2.995732	7.311185
6980	-1292.793	-1289.798	-2.995732	5.413267
6990	-1292.012	-1289.016	-2.995732	6.562278
7000	-1291.505	-1288.509	-2.995732	11.12954
7010	-1291.355	-1288.359	-2.995732	9.470812
7020	-1292.742	-1289.747	-2.995732	5.472643
7030	-1291.715	-1288.719	-2.995732	12.11872
7040	-1292.691	-1289.695	-2.995732	14.96011
7050	-1291.415	-1288.419	-2.995732	10.4995
7060	-1291.426	-1288.43	-2.995732	8.440835
7070	-1291.399	-1288.404	-2.995732	10.35397
7080	-1291.389	-1288.394	-2.995732	10.24806
7090	-1291.357	-1288.361	-2.995732	9.634575
7100	-1291.803	-1288.807	-2.995732	12.45156
7110	-1291.36	-1288.364	-2.995732	9.198641
7120	-1292.887	-1289.891	-2.995732	15.41229
7130	-1294.093	-1291.097	-2.995732	17.85129
7140	-1292.102	-1289.106	-2.995732	13.42177
7150	-1292.754	-1289.758	-2.995732	5.458868
7160	-1291.447	-1288.452	-2.995732	10.76013
7170	-1291.937	-1288.941	-2.995732	12.91059
7180	-1291.557	-1288.561	-2.995732	11.41439
7190	-1291.927	-1288.931	-2.995732	12.8791
7200	-1292.999	-1290.004	-2.995732	5.1877
7210	-1291.651	-1288.655	-2.995732	11.85416
7220	-1291.364	-1288.369	-2.995732	9.089167
7230	-1291.794	-1288.798	-2.995732	7.04065
7240	-1292.025	-1289.03	-2.995732	13.19023
7250	-1293.644	-1290.648	-2.995732	16.99602
7260	-1291.686	-1288.69	-2.995732	11.99996
7270	-1291.724	-1288.728	-2.995732	12.15406
7280	-1291.365	-1288.369	-2.995732	9.878249
7290	-1291.37	-1288.374	-2.995732	8.988276
7300	-1291.952	-1288.956	-2.995732	6.683089
7310	-1292.057	-1289.061	-2.995732	6.477472
7320	-1291.64	-1288.644	-2.995732	11.80472
7330	-1291.425	-1288.43	-2.995732	10.59157
7340	-1292.01	-1289.015	-2.995732	13.14455
7350	-1291.386	-1288.39	-2.995732	8.778097
7360	-1291.811	-1288.816	-2.995732	12.48143
7370	-1292.36	-1289.364	-2.995732	5.976379
7380	-1291.941	-1288.945	-2.995732	12.92402
7390	-1291.356	-1288.36	-2.995732	9.612555
7400	-1291.434	-1288.438	-2.995732	8.382942
7410	-1291.584	-1288.588	-2.995732	7.669229
7420	-1291.369	-1288.373	-2.995732	9.957595
7430	-1292.98	-1289.984	-2.995732	15.62074
7440	-1291.992	-1288.996	-2.995732	13.08601
7450	-1291.381	-1288.385	-2.995732	10.14441
7460	-1291.458	-1288.463	-2.995732	10.8385
7470	-1291.362	-1288.366	-2.995732	9.80766
7480	-1291.481	-1288.486	-2.995732	10.98988
7490	-1291.633	-1288.637	-2.995732	11.77487
7500	-1291.909	-1288.914	-2.995732	6.773053
7510	-1291.734	-1288.738	-2.995732	7.198459
7520	-1291.79	-1288.794	-2.995732	12.40291
7530	-1293.058	-1290.062	-2.995732	15.79073
7540	-1291.491	-1288.495	-2.995732	8.06253
7550	-1291.453	-1288.457	-2.995732	8.263349
7560	-1291.355	-1288.36	-2.995732	9.565389
7570	-1292.579	-1289.583	-2.995732	5.674864
7580	-1291.867	-1288.871	-2.995732	6.866782
7590	-1292.458	-1289.463	-2.995732	5.835269
7600	-1291.466	-1288.471	-2.995732	10.89241
7610	-1291.693	-1288.698	-2.995732	12.03149
7620	-1291.361	-1288.365	-2.995732	9.78955
7630	-1291.447	-1288.452	-2.995732	8.29846
7640	-1292.374	-1289.378	-2.995732	14.17503
7650	-1291.362	-1288.367	-2.995732	9.827515
7660	-1291.364	-1288.368	-2.995732	9.854786
7670	-1291.688	-1288.692	-2.995732	12.00759
7680	-1291.36	-1288.364	-2.995732	9.764888
7690	-1291.382	-1288.386	-2.995732	10.15148
7700	-1291.563	-1288.567	-2.995732	11.44438
7710	-1291.372	-1288.376	-2.995732	8.959034
7720	-1291.51	-1288.514	-2.995732	11.16185
7730	-1292.505	-1289.51	-2.995732	14.51043
7740	-1291.631	-1288.636	-2.995732	7.504049
7750	-1291.741	-1288.746	-2.995732	7.177247
7760	-1291.844	-1288.848	-2.995732	6.919895
7770	-1291.932	-1288.936	-2.995732	12.89456
7780	-1291.488	-1288.492	-2.995732	11.02983
7790	-1292.763	-1289.767	-2.995732	15.1292
7800	-1291.363	-1288.367	-2.995732	9.115807
7810	-1291.562	-1288.567	-2.995732	7.749814
7820	-1294.099	-1291.103	-2.995732	17.86234
7830	-1291.377	-1288.381	-2.995732	8.890411
7840	-1291.394	-1288.399	-2.995732	10.30104
7850	-1291.423	-1288.427	-2.995732	8.461911
7860	-1291.391	-1288.395	-2.995732	10.2597
7870	-1291.36	-1288.364	-2.995732	9.201051
7880	-1291.545	-1288.549	-2.995732	7.818335
7890	-1291.376	-1288.38	-2.995732	10.07059
7900	-1292.091	-1289.095	-2.995732	13.38737
7910	-1291.611	-1288.615	-2.995732	11.67391
7920	-1291.55	-1288.554	-2.995732	7.800017
7930	-1291.681	-1288.685	-2.995732	7.34834
7940	-1291.491	-1288.495	-2.995732	11.04975
7950	-1294.425	-1291.429	-2.995732	18.4549
7960	-1293.704	-1290.708	-2.995732	17.11336
7970	-1291.505	-1288.509	-2.995732	7.992838
7980	-1293.436	-1290.441	-2.995732	16.58305
7990	-1291.355	-1288.359	-2.995732	9.438305
8000	-1291.355	-1288.36	-2.995732	9.409809
8010	-1292.651	-1289.655	-2.995732	14.86541
8020	-1291.377	-1288.382	-2.995732	10.09423
8030	-1291.39	-1288.394	-2.995732	10.25299
8040	-1291.454	-1288.458	-2.995732	8.258707
8050	-1291.7	-1288.704	-2.995732	12.05764
8060	-1292.384	-1289.388	-2.995732	14.1995
8070	-1291.362	-1288.366	-2.995732	9.81834
8080	-1294.105	-1291.109	-2.995732	17.87365
8090	-1291.587	-1288.592	-2.995732	11.56488
8100	-1293.805	-1290.809	-2.995732	4.46794
8110	-1291.897	-1288.901	-2.995732	6.80063
8120	-1291.355	-1288.359	-2.995732	9.47752
8130	-1292.097	-1289.102	-2.995732	13.40755
8140	-1291.363	-1288.367	-2.995732	9.118377
8150	-1291.73	-1288.734	-2.995732	7.208989
8160	-1291.357	-1288.361	-2.995732	9.65485
8170	-1291.45	-1288.454	-2.995732	10.77784
8180	-1291.376	-1288.381	-2.995732	10.08087
8190	-1292.891	-1289.895	-2.995732	15.42181
8200	-1291.831	-1288.835	-2.995732	6.950821
8210	-1291.57	-1288.575	-2.995732	7.718901
8220	-1293.392	-1290.396	-2.995732	4.809413
8230	-1292.315	-1289.319	-2.995732	6.043645
8240	-1292.086	-1289.09	-2.995732	6.423615
8250	-1291.416	-1288.42	-2.995732	8.510857
8260	-1291.486	-1288.491	-2.995732	11.01975
8270	-1291.39	-1288.394	-2.995732	10.25273
8280	-1291.419	-1288.424	-2.995732	10.54146
8290	-1291.818	-1288.822	-2.995732	12.50443
8300	-1292.225	-1289.229	-2.995732	13.77176
8310	-1291.488	-1288.493	-2.995732	11.03219
8320	-1291.355	-1288.359	-2.995732	9.473315
8330	-1291.357	-1288.362	-2.995732	9.276049
8340	-1291.564	-1288.568	-2.995732	11.44852
8350	-1292.034	-1289.038	-2.995732	6.520333
8360	-1293.011	-1290.016	-2.995732	15.68938
8370	-1291.821	-1288.825	-2.995732	6.97517
8380	-1293.587	-1290.591	-2.995732	16.88428
8390	-1292.659	-1289.663	-2.995732	14.88448
8400	-1291.36	-1288.365	-2.995732	9.180718
8410	-1292.92	-1289.924	-2.995732	5.272502
8420	-1291.87	-1288.874	-2.995732	12.6874
8430	-1291.409	-1288.414	-2.995732	8.561804
8440	-1291.476	-1288.481	-2.995732	10.95764
8450	-1292.239	-1289.244	-2.995732	13.81275
8460	-1291.49	-1288.494	-2.995732	8.06514
8470	-1291.438	-1288.442	-2.995732	10.68801
8480	-1292.148	-1289.152	-2.995732	13.55538
8490	-1292.084	-1289.088	-2.995732	6.427026
8500	-1291.355	-1288.36	-2.995732	9.412003
8510	-1292.393	-1289.397	-2.995732	14.22275
8520	-1291.389	-1288.393	-2.995732	8.746705
8530	-1291.765	-1288.769	-2.995732	12.3111
8540	-1291.361	-1288.365	-2.995732	9.794647
8550	-1291.376	-1288.38	-2.995732	10.07547
8560	-1291.508	-1288.512	-2.995732	11.14831
8570	-1291.374	-1288.378	-2.995732	8.925809
8580	-1291.775	-1288.779	-2.995732	12.34935
8590	-1291.632	-1288.636	-2.995732	11.76865
8600	-1291.53	-1288.534	-2.995732	7.881641
8610	-1291.749	-1288.753	-2.995732	12.25104
8620	-1291.53	-1288.534	-2.995732	11.27151
8630	-1291.36	-1288.364	-2.995732	9.758687
8640	-1292.093	-1289.097	-2.995732	13.39499
8650	-1291.559	-1288.563	-2.995732	7.764447
8660	-1291.381	-1288.385	-2.995732	8.841775
8670	-1291.359	-1288.364	-2.995732	9.208042
8680	-1292.054	-1289.058	-2.995732	13.27678
8690	-1292.325	-1289.329	-2.995732	14.04449
8700	-1291.443	-1288.448	-2.995732	8.322418
8710	-1291.459	-1288.463	-2.995732	8.231486
8720	-1291.596	-1288.6	-2.995732	11.6062
8730	-1291.632	-1288.637	-2.995732	11.77255
8740	-1291.824	-1288.828	-2.995732	6.967771
8750	-1292.491	-1289.496	-2.995732	14.4752
8760	-1291.356	-1288.36	-2.995732	9.60803
8770	-1291.88	-1288.884	-2.995732	12.72103
8780	-1292.37	-1289.374	-2.995732	5.961315
8790	-1293.744	-1290.749	-2.995732	17.19226
8800	-1291.667	-1288.672	-2.995732	11.92378
8810	-1294.577	-1291.582	-2.995732	18.7249
8820	-1292.08	-1289.084	-2.995732	13.3556
8830	-1291.582	-1288.586	-2.995732	7.677008
8840	-1292.291	-1289.295	-2.995732	6.080407
8850	-1291.356	-1288.361	-2.995732	9.623285
8860	-1292.997	-1290.002	-2.995732	5.189609
8870	-1291.481	-1288.485	-2.995732	8.111588
8880	-1291.724	-1288.728	-2.995732	12.15344
8890	-1292.133	-1289.137	-2.995732	13.51093
8900	-1291.452	-1288.456	-2.995732	8.269306
8910	-1291.512	-1288.517	-2.995732	11.17426
8920	-1291.391	-1288.395	-2.995732	8.731403
8930	-1291.433	-1288.437	-2.995732	10.65344
8940	-1292.356	-1289.36	-2.995732	5.981546
8950	-1291.756	-1288.76	-2.995732	12.27564
8960	-1291.362	-1288.367	-2.995732	9.131595
8970	-1291.38	-1288.385	-2.995732	8.845524
8980	-1291.45	-1288.454	-2.995732	8.283855
8990	-1291.427	-1288.431	-2.995732	8.433315
9000	-1291.374	-1288.379	-2.995732	8.922064
9010	-1292.171	-1289.176	-2.995732	6.273628
9020	-1291.503	-1288.508	-2.995732	8.001063
9030	-1291.392	-1288.396	-2.995732	10.27215
9040	-1291.757	-1288.762	-2.995732	12.2825
9050	-1291.67	-1288.674	-2.995732	11.93319
9060	-1291.43	-1288.435	-2.995732	8.407942
9070	-1291.956	-1288.96	-2.995732	12.97296
9080	-1291.825	-1288.829	-2.995732	6.965173
9090	-1291.377	-1288.381	-2.995732	10.08538
9100	-1291.364	-1288.368	-2.995732	9.85703
9110	-1292.479	-1289.483	-2.995732	5.807469
9120	-1291.89	-1288.894	-2.995732	6.816191
9130	-1291.373	-1288.377	-2.995732	8.943485
9140	-1292.192	-1289.197	-2.995732	13.6821
9150	-1291.364	-1288.368	-2.995732	9.866816
9160	-1292.095	-1289.1	-2.995732	13.40156
9170	-1291.468	-1288.472	-2.995732	10.90118
9180	-1292.81	-1289.814	-2.995732	15.23794
9190	-1291.62	-1288.624	-2.995732	11.71444
9200	-1293.21	-1290.214	-2.995732	16.11503
9210	-1292.399	-1289.403	-2.995732	14.23865
9220	-1292.02	-1289.025	-2.995732	6.545876
9230	-1293.204	-1290.209	-2.995732	16.10392
9240	-1291.403	-1288.408	-2.995732	10.39511
9250	-1291.696	-1288.701	-2.995732	7.302952
9260	-1291.878	-1288.882	-2.995732	12.71491
9270	-1291.392	-1288.396	-2.995732	8.716644
9280	-1292.072	-1289.076	-2.995732	6.449066
9290	-1291.361	-1288.365	-2.995732	9.789821
9300	-1291.701	-1288.705	-2.995732	12.06146
9310	-1291.36	-1288.365	-2.995732	9.773865
9320	-1291.356	-1288.36	-2.995732	9.576935
9330	-1291.886	-1288.89	-2.995732	6.82507
9340	-1292.912	-1289.917	-2.995732	5.280153
9350	-1291.988	-1288.992	-2.995732	13.07277
9360	-1291.358	-1288.362	-2.995732	9.696362
9370	-1291.416	-1288.421	-2.995732	8.508417
9380	-1291.47	-1288.474	-2.995732	8.168356
9390	-1291.455	-1288.459	-2.995732	10.81198
9400	-1291.514	-1288.518	-2.995732	11.18406
9410	-1293.838	-1290.842	-2.995732	17.37278
9420	-1292.011	-1289.015	-2.995732	13.14581
9430	-1291.629	-1288.633	-2.995732	7.51156
9440	-1291.423	-1288.427	-2.995732	10.5721
9450	-1291.434	-1288.439	-2.995732	10.6621
9460	-1291.365	-1288.369	-2.995732	9.882409
9470	-1291.412	-1288.416	-2.995732	8.544717
9480	-1292.235	-1289.239	-2.995732	13.79966
9490	-1291.371	-1288.375	-2.995732	9.999384
9500	-1292.872	-1289.877	-2.995732	15.38018
9510	-1291.361	-1288.366	-2.995732	9.803199
9520	-1291.747	-1288.751	-2.995732	12.24215
9530	-1292.382	-1289.386	-2.995732	14.19447
9540	-1291.409	-1288.413	-2.995732	8.566783
9550	-1291.699	-1288.703	-2.995732	7.296365
9560	-1291.45	-1288.454	-2.995732	8.283207
9570	-1292.21	-1289.214	-2.995732	6.209219
9580	-1291.564	-1288.568	-2.995732	11.44782
9590	-1291.498	-1288.503	-2.995732	11.09265
9600	-1291.436	-1288.44	-2.995732	8.368592
9610	-1291.696	-1288.7	-2.995732	7.303979
9620	-1292.901	-1289.905	-2.995732	15.44437
9630	-1291.587	-1288.591	-2.995732	11.56385
9640	-1291.574	-1288.578	-2.995732	7.705328
9650	-1291.358	-1288.362	-2.995732	9.25503
9660	-1291.36	-1288.364	-2.995732	9.757074
9670	-1291.364	-1288.369	-2.995732	9.873243
9680	-1292.561	-1289.565	-2.995732	5.697929
9690	-1292.276	-1289.281	-2.995732	6.102861
9700	-1291.441	-1288.445	-2.995732	8.33702
9710	-1291.432	-1288.436	-2.995732	10.64372
9720	-1291.355	-1288.36	-2.995732	9.542
9730	-1291.359	-1288.363	-2.995732	9.728632
9740	-1291.492	-1288.496	-2.995732	8.055733
9750	-1291.578	-1288.583	-2.995732	11.52136
9760	-1291.393	-1288.397	-2.995732	10.28656
9770	-1291.356	-1288.36	-2.995732	9.34368
9780	-1293.506	-1290.51	-2.995732	4.710058
9790	-1294.92	-1291.924	-2.995732	3.736934
9800	-1291.813	-1288.818	-2.995732	12.48867
9810	-1291.413	-1288.418	-2.995732	8.530195
9820	-1292.165	-1289.169	-2.995732	6.285121
9830	-1292.08	-1289.084	-2.995732	13.35615
9840	-1291.437	-1288.441	-2.995732	8.365011
9850	-1291.366	-1288.37	-2.995732	9.06585
9860	-1291.371	-1288.375	-2.995732	9.997977
9870	-1291.39	-1288.394	-2.995732	10.2509
9880	-1291.386	-1288.391	-2.995732	8.776756
9890	-1291.358	-1288.362	-2.995732	9.257091
9900	-1291.627	-1288.631	-2.995732	7.518403
9910	-1291.369	-1288.373	-2.995732	9.00399
9920	-1291.356	-1288.361	-2.995732	9.320183
9930	-1291.544	-1288.549	-2.995732	11.34931
9940	-1293.312	-1290.316	-2.995732	16.32792
9950	-1291.81	-1288.814	-2.995732	12.47528
9960	-1291.365	-1288.369	-2.995732	9.888601
9970	-1291.707	-1288.711	-2.995732	12.08671
9980	-1291.405	-1288.409	-2.995732	8.600617
9990	-1292.616	-1289.62	-2.995732	14.78235
10000	-1291.398	-1288.403	-2.995732	8.65824
