Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma	gene_alpha	gene_rate[1]	gene_rate[2]	gene_rate[3]	gene_rate[4]	gene_rate[5]	gene_rate[6]	gene_rate[7]	gene_rate[8]	gene_rate[9]	gene_rate[10]	gene_rate[11]	gene_rate[12]	gene_rate[13]	gene_rate[14]	gene_rate[15]	gene_rate[16]	gene_rate[17]	gene_rate_var	kappa	rate_var	TL
820	-188356.2	-188370.4	14.15272	0.6034564	0.0470628	0.0413212	0.105425	0.0504392	0.072579	0.0591223	0.0869169	0.0448713	0.0244656	0.0734451	0.0792372	0.0255205	0.0571024	0.0608691	0.00299153	0.0708876	0.0291991	0.132786	0.00608838	0.0327699	0.0655527	0.0341092	0.0370459	0.0690864	0.0320439	0.0706874	0.0527685	0.0943234	0.177013	0.0485302	0.063856	0.0139979	0.146067	0.0291164	0.0771666	0.0686368	0.0636715	0.00293986	0.126287	0.0349964	0.0273456	0.0685005	0.0383934	0.00355409	0.00281553	0.00868285	0.01215	0.00350451	0.0136728	0.00656342	0.000924942	0.00769001	0.0376751	0.000890518	0.00434977	0.00601568	0.00914398	0.0022156	0.0283357	0.248669	0.00285551	0.0215979	0.00709367	0.00975672	0.0134606	0.00125873	0.00717076	0.00281004	0.0223507	0.0147057	0.0208595	0.0143437	0.00142778	0.00668759	0.00812616	0.0238822	0.0025773	0.0202153	0.00518575	0.00320999	0.00306425	0.0538217	0.314188	0.883072	2.74892	0.5551518	10.66693	1.16376	1.24283	0.91244	1.10898	0.714919	0.870561	1.22721	1.15798	1.00874	1.24159	1.22693	0.809047	1.88047	1.16599	1.079	1.78162	1	0.09374767	4.652782	1.657121	3.154731
830	-188362.2	-188375.9	13.64971	0.589917	0.0478138	0.0427967	0.113229	0.0465901	0.0805342	0.0614179	0.0830333	0.0482696	0.0246812	0.0734451	0.0845848	0.0281309	0.0582519	0.0612439	0.00367103	0.0738901	0.0315591	0.136751	0.00723152	0.0329665	0.0615024	0.0294982	0.0362403	0.0767164	0.0318426	0.0685356	0.0554067	0.0992677	0.178997	0.0517265	0.0603182	0.0147374	0.141706	0.028303	0.0707913	0.0663945	0.0595314	0.00327382	0.132434	0.0389352	0.0277167	0.0649394	0.0378768	0.00373786	0.00350545	0.00904553	0.0138357	0.00296539	0.0116893	0.00662352	0.00129276	0.006351	0.0405322	0.00116853	0.00513877	0.00478198	0.00810366	0.00201281	0.0287586	0.260248	0.00288296	0.0208778	0.00746968	0.00824817	0.0113012	0.00125328	0.00692682	0.00310816	0.0235078	0.0137706	0.0223278	0.0139992	0.00145233	0.007794	0.00730841	0.0234099	0.00256779	0.01887	0.00379117	0.00327005	0.00353864	0.0510353	0.306621	0.876086	2.76626	0.5494909	17.59438	1.26475	1.17555	0.947416	1.13376	0.701391	0.847445	1.13754	1.05977	1.00864	1.21766	1.30372	0.807238	1.87573	1.13077	1.09025	1.73376	1	0.05683635	4.569696	1.695154	3.194249
840	-188369.2	-188383.8	14.60243	0.589917	0.054792	0.0356942	0.108948	0.0496675	0.078771	0.0591402	0.089282	0.0457539	0.0255033	0.0762513	0.0846109	0.0302575	0.0565964	0.0620128	0.00435172	0.0698312	0.0309342	0.13295	0.00742608	0.0327672	0.0638981	0.0365676	0.0351777	0.0801394	0.0370129	0.0664214	0.0526053	0.0992677	0.182819	0.0510089	0.0633326	0.0157369	0.148504	0.028875	0.0788202	0.0673651	0.0627635	0.00343312	0.127392	0.0448919	0.0296751	0.0678972	0.0362604	0.00393768	0.0027735	0.00890995	0.0133583	0.00322847	0.0139882	0.00649899	0.00142602	0.00665514	0.0388612	0.000923484	0.004226	0.00608277	0.00963336	0.00151119	0.0294028	0.26276	0.00278226	0.0178437	0.00682554	0.00867958	0.0119248	0.000829678	0.00704863	0.00242687	0.024848	0.0140292	0.0197508	0.0108748	0.00152617	0.00718161	0.00818875	0.0254456	0.00218933	0.020878	0.00485043	0.00288016	0.00292809	0.0510353	0.306621	0.876086	2.76626	0.5539033	9.883967	1.20996	1.19903	0.860697	1.09173	0.71	0.820731	1.14677	1.12225	0.971029	1.23119	1.2245	0.765335	1.75259	1.15836	1.18248	1.64104	1	0.101174	4.569696	1.695154	3.233515
850	-188359.9	-188372.4	12.46737	0.589917	0.047955	0.0343676	0.105733	0.0518988	0.0751426	0.0611038	0.0907217	0.0481059	0.0282184	0.0713563	0.0808035	0.0293127	0.0567317	0.0607101	0.00352439	0.0710823	0.0332777	0.128397	0.00564023	0.0317524	0.0608349	0.0330515	0.0340318	0.0701156	0.0305374	0.0718921	0.050446	0.0992677	0.175042	0.0478203	0.0649662	0.0155588	0.146362	0.0283135	0.0780324	0.0675682	0.06232	0.00338688	0.13022	0.0376186	0.0304356	0.0623664	0.0390768	0.00440233	0.0030745	0.00984269	0.0133412	0.00350069	0.0145273	0.00719456	0.0016316	0.00656779	0.0369402	0.00124342	0.00338493	0.00435877	0.0097891	0.00171517	0.0319892	0.253421	0.00260778	0.0217203	0.00558104	0.00855356	0.0107105	0.000769563	0.00781094	0.00220449	0.0233443	0.0146458	0.0198653	0.0135516	0.00158451	0.00752115	0.00740837	0.0264848	0.00158113	0.0196752	0.00425386	0.00291214	0.00465074	0.0510353	0.306621	0.876086	2.76626	0.5519789	6.78885	1.26836	1.19268	0.923017	1.15892	0.71	0.827217	1.14892	1.1165	0.923802	1.4877	1.1972	0.751812	1.93702	1.1639	1.07064	1.68986	1	0.1473003	4.539432	1.695154	3.169462
860	-188366.5	-188380.5	14.00536	0.589917	0.0513023	0.0376486	0.109482	0.0450296	0.0747905	0.0610121	0.0884249	0.046784	0.0292426	0.0696589	0.0810886	0.0295788	0.0539064	0.0603483	0.00334727	0.0715254	0.0346708	0.134636	0.0073193	0.0326708	0.0636956	0.0367967	0.0345527	0.070717	0.0304878	0.0718921	0.0553757	0.102968	0.170066	0.0514457	0.0639322	0.0140026	0.13786	0.0277507	0.0729293	0.0612467	0.0643393	0.00332094	0.131168	0.0371495	0.0291223	0.0705591	0.0414758	0.00426225	0.00286599	0.011184	0.0105314	0.0030156	0.0161667	0.00718036	0.00116616	0.00788053	0.0395095	0.00159332	0.004194	0.00395177	0.00913997	0.00160517	0.0291051	0.27049	0.00280888	0.0211694	0.00655693	0.0103126	0.0122401	0.000999559	0.00883446	0.00344149	0.0226925	0.0129808	0.0209969	0.0130952	0.00197127	0.00782226	0.00819458	0.0246099	0.00133957	0.0200834	0.00600005	0.00461945	0.00588385	0.0510353	0.306621	0.876086	2.76626	0.5525543	11.84459	1.21235	1.20977	0.870459	1.02231	0.741561	0.889757	1.14203	1.12285	1.02285	1.42768	1.24919	0.8657	1.8733	1.0809	0.989844	1.74625	1	0.08442671	4.642357	1.695154	3.205816
870	-188377.4	-188390.4	13.04565	0.589917	0.0513023	0.0383364	0.107009	0.0480301	0.0784781	0.0541386	0.0880873	0.0469554	0.0271776	0.0708305	0.0812175	0.0325032	0.0623323	0.060317	0.00454615	0.0713512	0.0305208	0.134636	0.00626392	0.0318783	0.0639502	0.0347333	0.0347126	0.0706246	0.0337391	0.0647931	0.0540652	0.10353	0.177625	0.0497897	0.0659801	0.0144062	0.136918	0.0330751	0.074273	0.0651439	0.0642403	0.00306692	0.129402	0.0343643	0.0289112	0.0755762	0.0388122	0.00521561	0.0029673	0.00923836	0.0127327	0.00229615	0.0156681	0.00711624	0.00146231	0.00718153	0.0377852	0.00160262	0.00320795	0.00395177	0.00926389	0.00237661	0.030361	0.248171	0.00254668	0.0226933	0.00811278	0.0108252	0.00909988	0.00104044	0.00630551	0.00302369	0.0235675	0.0152861	0.0222072	0.012209	0.00174717	0.00804057	0.00717428	0.0243302	0.00114505	0.0201366	0.00488111	0.0031973	0.00680481	0.0510353	0.306621	0.876086	2.76626	0.5512689	7.922917	1.40112	1.15673	0.947175	1.10097	0.733762	0.922111	1.21756	1.19326	1.05608	1.32634	1.22082	0.861557	1.92845	1.12619	1.02326	1.61698	1	0.1262161	4.550654	1.695154	3.192617
880	-188359.2	-188373.2	14.05617	0.589917	0.0517318	0.0368333	0.107009	0.0435888	0.0773677	0.056658	0.0873544	0.046651	0.02697	0.0695608	0.0824065	0.0323818	0.0579061	0.0605373	0.00330831	0.0694514	0.0340664	0.134635	0.00737855	0.0323967	0.064797	0.0325863	0.0339133	0.0725208	0.0304762	0.0738373	0.0542422	0.0928125	0.174538	0.0531083	0.064469	0.0160585	0.138997	0.0274392	0.0730604	0.0676988	0.058902	0.00339651	0.127252	0.0339543	0.0289715	0.0664924	0.0410532	0.00457341	0.00439616	0.0104483	0.013524	0.00252101	0.0136718	0.0061619	0.00131554	0.00679796	0.0405042	0.00146861	0.00280705	0.00383669	0.0105644	0.00204493	0.030836	0.249813	0.00341513	0.0219624	0.00677231	0.00935975	0.0100242	0.00122214	0.00979013	0.00329832	0.0245222	0.0150608	0.0229674	0.0116834	0.00149568	0.00731629	0.00785113	0.0250474	0.00152668	0.0207922	0.00574513	0.0028735	0.00680481	0.0510353	0.306621	0.876086	2.76626	0.5453254	11.86167	1.17549	1.13185	0.882972	1.11839	0.721685	0.856842	1.2546	1.14377	1.04165	1.42131	1.1844	0.821791	1.85847	1.08625	1.06514	1.7667	1	0.08430515	4.55797	1.695154	3.173586
890	-188368.7	-188381.1	12.39917	0.589917	0.0523683	0.0371503	0.10651	0.0487218	0.0713167	0.0585044	0.0858747	0.0469761	0.0263751	0.0767115	0.0813444	0.0260115	0.0571779	0.0585466	0.00356169	0.0711098	0.028732	0.126381	0.00651147	0.0329598	0.0619899	0.031247	0.0361732	0.0753777	0.0332692	0.0731893	0.0533635	0.0908935	0.171702	0.046611	0.0625964	0.0137128	0.141596	0.0237276	0.0772028	0.0619947	0.0581436	0.00294636	0.125776	0.0349909	0.0279294	0.0705158	0.0394392	0.00490763	0.00464619	0.00809518	0.0129085	0.00269097	0.0140334	0.00659068	0.00125115	0.00749796	0.0395794	0.00111236	0.00292948	0.00490732	0.00832204	0.00153802	0.0297344	0.259501	0.00355422	0.0210847	0.00555741	0.0074738	0.00855389	0.000906108	0.00923215	0.00389135	0.0235996	0.0132611	0.0208271	0.0120745	0.00172828	0.00960934	0.00722234	0.0241236	0.00138191	0.0228234	0.00619087	0.00337039	0.00606556	0.0510353	0.306621	0.876086	2.76626	0.5557799	6.378245	1.33026	1.19953	0.918371	1.17779	0.73789	0.927805	1.23214	1.0285	1.05621	1.46716	1.23977	0.763657	1.7526	1.10189	1.13873	1.81964	1	0.1567829	4.550921	1.695154	3.14001
900	-188369.9	-188382.3	12.40883	0.589917	0.0499093	0.0357138	0.108064	0.0483686	0.070924	0.0547709	0.078141	0.0441584	0.0236638	0.0704909	0.0845048	0.0294463	0.0574902	0.0568208	0.00387977	0.0722783	0.0319548	0.127603	0.00634088	0.036471	0.0622525	0.0356204	0.0318606	0.0689599	0.0319186	0.0735737	0.0553662	0.0910688	0.171702	0.0489649	0.0594289	0.0148071	0.141596	0.0258871	0.0733099	0.060884	0.0583726	0.00314662	0.129213	0.0343265	0.0291305	0.0653204	0.0374204	0.00450163	0.00356365	0.00860792	0.0111888	0.00256398	0.0135262	0.00807011	0.000936389	0.0085125	0.0403309	0.000984541	0.00240139	0.00472182	0.0100064	0.00136813	0.0293661	0.263613	0.00333687	0.0229565	0.00698843	0.00845314	0.00957054	0.000889036	0.00918668	0.00405328	0.0210976	0.0126108	0.0234774	0.0130122	0.00180351	0.00753175	0.00640588	0.0271097	0.00153502	0.0182241	0.00603221	0.00302668	0.00505297	0.0510353	0.306621	0.876086	2.76626	0.5440978	5.776595	1.30644	1.21892	0.839808	1.16094	0.725024	0.870777	1.18144	1.07067	1.06681	1.23454	1.23799	0.780732	1.91651	1.12805	1.03472	1.81811	1	0.1731124	4.631478	1.695154	3.121742
910	-188364.2	-188375.8	11.60513	0.589917	0.0468603	0.0367712	0.100847	0.0465715	0.0772145	0.0545258	0.0803406	0.0441584	0.0255909	0.0645752	0.0769328	0.0309965	0.0593765	0.0574314	0.0038897	0.0697793	0.0307315	0.117595	0.0063278	0.0326495	0.063319	0.0318613	0.0322331	0.0741933	0.0307913	0.0699005	0.0505521	0.088919	0.167605	0.0474987	0.0628592	0.0131927	0.135612	0.0252247	0.0714962	0.0642558	0.0553956	0.00382305	0.129504	0.032492	0.0295069	0.0667156	0.0369263	0.00473057	0.00303906	0.00895564	0.0113605	0.00329734	0.0125494	0.00669949	0.001145	0.00706315	0.0382675	0.00090972	0.00336734	0.00565307	0.0102823	0.00145228	0.0278396	0.257548	0.00286605	0.0194287	0.00677197	0.00824378	0.0105882	0.000883698	0.00816059	0.00357466	0.0232585	0.0150117	0.0206216	0.0103805	0.00169222	0.00937969	0.00705764	0.0224569	0.00199336	0.019046	0.00485388	0.00339497	0.00410731	0.0510353	0.306621	0.876086	2.76626	0.5502725	5.389248	1.40164	1.28226	0.92027	1.20553	0.776559	0.835	1.15839	1.1495	1.07807	1.38156	1.28647	0.822497	1.94226	1.1761	1.17641	1.79891	1	0.1855546	4.591029	1.695154	3.054975
920	-188365.4	-188377.3	11.91359	0.6216525	0.0451299	0.036347	0.107879	0.0416206	0.0742171	0.0544536	0.0815386	0.045754	0.0231066	0.0698391	0.0709887	0.0300364	0.0562626	0.0588053	0.00363207	0.0709767	0.0279277	0.128987	0.00643325	0.0309253	0.0583385	0.0348271	0.0337323	0.0697428	0.0310704	0.0716244	0.0554802	0.0884482	0.167862	0.0446983	0.0621838	0.0133653	0.138486	0.0248579	0.0673241	0.0608792	0.0571975	0.00287936	0.125427	0.0343897	0.0279915	0.0753046	0.0384863	0.004658	0.00429337	0.0113881	0.0117414	0.0033304	0.0123043	0.00553865	0.00166204	0.00661522	0.0403798	0.00101907	0.0030602	0.00570728	0.0104627	0.00207341	0.0269058	0.2574	0.00230095	0.018638	0.00665853	0.0096732	0.0104198	0.000678493	0.00747126	0.00350782	0.0224468	0.0157469	0.019883	0.0111008	0.0024315	0.00759493	0.00741853	0.0230963	0.00144626	0.0185962	0.00700751	0.00332753	0.00414719	0.0576024	0.324096	0.891976	2.72633	0.5475909	5.373414	1.25903	1.22782	0.92027	1.10889	0.830987	0.782065	1.29188	1.12189	1.06506	1.49101	1.22792	0.907553	1.8953	1.17547	1.17641	1.81633	1	0.1861014	4.57647	1.608616	3.061588
930	-188377.4	-188391.8	14.35962	0.6216525	0.0482014	0.0358204	0.107333	0.0471373	0.0756449	0.0548342	0.0789802	0.0458512	0.0226191	0.0699083	0.0698567	0.0255618	0.0535864	0.0596957	0.00369121	0.0779796	0.0281725	0.122201	0.00619688	0.0318455	0.0628918	0.0355635	0.0319328	0.0678369	0.0310704	0.0672087	0.0513684	0.0947865	0.163189	0.0503521	0.0593591	0.0164802	0.141564	0.0256922	0.0649017	0.0630549	0.057416	0.00288344	0.12789	0.0350094	0.0286684	0.0635947	0.0390815	0.00463051	0.00304426	0.00933343	0.00976671	0.00325149	0.0113435	0.00629005	0.00112564	0.00613188	0.0358111	0.000998238	0.00398805	0.0038711	0.010594	0.00205389	0.0300071	0.246159	0.00197054	0.0219211	0.00704139	0.0098886	0.0110938	0.000755981	0.00734922	0.00360301	0.0228351	0.0126342	0.0216426	0.0135708	0.00218157	0.00663409	0.00650338	0.02332	0.00200577	0.0210508	0.00477793	0.00262122	0.00410878	0.0576024	0.324096	0.891976	2.72633	0.5481233	13.9829	1.1327	1.24367	0.845885	1.13599	0.82831	0.782065	1.21081	1.09521	1.13256	1.50396	1.26027	0.859347	1.86395	1.16277	1.17503	1.73985	1	0.07151591	4.580915	1.608616	3.042822
940	-188368.5	-188381.9	13.37438	0.6216525	0.0436904	0.0399036	0.101894	0.0469316	0.0764249	0.0527771	0.0848243	0.0415928	0.0261122	0.0707929	0.077755	0.0240463	0.0549424	0.0609132	0.00367554	0.0657989	0.0315138	0.133745	0.00700702	0.0326109	0.0642646	0.0331298	0.0331458	0.0717451	0.0324496	0.0667085	0.0511186	0.0929517	0.171905	0.0498488	0.0625336	0.0150913	0.133733	0.0262714	0.0726245	0.0652604	0.0561849	0.00316063	0.122737	0.0356625	0.0281397	0.0669288	0.0367187	0.00490308	0.00220024	0.00760401	0.0114265	0.0036022	0.0115961	0.00673139	0.00119501	0.00764734	0.03949	0.00111303	0.00314106	0.00371279	0.00896865	0.00210676	0.0272272	0.244836	0.00258334	0.022313	0.00769834	0.0106175	0.00892463	0.00086704	0.00717767	0.00345827	0.021369	0.0139721	0.0211301	0.0129897	0.00216816	0.00703913	0.00611198	0.0203426	0.00209293	0.0198676	0.00499813	0.00314721	0.00307272	0.0576024	0.324096	0.891976	2.72633	0.5518733	14.47035	1.4371	1.23028	0.869374	1.23347	0.756454	0.9011	1.21617	1.21152	0.995897	1.22425	1.19122	0.826237	1.92532	1.12054	1.1002	1.82079	1	0.06910684	4.61541	1.608616	3.05871
950	-188374.2	-188387.1	12.94766	0.6216525	0.0457597	0.0394717	0.10039	0.0469317	0.0691533	0.0530292	0.0911577	0.0412387	0.0278133	0.0700696	0.0738413	0.0280795	0.0559437	0.0574959	0.00281937	0.0667681	0.0319508	0.132921	0.0056437	0.0310327	0.0619276	0.0318668	0.0341089	0.0667225	0.0297133	0.0720994	0.0510122	0.0929631	0.158144	0.0532277	0.0614162	0.0131792	0.140547	0.0276148	0.0753713	0.0652604	0.0589927	0.00275287	0.123512	0.0325902	0.0290192	0.0655329	0.0362672	0.00451088	0.00197239	0.00970713	0.0115881	0.00383013	0.0114544	0.00668462	0.000960134	0.00918437	0.0321571	0.00113671	0.00335587	0.00332317	0.00940682	0.00181819	0.0293646	0.24013	0.00387098	0.0197834	0.00766345	0.00930352	0.0106566	0.00072423	0.00879672	0.00285591	0.0225979	0.0135486	0.0221442	0.0123853	0.00262833	0.00889732	0.00729048	0.0249945	0.00223789	0.021161	0.00439033	0.0031424	0.00270932	0.0576024	0.324096	0.891976	2.72633	0.5450845	10.58459	1.34239	1.24986	0.896621	1.17796	0.755244	0.943079	1.21617	1.11768	0.998355	1.4474	1.30713	0.823434	1.9572	1.24189	1.14069	1.81569	1	0.09447695	4.524849	1.608616	3.047719
960	-188370.1	-188383.5	13.39466	0.6216525	0.0466568	0.0343017	0.0981339	0.0442379	0.0759555	0.0568377	0.0833352	0.0422964	0.0271075	0.0642659	0.0765288	0.0288753	0.0535733	0.0591344	0.00364788	0.0697385	0.0279545	0.134231	0.0067782	0.0295989	0.0557693	0.0332345	0.0340649	0.0636758	0.0319359	0.0687474	0.0503095	0.0883231	0.161621	0.0472696	0.0614162	0.0142422	0.130994	0.0265768	0.0732967	0.0629117	0.0583476	0.00349437	0.124449	0.0346434	0.0259581	0.0699514	0.0363794	0.00470446	0.00241012	0.00774755	0.012746	0.00332158	0.0112729	0.00578998	0.00151898	0.00643789	0.039361	0.00105313	0.00408381	0.0036354	0.00857291	0.00192751	0.0280776	0.242625	0.00322765	0.0197766	0.00718832	0.0115747	0.0100181	0.00104124	0.00626923	0.00335372	0.0214708	0.0127941	0.019247	0.0117511	0.00269053	0.00807987	0.00539627	0.0230301	0.0018789	0.0175669	0.0041031	0.00287448	0.00258176	0.0576024	0.324096	0.891976	2.72633	0.5460568	6.950581	1.43672	1.26776	0.98078	1.17058	0.881331	0.89623	1.31669	1.1041	1.08102	1.2411	1.35738	0.94253	1.88306	1.1546	1.11365	1.77845	1	0.1438729	4.503072	1.608616	3.002002
970	-188368	-188379.2	11.23872	0.6017689	0.0463924	0.0372463	0.102354	0.0452257	0.0708216	0.0552844	0.0823538	0.0434425	0.0255942	0.0695803	0.0737203	0.0269044	0.0527927	0.05469	0.00334894	0.0636236	0.0295554	0.126581	0.00616492	0.0330976	0.0608875	0.0325429	0.0316347	0.0671784	0.0292022	0.0687381	0.0475299	0.0944002	0.169435	0.0489206	0.0618845	0.0140876	0.141034	0.0280119	0.0673213	0.0636941	0.0602374	0.0037142	0.124422	0.0309588	0.0271309	0.0636813	0.0359335	0.00392096	0.00237141	0.00901942	0.0116694	0.00423807	0.010997	0.00624035	0.00164046	0.00573524	0.0371468	0.000850533	0.00449376	0.00318485	0.010928	0.00209134	0.0316968	0.266746	0.00333838	0.0180684	0.00598476	0.00873804	0.0110123	0.000759677	0.00566159	0.00231376	0.0226401	0.0131805	0.0213386	0.0117685	0.00267151	0.00703095	0.00598945	0.0228492	0.00185533	0.0214833	0.00575173	0.00282672	0.00347503	0.0534731	0.313254	0.882219	2.75105	0.5530295	4.890309	1.25927	1.24225	0.855813	1.18732	0.777275	0.853864	1.25436	1.16012	1.17163	1.42548	1.27095	0.837669	1.98303	1.26482	1.15656	1.79915	1	0.204486	4.575355	1.661768	3.033063
980	-188369.1	-188382.5	13.32261	0.5820566	0.0446517	0.0373235	0.0999448	0.0451548	0.0721193	0.055869	0.0775595	0.0419815	0.0226192	0.0715842	0.0782429	0.027585	0.0516878	0.0545033	0.00403638	0.067286	0.0297403	0.128451	0.00546671	0.0310258	0.0620439	0.0351251	0.032204	0.0676099	0.0305977	0.066678	0.0525052	0.0893724	0.169816	0.0491158	0.060904	0.0140496	0.136076	0.0244007	0.0676982	0.061989	0.0577281	0.00258131	0.113844	0.0367047	0.0290068	0.0673769	0.0382031	0.00440864	0.00263565	0.00935721	0.0103503	0.0035553	0.0123756	0.00530162	0.00183703	0.0065834	0.036855	0.000998977	0.00369699	0.00376905	0.0105566	0.00228646	0.0245761	0.254525	0.00318426	0.0180222	0.00704851	0.00761486	0.0122513	0.0005976	0.00698675	0.00243446	0.0239783	0.0161505	0.0199001	0.0112309	0.00215163	0.00779614	0.00703969	0.0231316	0.00199604	0.0212933	0.00553922	0.00339302	0.00265193	0.0494296	0.30215	0.871881	2.77654	0.5492349	9.347501	1.22878	1.29974	1.02921	1.09743	0.784505	0.928756	1.19684	1.12769	1.08792	1.44778	1.38123	0.785401	1.94252	1.20357	1.13527	1.82248	1	0.1069805	4.391441	1.718046	3.010524
990	-188363.3	-188378	14.74301	0.5831067	0.0465775	0.0402829	0.101121	0.0458915	0.067049	0.0544295	0.0733854	0.0474689	0.0254021	0.0693412	0.0752013	0.0253194	0.054938	0.0583218	0.00461495	0.0714424	0.0311926	0.128989	0.00589899	0.0288455	0.0588826	0.034393	0.0318829	0.0690372	0.0301636	0.0657847	0.0546388	0.0948169	0.166553	0.0491632	0.0583965	0.0133461	0.142224	0.0249419	0.0694899	0.061989	0.0620167	0.00312746	0.125762	0.035318	0.0290068	0.0651425	0.0364086	0.00420801	0.00298387	0.00807447	0.0117615	0.00503611	0.0137587	0.00642058	0.00147397	0.00661456	0.0391396	0.0013318	0.00321117	0.00607566	0.00963971	0.00178211	0.0285734	0.254116	0.00348253	0.0188688	0.0057813	0.00726007	0.0110127	0.000958118	0.00862318	0.00342862	0.0246978	0.016058	0.0208673	0.0117722	0.00167859	0.00769287	0.00692577	0.0249926	0.00177263	0.0209439	0.00571568	0.00316342	0.00172096	0.0496435	0.302751	0.872449	2.77516	0.5438754	12.68366	1.31988	1.21644	0.953858	1.13218	0.792612	1.00215	1.24442	1.13918	1.07068	1.17807	1.1403	0.901889	1.88515	1.24621	1.06018	1.8407	1	0.07884158	4.546659	1.714952	3.049815
1000	-188370	-188384.2	14.19778	0.5831067	0.0495378	0.0403104	0.10449	0.0457334	0.0702559	0.05438	0.0830432	0.0466585	0.0250492	0.0716351	0.0807555	0.0299345	0.057339	0.0571466	0.00306366	0.0698982	0.0306396	0.13432	0.00760524	0.0314952	0.0632934	0.0344429	0.0340818	0.0744446	0.0286226	0.0718259	0.0524379	0.0882498	0.166553	0.0517836	0.0610661	0.0149852	0.135579	0.025478	0.0725464	0.0683155	0.0584899	0.00269227	0.122716	0.0330214	0.0274153	0.0634536	0.0363742	0.00451378	0.00218069	0.00785129	0.0130187	0.00539631	0.0103834	0.00518506	0.00154288	0.00665073	0.0376114	0.000875813	0.0032319	0.0079583	0.00803857	0.00177429	0.02659	0.261733	0.00306499	0.0169303	0.00789665	0.00829599	0.0121473	0.0010849	0.00718689	0.00367773	0.0271222	0.0125052	0.0202837	0.0132243	0.00203147	0.00723008	0.00890897	0.0245325	0.00160288	0.0172317	0.0060955	0.00369413	0.00170702	0.0496435	0.302751	0.872449	2.77516	0.545894	7.952722	1.22908	1.21143	0.986391	1.16652	0.775764	0.853309	1.17768	1.11652	1.0692	1.19303	1.20205	0.870528	1.99233	1.10002	1.15266	1.67978	1	0.1257431	4.636323	1.714952	3.092149
1010	-188353.4	-188367.2	13.83255	0.599748	0.0492715	0.037256	0.102211	0.0463827	0.0706165	0.0553509	0.0792036	0.0470713	0.0250372	0.0704443	0.0785651	0.0272327	0.0586094	0.0611868	0.00473685	0.0656919	0.0298466	0.133456	0.00608939	0.0294372	0.0571283	0.0318234	0.0312502	0.069724	0.032675	0.0687108	0.0556606	0.0875425	0.167072	0.0489897	0.0620133	0.013085	0.140861	0.0278205	0.0768477	0.0638928	0.0594465	0.00345046	0.126599	0.0330267	0.027397	0.064409	0.0371496	0.00431529	0.00315256	0.00724065	0.0120654	0.00449807	0.011396	0.00719042	0.00146135	0.00645528	0.0394698	0.000917357	0.00248758	0.00554917	0.00956713	0.00188834	0.0270745	0.246518	0.00320641	0.0164823	0.00686789	0.0092468	0.0111961	0.00104761	0.00776168	0.00342358	0.0215037	0.0140393	0.021066	0.0127503	0.00189312	0.00796847	0.00975986	0.0231661	0.00167793	0.0198608	0.00599293	0.00335528	0.00147061	0.0530561	0.312132	0.88119	2.75362	0.5514474	8.822705	1.24655	1.21087	0.940003	1.13228	0.812103	0.922093	1.25169	1.10639	1.03027	1.40199	1.27035	0.855026	1.83026	1.20949	1.14346	1.8721	1	0.1133439	4.542149	1.667367	3.059256
