Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-4273.903	-4289.111	15.20762	0.100449	0.149569	0.217582	0.235809	0.146064	0.0978506	0.113278	0.105958	0.0256152	0.0729919	0.072918	0.0697651	0.0375552	0.231899	0.249587	0.11711	0.0533161	0.313555	0.0345328	0.273713	0.253108	0.188436	0.284743	1.445406
110	-4281.488	-4296.326	14.83802	0.128109	0.170893	0.232753	0.192324	0.163311	0.0869994	0.0787113	0.131707	0.0290944	0.0746175	0.0802302	0.0868271	0.0267878	0.200128	0.226591	0.139199	0.038716	0.366917	0.0284493	0.296832	0.262653	0.142349	0.298166	1.482365
120	-4273.458	-4287.31	13.85234	0.109146	0.189716	0.253905	0.215043	0.147857	0.161312	0.117454	0.128298	0.0385741	0.0746175	0.0810525	0.021452	0.0425061	0.191182	0.240657	0.144237	0.0538846	0.338725	0.0313149	0.26004	0.289315	0.168257	0.282388	1.580934
130	-4269.993	-4284.978	14.98523	0.128069	0.209634	0.231495	0.207704	0.129956	0.128866	0.0844136	0.118911	0.0300349	0.0849866	0.0524672	0.0405709	0.0205348	0.199056	0.249897	0.132014	0.0765368	0.30972	0.0327761	0.28774	0.261006	0.1622	0.289054	1.467644
140	-4271.015	-4285.816	14.80142	0.112591	0.192207	0.216436	0.225339	0.124222	0.149941	0.095823	0.108784	0.0268695	0.0878847	0.0593516	0.031166	0.0554097	0.219943	0.235808	0.122396	0.063197	0.317721	0.040935	0.274086	0.280441	0.15199	0.293482	1.486025
150	-4272.457	-4287.703	15.2464	0.102817	0.207594	0.233021	0.184904	0.110987	0.144324	0.095823	0.128379	0.0119947	0.0760387	0.0568773	0.0333572	0.0554097	0.216893	0.232537	0.14795	0.0508304	0.313314	0.0384766	0.283342	0.284574	0.148659	0.283425	1.441527
160	-4273.443	-4288.694	15.25094	0.114016	0.165651	0.235919	0.186632	0.134893	0.115887	0.144114	0.125758	0.0161611	0.0606272	0.0549371	0.0448402	0.0416374	0.215643	0.24933	0.121868	0.060847	0.320398	0.0319131	0.274094	0.256636	0.176765	0.292505	1.441073
170	-4271.398	-4286.848	15.45023	0.106114	0.165284	0.245661	0.193146	0.149239	0.107731	0.0768372	0.114242	0.0444425	0.0936168	0.0680857	0.0172954	0.0394509	0.209865	0.259192	0.126689	0.0571092	0.322556	0.0245888	0.288439	0.258415	0.160087	0.293059	1.421144
180	-4274.844	-4290.125	15.28057	0.103127	0.189679	0.240311	0.187195	0.129512	0.123016	0.0902003	0.125455	0.0290903	0.113333	0.0406742	0.0246861	0.0418314	0.223796	0.259959	0.132807	0.0654672	0.295414	0.0225575	0.287737	0.256893	0.162266	0.293103	1.43811
190	-4270.154	-4284.563	14.40958	0.120757	0.175678	0.268748	0.189947	0.165589	0.125067	0.0997568	0.125538	0.0161612	0.0649081	0.0719321	0.0623079	0.0388188	0.209318	0.258848	0.118423	0.0556564	0.330106	0.0276479	0.273739	0.285015	0.155861	0.285385	1.525209
200	-4276.574	-4291.76	15.18642	0.121967	0.192084	0.266732	0.172753	0.171715	0.0861429	0.0832471	0.146942	0.00677534	0.0432572	0.0599521	0.0623079	0.0336507	0.192112	0.214471	0.114429	0.0754689	0.37658	0.0269406	0.288028	0.254762	0.169516	0.287694	1.447526
210	-4281.931	-4296.661	14.72956	0.0781208	0.188687	0.256698	0.165609	0.121618	0.103384	0.120994	0.138204	0.014582	0.0957065	0.0996081	0.0610926	0.0489062	0.183823	0.27221	0.169976	0.0331141	0.29793	0.0429463	0.273606	0.278016	0.161684	0.286693	1.493211
220	-4273.65	-4289.77	16.12004	0.101603	0.198425	0.224042	0.172882	0.113172	0.118163	0.0695881	0.10206	0.0332442	0.0767119	0.0530703	0.0555613	0.0356402	0.194879	0.295269	0.123107	0.0432032	0.312195	0.0313482	0.29389	0.27847	0.159622	0.268018	1.354164
230	-4278.294	-4293.058	14.76405	0.158911	0.181911	0.242567	0.213768	0.137626	0.126135	0.105501	0.100154	0.033892	0.051738	0.0656554	0.0446716	0.027232	0.211276	0.264346	0.125059	0.02554	0.317145	0.0566348	0.276853	0.258969	0.188958	0.27522	1.489762
240	-4275.228	-4289.348	14.11997	0.118672	0.179465	0.241476	0.24411	0.132106	0.140096	0.0994273	0.127171	0.0263088	0.116137	0.0578458	0.0309829	0.0403726	0.214286	0.25566	0.128557	0.0261921	0.349093	0.0262119	0.28997	0.256084	0.176619	0.277326	1.55417
250	-4273.318	-4287.863	14.54514	0.104358	0.209017	0.248053	0.18283	0.142632	0.134064	0.11059	0.169519	0.0392869	0.067198	0.0523889	0.0238288	0.0278886	0.204462	0.21703	0.126759	0.0624625	0.343682	0.0456049	0.266176	0.276709	0.190833	0.266283	1.511654
260	-4270.453	-4285.681	15.22765	0.10116	0.201007	0.228447	0.180797	0.151337	0.120534	0.0999065	0.13082	0.072533	0.0532109	0.0538949	0.0270763	0.0226772	0.198402	0.219982	0.16364	0.0550351	0.341883	0.0210585	0.284065	0.275379	0.172533	0.268023	1.443402
270	-4270.039	-4285.519	15.4805	0.125045	0.194193	0.223181	0.151164	0.164206	0.118791	0.08227	0.123779	0.0449823	0.061645	0.0741469	0.0311023	0.0236123	0.193713	0.255149	0.13272	0.0509898	0.33493	0.032498	0.277004	0.251943	0.180954	0.290099	1.418118
280	-4273.248	-4288.496	15.24778	0.0833469	0.202578	0.201475	0.217419	0.156371	0.0992494	0.100652	0.142351	0.0402305	0.0706631	0.0578564	0.0509388	0.018258	0.19563	0.223132	0.146354	0.0470357	0.351841	0.0360076	0.29552	0.238559	0.177678	0.288243	1.441389
290	-4272.009	-4287.827	15.81799	0.118642	0.156672	0.219657	0.172781	0.132863	0.125564	0.115497	0.127193	0.0477476	0.0536922	0.0719012	0.0201407	0.022017	0.199609	0.230699	0.152204	0.0369026	0.344318	0.036268	0.275087	0.276008	0.180238	0.268667	1.384368
300	-4270.604	-4286.875	16.27094	0.101663	0.206101	0.20679	0.190403	0.129848	0.0925607	0.0915638	0.132954	0.0279234	0.0598057	0.0451692	0.0242656	0.0300261	0.212789	0.230349	0.151973	0.0523924	0.302404	0.0500924	0.270643	0.26113	0.189968	0.278259	1.339073
310	-4275.814	-4291.441	15.6276	0.0921642	0.173928	0.244503	0.190066	0.128274	0.0874183	0.107044	0.0942118	0.0446487	0.0540312	0.0815931	0.0574084	0.0481169	0.210516	0.246517	0.13821	0.0476244	0.333399	0.0237334	0.258492	0.292024	0.184229	0.265256	1.403407
320	-4270.337	-4285.813	15.47615	0.120206	0.199723	0.203552	0.20313	0.109675	0.0956345	0.103089	0.144115	0.0446487	0.0672537	0.0547333	0.0280436	0.0447503	0.186236	0.247399	0.143916	0.0632705	0.304837	0.0543418	0.273035	0.273955	0.167636	0.285374	1.418553
330	-4274.547	-4290.116	15.56943	0.103997	0.170804	0.225046	0.197643	0.180073	0.0833163	0.0575443	0.119636	0.0635685	0.0764366	0.0741859	0.0237984	0.0331742	0.197373	0.248824	0.142604	0.0370171	0.338828	0.035354	0.294153	0.255207	0.166423	0.284217	1.409224
340	-4269.917	-4284.823	14.90595	0.128773	0.186657	0.224091	0.233651	0.141166	0.108652	0.0924698	0.114862	0.0289617	0.0801861	0.0739467	0.0189634	0.043192	0.186602	0.258498	0.14553	0.0511814	0.324978	0.0332102	0.266004	0.288783	0.161777	0.283436	1.475572
350	-4277.697	-4293.033	15.33643	0.1061	0.180466	0.23552	0.220719	0.160761	0.10596	0.0896051	0.105453	0.04596	0.0572431	0.0355032	0.0460416	0.043192	0.208811	0.311319	0.110928	0.0407259	0.299002	0.0292136	0.288688	0.252887	0.154974	0.303451	1.432524
360	-4274.607	-4289.788	15.18068	0.113825	0.215234	0.227539	0.167795	0.0954227	0.11453	0.103618	0.126003	0.0368632	0.0768521	0.079692	0.0342002	0.0565255	0.217044	0.259941	0.125131	0.0418243	0.334328	0.0217317	0.277534	0.287707	0.170111	0.264648	1.448099
370	-4271.73	-4286.582	14.85225	0.0926944	0.197239	0.215049	0.245671	0.161697	0.116527	0.0943402	0.142192	0.0225254	0.0833104	0.0662336	0.0182571	0.0252056	0.190947	0.255343	0.152292	0.0364827	0.321351	0.0435854	0.276111	0.28058	0.164729	0.27858	1.480943
380	-4271.591	-4287.372	15.78073	0.111058	0.185925	0.181176	0.211984	0.137899	0.133488	0.101753	0.117782	0.014356	0.049721	0.0594374	0.031455	0.0520598	0.200096	0.237731	0.122755	0.0642108	0.339482	0.0357255	0.259094	0.261287	0.182524	0.297095	1.388094
390	-4267.322	-4283.243	15.92014	0.10223	0.205299	0.217861	0.202736	0.124228	0.108609	0.0850508	0.123677	0.0281836	0.0635373	0.0471743	0.0288969	0.0366698	0.198722	0.244794	0.132167	0.0491267	0.340701	0.0344903	0.296997	0.250978	0.182801	0.269224	1.374153
400	-4270.842	-4285.872	15.03019	0.115002	0.174754	0.27176	0.194807	0.154338	0.0838395	0.103479	0.136061	0.0413777	0.0640806	0.0467816	0.0280619	0.0488072	0.190051	0.250999	0.1599	0.0503443	0.325835	0.0228705	0.272233	0.26545	0.17959	0.282727	1.463148
410	-4276.541	-4292.374	15.83289	0.137196	0.143985	0.248868	0.159627	0.122259	0.107689	0.0751171	0.151405	0.0296781	0.0595329	0.0527136	0.0421279	0.0526808	0.203955	0.252984	0.133016	0.039239	0.312085	0.0587208	0.260738	0.290876	0.168328	0.280058	1.382879
420	-4271.189	-4285.899	14.70975	0.121031	0.20221	0.226521	0.185092	0.144135	0.0967767	0.0900452	0.156329	0.0568495	0.0793736	0.0682886	0.0158599	0.0526808	0.215379	0.251862	0.132426	0.0541252	0.315167	0.0310407	0.269704	0.257425	0.17362	0.299251	1.495192
430	-4275.319	-4290.653	15.33388	0.126354	0.186025	0.180131	0.192435	0.156244	0.137755	0.0829099	0.148845	0.0375742	0.0730341	0.0621034	0.0181026	0.0312665	0.207641	0.261992	0.118364	0.0779347	0.297867	0.036202	0.27181	0.265585	0.179124	0.283481	1.43278
440	-4280.802	-4295.049	14.24706	0.14621	0.190428	0.229079	0.167893	0.124006	0.137755	0.0813696	0.180574	0.0383779	0.0935497	0.0856564	0.035279	0.0312849	0.208722	0.253816	0.108365	0.0755027	0.30969	0.0439041	0.278507	0.286132	0.146393	0.288968	1.541462
450	-4274.291	-4288.546	14.2547	0.146225	0.202534	0.251535	0.221233	0.171302	0.0964389	0.0959162	0.129785	0.0155313	0.0700576	0.0613226	0.023723	0.0550935	0.213094	0.221	0.125029	0.0761054	0.334476	0.030296	0.286737	0.265836	0.154132	0.293295	1.540697
460	-4278.813	-4293.368	14.55477	0.10685	0.2124	0.237448	0.230489	0.13998	0.111993	0.108108	0.0947934	0.0262568	0.121912	0.0625372	0.0438578	0.0140655	0.216977	0.222167	0.129728	0.0462089	0.335137	0.0497819	0.302371	0.248491	0.17989	0.269248	1.51069
470	-4270.483	-4286.617	16.13439	0.109853	0.154669	0.179945	0.199433	0.131689	0.110816	0.0795938	0.140966	0.0412166	0.0582685	0.0567954	0.0538711	0.0356115	0.235233	0.2204	0.129765	0.0517808	0.3302	0.0326214	0.279021	0.256117	0.192031	0.272832	1.352728
480	-4275.139	-4290.024	14.88481	0.096271	0.260268	0.211285	0.178548	0.133171	0.110285	0.0816229	0.170773	0.0413401	0.0811401	0.0432986	0.0340724	0.0356115	0.182549	0.2406	0.142611	0.0562305	0.334255	0.0437542	0.26917	0.290856	0.177326	0.262648	1.477687
490	-4271.315	-4286.621	15.30653	0.0947009	0.175386	0.272775	0.216157	0.133171	0.0917443	0.0778306	0.115216	0.0327966	0.0714379	0.0642869	0.0617191	0.0282929	0.185584	0.255032	0.155552	0.0533141	0.318227	0.0322916	0.268857	0.29475	0.175383	0.26101	1.435514
500	-4276.343	-4292.533	16.1894	0.0878477	0.178063	0.221951	0.183056	0.117133	0.105226	0.0843892	0.162387	0.0163952	0.0462202	0.0472976	0.0620799	0.0351814	0.239709	0.197833	0.131312	0.0396397	0.334023	0.0574838	0.285917	0.246736	0.195187	0.272161	1.347227
510	-4268.379	-4283.306	14.92724	0.0998584	0.216821	0.240562	0.181471	0.141975	0.138854	0.0868141	0.125434	0.0382533	0.0632547	0.0801639	0.0348046	0.0251784	0.209581	0.236692	0.115149	0.0587595	0.338115	0.0417031	0.277122	0.260877	0.172971	0.28903	1.473443
520	-4271.844	-4287.555	15.71135	0.112767	0.200656	0.181095	0.225953	0.112506	0.105751	0.0994116	0.136333	0.0606828	0.0646545	0.043776	0.0148067	0.0366396	0.209285	0.242304	0.134295	0.0537554	0.321921	0.0384395	0.251919	0.260516	0.191085	0.29648	1.395032
530	-4271.448	-4287.514	16.06584	0.113588	0.194503	0.203368	0.18518	0.126339	0.105149	0.116135	0.107466	0.0359625	0.0410679	0.0772519	0.0363872	0.0171878	0.208289	0.251854	0.142177	0.0316418	0.341185	0.0248538	0.269729	0.260958	0.189903	0.27941	1.359584
540	-4271.763	-4287.846	16.0834	0.120548	0.191302	0.214413	0.16517	0.121978	0.103869	0.0979206	0.103384	0.0311362	0.102958	0.045759	0.0339376	0.0254508	0.217058	0.261401	0.147868	0.044865	0.305011	0.0237971	0.267738	0.265179	0.186274	0.280809	1.357827
550	-4271.979	-4287.009	15.03085	0.0841625	0.191795	0.229926	0.209725	0.144344	0.101521	0.123933	0.12972	0.035504	0.0768055	0.0543853	0.0598978	0.021364	0.202119	0.220487	0.14282	0.0679388	0.313581	0.0530553	0.274795	0.272168	0.169747	0.28329	1.463082
560	-4269.623	-4284.765	15.14239	0.118773	0.146138	0.212839	0.199537	0.15049	0.112608	0.0971407	0.140397	0.0473172	0.079196	0.0790929	0.0318063	0.0365926	0.215216	0.235479	0.116663	0.0744194	0.324652	0.0335703	0.28253	0.256565	0.177337	0.283568	1.451929
570	-4267.83	-4282.819	14.9888	0.109722	0.212716	0.258462	0.179518	0.162826	0.105926	0.0729071	0.129577	0.0284564	0.0637612	0.0738191	0.0460778	0.0235171	0.20274	0.237065	0.142682	0.0593664	0.324679	0.0334679	0.276899	0.276919	0.169385	0.276797	1.467287
580	-4267.651	-4283.46	15.80946	0.0988772	0.169408	0.213598	0.18634	0.126572	0.121044	0.0936116	0.148458	0.0240259	0.0819931	0.0420886	0.0409351	0.0382695	0.205525	0.231445	0.144642	0.0594677	0.326031	0.0328906	0.268463	0.275211	0.164843	0.291483	1.385221
590	-4278.988	-4293.491	14.50247	0.112803	0.180728	0.192607	0.229595	0.150202	0.114152	0.108486	0.148812	0.0346706	0.0644102	0.0754069	0.0501793	0.0538683	0.212558	0.324718	0.108714	0.036999	0.290886	0.0261255	0.295207	0.269631	0.151145	0.284016	1.515921
600	-4270.008	-4284.944	14.93643	0.124849	0.182801	0.255732	0.196026	0.144889	0.11151	0.101723	0.116407	0.0282663	0.0931888	0.046786	0.0542618	0.0160832	0.205568	0.266394	0.121747	0.0428251	0.318185	0.0452811	0.289267	0.260177	0.163467	0.287089	1.472524
610	-4270.528	-4285.085	14.557	0.108052	0.210182	0.261695	0.195461	0.1463	0.132004	0.0854938	0.132982	0.0285691	0.0532105	0.0624455	0.0560092	0.0380642	0.222869	0.206415	0.132754	0.0586054	0.359112	0.0202443	0.274477	0.259265	0.180175	0.286082	1.510467
620	-4270.199	-4285.38	15.18106	0.0983336	0.177127	0.22166	0.191216	0.166189	0.101951	0.110099	0.160579	0.0372555	0.0614684	0.0443897	0.0397299	0.0380642	0.199881	0.236409	0.139985	0.0374041	0.356941	0.0293801	0.27362	0.262708	0.18199	0.281683	1.448061
630	-4269.651	-4285.048	15.39643	0.116047	0.186939	0.200364	0.191381	0.155811	0.10914	0.0975653	0.105167	0.0266844	0.0871556	0.0705209	0.0311405	0.048607	0.205274	0.237843	0.142024	0.0554501	0.328583	0.0308256	0.28602	0.269995	0.147508	0.296478	1.426524
640	-4266.141	-4281.773	15.63266	0.0893485	0.196099	0.219533	0.191275	0.139606	0.125821	0.0800725	0.123716	0.0301283	0.0728347	0.0666217	0.0247099	0.0431346	0.208084	0.265081	0.142087	0.0460933	0.303555	0.0351004	0.270452	0.259099	0.173232	0.297217	1.402901
650	-4275.199	-4290.169	14.97044	0.141262	0.191161	0.210857	0.198206	0.150124	0.124772	0.117281	0.10356	0.0288336	0.0621051	0.0428925	0.0365197	0.0615506	0.188016	0.257622	0.139742	0.0417976	0.343337	0.0294857	0.266972	0.265515	0.195833	0.27168	1.469124
660	-4279.653	-4294.399	14.74575	0.0833794	0.219786	0.24081	0.230431	0.144796	0.088982	0.117559	0.102059	0.03277	0.0855524	0.0478931	0.0272672	0.0703063	0.214261	0.234557	0.163887	0.0490617	0.318931	0.0193026	0.300478	0.25211	0.176403	0.271009	1.491593
670	-4271.181	-4286.086	14.90454	0.119283	0.172026	0.230772	0.21318	0.169707	0.10347	0.0927908	0.122688	0.0396026	0.0953333	0.0503278	0.0441183	0.0224136	0.181116	0.279559	0.129999	0.0644305	0.32004	0.0248557	0.271504	0.271292	0.178072	0.279132	1.475713
680	-4273.381	-4288.118	14.73687	0.0967231	0.197764	0.295164	0.192303	0.148704	0.116199	0.0823566	0.141882	0.0593386	0.0553281	0.057367	0.0199781	0.0293723	0.196049	0.25244	0.140717	0.0636986	0.315425	0.0316701	0.269253	0.267572	0.185261	0.277913	1.492481
690	-4274.027	-4289.2	15.17284	0.0768043	0.226472	0.259661	0.193106	0.122609	0.0901171	0.0875271	0.132107	0.0388004	0.0787665	0.057367	0.0417361	0.0438092	0.203456	0.247663	0.124044	0.0415779	0.315178	0.0680809	0.274661	0.283505	0.164586	0.277248	1.448883
700	-4272.412	-4287.564	15.15285	0.134289	0.191831	0.204425	0.174777	0.161684	0.0973759	0.0878796	0.156959	0.0333486	0.04218	0.0674465	0.0899819	0.00870521	0.211927	0.236861	0.115363	0.0548503	0.335313	0.0456857	0.265486	0.276095	0.175816	0.282603	1.450882
710	-4273.023	-4289.029	16.00609	0.0967419	0.174455	0.180881	0.21365	0.134073	0.0956151	0.0676731	0.139917	0.0399772	0.0789516	0.0785075	0.0329798	0.0321367	0.19529	0.238173	0.150571	0.0482888	0.321006	0.046672	0.265235	0.267934	0.195189	0.271643	1.365559
720	-4266.273	-4281.328	15.05481	0.102977	0.208557	0.223173	0.195516	0.152325	0.113387	0.0995446	0.136444	0.0503227	0.0688672	0.0481778	0.0443495	0.0170441	0.201712	0.236977	0.15852	0.056794	0.309781	0.0362172	0.268979	0.280449	0.174507	0.276064	1.460686
730	-4272.764	-4288.566	15.80174	0.0823437	0.217335	0.204111	0.17424	0.138227	0.106326	0.119093	0.13033	0.0503227	0.0535606	0.0725723	0.0195201	0.0180135	0.194117	0.220354	0.148391	0.0530272	0.360742	0.0233693	0.280184	0.256025	0.192156	0.271635	1.385994
740	-4272.954	-4287.484	14.53032	0.112234	0.17873	0.230696	0.194084	0.131798	0.103617	0.114993	0.159599	0.0768583	0.0934046	0.0558651	0.0410802	0.0201769	0.195449	0.247574	0.112682	0.0618528	0.358533	0.0239104	0.275387	0.269369	0.164682	0.290562	1.513135
750	-4274.206	-4288.817	14.61106	0.11689	0.187174	0.204968	0.216882	0.140881	0.0974338	0.081944	0.136023	0.0775774	0.0775726	0.0980356	0.0452416	0.024438	0.180166	0.230016	0.131616	0.0545515	0.360176	0.0434743	0.29836	0.264654	0.176631	0.260355	1.505061
760	-4269.536	-4285.243	15.70683	0.11689	0.178359	0.185217	0.204407	0.140849	0.112888	0.0845674	0.149355	0.0244659	0.0650528	0.0716963	0.0262977	0.0354388	0.196481	0.249724	0.13226	0.0525539	0.320767	0.048215	0.287432	0.261902	0.169684	0.280982	1.395484
770	-4272.515	-4286.954	14.43919	0.12299	0.186752	0.253357	0.209988	0.134833	0.12944	0.101574	0.153139	0.0382638	0.0590755	0.0553112	0.0231139	0.0544117	0.169562	0.272466	0.137504	0.0796713	0.324276	0.0165199	0.270829	0.277954	0.157779	0.293438	1.522248
780	-4274.449	-4289.699	15.25009	0.115806	0.19852	0.246934	0.191007	0.137623	0.149733	0.0871759	0.0958195	0.0463132	0.0744066	0.0460282	0.0161116	0.0356809	0.208461	0.239128	0.133187	0.0399501	0.353657	0.0256177	0.269653	0.274917	0.160917	0.294512	1.441158
790	-4278.506	-4292.513	14.00669	0.12449	0.237437	0.260696	0.216705	0.150833	0.104745	0.120309	0.12318	0.047331	0.0840336	0.0263781	0.052911	0.01645	0.214213	0.241677	0.153705	0.050054	0.294206	0.0461449	0.266588	0.28727	0.181521	0.264621	1.565498
800	-4274.291	-4288.674	14.38257	0.118581	0.22007	0.231213	0.222251	0.163308	0.139491	0.0896022	0.123072	0.0307913	0.0637269	0.0696224	0.0246648	0.0315171	0.171485	0.277285	0.125468	0.0841356	0.322134	0.019492	0.266873	0.285799	0.164265	0.283064	1.52791
810	-4280.971	-4295.797	14.82598	0.152628	0.232748	0.160225	0.2332	0.122654	0.13015	0.0958167	0.118453	0.036353	0.0525542	0.0506234	0.0601535	0.0380101	0.17728	0.241142	0.143816	0.0880055	0.317678	0.03208	0.290169	0.270247	0.169933	0.269651	1.48357
820	-4271.199	-4287.265	16.066	0.112563	0.174355	0.218914	0.175222	0.121205	0.0975853	0.0952014	0.128781	0.0336562	0.0638843	0.0425633	0.045389	0.0502471	0.208051	0.246879	0.134937	0.0731193	0.304228	0.0327855	0.254297	0.280822	0.156638	0.308242	1.359567
830	-4277.13	-4292.833	15.70359	0.109724	0.170339	0.227974	0.225539	0.105438	0.137716	0.0985074	0.103113	0.0460265	0.0540619	0.0579132	0.0546152	0.0048421	0.170413	0.309146	0.124007	0.0553944	0.299317	0.0417219	0.273932	0.28219	0.161402	0.282476	1.395809
840	-4277.335	-4291.705	14.36946	0.128465	0.168757	0.243152	0.188209	0.144597	0.144168	0.115322	0.117116	0.03908	0.0758781	0.113687	0.0341339	0.0166565	0.221587	0.240687	0.140326	0.0393025	0.308638	0.0494599	0.280319	0.271665	0.176076	0.27194	1.529221
850	-4274.842	-4290.394	15.55153	0.109594	0.146988	0.201075	0.237393	0.128917	0.129843	0.104314	0.0907101	0.0275873	0.0889869	0.07922	0.0316952	0.034691	0.211382	0.269433	0.118951	0.0461328	0.30692	0.047182	0.285816	0.26399	0.175917	0.274276	1.411014
860	-4272.218	-4286.848	14.63063	0.115862	0.184133	0.248815	0.246595	0.153852	0.117973	0.0905672	0.121314	0.0103002	0.0549407	0.0625902	0.0301161	0.0660467	0.232361	0.219884	0.120182	0.0525818	0.330617	0.0443744	0.262402	0.262303	0.170728	0.304567	1.503105
870	-4273.873	-4289.229	15.35572	0.129012	0.170869	0.234052	0.152656	0.143811	0.077172	0.0971862	0.171579	0.0257061	0.0637285	0.054305	0.0395137	0.0710034	0.199329	0.250035	0.143075	0.0580327	0.320822	0.0287064	0.271298	0.267546	0.174373	0.286782	1.430595
880	-4275.882	-4291.23	15.3486	0.114994	0.167662	0.192457	0.231685	0.125548	0.143145	0.0802771	0.122343	0.0359351	0.0730243	0.0429816	0.0367526	0.0645032	0.183377	0.230024	0.164152	0.0630257	0.345207	0.014215	0.273198	0.269808	0.166026	0.290968	1.431308
890	-4269.249	-4285.464	16.21506	0.0987829	0.17815	0.231324	0.191965	0.106328	0.0948883	0.103792	0.134197	0.0253173	0.0522428	0.0551936	0.0294046	0.0430737	0.20838	0.222927	0.15596	0.0418161	0.335647	0.0352706	0.256467	0.282465	0.183906	0.277163	1.344661
900	-4276.608	-4292.228	15.61951	0.131717	0.197429	0.166225	0.198811	0.129697	0.136419	0.0765159	0.105002	0.0236144	0.0689742	0.0599311	0.0502164	0.0596642	0.221064	0.222059	0.136964	0.0481508	0.354129	0.0176335	0.283299	0.254928	0.167807	0.293966	1.404217
910	-4272.359	-4288.178	15.81966	0.104649	0.17566	0.227381	0.172323	0.114487	0.111083	0.0939028	0.0986951	0.0346055	0.0808798	0.0766576	0.0439335	0.0499426	0.180586	0.238997	0.135213	0.0873335	0.340554	0.0173161	0.286382	0.267961	0.167673	0.277984	1.384201
920	-4272.145	-4287.845	15.69986	0.136261	0.181158	0.190725	0.195845	0.120452	0.127799	0.0949846	0.144191	0.0183547	0.0716267	0.062098	0.0307224	0.0219631	0.184927	0.254772	0.124724	0.0629019	0.345291	0.0273849	0.275213	0.273879	0.177706	0.273202	1.396181
