Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5670	-4270.204	-4285.973	15.76886	0.0970779	0.173492	0.22084	0.196003	0.104815	0.112388	0.0909905	0.153707	0.0347488	0.0759961	0.0448432	0.0396327	0.0447471	0.187572	0.216852	0.161819	0.0597289	0.334362	0.0396656	0.266333	0.281178	0.183537	0.268952	1.389281
5680	-4276.004	-4290.884	14.87983	0.102417	0.210385	0.224139	0.196003	0.163285	0.103776	0.0835785	0.176109	0.0249313	0.0739704	0.058103	0.0256918	0.0357947	0.197868	0.267124	0.146918	0.0658428	0.297173	0.0250737	0.253827	0.301553	0.153459	0.291162	1.478184
5690	-4269.998	-4285.203	15.20498	0.117556	0.221956	0.200809	0.196003	0.144073	0.134401	0.104793	0.0976691	0.052242	0.0789569	0.0441034	0.0246711	0.0284369	0.208209	0.281457	0.133903	0.0473936	0.298508	0.0305308	0.278877	0.272102	0.164146	0.284874	1.445669
5700	-4278.915	-4294.515	15.60026	0.0666174	0.16891	0.225458	0.237875	0.157055	0.0816118	0.112981	0.120882	0.0711048	0.0488851	0.0525754	0.0234606	0.0387253	0.202976	0.278023	0.13695	0.0408339	0.305244	0.0359729	0.262559	0.297683	0.165536	0.274222	1.406141
5710	-4271.04	-4285.649	14.60935	0.112949	0.211732	0.209116	0.224123	0.159745	0.117979	0.10714	0.0992176	0.0494743	0.0557257	0.0794653	0.0356954	0.0428704	0.19317	0.271111	0.149327	0.038879	0.31612	0.0313936	0.257594	0.293463	0.161823	0.28712	1.505232
5720	-4274.367	-4289.139	14.77244	0.0854383	0.212815	0.217925	0.23518	0.125544	0.117366	0.100201	0.140093	0.0572932	0.0620204	0.0487176	0.0564952	0.0298349	0.221906	0.240614	0.123837	0.0348273	0.355007	0.0238084	0.302301	0.250402	0.168166	0.279131	1.488923
5730	-4269.742	-4285.632	15.89049	0.0942174	0.179651	0.212147	0.218558	0.125544	0.125153	0.0916798	0.11791	0.0388132	0.0646226	0.0444122	0.0345747	0.0298349	0.221652	0.214324	0.119738	0.0566657	0.356522	0.0310981	0.294956	0.254067	0.170759	0.280218	1.377118
5740	-4268.828	-4284.416	15.58783	0.124417	0.190585	0.220532	0.210716	0.159187	0.104656	0.0851099	0.125493	0.0206183	0.0381193	0.0586736	0.0464721	0.0228056	0.219541	0.231757	0.147246	0.0440868	0.311272	0.0460967	0.26202	0.277859	0.177291	0.28283	1.407385
5750	-4270.93	-4286.048	15.1177	0.096654	0.19884	0.22098	0.209271	0.118163	0.129192	0.107973	0.131194	0.0403789	0.0683026	0.0715071	0.0234758	0.0384662	0.19291	0.259605	0.118233	0.0372965	0.326829	0.0651264	0.282149	0.280831	0.164845	0.272175	1.454397
5760	-4270.326	-4285.357	15.03067	0.11407	0.19884	0.214842	0.243437	0.167362	0.105507	0.0851081	0.124861	0.0239636	0.0708331	0.0300686	0.0261434	0.0580633	0.195166	0.23824	0.141973	0.0660541	0.33065	0.0279176	0.290974	0.27338	0.162624	0.273022	1.4631
5770	-4273.792	-4289.24	15.44809	0.090212	0.193852	0.208255	0.181793	0.146186	0.100165	0.102284	0.165771	0.0337486	0.0503444	0.0729296	0.0177542	0.0580633	0.191295	0.251172	0.139158	0.0643597	0.323709	0.0303065	0.26199	0.255136	0.17427	0.308603	1.421359
5780	-4275.079	-4288.99	13.91038	0.109099	0.191713	0.267862	0.227293	0.164599	0.120394	0.0818039	0.143998	0.0333588	0.0830887	0.0984037	0.0221102	0.031405	0.174867	0.257254	0.149231	0.0572141	0.325825	0.0356083	0.302476	0.27408	0.153386	0.270057	1.575129
5790	-4273.994	-4288.715	14.72127	0.128735	0.193696	0.206806	0.189994	0.175519	0.115343	0.0806281	0.14822	0.0746734	0.0793968	0.0394853	0.0179615	0.0435818	0.219756	0.264334	0.12964	0.0611983	0.305671	0.0194002	0.266349	0.277481	0.177575	0.278594	1.49404
5800	-4269.216	-4284.775	15.55953	0.118788	0.191047	0.209453	0.210103	0.148769	0.0865192	0.0914661	0.127128	0.0587938	0.0464223	0.0669636	0.0324736	0.022288	0.196406	0.276841	0.12105	0.0409394	0.33145	0.0333136	0.275134	0.265371	0.165473	0.294022	1.410215
5810	-4271.398	-4286.365	14.9666	0.114208	0.16513	0.21401	0.235645	0.17478	0.131538	0.082988	0.127128	0.0543644	0.0674381	0.0440566	0.0388261	0.0193953	0.213957	0.265984	0.143893	0.0381233	0.304454	0.0335886	0.254592	0.286382	0.163558	0.295468	1.469507
5820	-4269.051	-4283.559	14.50742	0.101302	0.219572	0.238291	0.205881	0.145126	0.112937	0.0877259	0.141661	0.0578248	0.0647054	0.054876	0.0529649	0.0325563	0.201837	0.223329	0.136046	0.0516098	0.354117	0.033061	0.295041	0.272323	0.164143	0.268493	1.515425
5830	-4273.723	-4288.417	14.6945	0.136786	0.172904	0.253877	0.203035	0.153002	0.130962	0.101826	0.133168	0.0258036	0.0422132	0.0505998	0.0851796	0.00736137	0.223857	0.235439	0.14556	0.0535821	0.308877	0.0326849	0.258429	0.280956	0.172066	0.288549	1.496717
5840	-4271.532	-4287.257	15.72512	0.108434	0.17686	0.229027	0.196269	0.128673	0.141461	0.0963648	0.105874	0.0382036	0.0723604	0.0635416	0.0288157	0.00777175	0.22373	0.250076	0.135731	0.0287362	0.315995	0.0457318	0.291109	0.267335	0.17258	0.268976	1.393655
5850	-4271.728	-4286.457	14.72903	0.119654	0.154007	0.268667	0.20617	0.1435	0.125934	0.120433	0.124112	0.0463098	0.0505543	0.0911616	0.0325746	0.0101869	0.203866	0.231781	0.14105	0.0417982	0.340907	0.0405972	0.264656	0.2727	0.180091	0.282553	1.493264
5860	-4273.67	-4289.339	15.66876	0.106149	0.184733	0.200847	0.182464	0.126864	0.0842526	0.102765	0.165437	0.026853	0.046106	0.0702549	0.06395	0.0386168	0.23103	0.238098	0.108856	0.0492969	0.339179	0.0335413	0.285476	0.261105	0.15527	0.298148	1.399292
5870	-4273.957	-4288.297	14.34057	0.13501	0.184975	0.242844	0.207349	0.165758	0.133143	0.0916092	0.134148	0.027715	0.0764277	0.0532195	0.0574173	0.0224954	0.183835	0.211015	0.14514	0.0832612	0.322754	0.0539937	0.270014	0.271029	0.173305	0.285651	1.53211
5880	-4271.748	-4286.951	15.20294	0.108074	0.187887	0.218506	0.203158	0.171827	0.127539	0.0812162	0.104068	0.0202018	0.0894929	0.0706789	0.0324364	0.0307881	0.190932	0.266215	0.126064	0.0582195	0.314244	0.0443255	0.29192	0.262552	0.165803	0.279725	1.445873
5890	-4279.63	-4294.662	15.03174	0.11726	0.134574	0.218506	0.243527	0.144637	0.127246	0.078798	0.132104	0.0615985	0.0784883	0.0698254	0.0420101	0.014419	0.184117	0.276508	0.124457	0.0561415	0.284598	0.0741789	0.26448	0.278727	0.164276	0.292518	1.462993
5900	-4274.857	-4290.081	15.22356	0.126697	0.214655	0.220194	0.173907	0.173309	0.0825682	0.0852005	0.138041	0.046542	0.0373873	0.0825453	0.0328935	0.0298719	0.177619	0.276779	0.139602	0.0651114	0.309388	0.0314999	0.259321	0.281851	0.160733	0.298094	1.443812
5910	-4273.794	-4288.727	14.93356	0.110504	0.178031	0.268184	0.198345	0.157809	0.122778	0.0816383	0.147314	0.0670668	0.0391914	0.0702541	0.0230318	0.008664	0.177679	0.258958	0.129756	0.0700404	0.313717	0.0498497	0.278142	0.273757	0.160629	0.287471	1.472811
5920	-4269.171	-4284.757	15.58632	0.125131	0.177795	0.237662	0.185243	0.143193	0.0989969	0.0830529	0.122044	0.0263527	0.0552989	0.0687859	0.062419	0.0215602	0.219003	0.266724	0.135557	0.0504791	0.289673	0.0385639	0.24659	0.277369	0.173447	0.302594	1.407535
5930	-4275.542	-4290.913	15.37129	0.113104	0.186552	0.234093	0.218996	0.165652	0.101676	0.109622	0.117563	0.0236196	0.071112	0.0263172	0.047779	0.0129535	0.223063	0.267099	0.129053	0.0628891	0.284028	0.0338681	0.278663	0.27198	0.15579	0.293568	1.429039
5940	-4270.838	-4286.731	15.89313	0.114224	0.183746	0.206926	0.150479	0.135525	0.128694	0.0860767	0.160587	0.0391958	0.0440707	0.0442088	0.0587047	0.0244162	0.217103	0.257105	0.130377	0.0484519	0.312779	0.0341848	0.285546	0.269116	0.161132	0.284206	1.376855
5950	-4274.981	-4289.807	14.82622	0.0993258	0.181959	0.234498	0.195425	0.170618	0.108886	0.123106	0.0970989	0.0512885	0.0680226	0.0744837	0.0419363	0.0368962	0.201269	0.225984	0.116123	0.0570077	0.356262	0.0433542	0.290476	0.284688	0.154647	0.270189	1.483545
5960	-4272.182	-4286.41	14.22731	0.144801	0.171951	0.258495	0.199556	0.138984	0.139874	0.110211	0.132966	0.0206756	0.0687455	0.0685707	0.0374139	0.0511914	0.213302	0.24718	0.152859	0.0608484	0.307881	0.0179297	0.27955	0.273262	0.172119	0.275069	1.543436
5970	-4274.967	-4291.122	16.1556	0.0807957	0.161146	0.218042	0.163084	0.1367	0.0842279	0.103283	0.158433	0.0126993	0.0681832	0.0544511	0.0261287	0.0834335	0.199005	0.260812	0.137176	0.0760952	0.296102	0.0308104	0.280284	0.27398	0.166008	0.279728	1.350607
5980	-4279.342	-4294.456	15.11411	0.131596	0.182795	0.219714	0.198012	0.132641	0.113495	0.0798254	0.137643	0.0113966	0.148743	0.0368381	0.0317913	0.0302654	0.214696	0.227358	0.140152	0.0618139	0.333413	0.0225665	0.252346	0.278498	0.185411	0.283745	1.454757
5990	-4275.527	-4291.34	15.81299	0.0862947	0.188039	0.189948	0.209896	0.159955	0.102185	0.0863505	0.11188	0.0133639	0.0721221	0.083752	0.037637	0.0434447	0.258532	0.218109	0.132218	0.0542221	0.318896	0.0180235	0.26769	0.251309	0.187731	0.29327	1.384869
6000	-4267.828	-4283.179	15.35061	0.115249	0.195398	0.233522	0.183009	0.12003	0.122396	0.0829816	0.117524	0.0356351	0.0770957	0.0614048	0.0350345	0.0518278	0.20389	0.232531	0.140961	0.0630484	0.335245	0.0243259	0.29132	0.258647	0.173196	0.276837	1.431106
6010	-4268.827	-4284.082	15.25504	0.085693	0.214084	0.225154	0.208866	0.122836	0.121239	0.0845947	0.134912	0.0295243	0.0622998	0.0531091	0.054352	0.0439994	0.196277	0.222469	0.139458	0.0478715	0.362256	0.0316674	0.291954	0.250921	0.177641	0.279484	1.440663
6020	-4275.31	-4290.747	15.43693	0.123469	0.195915	0.172924	0.177955	0.141702	0.0971509	0.0980262	0.140306	0.0242303	0.0680078	0.0564073	0.067648	0.0587324	0.220311	0.268263	0.106538	0.0625914	0.304519	0.0377782	0.266451	0.26081	0.181361	0.291378	1.422474
6030	-4267.18	-4281.858	14.6777	0.118195	0.216521	0.23485	0.192037	0.164405	0.108311	0.0967433	0.132521	0.0323652	0.0650674	0.0688765	0.0413422	0.0271625	0.183622	0.252536	0.152568	0.0662275	0.318274	0.026774	0.274294	0.280169	0.159605	0.285931	1.498397
6040	-4269.173	-4285.026	15.85227	0.109908	0.174073	0.218548	0.17408	0.145179	0.107414	0.0901343	0.138572	0.0230048	0.06972	0.0436567	0.0491673	0.037483	0.174192	0.255597	0.139544	0.0587538	0.339806	0.0321064	0.290258	0.288996	0.152473	0.268273	1.38094
6050	-4278.496	-4294.27	15.77399	0.109216	0.171452	0.248839	0.221918	0.0921332	0.128144	0.0822208	0.145346	0.0316298	0.0494809	0.0383968	0.0371384	0.0328528	0.180237	0.265839	0.134853	0.0399825	0.351815	0.0272743	0.274947	0.290833	0.152416	0.281804	1.388768
6060	-4274.439	-4289.1	14.66073	0.133899	0.211887	0.236056	0.227478	0.113174	0.136273	0.0821734	0.0950845	0.0366849	0.0686926	0.0830647	0.0320355	0.043592	0.173156	0.242939	0.144858	0.0713284	0.351959	0.0157599	0.279722	0.276651	0.168665	0.274963	1.500094
6070	-4275.738	-4290.271	14.53279	0.13483	0.184472	0.211659	0.226786	0.152719	0.0920155	0.115711	0.160887	0.0302416	0.0601015	0.0708294	0.028422	0.0442149	0.211114	0.21208	0.143427	0.0722721	0.337176	0.0239309	0.273816	0.288557	0.1589	0.278726	1.512888
6080	-4278.133	-4293.781	15.64853	0.128157	0.18284	0.256408	0.164447	0.158376	0.0879294	0.0883914	0.0978431	0.0478262	0.0601015	0.0680622	0.00768762	0.0532447	0.211902	0.249941	0.128096	0.0821229	0.299063	0.0288749	0.255566	0.272271	0.176747	0.295416	1.401314
6090	-4277.79	-4293.922	16.13179	0.110317	0.154155	0.190748	0.171649	0.139328	0.114862	0.0907258	0.134866	0.0352425	0.0549312	0.0684743	0.0095549	0.0781344	0.188992	0.237328	0.132738	0.10162	0.316966	0.0223566	0.306067	0.241115	0.169505	0.283313	1.352989
6100	-4275.61	-4291.641	16.03123	0.11049	0.140965	0.250685	0.204729	0.136892	0.113431	0.0682811	0.105536	0.034564	0.0648581	0.0546224	0.00873652	0.0692536	0.194506	0.266133	0.113668	0.0678328	0.324423	0.0334383	0.287912	0.276304	0.14907	0.286713	1.363045
6110	-4270.115	-4285.164	15.0488	0.104604	0.239659	0.234612	0.188312	0.138511	0.101351	0.0961291	0.128979	0.0407958	0.0542238	0.0660243	0.0163219	0.0517628	0.211038	0.252647	0.131226	0.0354153	0.315996	0.053677	0.25931	0.278604	0.170612	0.291474	1.461288
6120	-4269.463	-4284.653	15.18986	0.111893	0.184335	0.230312	0.211191	0.145261	0.121957	0.117445	0.118598	0.0237554	0.0612049	0.0554601	0.0362431	0.0295264	0.231133	0.231948	0.118789	0.0511046	0.334939	0.0320865	0.274488	0.281207	0.173954	0.270351	1.447181
6130	-4274.026	-4289.311	15.28547	0.112432	0.155417	0.244035	0.226329	0.129042	0.0958485	0.0786537	0.140186	0.0289327	0.0504895	0.0546088	0.066289	0.055358	0.208028	0.237451	0.139505	0.0526951	0.323023	0.0392991	0.270447	0.268653	0.177949	0.282951	1.43762
6140	-4274.645	-4289.425	14.78059	0.138353	0.208346	0.214021	0.225511	0.151839	0.132205	0.103076	0.105504	0.0261209	0.035939	0.0540858	0.0751014	0.0180065	0.210562	0.252876	0.125429	0.0305055	0.345764	0.034863	0.288992	0.269641	0.166812	0.274555	1.488108
6150	-4277.543	-4293.002	15.45953	0.0953314	0.172744	0.210702	0.203919	0.0948406	0.120754	0.0735487	0.16798	0.0617606	0.0742895	0.0595181	0.0504042	0.034423	0.213323	0.269617	0.141932	0.0213907	0.306671	0.0470661	0.262148	0.28461	0.159997	0.293245	1.420214
6160	-4276.941	-4292.447	15.50623	0.101956	0.200017	0.269805	0.145385	0.108456	0.0859399	0.111074	0.151662	0.062236	0.0451096	0.0699611	0.0364238	0.0275184	0.187985	0.274827	0.11904	0.0528028	0.317278	0.0480674	0.283712	0.275329	0.162977	0.277982	1.415545
6170	-4274.333	-4289.277	14.94456	0.123321	0.200541	0.208012	0.240622	0.166528	0.129916	0.0912907	0.0963165	0.0251147	0.048533	0.0553226	0.068912	0.0172817	0.236148	0.232402	0.112869	0.0582235	0.328566	0.031792	0.266955	0.265445	0.177618	0.289982	1.471711
6180	-4265.852	-4281.308	15.45643	0.0951875	0.170984	0.253074	0.198904	0.137546	0.108739	0.102025	0.132257	0.0376266	0.0691903	0.0462557	0.0432795	0.0254545	0.219859	0.256843	0.133524	0.0523023	0.29569	0.0417819	0.272657	0.270044	0.163361	0.293938	1.420524
6190	-4270.813	-4285.754	14.94102	0.121105	0.158693	0.223143	0.200081	0.148684	0.122543	0.113502	0.139652	0.0205541	0.0574461	0.0790228	0.0702884	0.0173503	0.184979	0.272691	0.150232	0.0335986	0.319768	0.0387316	0.275402	0.276183	0.161087	0.287328	1.472065
6200	-4271.114	-4286.394	15.28041	0.11333	0.176794	0.233883	0.178519	0.16667	0.110603	0.109232	0.131162	0.031103	0.0423915	0.0581393	0.0595055	0.0267922	0.177837	0.246752	0.142755	0.0569564	0.340606	0.0350939	0.299526	0.261736	0.180651	0.258087	1.438126
6210	-4274.012	-4289.197	15.185	0.114364	0.201264	0.214767	0.211778	0.146153	0.0995209	0.0926921	0.137808	0.0344565	0.0622741	0.0598345	0.0335481	0.0392066	0.202692	0.262098	0.145942	0.042334	0.31159	0.0353445	0.294516	0.275652	0.178764	0.251068	1.447667
6220	-4277.013	-4293.281	16.26782	0.091884	0.140792	0.257622	0.177191	0.143456	0.110737	0.0929685	0.104569	0.0400219	0.0503328	0.0831948	0.0245092	0.022107	0.231208	0.27752	0.115073	0.0425706	0.290073	0.0435554	0.253231	0.265285	0.16032	0.321165	1.339385
6230	-4273.531	-4289.597	16.06671	0.111665	0.181763	0.194281	0.157446	0.125274	0.120915	0.084674	0.118989	0.0317982	0.0801123	0.0924239	0.0291605	0.030993	0.235715	0.252366	0.128662	0.0630062	0.286725	0.0335258	0.264214	0.270305	0.154795	0.310685	1.359496
6240	-4270.532	-4285.166	14.6339	0.10014	0.199851	0.221458	0.191966	0.154003	0.138661	0.0823517	0.128149	0.0286831	0.101398	0.0612459	0.0638788	0.030993	0.177887	0.263041	0.150825	0.0548998	0.323956	0.0293915	0.281668	0.277627	0.153277	0.287429	1.502777
6250	-4274.846	-4289.837	14.99116	0.122567	0.233406	0.216912	0.235214	0.130654	0.109743	0.103005	0.115615	0.021414	0.0414663	0.0780693	0.0322855	0.026699	0.213758	0.203742	0.131688	0.0519604	0.362377	0.0364756	0.291493	0.267605	0.163755	0.277147	1.467051
6260	-4268.367	-4283.42	15.05344	0.1008	0.219345	0.225544	0.175127	0.127277	0.135933	0.112614	0.128146	0.0238452	0.0428096	0.0805248	0.0486629	0.0401955	0.195825	0.232159	0.139128	0.0528088	0.338221	0.0418577	0.290641	0.265491	0.171479	0.27239	1.460824
6270	-4277.616	-4292.247	14.63117	0.11523	0.218778	0.227167	0.175343	0.149607	0.104307	0.0796437	0.113938	0.0427758	0.0600021	0.112698	0.0477511	0.0558097	0.204317	0.21207	0.120555	0.0661482	0.355428	0.0414824	0.28329	0.26343	0.182475	0.270805	1.503051
6280	-4271.778	-4286.995	15.21665	0.132687	0.19153	0.199972	0.191357	0.144102	0.0912285	0.091593	0.118121	0.0387678	0.065192	0.0976501	0.0348129	0.0474888	0.227102	0.237831	0.130912	0.037325	0.322848	0.0439824	0.287703	0.265532	0.179944	0.266821	1.444502
6290	-4275.677	-4292.098	16.42044	0.0990568	0.187401	0.203245	0.207652	0.103437	0.0982234	0.0848468	0.101057	0.0412878	0.0698523	0.0518507	0.0387798	0.0374336	0.206246	0.248975	0.166294	0.0298896	0.320276	0.0283183	0.301254	0.270102	0.174519	0.254125	1.324124
6300	-4271.276	-4286.312	15.03647	0.122809	0.228033	0.230498	0.186321	0.129179	0.107502	0.0811967	0.145115	0.0332687	0.0745799	0.0509189	0.0161224	0.0569771	0.201947	0.242488	0.162828	0.0652523	0.305904	0.0215812	0.25876	0.279442	0.180249	0.281549	1.46252
6310	-4271.828	-4286.46	14.63199	0.0857154	0.173485	0.248118	0.206249	0.15872	0.107562	0.105029	0.13805	0.0231045	0.0548352	0.0951344	0.0363308	0.0706356	0.177754	0.256809	0.141439	0.06977	0.317233	0.0369948	0.271477	0.280506	0.16541	0.282607	1.502968
6320	-4275.193	-4290.501	15.30828	0.0908072	0.188943	0.244777	0.192077	0.126176	0.126689	0.114773	0.13805	0.0498861	0.0602077	0.0412341	0.0281911	0.033528	0.187945	0.226656	0.161736	0.059251	0.335422	0.0289911	0.302441	0.266415	0.164736	0.266408	1.43534
6330	-4272.855	-4287.982	15.12694	0.0978227	0.224326	0.244075	0.176353	0.123632	0.137827	0.100633	0.141969	0.0306441	0.0509983	0.0482963	0.0649755	0.0119211	0.19302	0.239494	0.141235	0.0405093	0.340927	0.0448154	0.290015	0.271017	0.157292	0.281676	1.453473
6340	-4281.488	-4297.006	15.518	0.137604	0.167737	0.253453	0.146713	0.129554	0.123977	0.0841626	0.112519	0.0226193	0.0771584	0.0485833	0.0834092	0.0268784	0.181197	0.225351	0.166648	0.0635332	0.321684	0.0415868	0.262416	0.276321	0.18863	0.272634	1.414367
6350	-4280.017	-4296.159	16.14224	0.151311	0.191176	0.180602	0.146713	0.155917	0.116557	0.0661049	0.138382	0.0318927	0.0697319	0.057442	0.0291563	0.0169576	0.203282	0.235037	0.155608	0.0797345	0.295058	0.0312801	0.285268	0.266654	0.170681	0.277397	1.351943
6360	-4270.843	-4285.903	15.06035	0.115593	0.170292	0.24829	0.182115	0.141964	0.142347	0.0948014	0.119608	0.0470572	0.0394003	0.0947204	0.0484096	0.0155331	0.209191	0.26124	0.138916	0.0366858	0.319219	0.0347483	0.277696	0.282204	0.165032	0.275068	1.460132
6370	-4268.969	-4284.102	15.13332	0.110148	0.18325	0.253882	0.201732	0.147112	0.116399	0.0916109	0.129402	0.0459323	0.0622087	0.0403106	0.0227883	0.0480605	0.180321	0.236799	0.13747	0.059431	0.339737	0.0462424	0.279282	0.279568	0.160973	0.280178	1.452836
6380	-4277.692	-4293.5	15.80789	0.14737	0.193086	0.235608	0.182069	0.104221	0.116157	0.0743713	0.126446	0.0248053	0.0780301	0.0535297	0.0159059	0.0337785	0.218085	0.234397	0.156008	0.0720351	0.294228	0.0252466	0.275852	0.270121	0.190255	0.263772	1.385378
6390	-4270.928	-4285.799	14.87113	0.115268	0.211673	0.223397	0.221315	0.118433	0.112521	0.101757	0.0999191	0.0549851	0.0779398	0.0649565	0.0181012	0.0587887	0.200213	0.226771	0.140766	0.0563048	0.350886	0.0250598	0.271858	0.289051	0.162579	0.276513	1.479054
6400	-4270.876	-4286.566	15.68972	0.0960232	0.205448	0.202045	0.205804	0.119727	0.101528	0.0908732	0.116985	0.0337512	0.0746599	0.0795454	0.0329702	0.0378354	0.207821	0.27144	0.120055	0.0433378	0.340029	0.0173164	0.283077	0.251199	0.175285	0.290439	1.397196
6410	-4278.458	-4293.969	15.51047	0.101014	0.190566	0.187973	0.250541	0.150788	0.117969	0.0746067	0.101029	0.048921	0.0768362	0.0582014	0.0104534	0.0462225	0.207158	0.310356	0.140035	0.0445876	0.278719	0.0191438	0.279358	0.278759	0.144127	0.297756	1.415121
6420	-4267.285	-4282.359	15.07316	0.093581	0.19048	0.212631	0.178173	0.146506	0.13033	0.103268	0.140673	0.0227522	0.0746201	0.0643596	0.0330774	0.0684003	0.200062	0.248514	0.130079	0.0516122	0.317836	0.0518977	0.283146	0.267886	0.165092	0.283876	1.458851
6430	-4274.832	-4289.819	14.98614	0.10084	0.182081	0.258497	0.182336	0.128999	0.0982233	0.12567	0.125761	0.0295357	0.0487417	0.0655623	0.0529071	0.0684003	0.190434	0.211814	0.142865	0.0594315	0.359659	0.0357963	0.294144	0.256917	0.163786	0.285152	1.467553
6440	-4267.983	-4283.677	15.69332	0.105829	0.178355	0.229493	0.182078	0.128164	0.0982484	0.0922725	0.120408	0.0352155	0.0755123	0.0761623	0.0218463	0.053251	0.191437	0.236144	0.156966	0.0613679	0.308563	0.0455213	0.279775	0.289577	0.15986	0.270788	1.396835
6450	-4270.796	-4285.184	14.38778	0.115336	0.20373	0.243034	0.197292	0.152163	0.119881	0.0837019	0.165883	0.0526333	0.0634482	0.0630143	0.0245831	0.0426893	0.17913	0.248824	0.162078	0.0707807	0.318479	0.0207089	0.290263	0.273031	0.165734	0.270972	1.527389
6460	-4266.921	-4282.229	15.30879	0.0980687	0.188757	0.231376	0.197685	0.152163	0.0994032	0.112245	0.112285	0.0567541	0.0555277	0.067392	0.020554	0.0430773	0.210627	0.244986	0.142415	0.0613787	0.31074	0.0298534	0.274317	0.277609	0.174739	0.273336	1.435288
6470	-4270.056	-4285.978	15.92205	0.0973245	0.178778	0.243106	0.162877	0.140426	0.107271	0.109676	0.117065	0.0264871	0.0784782	0.0586672	0.0208258	0.0329819	0.212152	0.255276	0.145768	0.0529097	0.307841	0.0260536	0.282106	0.251265	0.164848	0.301781	1.373962
6480	-4276.207	-4291.661	15.45356	0.0970234	0.207368	0.244441	0.171767	0.106883	0.117687	0.0874106	0.125769	0.0319665	0.0564452	0.0752678	0.067533	0.0312484	0.181321	0.239112	0.121978	0.0937125	0.319336	0.0445417	0.281747	0.265377	0.154014	0.298862	1.420811
6490	-4268.75	-4283.364	14.61435	0.107387	0.223649	0.21558	0.202027	0.147335	0.110649	0.0826842	0.145844	0.039696	0.0776693	0.0753865	0.0359004	0.0409245	0.185382	0.271005	0.13048	0.0432883	0.339835	0.0300099	0.285063	0.267595	0.163844	0.283498	1.504732
6500	-4270.629	-4287.175	16.54637	0.0904387	0.180279	0.203625	0.201051	0.124844	0.117932	0.0844304	0.0959682	0.0324785	0.0689789	0.0521887	0.0450769	0.014241	0.177248	0.257823	0.147849	0.058873	0.323306	0.0349008	0.27689	0.268705	0.177496	0.276909	1.31153
6510	-4278.691	-4293.832	15.14137	0.121132	0.198035	0.216339	0.169754	0.149604	0.116428	0.0736437	0.178477	0.0360904	0.0743995	0.0513457	0.0307346	0.0360473	0.162854	0.265857	0.141109	0.0706769	0.330609	0.0288942	0.29484	0.272156	0.162926	0.270078	1.45203
6520	-4274.917	-4290.144	15.22741	0.120018	0.154447	0.191135	0.205171	0.159274	0.129216	0.0810171	0.118631	0.0528821	0.0983674	0.0726032	0.0136542	0.0470091	0.203077	0.217451	0.123749	0.0549699	0.350453	0.0503004	0.272694	0.283331	0.174077	0.269898	1.443426
6530	-4274.341	-4290.377	16.03538	0.0964672	0.178294	0.250626	0.200019	0.127225	0.121198	0.093238	0.0831547	0.0474506	0.0518416	0.0473633	0.0241369	0.041614	0.187339	0.211881	0.147825	0.0520659	0.35527	0.045619	0.297933	0.259566	0.190094	0.252406	1.362629
6540	-4275.113	-4290.313	15.19985	0.0864126	0.162893	0.255503	0.191214	0.146937	0.0979391	0.115789	0.127424	0.0264327	0.0538982	0.0718413	0.0446932	0.0652055	0.215808	0.232987	0.134277	0.0494834	0.328602	0.0388426	0.265982	0.248386	0.17406	0.311572	1.446183
6550	-4273.451	-4288.72	15.2681	0.10769	0.171437	0.231687	0.197317	0.177886	0.0939921	0.0926102	0.131527	0.0339348	0.0587631	0.0484729	0.0690565	0.0249839	0.239876	0.267258	0.113294	0.0571783	0.283473	0.0389206	0.254111	0.259809	0.171134	0.314946	1.439358
6560	-4271.469	-4286.337	14.8683	0.114912	0.199354	0.26261	0.201936	0.115606	0.107375	0.0926102	0.110159	0.0551704	0.0747364	0.0592467	0.0371388	0.0484833	0.192406	0.262274	0.126198	0.0529094	0.337005	0.0292069	0.27069	0.294365	0.151742	0.283203	1.479337
6570	-4274.377	-4289.498	15.12072	0.0993113	0.214906	0.208333	0.219106	0.133733	0.102749	0.116458	0.103248	0.0352097	0.0991302	0.0495068	0.0239204	0.0484833	0.209285	0.247717	0.112919	0.0859074	0.318301	0.0258699	0.260961	0.268447	0.170139	0.300453	1.454095
6580	-4271.921	-4287.754	15.83313	0.0971053	0.184816	0.191489	0.176731	0.143782	0.115046	0.0703952	0.1321	0.0179761	0.0797404	0.0735064	0.0516831	0.0484833	0.205317	0.256777	0.131525	0.0706962	0.31148	0.0242042	0.279359	0.258935	0.179625	0.28208	1.382854
6590	-4270.61	-4286.675	16.06439	0.113846	0.167287	0.233773	0.191635	0.143734	0.104074	0.0703573	0.102847	0.0229122	0.071494	0.0444309	0.0448532	0.0484833	0.205563	0.248938	0.130502	0.067045	0.318679	0.029272	0.275626	0.250539	0.170944	0.302891	1.359728
