Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
150	-4082.301	-4077.429	-4.871628	0.3102622	0.201633	0.544898	0.655408	0.439845	0.240577	0.281093	0.152881	0.179533	0.0951871	0.0269613	0.143764	0.103291	0.158001	0.0922081	0.185737	0.0810811	0.0151638	0.554357	0.0714535	0.325187	0.295367	0.143277	0.23617	0.00616462	0.112498	0.612641	3.2687	3.223072
160	-4085.782	-4084.31	-1.472009	0.3191245	0.144724	0.456841	0.551473	0.424855	0.288113	0.200813	0.116533	0.313642	0.0261542	0.0264882	0.128607	0.103291	0.101575	0.0750266	0.207752	0.0908427	0.0180524	0.545681	0.062645	0.34267	0.307044	0.128681	0.221605	0.00697431	0.119431	0.626565	3.24703	2.88311
170	-4081.273	-4080.773	-0.5001234	0.3919431	0.109188	0.376146	0.479141	0.34288	0.241553	0.239891	0.15246	0.249901	0.12428	0.0263036	0.133468	0.105324	0.205386	0.0876197	0.246815	0.0961014	0.0256687	0.465988	0.0778075	0.335047	0.311982	0.126204	0.226767	0.0155694	0.175712	0.722413	3.08631	2.785921
180	-4086.6	-4086.722	0.1220304	0.3360151	0.232712	0.510178	0.393409	0.426157	0.176244	0.165681	0.15215	0.226507	0.0498176	0.0699797	0.117127	0.0296451	0.174097	0.0807401	0.268487	0.102699	0.00980807	0.452589	0.0856767	0.30982	0.332133	0.130312	0.227735	0.00866615	0.132649	0.651612	3.20707	2.723706
190	-4083.987	-4078.647	-5.340274	0.3259659	0.191141	0.503972	0.670946	0.433879	0.166112	0.229255	0.136433	0.253155	0.167934	0.128996	0.0416727	0.136811	0.209629	0.0840673	0.258172	0.0744039	0.0193087	0.471241	0.0928079	0.35232	0.29492	0.122892	0.229868	0.0076363	0.124787	0.636939	3.23064	3.269936
200	-4094.985	-4090.26	-4.724692	0.3377589	0.18752	0.475268	0.733404	0.36194	0.274418	0.164675	0.108282	0.303324	0.099622	0.0730248	0.0297443	0.13087	0.266286	0.0815619	0.208799	0.0671299	0.0262183	0.559198	0.057093	0.357551	0.312909	0.11069	0.21885	0.00885173	0.134012	0.654092	3.20304	3.208378
210	-4092.64	-4084.052	-8.58843	0.2943884	0.193026	0.565262	0.617548	0.387035	0.264936	0.255133	0.205286	0.485861	0.188198	0.0912434	0.0160151	0.171737	0.153472	0.0629873	0.177476	0.0648452	0.0434715	0.587292	0.0639281	0.350977	0.317952	0.116245	0.214826	0.00485116	0.100137	0.586257	3.30875	3.594752
220	-4087.029	-4081.57	-5.459604	0.2986557	0.173535	0.520731	0.450101	0.510707	0.361864	0.199649	0.141856	0.270998	0.126343	0.115607	0.008726	0.0841441	0.317607	0.0502589	0.292407	0.0799105	0.0446862	0.469811	0.0629259	0.358997	0.295881	0.119209	0.225912	0.00518689	0.10345	0.593538	3.29783	3.281869
230	-4084.546	-4080.541	-4.005155	0.30338	0.165068	0.458305	0.519558	0.399051	0.361864	0.217509	0.143177	0.273184	0.111991	0.143295	0.0553414	0.0726358	0.215445	0.0842539	0.192653	0.0805657	0.054983	0.529533	0.0580113	0.318785	0.293112	0.136427	0.251676	0.00557349	0.107127	0.601436	3.28586	3.136424
240	-4087.038	-4084.778	-2.260242	0.3153709	0.123107	0.501053	0.568216	0.41109	0.309067	0.156916	0.13512	0.298884	0.149938	0.143295	0.0144498	0.0726358	0.0781619	0.125565	0.288687	0.0990099	0.032585	0.421496	0.0326573	0.331669	0.286547	0.129203	0.252581	0.00662474	0.116493	0.620736	3.25615	2.961933
250	-4082.303	-4080.636	-1.666939	0.3431046	0.147666	0.450901	0.584914	0.461493	0.249064	0.250538	0.115917	0.202544	0.112878	0.144632	0.0170013	0.0726358	0.0924187	0.104494	0.292445	0.100135	0.055624	0.410708	0.036594	0.307465	0.318044	0.123685	0.250806	0.00943312	0.138185	0.661575	3.19081	2.902603
260	-4079.633	-4083.055	3.421623	0.3705171	0.110147	0.449058	0.437962	0.324923	0.205682	0.183756	0.149281	0.150344	0.0496532	0.110134	0.0432075	0.0140396	0.165558	0.093116	0.252949	0.104607	0.055092	0.436556	0.0576804	0.309798	0.309705	0.142262	0.238235	0.0127009	0.159414	0.697299	3.13059	2.393746
270	-4086.599	-4088.605	2.00561	0.3407963	0.180355	0.427887	0.518688	0.355784	0.209408	0.129647	0.183564	0.247248	0.0215489	0.0592091	0.08445	0.00133925	0.116219	0.117739	0.17582	0.104556	0.0445951	0.526287	0.0310034	0.333037	0.300041	0.138308	0.228614	0.00917977	0.136384	0.658366	3.19607	2.535348
280	-4081.99	-4083.311	1.32025	0.3561802	0.182704	0.403951	0.518688	0.323886	0.170299	0.185609	0.14512	0.226325	0.115187	0.15467	0.0306378	0.0707375	0.0760699	0.137781	0.173735	0.0769079	0.0281654	0.522133	0.0612776	0.317351	0.28447	0.156488	0.241691	0.0109331	0.148353	0.67915	3.16156	2.603884
290	-4085.06	-4083.48	-1.580063	0.2931921	0.165138	0.361531	0.633147	0.366536	0.181354	0.201324	0.124353	0.233586	0.103763	0.103072	0.0567942	0.192185	0.171131	0.080787	0.197097	0.101253	0.0447894	0.527715	0.0483592	0.332285	0.30145	0.132829	0.233436	0.00475934	0.0992105	0.584191	3.31184	2.893915
300	-4083.08	-4085.33	2.250814	0.3973302	0.108392	0.383213	0.385864	0.4054	0.186275	0.180363	0.121314	0.180179	0.128842	0.103072	0.019399	0.115082	0.193434	0.0995304	0.272891	0.0845003	0.0428722	0.48751	0.0126962	0.3351	0.281717	0.127725	0.255458	0.0163311	0.179759	0.728375	3.07553	2.510827
310	-4081.589	-4083.19	1.601097	0.4427013	0.144713	0.48698	0.389981	0.431843	0.250772	0.170709	0.105939	0.157814	0.132538	0.0779405	0.0482595	0.0255397	0.152771	0.121485	0.188604	0.103568	0.036233	0.503334	0.0467749	0.338169	0.269017	0.155601	0.237213	0.0233257	0.212875	0.773643	2.99016	2.575799
320	-4091.79	-4090.353	-1.437474	0.3354823	0.181547	0.355856	0.432965	0.465031	0.184589	0.24094	0.124883	0.279354	0.186329	0.0846225	0.0363664	0.0816701	0.225503	0.106582	0.217321	0.0949907	0.0193257	0.539434	0.0223467	0.368668	0.24869	0.148509	0.234133	0.00860985	0.132233	0.650851	3.20831	2.879656
330	-4087.841	-4081.619	-6.221925	0.2953792	0.19846	0.546462	0.6752	0.379686	0.282615	0.24155	0.159357	0.331581	0.203737	0.123203	0.0193932	0.104699	0.0921571	0.0710164	0.145209	0.106907	0.0438136	0.605329	0.0277248	0.319069	0.308171	0.147788	0.224973	0.00492797	0.100905	0.58796	3.30621	3.358101
340	-4088.222	-4082.092	-6.129425	0.3271428	0.198238	0.709472	0.473426	0.433164	0.260318	0.239189	0.217088	0.225431	0.0830734	0.146685	0.0982533	0.0118666	0.252647	0.0647516	0.138089	0.113126	0.0429024	0.597354	0.043777	0.336942	0.30491	0.141499	0.216648	0.00775339	0.125708	0.638692	3.22785	3.348851
350	-4087.258	-4079.753	-7.505573	0.2969475	0.183652	0.610726	0.565479	0.34219	0.379909	0.340211	0.203135	0.242399	0.165882	0.0954671	0.0936438	0.0428022	0.22097	0.0528037	0.188167	0.0930347	0.0421589	0.587002	0.0368331	0.352489	0.286903	0.129035	0.231572	0.00505097	0.102123	0.590641	3.30219	3.486466
360	-4086.26	-4080.85	-5.409424	0.3447698	0.266094	0.481284	0.611451	0.405792	0.299389	0.204926	0.139203	0.261039	0.117713	0.0381884	0.0633734	0.0281358	0.360263	0.0865233	0.20526	0.0735762	0.0585651	0.530397	0.0456786	0.342036	0.285169	0.130513	0.242281	0.00961803	0.139483	0.66387	3.18703	3.276851
370	-4082.675	-4080.298	-2.377362	0.383068	0.150853	0.544251	0.514964	0.380745	0.200449	0.226137	0.0905007	0.248446	0.170931	0.107105	0.0862133	0.0197916	0.233256	0.0977016	0.215294	0.106537	0.0591537	0.494147	0.0271664	0.330643	0.291063	0.138813	0.239482	0.0143494	0.168999	0.712288	3.10436	2.973645
380	-4085.351	-4079.583	-5.768222	0.3373731	0.164225	0.675473	0.545386	0.549744	0.274419	0.196083	0.127321	0.186332	0.0523088	0.10991	0.115252	0.0730198	0.243257	0.106314	0.223063	0.072056	0.0512822	0.525431	0.021854	0.340866	0.280882	0.140327	0.237926	0.00881049	0.133711	0.653545	3.20393	3.312731
390	-4085.99	-4081.992	-3.998058	0.2847063	0.15539	0.523036	0.523098	0.317773	0.256971	0.233325	0.153731	0.323369	0.214745	0.131449	0.0572544	0.0393946	0.206178	0.0542784	0.20635	0.0906991	0.0556849	0.560743	0.0322445	0.358031	0.289295	0.11589	0.236784	0.0041369	0.0926636	0.569202	3.334	3.135714
400	-4085.004	-4085.108	0.1034712	0.388106	0.179974	0.381704	0.419124	0.437069	0.267871	0.177066	0.180947	0.180381	0.137431	0.140149	0.105528	0.00866461	0.109652	0.086914	0.267329	0.101136	0.0274426	0.487075	0.0301034	0.34703	0.2828	0.133703	0.236467	0.0150366	0.172817	0.718082	3.09406	2.725562
410	-4091.532	-4091.813	0.2804308	0.2959089	0.131971	0.444819	0.463056	0.384144	0.20497	0.265372	0.13967	0.275813	0.126063	0.173453	0.0257902	0.00972566	0.063019	0.0807112	0.188732	0.113225	0.0442043	0.545295	0.027832	0.33196	0.278685	0.140385	0.24897	0.00496932	0.101316	0.588868	3.30485	2.707866
420	-4088.451	-4088.486	0.03477739	0.3836809	0.18743	0.400079	0.499612	0.380013	0.226412	0.183685	0.124285	0.245789	0.0919977	0.217964	0.101555	0.00706275	0.0665469	0.0879754	0.187008	0.105149	0.0849272	0.512685	0.0222559	0.365822	0.298592	0.110354	0.225232	0.0144322	0.169464	0.713	3.1031	2.732431
430	-4086.287	-4085.486	-0.8010214	0.3907877	0.143703	0.543809	0.411578	0.380013	0.231909	0.193644	0.187464	0.210711	0.0521569	0.258908	0.125121	0.00185157	0.075144	0.0629751	0.188636	0.124158	0.0626588	0.532783	0.0287895	0.335458	0.302472	0.139683	0.222387	0.0154081	0.174841	0.721116	3.08863	2.816011
440	-4086.373	-4084.549	-1.823975	0.3337335	0.183578	0.468677	0.411578	0.395639	0.306665	0.171759	0.136109	0.228065	0.201989	0.193409	0.0659665	0.0407353	0.114136	0.0806741	0.217455	0.108964	0.0684432	0.484048	0.0404145	0.347493	0.310783	0.127118	0.214606	0.00842639	0.130866	0.648339	3.21237	2.918306
450	-4079.907	-4078.402	-1.50504	0.3267	0.1429	0.456456	0.588324	0.361071	0.243913	0.235598	0.120933	0.197486	0.0838999	0.182112	0.0415271	0.0920906	0.140102	0.0952704	0.234127	0.0942961	0.0736234	0.448662	0.0540211	0.338658	0.295369	0.119892	0.24608	0.00770922	0.125362	0.638034	3.2289	2.886413
460	-4087.357	-4088.564	1.207411	0.3344781	0.153164	0.364404	0.618837	0.446559	0.183371	0.220419	0.115734	0.148351	0.056684	0.182112	0.0598136	0.0537411	0.0119772	0.0949144	0.273327	0.0920626	0.0474287	0.469576	0.0226916	0.334075	0.290563	0.122038	0.253324	0.00850425	0.131448	0.649411	3.21064	2.615168
470	-4085.803	-4087.678	1.874067	0.3649654	0.12475	0.389916	0.351027	0.346835	0.180225	0.258553	0.160116	0.282209	0.0518746	0.182112	0.0920218	0.0822811	0.0465823	0.0833486	0.243991	0.0974285	0.052811	0.486298	0.0361231	0.316361	0.298312	0.140166	0.24516	0.0120015	0.155144	0.690405	3.14245	2.548502
480	-4079.824	-4081.795	1.971859	0.3557308	0.113256	0.429645	0.510634	0.346835	0.244734	0.133974	0.136091	0.185378	0.117936	0.182112	0.074491	0.0343754	0.0292614	0.107379	0.267115	0.105798	0.0404646	0.428985	0.0502579	0.327089	0.288942	0.131944	0.252024	0.0108798	0.148005	0.678563	3.16255	2.538723
490	-4078.448	-4083.212	4.764169	0.4215321	0.140103	0.321617	0.447606	0.302978	0.161075	0.164294	0.146686	0.152892	0.111308	0.14945	0.0761197	0.0248076	0.0605555	0.10631	0.257073	0.112778	0.0497643	0.429987	0.0440881	0.305278	0.299863	0.150073	0.244785	0.0199394	0.197649	0.753568	3.02884	2.259492
500	-4082.728	-4085.725	2.997445	0.4222207	0.161986	0.440089	0.435172	0.330028	0.122741	0.139501	0.109292	0.222579	0.0605163	0.203402	0.0821495	0.0358374	0.092872	0.112567	0.267974	0.119816	0.0109018	0.448219	0.0405212	0.319071	0.294131	0.131005	0.255793	0.0200463	0.198151	0.754248	3.02755	2.436164
510	-4080.182	-4077.926	-2.256224	0.3351577	0.143588	0.511263	0.514672	0.395903	0.21806	0.209494	0.117649	0.257922	0.144857	0.214422	0.140215	0.0226531	0.0708334	0.104267	0.257568	0.0719799	0.0178987	0.491955	0.0563318	0.333772	0.294786	0.137085	0.234357	0.00857565	0.131979	0.650386	3.20906	2.961531
520	-4083.946	-4084.605	0.6581696	0.3343791	0.161506	0.405049	0.487426	0.240473	0.229071	0.150413	0.171234	0.241727	0.125131	0.168731	0.0683525	0.0223683	0.198609	0.0829622	0.266362	0.0689362	0.0526582	0.476311	0.0527708	0.355069	0.287269	0.114001	0.243661	0.00849388	0.13137	0.649268	3.21087	2.670092
530	-4085.035	-4083.835	-1.200018	0.3540912	0.124246	0.508828	0.479541	0.313695	0.365951	0.162737	0.0868597	0.227159	0.170882	0.203	0.040449	0.0569021	0.115661	0.0916594	0.18918	0.0982359	0.0589905	0.521299	0.0406353	0.351127	0.300835	0.130936	0.217102	0.0106862	0.146733	0.67641	3.16617	2.855911
540	-4086.607	-4078.703	-7.903414	0.2936126	0.231103	0.632512	0.539104	0.458641	0.447159	0.185111	0.103803	0.258306	0.0844112	0.173056	0.0730265	0.0742288	0.265788	0.0733949	0.262483	0.0615047	0.0620964	0.48653	0.0539907	0.345527	0.30521	0.119419	0.229844	0.0047915	0.0995362	0.584918	3.31075	3.52625
550	-4086.737	-4079.527	-7.209896	0.297197	0.140195	0.668234	0.573066	0.588017	0.318305	0.181342	0.212536	0.190496	0.10891	0.266524	0.0289346	0.0510752	0.129265	0.0920272	0.237833	0.074143	0.0266491	0.531679	0.0376692	0.324887	0.302911	0.118289	0.253912	0.00507069	0.102316	0.591065	3.30155	3.456898
560	-4090.768	-4084.051	-6.717751	0.2926254	0.150704	0.593559	0.708165	0.458737	0.191472	0.209389	0.23431	0.287229	0.0520141	0.313382	0.067323	0.036565	0.104835	0.0703756	0.165936	0.0967676	0.0351267	0.617414	0.01438	0.33553	0.316441	0.145686	0.202343	0.00471619	0.0987717	0.583208	3.3133	3.407684
570	-4082.689	-4078.738	-3.951543	0.3372947	0.215394	0.455787	0.532907	0.429088	0.289179	0.205578	0.200279	0.301224	0.0507946	0.2126	0.0450093	0.0403015	0.152921	0.0799849	0.21265	0.102612	0.0368488	0.536628	0.0312762	0.353473	0.282306	0.123958	0.240262	0.00880213	0.133649	0.653434	3.20411	3.131063
580	-4085.707	-4082.862	-2.844911	0.3318837	0.134199	0.662838	0.433548	0.562139	0.251729	0.20062	0.137298	0.267085	0.0549477	0.163249	0.0357789	0.0385905	0.0783783	0.0973582	0.237551	0.0973316	0.0378475	0.490621	0.0392915	0.298617	0.327563	0.140231	0.233589	0.00823455	0.129419	0.64566	3.21669	3.0204
590	-4081.021	-4084.241	3.220037	0.4042785	0.130209	0.394042	0.43043	0.379561	0.238	0.154754	0.116681	0.226397	0.0574094	0.134402	0.061552	0.0284268	0.0620416	0.117181	0.193396	0.151887	0.0250486	0.480397	0.0320908	0.298586	0.302156	0.150009	0.249249	0.0173365	0.184945	0.735869	3.06185	2.413905
600	-4087.197	-4086.874	-0.3224122	0.3452378	0.134154	0.393093	0.493386	0.545902	0.216645	0.176784	0.101361	0.258031	0.132131	0.156726	0.0710544	0.00600912	0.0828744	0.0827684	0.287814	0.116883	0.0197691	0.442875	0.0498908	0.335371	0.287134	0.135486	0.242009	0.00967033	0.139848	0.664512	3.18597	2.76815
610	-4087.964	-4083.758	-4.206295	0.3086831	0.179155	0.625944	0.605053	0.363431	0.246786	0.161406	0.107797	0.415746	0.0544509	0.216258	0.0771734	0.0136223	0.0897157	0.0795343	0.269584	0.0861273	0.033609	0.457438	0.0737077	0.315504	0.302181	0.128823	0.253491	0.00602607	0.111265	0.610101	3.27261	3.156538
620	-4095.56	-4087.894	-7.666208	0.3261742	0.205431	0.676377	0.76262	0.363431	0.184683	0.297986	0.123057	0.233013	0.00909346	0.503156	0.0499991	0.025953	0.067729	0.0778895	0.238157	0.0873563	0.0510574	0.463966	0.0815739	0.33877	0.308377	0.122033	0.230821	0.00765696	0.12495	0.63725	3.23014	3.50253
630	-4084.495	-4083.911	-0.5836996	0.3036715	0.147586	0.555617	0.520166	0.395935	0.214737	0.231152	0.166893	0.134642	0.0795872	0.16423	0.0847008	0.00653963	0.0924939	0.08247	0.234741	0.0865081	0.0398552	0.510196	0.0462298	0.356264	0.285671	0.133282	0.224782	0.00559786	0.107354	0.601917	3.28513	2.794279
640	-4089.934	-4083.636	-6.298261	0.3377247	0.210336	0.513276	0.511789	0.448004	0.315065	0.237692	0.209345	0.341014	0.097673	0.24077	0.0773026	0.0250621	0.138406	0.0823346	0.259286	0.0712827	0.0217513	0.503164	0.0621806	0.326916	0.29594	0.126903	0.25024	0.00884806	0.133985	0.654044	3.20312	3.365735
650	-4089.416	-4078.921	-10.49443	0.2770318	0.187958	0.547789	0.623225	0.520388	0.393505	0.226551	0.187914	0.262243	0.129843	0.24077	0.113945	0.0399151	0.311306	0.0461737	0.235265	0.109708	0.0436201	0.500183	0.065051	0.333903	0.315194	0.121267	0.229635	0.00361751	0.0867932	0.555137	3.35445	3.785351
660	-4093.367	-4088.147	-5.219939	0.3464661	0.260686	0.517286	0.578129	0.510004	0.147663	0.209038	0.177074	0.226236	0.0245533	0.335362	0.0982835	0.0512756	0.122312	0.0563414	0.242866	0.124645	0.0823201	0.465812	0.0280162	0.366256	0.282046	0.11778	0.233918	0.00980826	0.140805	0.666191	3.1832	3.257903
670	-4085.385	-4087.382	1.99733	0.370293	0.10873	0.478537	0.450164	0.411174	0.17615	0.226614	0.145845	0.20454	0.00362317	0.200684	0.0570882	0.00238862	0.0706374	0.070101	0.255835	0.140355	0.022195	0.475587	0.0359272	0.326459	0.325277	0.132003	0.216261	0.0126723	0.159242	0.697024	3.13106	2.536176
680	-4084.621	-4079.919	-4.701543	0.3339143	0.181918	0.633094	0.524621	0.514762	0.204129	0.234251	0.128652	0.233517	0.0236858	0.200684	0.119797	0.036473	0.170479	0.102267	0.210841	0.0995102	0.0386914	0.534992	0.0136977	0.324439	0.303759	0.143714	0.228089	0.00844526	0.131007	0.648599	3.21195	3.206063
690	-4087.156	-4078.082	-9.073828	0.2761154	0.165953	0.587517	0.763626	0.510082	0.272193	0.240145	0.184513	0.215141	0.120323	0.116347	0.244127	0.0763374	0.146984	0.0757829	0.18591	0.0917372	0.0684098	0.563721	0.0144392	0.360294	0.28227	0.135497	0.221938	0.00355824	0.086096	0.553424	3.35692	3.643292
700	-4088.382	-4079.641	-8.741291	0.3138836	0.228784	0.612896	0.560788	0.492197	0.314586	0.32292	0.201074	0.16543	0.171023	0.0358947	0.335605	0.0961108	0.0727283	0.0660851	0.257936	0.0708563	0.0850763	0.49316	0.0268862	0.34719	0.286554	0.115824	0.250432	0.00648892	0.11533	0.618398	3.25978	3.610038
710	-4082.205	-4075.719	-6.485829	0.306294	0.142881	0.547777	0.647253	0.430634	0.277188	0.265313	0.218814	0.269181	0.0673891	0.0993251	0.304935	0.0961108	0.0176897	0.069779	0.272353	0.092628	0.0435611	0.475003	0.0466753	0.332735	0.311724	0.122207	0.233333	0.00581974	0.1094	0.606223	3.27856	3.384492
720	-4088.964	-4083.697	-5.267604	0.3238219	0.149093	0.520542	0.696218	0.579796	0.250324	0.183045	0.161172	0.286535	0.147036	0.0576255	0.0929879	0.125833	0.01246	0.0606595	0.269015	0.109997	0.0201503	0.457589	0.0825902	0.334436	0.323397	0.116411	0.225756	0.0074254	0.123109	0.633723	3.23574	3.262669
730	-4093.565	-4079.694	-13.8717	0.2713045	0.237844	0.624018	0.879355	0.561646	0.313994	0.237217	0.148497	0.211358	0.29079	0.181429	0.178458	0.221554	0.0369182	0.0516124	0.259818	0.0956272	0.0327117	0.534307	0.0259235	0.33396	0.302427	0.12138	0.242233	0.00325669	0.0824509	0.544314	3.36998	4.123079
740	-4088.696	-4077.592	-11.10392	0.2784131	0.211387	0.602247	0.646839	0.586865	0.344488	0.18501	0.153856	0.273598	0.29079	0.120011	0.158078	0.221554	0.0515755	0.0698278	0.193583	0.0456271	0.0344406	0.595693	0.060829	0.358981	0.293692	0.118851	0.228476	0.00370795	0.0878456	0.557705	3.35074	3.8463
750	-4090.145	-4083.045	-7.100403	0.3939808	0.184663	0.611673	0.513278	0.503104	0.327944	0.18501	0.0646342	0.252318	0.0609251	0.112403	0.371143	0.159199	0.0996545	0.0800623	0.267731	0.0830208	0.013253	0.494756	0.0611778	0.341737	0.303334	0.127863	0.227065	0.0158557	0.177245	0.724684	3.08221	3.445949
760	-4087.056	-4076.648	-10.40814	0.2915086	0.132413	0.689367	0.625332	0.612802	0.398575	0.232176	0.158178	0.193689	0.197319	0.0341423	0.246807	0.190757	0.0651663	0.0607197	0.237496	0.0677537	0.0428563	0.534096	0.0570782	0.352136	0.301649	0.123431	0.222784	0.00463183	0.0979077	0.581263	3.3162	3.776723
770	-4089.091	-4081.807	-7.283799	0.3593268	0.203677	0.58136	0.576224	0.469866	0.289594	0.306486	0.151519	0.257382	0.107083	0.107214	0.280694	0.0983802	0.0348095	0.0798266	0.302298	0.0547705	0.0549646	0.469343	0.038798	0.35587	0.273967	0.135021	0.235142	0.0113103	0.15079	0.683231	3.15467	3.464289
780	-4086.811	-4084.719	-2.092243	0.3530549	0.180154	0.443343	0.541822	0.3452	0.255837	0.25752	0.146754	0.328653	0.0759728	0.0434153	0.139995	0.143189	0.0432796	0.0652314	0.328002	0.0614786	0.085292	0.41362	0.0463758	0.346076	0.307765	0.112844	0.233314	0.0105647	0.145929	0.675041	3.16847	2.945133
