Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
2760	-4093.386	-4091.809	-1.576754	0.3769264	0.118074	0.540218	0.477433	0.331099	0.191999	0.220386	0.176444	0.216988	0.168102	0.0627624	0.164937	0.140442	0.0847022	0.0942395	0.169714	0.0831311	0.0873453	0.529102	0.036468	0.373692	0.242743	0.150191	0.233374	0.0135313	0.164321	0.705054	3.11709	2.893584
2770	-4081.362	-4080.066	-1.295905	0.3638724	0.180336	0.415473	0.532866	0.460823	0.276066	0.219068	0.138797	0.129886	0.165741	0.036322	0.117931	0.140442	0.0517496	0.103484	0.241449	0.112864	0.0594871	0.459256	0.0234594	0.31721	0.303786	0.144966	0.234039	0.011866	0.154301	0.689028	3.14481	2.865499
2780	-4087.68	-4090.036	2.355333	0.3726551	0.147083	0.282586	0.394548	0.398206	0.127649	0.163492	0.184003	0.186594	0.231893	0.0900114	0.145251	0.0955203	0.0535383	0.0900549	0.199092	0.0999339	0.0283284	0.539602	0.0429889	0.339739	0.289875	0.149013	0.221373	0.0129752	0.161053	0.69991	3.12606	2.500375
2790	-4082.505	-4079.362	-3.142941	0.3211623	0.142634	0.486028	0.496515	0.476416	0.23205	0.22159	0.187703	0.144654	0.17901	0.0483156	0.144096	0.202958	0.0882338	0.0767003	0.180984	0.0984514	0.010091	0.545231	0.0885422	0.338433	0.293492	0.134834	0.233241	0.00716815	0.121026	0.629689	3.24212	3.050203
2800	-4081.393	-4083.774	2.380814	0.3930091	0.135859	0.432422	0.45669	0.341875	0.212174	0.231117	0.121608	0.168972	0.118918	0.0269046	0.0661116	0.14253	0.042645	0.0821787	0.238701	0.111216	0.0181933	0.44969	0.100022	0.34674	0.284268	0.139479	0.229513	0.0157189	0.176515	0.723603	3.08416	2.497827
2810	-4085.451	-4084.5	-0.9512626	0.3137997	0.17542	0.442175	0.366209	0.429321	0.305016	0.23597	0.169991	0.212417	0.128619	0.0247883	0.173465	0.14253	0.025113	0.0936136	0.202087	0.0499573	0.0420781	0.557175	0.0550882	0.353418	0.279949	0.129601	0.237032	0.0064813	0.115264	0.618266	3.25999	2.831035
2820	-4081.367	-4083.685	2.318547	0.3459977	0.131041	0.413101	0.380256	0.329179	0.219175	0.182484	0.124021	0.190553	0.11015	0.0836383	0.188923	0.104452	0.0470809	0.115519	0.278361	0.085928	0.0432581	0.440539	0.0363948	0.329414	0.298367	0.12072	0.251499	0.00975555	0.14044	0.665552	3.18425	2.504054
2830	-4084.623	-4084.167	-0.4565582	0.3975878	0.116824	0.568726	0.384932	0.402334	0.219801	0.166175	0.0922065	0.250279	0.0251715	0.0628538	0.125057	0.239988	0.127217	0.0877499	0.272653	0.110431	0.0344429	0.45513	0.0395933	0.341545	0.289671	0.131134	0.23765	0.016368	0.179952	0.728657	3.07502	2.781565
2840	-4085.244	-4089.127	3.883713	0.3786989	0.163751	0.389347	0.470885	0.240042	0.167431	0.203003	0.0898331	0.172838	0.0662864	0.0361578	0.12854	0.134567	0.0848551	0.113251	0.243668	0.108748	0.029329	0.447703	0.0573005	0.32939	0.282675	0.137668	0.250267	0.0137651	0.165674	0.707162	3.1134	2.347537
2850	-4084.793	-4088.902	4.10958	0.3694483	0.123163	0.386246	0.413301	0.39382	0.174061	0.195913	0.0791047	0.131461	0.00871365	0.054971	0.0909535	0.204606	0.0686367	0.128377	0.255981	0.0755683	0.0639711	0.443407	0.0326956	0.345656	0.276957	0.123344	0.254043	0.0125648	0.158593	0.695984	3.13286	2.324951
2860	-4086.574	-4089.585	3.010878	0.4105031	0.153175	0.34201	0.436984	0.387631	0.151944	0.202479	0.122194	0.17486	0.0228116	0.00328974	0.123852	0.204606	0.108983	0.128777	0.233522	0.0626337	0.0764511	0.461992	0.0366235	0.337341	0.267172	0.139244	0.256244	0.0182584	0.189558	0.7424	3.04978	2.434821
2870	-4080.624	-4085.873	5.248552	0.4236456	0.108053	0.413167	0.340876	0.335593	0.130899	0.146481	0.138564	0.169109	0.0666924	0.0191617	0.101189	0.124427	0.116842	0.0991226	0.230098	0.120445	0.0254175	0.442904	0.0820131	0.335172	0.289716	0.143749	0.231363	0.0202682	0.199188	0.75565	3.02489	2.211053
2880	-4076.875	-4078.237	1.361918	0.3757442	0.13215	0.417551	0.477606	0.352237	0.214918	0.209137	0.13422	0.190167	0.119478	0.0822656	0.0335667	0.124427	0.111994	0.0996615	0.255612	0.109958	0.0241353	0.481312	0.0293209	0.330321	0.284317	0.152578	0.232783	0.0133763	0.163418	0.70364	3.11957	2.599717
2890	-4087.89	-4085.887	-2.003078	0.3388611	0.147134	0.493411	0.358767	0.504526	0.23129	0.167156	0.182108	0.231303	0.10343	0.0920666	0.0663421	0.202425	0.156256	0.120744	0.250499	0.0648427	0.0478749	0.454359	0.0616814	0.322645	0.30157	0.138121	0.237664	0.00897006	0.134873	0.65565	3.20051	2.936217
2900	-4084.73	-4083.609	-1.120542	0.379706	0.103915	0.517919	0.439677	0.414804	0.261646	0.135183	0.106424	0.273533	0.0986164	0.0685963	0.0426488	0.202425	0.182576	0.105524	0.204842	0.066671	0.0349865	0.523321	0.0646556	0.343666	0.292409	0.141062	0.222864	0.0138988	0.166441	0.708352	3.11131	2.847963
2910	-4086.921	-4087.743	0.8222087	0.3873584	0.209145	0.455813	0.356304	0.386416	0.261646	0.156347	0.097406	0.218612	0.0754897	0.0261382	0.0177095	0.185568	0.207092	0.110997	0.179131	0.0944546	0.058037	0.516077	0.0413037	0.33843	0.298493	0.149568	0.21351	0.0149337	0.172251	0.71723	3.09558	2.653688
2920	-4081.263	-4081.14	-0.1225366	0.3381952	0.160933	0.554202	0.405471	0.379371	0.241339	0.203121	0.129133	0.237097	0.0109914	0.0452246	0.116744	0.185568	0.0789674	0.101715	0.222152	0.121045	0.027651	0.496879	0.0305578	0.33363	0.294259	0.153686	0.218424	0.00889848	0.134353	0.65471	3.20204	2.748162
2930	-4084.336	-4087.291	2.955246	0.3704487	0.122892	0.40499	0.403552	0.424926	0.227782	0.154878	0.129133	0.305211	0.00819156	0.0499491	0.0758229	0.082529	0.0505285	0.0864606	0.196978	0.0966144	0.0563023	0.519448	0.0441969	0.329839	0.297616	0.142466	0.230079	0.0126922	0.159361	0.697215	3.13073	2.440384
2940	-4083.155	-4083.66	0.5043861	0.3550554	0.133883	0.499575	0.48678	0.340254	0.250743	0.210552	0.140611	0.257896	0.000665005	0.0311389	0.0716551	0.245626	0.0160914	0.110362	0.178583	0.109116	0.0586422	0.5297	0.013597	0.322234	0.296158	0.139916	0.241693	0.0107998	0.147481	0.677678	3.16404	2.68547
2950	-4082.03	-4082.095	0.06535175	0.3584398	0.196001	0.460794	0.478996	0.373511	0.253304	0.197021	0.124539	0.283212	0.00925581	0.0801872	0.0747265	0.172982	0.024844	0.106853	0.255779	0.0784326	0.0615313	0.48363	0.0137743	0.325105	0.278668	0.128156	0.268071	0.0112033	0.150103	0.682086	3.15661	2.729374
2960	-4081.136	-4081.44	0.3036303	0.3680664	0.143345	0.560121	0.556068	0.323295	0.209595	0.191432	0.10288	0.222065	0.0183345	0.0898296	0.0747265	0.172982	0.0408724	0.102162	0.284284	0.0702484	0.0499751	0.468041	0.0252893	0.336478	0.288416	0.128256	0.246849	0.0123899	0.157531	0.694276	3.1358	2.705546
2970	-4091.038	-4084.181	-6.856495	0.3236749	0.273649	0.766861	0.549676	0.380797	0.182152	0.238088	0.153946	0.282406	0.00526713	0.112117	0.043878	0.352261	0.080459	0.0894169	0.285994	0.102123	0.0400845	0.450652	0.0317295	0.336475	0.318942	0.116905	0.227678	0.00741105	0.122993	0.633501	3.23609	3.421558
2980	-4090.234	-4083.802	-6.432294	0.2803689	0.232765	0.727614	0.765651	0.368752	0.255681	0.157347	0.128661	0.277099	0.0804263	0.0640192	0.0668066	0.195601	0.0587148	0.0636617	0.233674	0.0955631	0.0541972	0.510594	0.0423104	0.325958	0.302776	0.118838	0.252428	0.00383829	0.0893391	0.561313	3.34551	3.379138
2990	-4083.323	-4081.902	-1.421058	0.2819469	0.146086	0.485404	0.533183	0.293367	0.225625	0.225299	0.157104	0.285358	0.157021	0.103071	0.0856357	0.14783	0.0330295	0.0723733	0.252887	0.0732612	0.0750519	0.496514	0.0299131	0.351756	0.289078	0.125098	0.234069	0.0039454	0.0905467	0.564202	3.34131	2.878015
3000	-4093.635	-4090.735	-2.899662	0.376496	0.0838394	0.570989	0.553052	0.383905	0.202242	0.183762	0.201783	0.230853	0.107893	0.117408	0.0881055	0.258533	0.0435115	0.0880039	0.329866	0.118685	0.0400942	0.38192	0.0414299	0.322759	0.282328	0.130484	0.264429	0.0134747	0.163992	0.70454	3.11799	3.025875
3010	-4084.372	-4080.298	-4.074174	0.3602986	0.183188	0.590181	0.562001	0.392004	0.287852	0.239707	0.141034	0.190499	0.189345	0.0469131	0.15581	0.126897	0.0378936	0.0783649	0.275403	0.0971133	0.0390182	0.437411	0.0726895	0.326188	0.291409	0.129129	0.253274	0.011428	0.151541	0.68448	3.15255	3.143326
3020	-4091.346	-4088.534	-2.812167	0.3315458	0.166793	0.6024	0.529817	0.297841	0.277458	0.154159	0.119074	0.245645	0.207607	0.0685937	0.0641026	0.266694	0.0169422	0.0694646	0.401152	0.0949091	0.0669072	0.342451	0.0251162	0.316329	0.333193	0.114033	0.236446	0.00819976	0.129154	0.645168	3.21748	3.017125
3030	-4094.806	-4097.067	2.26115	0.4014976	0.2097	0.289464	0.421456	0.297841	0.240808	0.193604	0.193935	0.260634	0.0920312	0.045482	0.11895	0.128463	0.0174261	0.114112	0.246712	0.0699371	0.125202	0.389975	0.0540607	0.33096	0.28215	0.114744	0.272146	0.0169311	0.182874	0.732896	3.0673	2.509794
3040	-4084.661	-4086.015	1.353478	0.3443104	0.170099	0.496027	0.359818	0.331994	0.22241	0.226957	0.127897	0.218645	0.0840505	0.0438102	0.085927	0.205482	0.0274441	0.0993149	0.297876	0.0805421	0.0648257	0.431278	0.026163	0.334823	0.319686	0.101264	0.244227	0.00956683	0.139125	0.663239	3.18807	2.600561
3050	-4083.661	-4084.087	0.4258245	0.312991	0.146386	0.398702	0.499464	0.324987	0.24361	0.183532	0.141568	0.357204	0.0387423	0.133413	0.0394939	0.123903	0.0623212	0.0785234	0.239434	0.127479	0.0550475	0.473156	0.0263602	0.318289	0.315894	0.122086	0.243731	0.00640814	0.114632	0.616988	3.26197	2.693326
3060	-4087.893	-4092.409	4.515758	0.3307723	0.138517	0.370043	0.316474	0.367032	0.149828	0.131438	0.0999981	0.149941	0.0833456	0.133413	0.0747013	0.180178	0.0894237	0.0960802	0.237386	0.12996	0.0565074	0.467249	0.0128164	0.362478	0.26891	0.134143	0.234469	0.0081204	0.128549	0.64404	3.21929	2.284333
3070	-4086.43	-4087.132	0.7025232	0.315547	0.132798	0.482532	0.474696	0.333289	0.183392	0.121082	0.219648	0.202057	0.194519	0.0380914	0.0285724	0.185417	0.0695639	0.0874546	0.223505	0.123692	0.0328893	0.510301	0.0221588	0.321513	0.295634	0.143811	0.239042	0.00664092	0.116631	0.621011	3.25572	2.665656
3080	-4077.973	-4078.647	0.6742185	0.3442785	0.150487	0.472156	0.434121	0.372395	0.242715	0.180044	0.154087	0.261219	0.0535766	0.0828665	0.0320871	0.185417	0.0473162	0.0959998	0.236446	0.09094	0.0362657	0.4962	0.044149	0.323989	0.290236	0.132713	0.253062	0.00956328	0.1391	0.663195	3.18814	2.668487
3090	-4088.987	-4088.393	-0.5935854	0.4242047	0.204185	0.482215	0.479122	0.338885	0.317228	0.180625	0.0993398	0.255052	0.143649	0.0904308	0.0409054	0.111186	0.0524437	0.0772678	0.218604	0.0871374	0.0706774	0.443686	0.102628	0.349444	0.302642	0.119128	0.228786	0.0203556	0.199594	0.756198	3.02385	2.795267
3100	-4082.637	-4083.83	1.19333	0.3773219	0.106489	0.436024	0.481285	0.329636	0.20698	0.181516	0.149024	0.198255	0.143649	0.0975761	0.0128057	0.148963	0.124372	0.0909625	0.324757	0.104895	0.0544357	0.402181	0.0227688	0.319511	0.331174	0.113278	0.236037	0.0135833	0.164623	0.705526	3.11627	2.616576
3110	-4082.664	-4080.528	-2.135059	0.2936846	0.184983	0.461224	0.481285	0.345465	0.194041	0.212832	0.170534	0.324684	0.142032	0.124501	0.0602342	0.148963	0.098635	0.0799714	0.245742	0.0872086	0.0579658	0.50935	0.0197624	0.359623	0.289101	0.121963	0.229312	0.00479702	0.0995919	0.585043	3.31057	2.949415
3120	-4081.87	-4080.279	-1.59121	0.3698406	0.140095	0.590929	0.491343	0.408916	0.198029	0.209035	0.174859	0.172876	0.0494689	0.138158	0.0204595	0.250164	0.0506962	0.091878	0.228331	0.0875352	0.0751855	0.485279	0.0317908	0.337124	0.292173	0.12964	0.241063	0.0126147	0.158894	0.696467	3.13202	2.89503
3130	-4081.041	-4080.934	-0.107305	0.3757301	0.162734	0.457123	0.493828	0.362477	0.257016	0.250829	0.145014	0.217244	0.0132251	0.113214	0.00801803	0.216911	0.0490075	0.0914615	0.277416	0.0884646	0.0595708	0.452202	0.0308853	0.338629	0.299034	0.124031	0.238305	0.0133744	0.163407	0.703623	3.1196	2.746639
3140	-4081.096	-4075.59	-5.506273	0.3230195	0.133125	0.668811	0.613529	0.494673	0.201827	0.230436	0.196555	0.234366	0.153484	0.0647714	0.0154845	0.175539	0.103935	0.0927405	0.231967	0.0896303	0.0295207	0.514768	0.0413735	0.327419	0.304573	0.123765	0.244243	0.00734728	0.12248	0.632511	3.23766	3.286536
3150	-4086.473	-4082.403	-4.07067	0.2921535	0.176557	0.579135	0.622075	0.478356	0.200348	0.211685	0.174168	0.211022	0.0941387	0.0844739	0.0109371	0.243053	0.0570287	0.0855623	0.267044	0.107929	0.0680962	0.447543	0.0238248	0.346385	0.287702	0.134151	0.231762	0.00468044	0.0984066	0.582387	3.31453	3.142976
3160	-4086.743	-4077.054	-9.689558	0.3233533	0.195843	0.718114	0.744098	0.446673	0.266899	0.200952	0.147694	0.273069	0.132424	0.117484	0.00624665	0.243053	0.212316	0.0456524	0.230861	0.105592	0.0509929	0.501686	0.0652161	0.351434	0.302068	0.122142	0.224356	0.00737973	0.122742	0.633015	3.23686	3.704865
3170	-4090.679	-4083.566	-7.112861	0.3576826	0.133122	0.620887	0.647508	0.506384	0.290015	0.160899	0.178733	0.217002	0.117318	0.144066	0.0294366	0.298812	0.103012	0.114105	0.180368	0.0540987	0.0336267	0.594724	0.0230767	0.353521	0.279464	0.129965	0.237051	0.0111124	0.149517	0.681106	3.15826	3.447195
3180	-4085.861	-4083.124	-2.737366	0.3821271	0.179371	0.506709	0.500091	0.366092	0.270847	0.193062	0.20078	0.145878	0.294419	0.115879	0.0386615	0.14149	0.0563667	0.0774555	0.21448	0.115021	0.0377648	0.515337	0.0399416	0.321167	0.303233	0.137218	0.238382	0.0142226	0.168284	0.711192	3.1063	3.009645
3190	-4080.655	-4078.278	-2.377251	0.3043097	0.16058	0.557172	0.56803	0.383471	0.223563	0.242062	0.124803	0.256929	0.0350551	0.115879	0.0375587	0.216344	0.0521853	0.072271	0.189985	0.0869792	0.0316339	0.552107	0.067024	0.338564	0.303016	0.129714	0.228705	0.00565141	0.107852	0.60297	3.28353	2.973634
3200	-4088.465	-4086.455	-2.010185	0.3268909	0.156356	0.621377	0.567009	0.328785	0.235769	0.186052	0.120416	0.130143	0.102362	0.160931	0.0619114	0.216344	0.0494708	0.0471265	0.177658	0.159936	0.03493	0.526355	0.0539934	0.327642	0.310394	0.135002	0.226962	0.00772825	0.125511	0.638318	3.22844	2.936927
3210	-4084.058	-4084.544	0.4863366	0.4165959	0.123246	0.52477	0.444081	0.337821	0.216039	0.231309	0.181606	0.193184	0.0828343	0.0806084	0.0315265	0.207478	0.0327713	0.0907304	0.166452	0.0878209	0.0171429	0.556186	0.0816669	0.347306	0.295713	0.135068	0.221914	0.0191796	0.194041	0.748632	3.03815	2.687275
3220	-4084.588	-4087.778	3.190147	0.3767412	0.153748	0.342178	0.545856	0.35038	0.183263	0.153607	0.1193	0.207789	0.069977	0.114262	0.0417502	0.0757686	0.0590162	0.102032	0.206729	0.0742645	0.0792919	0.445191	0.0924915	0.331347	0.293269	0.128252	0.247132	0.0135069	0.16418	0.704833	3.11748	2.416894
3230	-4083.251	-4084.23	0.9792423	0.3658291	0.148954	0.475991	0.361898	0.428305	0.139836	0.17181	0.144582	0.154798	0.123418	0.114262	0.03477	0.253994	0.085367	0.134444	0.241918	0.0682356	0.0543098	0.477186	0.0239077	0.326829	0.279106	0.141459	0.252606	0.0121091	0.155809	0.691488	3.14059	2.637985
3240	-4083.759	-4085.5	1.740907	0.3527041	0.150098	0.40695	0.488207	0.505114	0.180186	0.19873	0.127701	0.124251	0.157255	0.0477746	0.0365005	0.102792	0.0362595	0.126526	0.190434	0.0941022	0.0308928	0.530915	0.0271306	0.336442	0.27512	0.139439	0.248999	0.0105237	0.145656	0.674576	3.16924	2.561818
3250	-4082.866	-4084.778	1.911853	0.3990205	0.138198	0.416842	0.37581	0.300285	0.250012	0.151869	0.0963998	0.307247	0.140473	0.081662	0.0463836	0.152088	0.0874539	0.127415	0.19631	0.0784166	0.0491247	0.526535	0.0221983	0.326903	0.28308	0.1512	0.238817	0.0165733	0.181024	0.730218	3.07218	2.544723
3260	-4082.712	-4084.868	2.155714	0.3517992	0.119362	0.521361	0.387633	0.359181	0.201268	0.149864	0.164176	0.156289	0.132568	0.0596156	0.0742492	0.152088	0.0426831	0.142956	0.247087	0.102046	0.0266026	0.463727	0.0175817	0.32908	0.285904	0.151684	0.233332	0.0104184	0.144954	0.673374	3.17125	2.520337
3270	-4084.569	-4090.239	5.670365	0.3740304	0.1415	0.324433	0.384447	0.321847	0.207189	0.131713	0.118048	0.145909	0.133601	0.0575959	0.0448657	0.152088	0.00563514	0.122262	0.175864	0.109215	0.0419392	0.516131	0.0345888	0.323296	0.284634	0.157298	0.234772	0.0131531	0.162107	0.701576	3.12316	2.168872
3280	-4082.781	-4082.915	0.1338452	0.3512328	0.117446	0.332753	0.463085	0.439224	0.16944	0.214027	0.182923	0.201616	0.139373	0.126215	0.0724599	0.247759	0.0162028	0.102741	0.233025	0.0652974	0.0349663	0.516101	0.0478691	0.333335	0.291971	0.130282	0.244412	0.0103527	0.144514	0.672619	3.17251	2.722524
3290	-4088.204	-4089.286	1.082322	0.3527383	0.151637	0.519003	0.482582	0.31983	0.203268	0.179073	0.0925751	0.158355	0.134309	0.088635	0.0881716	0.207087	0.00315011	0.115934	0.335117	0.0662746	0.0190902	0.388334	0.0752507	0.331024	0.281363	0.121574	0.266038	0.0105277	0.145683	0.674622	3.16917	2.627677
3300	-4084.971	-4086.113	1.142176	0.4078576	0.164603	0.47739	0.440232	0.261186	0.303782	0.19345	0.140137	0.251055	0.0629181	0.00660307	0.170945	0.147969	0.00142131	0.1157	0.262346	0.107482	0.034676	0.437042	0.0427538	0.307668	0.31427	0.12253	0.255532	0.0178641	0.187601	0.739645	3.05489	2.621691
3310	-4084.626	-4088.953	4.327603	0.3772101	0.129587	0.401485	0.301968	0.381102	0.266536	0.157952	0.160369	0.159084	0.0577129	0.029177	0.105519	0.147969	0.0046887	0.127857	0.209735	0.0796293	0.0369867	0.482964	0.062828	0.330616	0.276234	0.152104	0.241046	0.0135686	0.164538	0.705393	3.1165	2.303148
3320	-4089.854	-4093.614	3.760321	0.3871214	0.190394	0.455782	0.387507	0.19242	0.163285	0.166824	0.150513	0.198618	0.11178	0.100278	0.0691814	0.147969	0.0253259	0.108906	0.321609	0.047185	0.048465	0.388259	0.0855766	0.345143	0.289082	0.114137	0.251637	0.0149011	0.172072	0.71696	3.09607	2.359877
3330	-4086.699	-4089.579	2.880139	0.39153	0.165617	0.410396	0.42385	0.374284	0.177269	0.185848	0.165841	0.12366	0.194949	0.0471031	0.097411	0.0619878	0.0196772	0.106333	0.245798	0.0611671	0.0552052	0.474353	0.0571442	0.340959	0.281577	0.117785	0.259679	0.0155117	0.175401	0.72195	3.08714	2.447895
3340	-4080.091	-4083.259	3.168685	0.3493387	0.106928	0.417803	0.39561	0.307649	0.199054	0.197198	0.155757	0.201994	0.076311	0.100823	0.100402	0.157056	0.00245647	0.104614	0.301603	0.0877025	0.0401337	0.412271	0.0536748	0.334294	0.318648	0.118527	0.228531	0.0101346	0.143041	0.670081	3.17674	2.41904
3350	-4082.604	-4086.087	3.483244	0.311301	0.120919	0.502337	0.401063	0.280943	0.1755	0.206293	0.159132	0.203874	0.0290684	0.0769101	0.0646937	0.157056	0.00979482	0.102548	0.298148	0.0825112	0.0653025	0.379288	0.0722018	0.329927	0.308464	0.114961	0.246648	0.00625671	0.11331	0.614302	3.26613	2.387584
3360	-4090.198	-4089.613	-0.5851755	0.34863	0.142086	0.51625	0.423979	0.355245	0.225818	0.29086	0.15978	0.205789	0.131068	0.0535185	0.0702357	0.157056	0.0627417	0.10122	0.319082	0.0822332	0.0277892	0.392471	0.0772047	0.331182	0.329066	0.100161	0.239591	0.0100536	0.14249	0.669126	3.17833	2.794426
3370	-4078.047	-4079.499	1.451855	0.3470897	0.148212	0.470778	0.45026	0.365166	0.194446	0.203092	0.129381	0.174505	0.136416	0.0289336	0.0863282	0.115152	0.0880538	0.0896484	0.328763	0.0868984	0.0204529	0.404378	0.0698599	0.335953	0.30582	0.118633	0.239594	0.00987866	0.141291	0.667039	3.18179	2.590723
3380	-4078.849	-4082.821	3.972133	0.3851651	0.13939	0.449396	0.293946	0.312953	0.209014	0.148694	0.143601	0.233962	0.0960966	0.00854709	0.104303	0.13659	0.0622014	0.118819	0.224502	0.0960552	0.0392194	0.454873	0.0665303	0.323529	0.287041	0.140533	0.248897	0.0146337	0.17059	0.714715	3.10006	2.338695
3390	-4084.95	-4089.945	4.995527	0.3851309	0.166036	0.369118	0.293946	0.374883	0.160095	0.233005	0.119676	0.127449	0.107223	0.000644193	0.0821948	0.13659	0.0654956	0.122254	0.246576	0.103255	0.0264855	0.473235	0.0281941	0.318238	0.289041	0.128744	0.263977	0.014629	0.170564	0.714676	3.10013	2.236356
3400	-4088.636	-4093.12	4.483917	0.3942701	0.132172	0.458952	0.457267	0.231922	0.156806	0.170102	0.117456	0.165246	0.0212775	0.00621837	0.0333325	0.196487	0.140279	0.143219	0.25985	0.0819253	0.0134263	0.423291	0.0782889	0.302803	0.303584	0.142691	0.250923	0.0158965	0.177463	0.725005	3.08164	2.287517
3410	-4078.184	-4082.414	4.229376	0.3667773	0.131861	0.396611	0.384598	0.321286	0.198899	0.193902	0.10351	0.176717	0.110145	0.0557596	0.0212475	0.164083	0.054352	0.115387	0.2028	0.127185	0.00894239	0.477917	0.0677694	0.33002	0.288675	0.141209	0.240095	0.0122277	0.156539	0.692673	3.13856	2.312971
3420	-4090.787	-4090.33	-0.4576853	0.3992778	0.122103	0.537025	0.391467	0.409578	0.193392	0.223368	0.178387	0.272431	0.02347	0.0798209	0.0331504	0.164083	0.153402	0.0950684	0.19428	0.155539	0.0078604	0.480389	0.0668633	0.29681	0.33004	0.141257	0.231893	0.0166104	0.181216	0.730498	3.07168	2.781677
3430	-4089.124	-4087.196	-1.92796	0.356606	0.194116	0.489116	0.452285	0.303331	0.307317	0.250606	0.147464	0.249508	0.189255	0.00743824	0.0177502	0.164083	0.156437	0.101094	0.242397	0.0755681	0.00203014	0.490743	0.0881679	0.348328	0.293311	0.132596	0.225766	0.0109838	0.148683	0.679706	3.16063	2.928705
3440	-4084.299	-4082.582	-1.716823	0.3392491	0.14445	0.612189	0.524945	0.426285	0.238161	0.219216	0.154999	0.157871	0.102382	0.00604207	0.0924431	0.164083	0.0645252	0.0896368	0.241503	0.0834008	0.000763817	0.522497	0.0621983	0.334249	0.302768	0.132504	0.230479	0.00901191	0.135176	0.656196	3.19962	2.907591
3450	-4093.148	-4085.626	-7.522189	0.36667	0.194557	0.616095	0.735879	0.367474	0.268646	0.243693	0.215295	0.284026	0.043407	0.00526221	0.0790227	0.226097	0.208674	0.0915246	0.220182	0.100983	0.000628383	0.503625	0.0830563	0.319241	0.308361	0.137964	0.234434	0.0122142	0.156456	0.692539	3.13879	3.488128
3460	-4089.131	-4088.508	-0.6229522	0.3493796	0.20616	0.469816	0.416363	0.288485	0.266727	0.230098	0.0945441	0.303427	0.212022	0.0120295	0.0618493	0.102265	0.134419	0.0764568	0.209114	0.0969099	0.00035768	0.53775	0.0794112	0.342409	0.291676	0.139527	0.226387	0.0101393	0.143073	0.670136	3.17665	2.798204
3470	-4083.993	-4088.047	4.053485	0.4420721	0.188641	0.403697	0.326265	0.314396	0.164363	0.168666	0.114907	0.216431	0.0653901	0.0579581	0.0214977	0.188333	0.100015	0.101455	0.210896	0.110248	0.0557905	0.48748	0.0341297	0.347656	0.275076	0.148565	0.228702	0.0232222	0.212429	0.773071	2.99128	2.33056
3480	-4082.792	-4084.142	1.349355	0.3452757	0.118243	0.482746	0.525548	0.367987	0.210689	0.141443	0.144352	0.17691	0.121516	0.0501904	0.0475446	0.116594	0.0972103	0.100575	0.168326	0.0872494	0.0256389	0.559547	0.0586636	0.337227	0.295487	0.135357	0.231929	0.00967457	0.139878	0.664564	3.18588	2.600973
3490	-4078.565	-4079.815	1.249991	0.3611322	0.0995827	0.404635	0.525548	0.309934	0.247646	0.228511	0.171374	0.242275	0.0521246	0.0378129	0.119129	0.116594	0.0557438	0.090419	0.243836	0.10785	0.0352739	0.479571	0.0430506	0.320143	0.30243	0.138027	0.239401	0.0115295	0.152185	0.685547	3.15074	2.61091
3500	-4088.511	-4088.892	0.3813014	0.3755542	0.199899	0.410808	0.361334	0.414122	0.24541	0.198105	0.1197	0.18107	0.0905535	0.0918538	0.122866	0.198397	0.0636614	0.0955743	0.217781	0.126785	0.031118	0.468925	0.0598171	0.318491	0.286857	0.129532	0.26512	0.0133514	0.163272	0.703412	3.11996	2.697779
3510	-4083.621	-4081.987	-1.633863	0.3337747	0.123867	0.536004	0.404814	0.437362	0.26751	0.15822	0.130878	0.243897	0.164896	0.057866	0.0910928	0.198397	0.0844922	0.0843044	0.311569	0.0947565	0.0769591	0.41363	0.0187807	0.332739	0.28941	0.119212	0.258638	0.00843069	0.130898	0.648398	3.21227	2.899295
3520	-4079.107	-4076.006	-3.101018	0.3353596	0.122392	0.643291	0.583029	0.443283	0.21965	0.211418	0.183865	0.226022	0.0898762	0.0361723	0.062235	0.164135	0.060643	0.0932186	0.245412	0.0880654	0.0356562	0.517615	0.0200327	0.324646	0.300828	0.132152	0.242374	0.00859691	0.132137	0.650675	3.20859	3.046011
3530	-4083.255	-4081.229	-2.026369	0.3544483	0.139542	0.503638	0.4921	0.427027	0.233374	0.257565	0.132215	0.267526	0.0953378	0.0955065	0.0993529	0.164135	0.031225	0.0744385	0.199756	0.0972785	0.0428618	0.540853	0.0448121	0.328661	0.31414	0.127824	0.229374	0.0107282	0.14701	0.67688	3.16538	2.938546
3540	-4085.706	-4083.96	-1.746035	0.4068249	0.151591	0.458106	0.49707	0.36635	0.212595	0.221343	0.211409	0.165884	0.0726529	0.0557035	0.151847	0.239985	0.105977	0.0719916	0.27398	0.0972078	0.0412884	0.481163	0.0343688	0.344623	0.310107	0.118841	0.226429	0.0177112	0.186836	0.738562	3.05689	2.910512
