Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
5520	-4085.165	-4082.674	-2.491062	0.7623192	0.164876	0.621491	0.515993	0.343209	0.250426	0.211795	0.178741	0.207063	0.27199	0.062285	0.11985	0.0345422	0.00275267	0.0565857	0.253039	0.0958684	0.0718815	0.491941	0.0306843	0.2792228	0.350841	0.313127	0.110215	0.225817	0.0875194	0.391509	0.945941	2.57503	2.985015
5530	-4089.502	-4089.772	0.2700283	1.216313	0.130003	0.427969	0.513789	0.289027	0.225806	0.121567	0.229288	0.192603	0.314365	0.0656192	0.0863018	0.110099	0.0024686	0.101042	0.222119	0.110812	0.0641592	0.430019	0.0718485	0.3233795	0.347485	0.297011	0.119579	0.235924	0.177997	0.533343	1.02828	2.26038	2.708906
5540	-4080.753	-4081.36	0.6072016	1.845626	0.121269	0.526289	0.463392	0.322147	0.267736	0.198051	0.117578	0.204429	0.179984	0.0534554	0.128838	0.0886858	0.00333532	0.118705	0.243627	0.0734069	0.0447559	0.472318	0.0471879	0.3900892	0.311499	0.314669	0.124288	0.249545	0.274124	0.637525	1.0656	2.02275	2.675189
5550	-4081.112	-4083.061	1.948815	1.358349	0.147277	0.41331	0.487483	0.225676	0.24071	0.189564	0.155739	0.23937	0.0779813	0.0694664	0.169389	0.121686	0.00337554	0.0969992	0.221554	0.0974203	0.0414617	0.501022	0.0415428	0.3853061	0.329836	0.295316	0.155813	0.219035	0.202588	0.563145	1.04089	2.19337	2.541027
5560	-4080.877	-4082.436	1.559211	1.116603	0.114666	0.34227	0.367496	0.371186	0.246642	0.162005	0.146625	0.353991	0.145197	0.0313391	0.145043	0.119258	0.0342697	0.0868606	0.230189	0.109107	0.0302475	0.493888	0.0497072	0.3538164	0.330538	0.304217	0.143523	0.221722	0.159615	0.509198	1.01692	2.31427	2.579988
5570	-4078.984	-4074.088	-4.896042	0.8895768	0.167267	0.49449	0.488417	0.366089	0.278621	0.20667	0.124962	0.284122	0.269025	0.107409	0.14759	0.205497	0.0853537	0.08837	0.194017	0.083487	0.0402305	0.558667	0.0352288	0.3360584	0.341115	0.291398	0.130073	0.237414	0.11443	0.440846	0.978989	2.46574	3.225513
5580	-4078.974	-4074.545	-4.428667	0.9407478	0.182807	0.665817	0.558261	0.501628	0.24574	0.251381	0.150589	0.204571	0.132168	0.0614671	0.127148	0.064573	0.0326241	0.0923424	0.232363	0.0704922	0.0337665	0.512099	0.0589371	0.3123562	0.342794	0.292831	0.127755	0.23662	0.124985	0.458188	0.989444	2.42738	3.178775
5590	-4082.166	-4079.606	-2.560425	0.6520472	0.178851	0.464245	0.471379	0.414767	0.310948	0.189709	0.113776	0.214528	0.180488	0.10762	0.214363	0.116849	0.0144295	0.0557675	0.30556	0.0680819	0.0564543	0.440135	0.0740015	0.3159059	0.349066	0.305125	0.103997	0.241811	0.0639903	0.339998	0.905714	2.6903	2.991951
5600	-4085.868	-4082.735	-3.133486	0.8555642	0.0969716	0.523734	0.455949	0.396638	0.234681	0.219136	0.190904	0.328889	0.181433	0.124512	0.204374	0.0535621	0.0384732	0.0710751	0.284927	0.0831958	0.0587944	0.460264	0.0417433	0.3319816	0.32166	0.321974	0.10176	0.254606	0.107315	0.428578	0.971237	2.49287	3.049257
5610	-4082.89	-4079.27	-3.619638	0.835079	0.120066	0.607109	0.541073	0.432352	0.276555	0.180633	0.156164	0.188257	0.181433	0.0382655	0.130294	0.175001	0.0706679	0.0604939	0.282868	0.0864302	0.035149	0.439453	0.0956051	0.3931914	0.351638	0.315333	0.103974	0.229055	0.102998	0.420883	0.96622	2.5099	3.097873
5620	-4086.164	-4081.843	-4.321289	0.8729041	0.136923	0.626125	0.489336	0.33133	0.313857	0.245784	0.12997	0.25052	0.231652	0.0918258	0.127512	0.110164	0.0830386	0.0653841	0.261266	0.0711106	0.0981034	0.437882	0.066254	0.339914	0.36204	0.312203	0.116847	0.20891	0.110951	0.43491	0.975275	2.47886	3.168038
5630	-4083.192	-4079.558	-3.634671	0.6365724	0.115884	0.53853	0.744126	0.3116	0.278596	0.19835	0.166284	0.222489	0.298295	0.0704579	0.0300907	0.0918466	0.0328275	0.0735618	0.295911	0.0933351	0.0372409	0.44802	0.0519317	0.2577429	0.350449	0.287867	0.123852	0.237832	0.0607281	0.332001	0.898889	2.70838	3.099376
5640	-4081.26	-4078.833	-2.426855	0.6408696	0.138622	0.45635	0.553906	0.415612	0.285782	0.146263	0.106057	0.185479	0.298295	0.0704579	0.0169934	0.176456	0.128322	0.0965446	0.324856	0.0618208	0.036668	0.416203	0.0639084	0.3064456	0.340261	0.305474	0.107537	0.246728	0.0616321	0.334242	0.900818	2.70331	2.978594
5650	-4085.507	-4080.983	-4.524627	0.4265021	0.131235	0.531358	0.502298	0.390508	0.347377	0.177254	0.240457	0.272973	0.273896	0.0567156	0.0417793	0.0673876	0.155135	0.0643428	0.290763	0.0520445	0.0983121	0.423837	0.0707006	0.1639601	0.356417	0.286621	0.111291	0.24567	0.020716	0.201261	0.758437	3.01959	3.188371
5660	-4078.471	-4080.268	1.797793	0.4821017	0.145621	0.383438	0.449268	0.35951	0.236761	0.139472	0.111928	0.209034	0.22033	0.0103042	0.0904271	0.0449019	0.155135	0.0883133	0.239053	0.0857603	0.0774081	0.448491	0.0609745	0.1718683	0.345153	0.297977	0.1208	0.23607	0.0301203	0.240071	0.806795	2.92301	2.556129
5670	-4076.019	-4077.154	1.134943	0.6304001	0.173087	0.405761	0.465625	0.302912	0.213854	0.193752	0.18043	0.234113	0.178151	0.0116747	0.0817129	0.110636	0.0707058	0.0949637	0.235837	0.116339	0.0586569	0.447714	0.04649	0.251286	0.342972	0.296094	0.133057	0.227877	0.0594325	0.328754	0.89607	2.71574	2.622414
5680	-4077.772	-4078.168	0.3958028	0.8076563	0.12485	0.550895	0.455914	0.393787	0.285614	0.177057	0.110857	0.209702	0.178151	0.0146645	0.0973571	0.0285148	0.0689659	0.0926624	0.24914	0.0837427	0.0340108	0.472968	0.067476	0.2844817	0.33336	0.302456	0.129328	0.234856	0.0971869	0.410198	0.959054	2.53356	2.696328
5690	-4083.81	-4080.087	-3.72362	0.8550747	0.204286	0.418027	0.715159	0.480092	0.280088	0.217362	0.163797	0.135431	0.174789	0.0400905	0.0457787	0.172746	0.0606231	0.0832036	0.22908	0.0957457	0.035716	0.525077	0.0311782	0.3161519	0.346814	0.298524	0.124153	0.230509	0.107213	0.428397	0.97112	2.49327	3.108271
5700	-4080.068	-4082.803	2.735408	1.232532	0.170505	0.333296	0.405779	0.329031	0.251169	0.220104	0.118186	0.225795	0.200171	0.0538653	0.0186748	0.0501812	0.0856113	0.103352	0.22075	0.102897	0.0573639	0.498284	0.0173518	0.3310839	0.343456	0.280702	0.151235	0.224607	0.180899	0.537001	1.02992	2.25218	2.462368
5710	-4076.51	-4079.276	2.765735	1.221192	0.140421	0.408578	0.456447	0.308038	0.215973	0.206684	0.113046	0.209169	0.0850721	0.036273	0.0319182	0.136905	0.110812	0.126634	0.262382	0.10534	0.0179767	0.459427	0.0282404	0.3543421	0.343939	0.29073	0.130707	0.234623	0.178872	0.534451	1.02878	2.2579	2.459335
5720	-4086.017	-4085.898	-0.1187805	1.145408	0.172239	0.462288	0.498557	0.273147	0.221222	0.17769	0.205016	0.266855	0.122004	0.0602557	0.0681671	0.118855	0.10149	0.102498	0.246696	0.117033	0.00907807	0.428163	0.0965312	0.2838784	0.320732	0.311726	0.140205	0.227337	0.16502	0.516483	1.02046	2.29804	2.747787
5730	-4081.913	-4082.622	0.7094853	0.8910414	0.195054	0.417678	0.379869	0.305112	0.212445	0.198935	0.170676	0.317892	0.139173	0.0435398	0.0141938	0.192878	0.0775145	0.104052	0.245933	0.11008	0.0273577	0.444121	0.0684565	0.3212317	0.320445	0.304249	0.135164	0.240141	0.114734	0.441361	0.979307	2.4646	2.66496
5740	-4078.94	-4079.494	0.5537498	1.103726	0.112698	0.387907	0.501146	0.351746	0.207894	0.199275	0.181207	0.199753	0.184822	0.102284	0.0903178	0.0651994	0.0962845	0.0936915	0.242462	0.109889	0.0306247	0.468141	0.0551919	0.3212317	0.339902	0.301432	0.133551	0.225115	0.157173	0.505853	1.01527	2.32171	2.680534
5750	-4087.585	-4091.602	4.017261	1.1152	0.10689	0.423093	0.343417	0.306718	0.119948	0.13513	0.143127	0.142307	0.170107	0.0664901	0.094525	0.15712	0.125312	0.086206	0.264712	0.152176	0.0439077	0.428804	0.024194	0.2574542	0.311584	0.30513	0.136127	0.247159	0.159349	0.508836	1.01674	2.31507	2.334183
5760	-4082.104	-4085.984	3.879364	1.820674	0.11222	0.327593	0.409061	0.32766	0.15945	0.141849	0.149955	0.153764	0.170107	0.0825456	0.0937096	0.126719	0.0933391	0.105903	0.210081	0.13091	0.034846	0.462618	0.0556418	0.3638259	0.317218	0.300013	0.153886	0.228883	0.270886	0.634481	1.06478	2.02985	2.347972
5770	-4076.618	-4081.832	5.213513	1.364987	0.145345	0.444008	0.33472	0.32766	0.150371	0.14622	0.120616	0.153266	0.150807	0.0404843	0.070486	0.0770615	0.0535134	0.0786366	0.202018	0.145097	0.0498202	0.457645	0.0667824	0.3638259	0.343445	0.298794	0.138793	0.218968	0.203692	0.564424	1.0414	2.19048	2.214557
5780	-4075.995	-4075.015	-0.9804668	0.9011409	0.14725	0.468561	0.556863	0.434471	0.165501	0.199438	0.141912	0.209284	0.20973	0.0383042	0.0644489	0.0770615	0.121131	0.100252	0.236997	0.115032	0.0212928	0.480991	0.0454352	0.3209424	0.331987	0.310679	0.141932	0.215402	0.116831	0.444879	0.981472	2.45682	2.833955
5790	-4078.753	-4080.56	1.806129	0.7515559	0.162818	0.487081	0.377028	0.321448	0.214569	0.161672	0.14576	0.288862	0.20973	0.0153568	0.0707656	0.00330711	0.0968985	0.0857695	0.280912	0.0995145	0.0610852	0.439952	0.0327675	0.2984607	0.355342	0.283949	0.131585	0.229124	0.0852174	0.386873	0.942572	2.58534	2.555296
5800	-4083.668	-4081.98	-1.687726	0.866517	0.199882	0.512414	0.672536	0.431856	0.228558	0.204368	0.111277	0.121749	0.24985	0.0220711	0.061388	0.0568227	0.0319113	0.113323	0.210616	0.0954754	0.0521094	0.481128	0.047348	0.3110815	0.349346	0.288094	0.130292	0.232267	0.109614	0.432597	0.973809	2.48398	2.904681
5810	-4079.357	-4076.66	-2.696854	0.5999417	0.196551	0.452901	0.562799	0.452199	0.247115	0.193172	0.177933	0.295659	0.191456	0.0600079	0.154333	0.00768724	0.0137817	0.083085	0.217226	0.0984722	0.0615809	0.49623	0.0434056	0.2008414	0.342828	0.291787	0.132253	0.233132	0.053096	0.31224	0.881289	2.75338	3.005594
5820	-4085.692	-4080.552	-5.140307	0.4328702	0.158976	0.540742	0.62329	0.381118	0.219177	0.23126	0.114566	0.345625	0.235978	0.0705198	0.142193	0.162427	0.0240665	0.0842253	0.171237	0.12794	0.0250913	0.535451	0.0560544	0.105986	0.329986	0.297132	0.1398	0.233082	0.0217279	0.205856	0.764534	3.00788	3.249939
5830	-4082.977	-4080.992	-1.984458	0.4585314	0.111757	0.601076	0.516885	0.384587	0.26181	0.23126	0.174912	0.206601	0.157129	0.0500441	0.0547366	0.113753	0.0698055	0.0846332	0.214212	0.14967	0.056312	0.463488	0.0316836	0.1447513	0.324314	0.29919	0.148373	0.228124	0.025984	0.223984	0.787581	2.96245	2.934355
5840	-4075.81	-4077.781	1.971428	0.6746044	0.156049	0.486307	0.410869	0.42514	0.167788	0.173576	0.131931	0.171909	0.23895	0.0367016	0.0739485	0.00396407	0.0616324	0.104861	0.229885	0.111623	0.0359414	0.472039	0.0456509	0.2073525	0.333425	0.296939	0.132949	0.236688	0.0687741	0.351297	0.915081	2.66485	2.538766
5850	-4080.564	-4077.856	-2.708436	0.5890092	0.179449	0.498257	0.592559	0.416695	0.244529	0.13694	0.1623	0.305704	0.126409	0.116784	0.052368	0.107309	0.06745	0.10666	0.229703	0.108887	0.0415577	0.484031	0.0291599	0.1879683	0.335192	0.302051	0.138085	0.224672	0.0508494	0.306107	0.875606	2.76744	3.006752
5860	-4079.619	-4074.243	-5.375255	0.7033239	0.146739	0.677247	0.637421	0.467134	0.290243	0.190139	0.125863	0.22582	0.193507	0.160079	0.0547046	0.041076	0.0634626	0.0842562	0.298818	0.0713256	0.0670212	0.462286	0.0162932	0.3004013	0.339976	0.307959	0.107296	0.244769	0.0748984	0.365094	0.926094	2.63391	3.273434
5870	-4084.892	-4082.1	-2.792489	0.9355333	0.226052	0.578174	0.586146	0.380085	0.315024	0.201991	0.140442	0.211178	0.106566	0.127536	0.0107232	0.086427	0.0448143	0.0790431	0.219777	0.0680364	0.0414724	0.480527	0.111144	0.3264	0.330947	0.296385	0.134687	0.237981	0.123918	0.456479	0.988439	2.43116	3.015158
5880	-4083.54	-4079.248	-4.291177	0.5743545	0.173397	0.674281	0.593804	0.307343	0.295855	0.172521	0.212341	0.247194	0.251508	0.0650107	0.0671763	0.0543543	0.0502413	0.0712682	0.261355	0.0943897	0.0359294	0.443125	0.0939329	0.2462756	0.321767	0.315503	0.118242	0.244488	0.0478655	0.297713	0.867649	2.78677	3.165026
5890	-4080.039	-4076.083	-3.956078	0.5529077	0.166616	0.559874	0.531835	0.45772	0.286848	0.208577	0.162392	0.19982	0.173253	0.128371	0.0525094	0.0917453	0.111957	0.0758731	0.273153	0.0925436	0.0257674	0.451243	0.0814195	0.1444586	0.327941	0.301218	0.128819	0.242021	0.0435648	0.285059	0.855251	2.81612	3.131517
5900	-4081.119	-4076.004	-5.114856	0.4734612	0.176683	0.538906	0.51807	0.478552	0.311114	0.254328	0.12727	0.226506	0.226704	0.156221	0.0680129	0.121099	0.0439292	0.0544509	0.217815	0.108078	0.00583534	0.543877	0.0699443	0.2245861	0.349366	0.291724	0.123688	0.235222	0.0285807	0.234238	0.799954	2.93723	3.247394
5910	-4083.069	-4074.752	-8.317008	0.5981211	0.197519	0.712887	0.610061	0.478552	0.30569	0.230114	0.210246	0.266119	0.203377	0.067205	0.0729487	0.15386	0.0590317	0.111229	0.22088	0.0598599	0.0103899	0.537309	0.0603316	0.2571973	0.332821	0.295927	0.138743	0.232509	0.0527208	0.311226	0.880357	2.7557	3.567609
5920	-4077.654	-4077.502	-0.1523796	0.7994187	0.139736	0.463265	0.549484	0.291357	0.221169	0.249831	0.14137	0.26879	0.121744	0.0998388	0.0353429	0.130333	0.0388867	0.102489	0.22455	0.0665659	0.0515064	0.516968	0.0379209	0.3318503	0.326346	0.305452	0.125571	0.242631	0.095435	0.4069	0.956794	2.54087	2.751147
5930	-4077.22	-4074.906	-2.314319	0.8155468	0.172499	0.520665	0.493958	0.486032	0.250983	0.202692	0.14137	0.145392	0.246705	0.101592	0.00550409	0.140401	0.0595478	0.0858908	0.250686	0.0760879	0.0651376	0.480172	0.0420252	0.2881886	0.350841	0.294616	0.12052	0.234023	0.0988624	0.413319	0.961171	2.52665	2.967341
5940	-4080.436	-4076.776	-3.659868	0.6785217	0.174882	0.471101	0.590806	0.465979	0.256028	0.226164	0.135851	0.259013	0.26834	0.117817	0.00342733	0.0525061	0.0799803	0.0752839	0.309247	0.115484	0.0404345	0.418906	0.0406448	0.3171112	0.315598	0.313923	0.127561	0.242918	0.0696077	0.353217	0.916642	2.66053	3.101895
5950	-4078.648	-4076.511	-2.137353	0.7277894	0.175307	0.466916	0.487763	0.412952	0.2703	0.169561	0.228872	0.203771	0.171124	0.225239	0.0122588	0.0586553	0.0669253	0.0909823	0.247953	0.0824234	0.0512874	0.465717	0.0616365	0.2809998	0.330911	0.298082	0.125436	0.245571	0.0801312	0.376352	0.934747	2.60877	2.949644
5960	-4089.938	-4088.362	-1.575832	0.5723109	0.164713	0.483765	0.51783	0.352216	0.246773	0.107725	0.144272	0.18381	0.15817	0.0976381	0.0675314	0.319488	0.0495612	0.0779736	0.270134	0.133285	0.0357916	0.445803	0.0370128	0.2312445	0.320777	0.313266	0.126509	0.239448	0.0474521	0.296526	0.866507	2.78951	2.893492
5970	-4079.887	-4077.002	-2.884429	0.6156469	0.119897	0.564199	0.534457	0.318429	0.317359	0.210208	0.154608	0.312122	0.152116	0.0602334	0.0161594	0.111104	0.15346	0.0756216	0.29813	0.0865059	0.0605013	0.434273	0.0449675	0.2157279	0.318851	0.309442	0.117693	0.254014	0.0563504	0.320858	0.889096	2.73369	3.024352
5980	-4080.227	-4078.723	-1.503789	0.7686733	0.14414	0.380298	0.558696	0.461533	0.307945	0.171262	0.130143	0.167402	0.227417	0.0526965	0.0320608	0.163145	0.0895482	0.0874531	0.266828	0.100281	0.036467	0.430096	0.0788741	0.2804949	0.341622	0.294707	0.12657	0.237101	0.0888775	0.394209	0.947882	2.56903	2.886288
5990	-4086.145	-4082.913	-3.23187	0.8459415	0.116097	0.525909	0.564822	0.41985	0.26761	0.169583	0.159321	0.245593	0.174627	0.18241	0.0419206	0.121638	0.0697146	0.0730055	0.204242	0.116889	0.0322072	0.523417	0.0502391	0.2406081	0.312472	0.285724	0.13849	0.263314	0.10529	0.424993	0.968915	2.5008	3.059096
6000	-4077.962	-4075.948	-2.01349	0.6063873	0.152619	0.510286	0.480217	0.40369	0.272109	0.245595	0.0819049	0.23488	0.170193	0.18241	0.0739101	0.0771634	0.0522813	0.0984087	0.213267	0.0955999	0.0285922	0.522529	0.0416037	0.2045864	0.335747	0.282318	0.14009	0.241845	0.0544281	0.315804	0.884543	2.74523	2.937258
6010	-4074.648	-4074.654	0.006324243	1.070182	0.170434	0.495574	0.484816	0.42806	0.241274	0.219181	0.142994	0.180525	0.0921974	0.121259	0.0363055	0.0982494	0.0244075	0.092337	0.217308	0.0943442	0.0460846	0.483043	0.0668828	0.3166408	0.326213	0.303074	0.129843	0.24087	0.150741	0.496876	1.01072	2.34166	2.735276
6020	-4077.967	-4076.21	-1.756972	0.8364194	0.171629	0.581335	0.471251	0.436377	0.241779	0.143105	0.154549	0.184717	0.20734	0.0765532	0.0937093	0.096236	0.0530253	0.0976959	0.210819	0.0795999	0.033485	0.522584	0.055816	0.3366509	0.331306	0.285947	0.14869	0.234057	0.103281	0.421394	0.966557	2.50877	2.911606
6030	-4080.058	-4081.518	1.46032	0.6706538	0.174775	0.414367	0.555965	0.347623	0.180773	0.144186	0.178686	0.203657	0.20734	0.0420237	0.0435398	0.0212462	0.0756967	0.0912166	0.196837	0.103089	0.0758933	0.487926	0.0450383	0.2613994	0.344208	0.296585	0.131613	0.227594	0.0679343	0.349348	0.913489	2.66923	2.589877
6040	-4078.294	-4080.093	1.79906	0.9869697	0.116571	0.351424	0.512882	0.365843	0.232721	0.153955	0.174242	0.160144	0.172663	0.106515	0.0296263	0.126223	0.0531933	0.0895394	0.257138	0.0910516	0.0408884	0.481986	0.0393968	0.3224924	0.330958	0.324684	0.126958	0.217399	0.134347	0.4728	0.997807	2.39505	2.556003
6050	-4081.193	-4082.417	1.224702	0.6026981	0.0935017	0.392963	0.417486	0.345723	0.243653	0.174122	0.0932801	0.241249	0.0871217	0.189919	0.122873	0.128017	0.0835301	0.0880932	0.258498	0.0818863	0.0750698	0.432292	0.0641608	0.2099334	0.327902	0.315336	0.120972	0.235789	0.053665	0.313769	0.882689	2.74988	2.613439
6060	-4079.2	-4074.95	-4.249954	0.6696791	0.143964	0.632667	0.506176	0.464149	0.285065	0.172981	0.132406	0.241249	0.146996	0.195832	0.088535	0.0915848	0.0592971	0.08419	0.23489	0.0719773	0.0777657	0.472814	0.058363	0.2360891	0.354241	0.293939	0.121438	0.230382	0.0677272	0.348866	0.913092	2.67031	3.160904
6070	-4084.558	-4077.964	-6.594411	0.6928809	0.188803	0.66143	0.466937	0.51305	0.338246	0.15543	0.100578	0.229772	0.322086	0.114955	0.0952467	0.0975285	0.111287	0.0399933	0.226728	0.0950743	0.0635882	0.54112	0.0334961	0.2658198	0.360067	0.294187	0.128585	0.217161	0.0726683	0.360152	0.922201	2.64498	3.39535
6080	-4084.414	-4078.051	-6.363294	0.8429955	0.187646	0.458007	0.601983	0.397785	0.25259	0.200875	0.075441	0.409053	0.178539	0.159422	0.138655	0.217681	0.0945614	0.0724812	0.228923	0.0751378	0.0448033	0.517089	0.0615657	0.3358084	0.344224	0.30096	0.131545	0.22327	0.104669	0.423885	0.968192	2.50325	3.372238
6090	-4078.928	-4081.039	2.110939	1.130509	0.170503	0.455352	0.5433	0.314896	0.162905	0.203103	0.142863	0.142433	0.136539	0.101327	0.0452069	0.0340628	0.0723243	0.0877197	0.209467	0.101905	0.0577808	0.500631	0.0424964	0.3561846	0.339279	0.297354	0.132203	0.231164	0.162234	0.512748	1.01866	2.30636	2.524815
6100	-4078.616	-4082.03	3.413611	1.224583	0.120861	0.368858	0.439676	0.366065	0.217056	0.160684	0.103856	0.142433	0.123409	0.157559	0.0334979	0.109889	0.0507036	0.107516	0.255994	0.114114	0.0458792	0.444043	0.0324527	0.3900504	0.31116	0.316666	0.127803	0.244372	0.17948	0.535217	1.02912	2.25618	2.394548
6110	-4084.754	-4085.228	0.4740432	1.784606	0.151768	0.625627	0.467281	0.353612	0.172921	0.195043	0.123427	0.277606	0.125559	0.0492622	0.0127284	0.0934399	0.0402293	0.12182	0.202059	0.106028	0.0165006	0.494834	0.0587583	0.3909385	0.307159	0.303855	0.141046	0.24794	0.266133	0.629963	1.06353	2.04037	2.688504
6120	-4075.164	-4080.749	5.585167	1.177848	0.129196	0.310294	0.35597	0.299043	0.197482	0.15651	0.158805	0.188103	0.116722	0.0760706	0.00281458	0.144439	0.0419418	0.104283	0.222635	0.110316	0.0394919	0.465717	0.0575573	0.329556	0.333998	0.284838	0.138198	0.242966	0.171016	0.524379	1.02419	2.28042	2.177392
6130	-4078.585	-4081.338	2.753869	0.8858217	0.1312	0.451501	0.367424	0.283189	0.278992	0.167977	0.132474	0.201415	0.259936	0.10802	0.0330965	0.0364859	0.00881111	0.0905762	0.251494	0.0938003	0.0503893	0.428827	0.0849134	0.3038762	0.329369	0.298433	0.128433	0.243765	0.113648	0.439522	0.978166	2.46866	2.460522
6140	-4081.809	-4080.982	-0.8269258	0.8381938	0.184809	0.525328	0.560784	0.332104	0.248652	0.232667	0.101832	0.185199	0.144216	0.178117	0.0576904	0.0609384	0.00626295	0.0791699	0.217173	0.120378	0.0186169	0.49499	0.0696715	0.2938255	0.34845	0.311705	0.126629	0.213216	0.103656	0.422068	0.967001	2.50727	2.818601
6150	-4076.889	-4073.53	-3.35853	0.6942374	0.173316	0.474737	0.50355	0.490762	0.236129	0.226742	0.130692	0.200589	0.293012	0.102254	0.0987177	0.106564	0.0346959	0.0914267	0.254361	0.0968144	0.0283566	0.488324	0.0407177	0.2780144	0.335808	0.310189	0.128202	0.225801	0.0729578	0.360799	0.922714	2.64353	3.071762
6160	-4082.533	-4076.578	-5.955091	0.7592495	0.174978	0.64164	0.455322	0.455428	0.402645	0.235317	0.192392	0.194075	0.192724	0.111733	0.0271811	0.185172	0.0628121	0.0513644	0.253449	0.104787	0.0588758	0.476509	0.055015	0.3343737	0.351476	0.301728	0.116372	0.230424	0.086863	0.390195	0.944991	2.57795	3.331418
6170	-4077.248	-4074.211	-3.036541	0.6464193	0.175983	0.54751	0.572499	0.369455	0.292307	0.25507	0.145773	0.243588	0.122636	0.134835	0.0214453	0.0716773	0.0867841	0.0749258	0.190292	0.11311	0.0127805	0.543776	0.0651159	0.2744406	0.335482	0.306113	0.143215	0.21519	0.0628018	0.337113	0.903271	2.69681	3.039563
6180	-4076.302	-4076.685	0.3825976	1.074337	0.156631	0.59882	0.41626	0.361338	0.2044	0.209341	0.106654	0.180953	0.227331	0.0788046	0.0235244	0.058539	0.0750534	0.0751305	0.181033	0.130695	0.0144524	0.529797	0.0688927	0.3275667	0.336714	0.296255	0.147111	0.219921	0.151543	0.498009	1.0113	2.33915	2.697649
6190	-4087.036	-4090.653	3.616593	1.536208	0.142771	0.499869	0.448711	0.309285	0.142984	0.227154	0.138101	0.165662	0.125871	0.0658583	0.0518809	0.0306954	0.0254064	0.0788678	0.16365	0.152104	0.00930016	0.544743	0.0513352	0.3758408	0.348388	0.297816	0.131889	0.221907	0.230862	0.594474	1.05248	2.12218	2.374249
6200	-4087.204	-4084.451	-2.752241	1.235525	0.196511	0.592888	0.315471	0.306306	0.253606	0.188391	0.164472	0.377059	0.252157	0.228493	0.00826577	0.0590627	0.0684502	0.0659669	0.22399	0.120641	0.0500331	0.492687	0.0466824	0.3824568	0.333637	0.300107	0.123401	0.242855	0.181432	0.537668	1.03021	2.25069	3.011133
6210	-4081.873	-4075.628	-6.245027	1.060312	0.190372	0.577472	0.603942	0.473183	0.362837	0.170199	0.16368	0.200532	0.222504	0.194743	0.0420281	0.0941465	0.0647717	0.066996	0.201823	0.115263	0.057748	0.527843	0.0303265	0.3870159	0.327277	0.323734	0.120866	0.228123	0.148828	0.494158	1.00932	2.3477	3.360411
6220	-4081.386	-4078.374	-3.011359	0.5461977	0.20203	0.510462	0.645661	0.36245	0.254787	0.195672	0.126228	0.237058	0.14866	0.0433563	0.100087	0.119699	0.0908952	0.0900919	0.266482	0.0771294	0.0937877	0.445782	0.0267275	0.1882945	0.316885	0.299509	0.133005	0.250601	0.0422375	0.281009	0.851176	2.82558	3.037045
6230	-4081.412	-4083.263	1.851124	0.7976003	0.149078	0.412026	0.436898	0.439089	0.243873	0.139241	0.123967	0.253471	0.13965	0.00644956	0.0573473	0.0739688	0.0757364	0.0971872	0.287469	0.056762	0.0611488	0.426666	0.0707667	0.302002	0.34501	0.307159	0.118555	0.229276	0.095048	0.406166	0.956288	2.5425	2.550796
6240	-4078.387	-4080.618	2.231429	0.5075421	0.146279	0.441341	0.36941	0.363591	0.175476	0.201228	0.171338	0.231317	0.13965	0.0174778	0.161008	0.0396156	0.0550339	0.122843	0.224923	0.101816	0.0325117	0.481135	0.0367715	0.2041292	0.31258	0.296164	0.149605	0.24165	0.034794	0.256811	0.82568	2.88272	2.512766
6250	-4081.307	-4082.452	1.144376	0.6301054	0.131105	0.355993	0.496131	0.363591	0.231024	0.211612	0.157526	0.223703	0.0422686	0.0415859	0.288832	0.0486247	0.0294734	0.0938748	0.251965	0.0804542	0.0607323	0.43052	0.0824538	0.2497839	0.324167	0.304763	0.139833	0.231237	0.0593707	0.328598	0.895933	2.7161	2.621471
6260	-4081.365	-4083.108	1.743051	0.5835813	0.149014	0.382173	0.530697	0.371495	0.18092	0.180105	0.14714	0.258249	0.0601196	0.0873257	0.157831	0.00816131	0.0483727	0.0769318	0.193179	0.116116	0.0605944	0.510654	0.0425254	0.199527	0.360902	0.271047	0.133695	0.234356	0.0497403	0.303022	0.872706	2.77453	2.561604
6270	-4086.825	-4087.842	1.016781	1.059724	0.149014	0.514346	0.432399	0.371495	0.176902	0.140959	0.188294	0.193123	0.0658914	0.0714456	0.233075	0.0618381	0.035447	0.0977951	0.204328	0.0641295	0.0269329	0.543981	0.0628331	0.3237285	0.332888	0.285889	0.129363	0.25186	0.148714	0.493996	1.00923	2.34806	2.634231
6280	-4079.614	-4081.033	1.419039	1.165292	0.127785	0.441545	0.427585	0.433442	0.194246	0.178886	0.0945077	0.263159	0.0584626	0.101219	0.174188	0.0386418	0.0603359	0.128826	0.197123	0.0995411	0.0268605	0.484722	0.0629269	0.3306452	0.315726	0.301203	0.15732	0.225752	0.168707	0.521361	1.02277	2.28716	2.594005
