Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
600	-4083.257	-4081.414	-1.84351	0.3580279	0.143514	0.422652	0.535446	0.48542	0.201117	0.240968	0.143858	0.241007	0.031384	0.071801	0.288191	0.0165062	0.0983945	0.342864	0.309999	0.136303	0.210834	0.0785893	0.209933	0.104061	0.0562955	0.524185	0.0269365	0.0111539	0.149784	0.681553	3.15751	2.92026
610	-4085.525	-4080.191	-5.334312	0.3081503	0.245303	0.71275	0.616923	0.385376	0.189314	0.172696	0.123457	0.273453	0.0965368	0.0415818	0.294443	0.0500428	0.0674649	0.329199	0.294919	0.147546	0.228336	0.0881117	0.2168	0.107465	0.018475	0.541331	0.0278176	0.00597971	0.110849	0.60924	3.27393	3.26934
620	-4083.253	-4079.307	-3.945881	0.3728141	0.181717	0.496324	0.592612	0.446036	0.272136	0.209144	0.173322	0.335862	0.0860358	0.108935	0.107231	0.113311	0.00783125	0.342353	0.285709	0.138179	0.233759	0.0939931	0.244341	0.103418	0.0197082	0.495475	0.043064	0.0129957	0.161175	0.700103	3.12573	3.130497
630	-4083.395	-4082.374	-1.020901	0.3742231	0.124878	0.472994	0.544829	0.450168	0.242279	0.185196	0.131964	0.220008	0.148025	0.114585	0.113004	0.0598241	0.0302451	0.308524	0.301656	0.143014	0.246806	0.0748882	0.204744	0.106437	0.0596724	0.509938	0.044321	0.0131781	0.162254	0.701809	3.12276	2.837999
640	-4080.371	-4079.711	-0.6595795	0.3446379	0.162499	0.448759	0.509001	0.424753	0.221811	0.203111	0.11521	0.169685	0.152042	0.185579	0.117194	0.0789244	0.0132972	0.346921	0.279136	0.1294	0.244543	0.0716016	0.212896	0.108325	0.0560418	0.518985	0.032151	0.00960332	0.139381	0.663689	3.18733	2.801867
650	-4086.189	-4080.974	-5.215009	0.3157782	0.196183	0.588165	0.648206	0.478547	0.273064	0.175227	0.116313	0.175723	0.0840697	0.0592788	0.326165	0.0972596	0.0392079	0.355013	0.275678	0.127797	0.241513	0.0883692	0.255011	0.0736808	0.0525775	0.486903	0.0434589	0.0066622	0.116812	0.621373	3.25515	3.25741
660	-4091.331	-4082.768	-8.563694	0.3025647	0.164747	0.713368	0.443603	0.518754	0.385015	0.260399	0.150945	0.254635	0.236758	0.0497811	0.233288	0.0614435	0.119541	0.355013	0.275678	0.127797	0.241513	0.0697392	0.179933	0.0882583	0.0472782	0.583235	0.0315561	0.00550565	0.106492	0.600085	3.28792	3.592278
670	-4088.557	-4078.429	-10.12766	0.3172568	0.146397	0.604489	0.633548	0.586395	0.245658	0.273991	0.212761	0.211686	0.0899769	0.24887	0.282974	0.0780223	0.133906	0.349331	0.280406	0.138799	0.231464	0.0856284	0.183276	0.089898	0.0325196	0.594071	0.0146075	0.00679916	0.117969	0.623677	3.25155	3.748675
680	-4082.634	-4080.404	-2.229876	0.3665156	0.201342	0.479332	0.473502	0.434432	0.228877	0.252404	0.167024	0.297304	0.14891	0.0755037	0.150089	0.0208438	0.0293319	0.344303	0.290763	0.136802	0.228132	0.0856284	0.183276	0.089898	0.0325196	0.594071	0.0146075	0.0121949	0.156338	0.692347	3.13912	2.958896
690	-4084.522	-4082.501	-2.021603	0.3820529	0.0999328	0.432584	0.534896	0.430611	0.310988	0.174875	0.0723672	0.248967	0.128307	0.0848227	0.241402	0.109749	0.0685669	0.335526	0.308407	0.134054	0.222014	0.0995354	0.232728	0.104498	0.0378081	0.50845	0.01698	0.0142127	0.168227	0.711106	3.10645	2.938069
