Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
3440	-4070.438	-4075.487	5.049229	0.1443381	0.493685	6.24576	7.5588	3.61097	1.72955	1.04561	0.64725	1.87643	0.238156	1.77093	2.05919	1.54611	0.336865	0.0169306	0.214195	0.259224	0.123836	0.0593137	0.0358584	0.022197	0.064351	0.00816742	0.0607328	0.0706186	0.053023	0.0115526	0.374251	0.296075	0.112171	0.217503	0.00137907	0.196761	0.045495	0.0205803	0.688218	0.0475671	3.69695e-05	0.00898914	0.224688	3.76629	29.15929
3450	-4076.957	-4082.983	6.025676	0.1552874	0.532398	8.95888	7.29895	2.96659	2.37872	1.18033	0.712883	2.68594	0.245411	3.16549	1.3877	0.337906	0.681943	0.0163648	0.275377	0.224354	0.0911866	0.0731168	0.0362809	0.0219125	0.0825602	0.00754341	0.0973005	0.042655	0.0103865	0.0209615	0.348884	0.309777	0.124972	0.216367	0.00132004	0.188338	0.0468036	0.0196993	0.708041	0.035798	7.26511e-05	0.0125824	0.257711	3.72963	32.53315
3460	-4073.517	-4079.432	5.915482	0.1433104	0.758487	6.49494	9.2864	3.6747	1.50377	0.8335	0.188225	2.07009	1.02566	1.27444	4.20323	0.137806	0.675544	0.0236092	0.202166	0.289055	0.114381	0.0468073	0.0259441	0.0058588	0.064435	0.0319255	0.039669	0.130833	0.00428944	0.0210274	0.349235	0.309082	0.125098	0.216585	0.00260589	0.189606	0.0376633	0.0202939	0.721024	0.028807	3.45143e-05	0.00868669	0.221566	3.76971	32.1268
3470	-4067.214	-4073.185	5.970163	0.1399796	0.927101	8.93418	7.07767	3.7183	1.82726	1.03833	0.426309	2.76325	0.616595	1.31424	2.82944	0.198482	0.656413	0.0286784	0.276364	0.218936	0.11502	0.0565234	0.032119	0.0131872	0.0854766	0.0190733	0.0406537	0.0875239	0.00613971	0.0203051	0.359087	0.317801	0.100418	0.222694	0.00314756	0.181764	0.0361056	0.0129637	0.691202	0.0748174	2.74318e-05	0.00774765	0.211435	3.78079	32.32757
3480	-4079.132	-4079.943	0.8110188	0.16076	0.580208	4.35822	2.65725	3.64024	1.27149	0.853762	0.76132	1.70698	0.187436	0.455738	1.96263	0.120661	0.230805	0.0308839	0.231984	0.141443	0.193766	0.0676804	0.0454449	0.0405243	0.0908611	0.00997702	0.0242585	0.104469	0.00642267	0.0122855	0.34714	0.317302	0.113213	0.222345	0.0028819	0.208804	0.0330582	0.0369906	0.632863	0.0854028	9.83726e-05	0.0146296	0.273989	3.71128	18.78674
3490	-4072.527	-4073.466	0.9385169	0.1546799	0.554753	5.02852	4.21281	2.29546	1.23383	0.757899	0.710486	1.15309	0.116451	0.906484	1.88119	0.150078	0.0241302	0.0291589	0.264308	0.221433	0.120654	0.0648527	0.0398366	0.0373445	0.0606087	0.0061209	0.0476466	0.098879	0.00788841	0.00126833	0.368717	0.314287	0.11053	0.206466	0.00318227	0.267484	0.0365038	0.0408461	0.5662	0.0857833	7.01539e-05	0.0123653	0.255893	3.73167	19.02518
3500	-4074.133	-4078.977	4.843465	0.1582099	0.787459	6.6186	5.6432	4.94637	1.87894	1.22165	0.894501	1.80344	0.203389	1.87382	1.70709	0.894004	0.0360653	0.0276219	0.232162	0.197948	0.173505	0.0659081	0.0428522	0.0313766	0.0632597	0.00713431	0.0657282	0.0598801	0.0313592	0.00126507	0.359442	0.321853	0.107268	0.211436	0.00288705	0.208215	0.0331172	0.0441104	0.643963	0.0677068	8.56388e-05	0.013655	0.266426	3.71983	28.50854
3510	-4072.942	-4076.073	3.130811	0.1612792	0.660748	5.93781	5.08505	2.28575	1.77814	0.984474	0.617227	1.21284	0.321712	0.544973	3.29896	1.01618	0.0134095	0.0278125	0.249937	0.214042	0.0962127	0.074846	0.0414388	0.0259806	0.0510515	0.0135416	0.0229392	0.138861	0.0427734	0.000564437	0.365643	0.304055	0.101337	0.228965	0.00320251	0.230967	0.0349625	0.0303469	0.618422	0.0820989	0.000101134	0.0148323	0.275524	3.70954	23.75727
3520	-4075.478	-4078.763	3.284758	0.1555706	0.276272	6.95189	4.23934	2.47362	2.12672	1.27941	0.470931	1.08738	0.261144	1.18162	2.91841	0.659669	0.214711	0.0114441	0.287969	0.175607	0.102465	0.0880953	0.0529973	0.0195074	0.0450426	0.0108174	0.0489463	0.12089	0.0273256	0.00889402	0.365643	0.304055	0.101337	0.228965	0.00332903	0.236791	0.0546615	0.0137497	0.606126	0.0853423	7.38382e-05	0.0126842	0.258557	3.72868	24.14111
3530	-4069.909	-4073.214	3.304726	0.1552796	0.728642	5.76312	5.2917	3.71337	1.6373	0.70276	0.815503	1.64595	0.385598	0.605333	2.41933	0.332416	0.15044	0.0301198	0.23823	0.218743	0.153499	0.0676809	0.0290499	0.0337104	0.0680383	0.0159394	0.0250226	0.100007	0.013741	0.00621872	0.3581	0.313486	0.10448	0.223934	0.00350109	0.207458	0.0669739	0.00462476	0.656352	0.0610901	7.26185e-05	0.0125796	0.257687	3.72966	24.19146
3540	-4074.914	-4075.702	0.7874102	0.1663633	0.221271	3.73529	4.20937	2.88908	1.46754	0.630121	0.733983	1.54119	0.527808	0.631931	1.76762	0.0266321	0.361156	0.0118055	0.19929	0.224584	0.154142	0.0782979	0.0336191	0.0391604	0.0822278	0.0281603	0.0337156	0.0943082	0.00142091	0.0192689	0.356234	0.311853	0.109145	0.222768	0.00390645	0.191108	0.0785098	0.00516022	0.653152	0.0681632	0.000131419	0.0168949	0.290453	3.69252	18.74298
3550	-4074.564	-4076.415	1.851374	0.1675096	0.363834	4.95465	4.49319	2.93518	1.09692	0.664181	0.81866	1.66796	0.707208	0.29317	2.00267	0.784672	0.0598326	0.0174567	0.237723	0.215582	0.140829	0.0526299	0.0318673	0.0392791	0.0800281	0.0339317	0.0140662	0.0960877	0.0376484	0.00287076	0.356234	0.311853	0.109145	0.222768	0.00390338	0.190958	0.0784481	0.00594179	0.652639	0.0681097	0.000139107	0.017379	0.293792	3.68869	20.84212
3560	-4068.499	-4071.9	3.400878	0.1494514	0.895443	6.94056	5.32047	2.75719	1.7159	0.723571	0.424752	1.16272	0.636828	0.856864	2.51168	0.36357	0.126229	0.0366447	0.284033	0.217733	0.112834	0.0702207	0.0296111	0.0173824	0.0475828	0.0260613	0.035066	0.102787	0.0148786	0.00516573	0.356234	0.311853	0.109145	0.222768	0.00238339	0.262549	0.0539308	0.0228734	0.596058	0.0622049	5.13121e-05	0.010583	0.240171	3.74919	24.43578
3570	-4076.073	-4080.44	4.366679	0.1356513	0.557521	8.62525	4.57789	3.32497	1.63358	0.909365	0.66231	0.859881	0.39596	1.06778	1.71501	2.56766	0.174844	0.020594	0.318604	0.1691	0.12282	0.060342	0.0335906	0.0244647	0.0317627	0.0146262	0.0394423	0.0633498	0.0948454	0.00645847	0.356234	0.311853	0.109145	0.222768	0.00239611	0.262546	0.0539301	0.0228731	0.596051	0.0622041	2.00127e-05	0.00662113	0.198252	3.79511	27.07201
3580	-4075.87	-4077.964	2.094019	0.1653938	0.593539	4.98858	4.60396	1.86156	1.87366	0.69661	0.705169	1.66507	0.600581	2.18876	1.28546	0.0817282	0.215117	0.0277877	0.23355	0.215543	0.0871527	0.0877192	0.0326131	0.0330139	0.0779533	0.0281174	0.102471	0.0601813	0.00382627	0.0100711	0.356299	0.311821	0.109134	0.222745	0.00238293	0.261101	0.0462691	0.0582156	0.592772	0.039259	0.000125171	0.0164909	0.28762	3.69576	21.35979
3590	-4077.495	-4081.035	3.540659	0.1481273	0.553551	5.3748	7.12673	2.46194	2.04232	0.566035	0.938199	1.18511	0.0917952	3.28822	0.126477	0.908938	0.132396	0.0223238	0.216756	0.287409	0.0992858	0.0823633	0.0228272	0.0378359	0.0477935	0.00370194	0.132608	0.00510059	0.0366559	0.00533931	0.359376	0.297578	0.104793	0.238252	0.0175252	0.306101	0.022735	0.071769	0.558605	0.0232654	4.72387e-05	0.010156	0.23617	3.75363	24.79651
3600	-4080.644	-4082.317	1.67305	0.1558225	0.490401	4.34264	5.05895	1.38	1.36935	0.486859	0.521466	0.95173	0.363231	4.36474	0.913178	0.0830869	0.145711	0.0239555	0.212132	0.247124	0.0674113	0.0668909	0.0237825	0.025473	0.0464909	0.0177434	0.213212	0.0446076	0.00405869	0.00711779	0.361115	0.298231	0.109817	0.230838	0.0145695	0.254476	0.0271536	0.0596651	0.606968	0.0371674	7.49065e-05	0.0127752	0.25931	3.72784	20.47134
3610	-4073.888	-4074.552	0.6642248	0.1616997	0.543787	5.01013	4.394	2.21281	1.318	0.603724	0.301985	0.993363	0.22371	2.19682	0.298368	0.255573	0.164331	0.0293675	0.270575	0.237301	0.119504	0.0711791	0.0326045	0.0163089	0.0536472	0.0120816	0.118641	0.0161135	0.0138024	0.00887478	0.339452	0.308343	0.11354	0.238665	0.0185049	0.266389	0.0594494	0.0451628	0.595324	0.0151706	0.000103414	0.0149977	0.276766	3.70813	18.5166
3620	-4075.954	-4076.618	0.6642248	0.1768195	0.207309	5.65227	4.65796	2.05765	0.546279	0.670015	0.494854	0.890103	0.493366	1.92184	0.261407	0.214416	0.449132	0.0111959	0.305254	0.251556	0.111125	0.0295021	0.0361846	0.0267249	0.0480705	0.0266445	0.10379	0.0141174	0.0115797	0.0242556	0.345028	0.314997	0.117515	0.22246	0.0187555	0.269996	0.0444793	0.0480085	0.603385	0.015376	0.000214788	0.0215632	0.320526	3.6577	18.5166
3630	-4080.286	-4081.097	0.8116026	0.1590295	0.612232	3.8546	3.84871	2.18047	1.15867	1.21648	0.399211	1.68924	0.402839	1.19234	0.56611	1.37775	0.289178	0.0325867	0.205165	0.204851	0.116057	0.0616713	0.0647481	0.0212484	0.0899116	0.0214415	0.0634633	0.0301318	0.073332	0.0153918	0.380825	0.289162	0.107876	0.222136	0.0244732	0.231171	0.0389355	0.0498502	0.626532	0.0290378	8.95843e-05	0.0139644	0.268862	3.71708	18.78783
3640	-4073.824	-4075.706	1.881381	0.1543172	0.735114	5.01421	3.50007	2.34919	1.26593	0.683918	0.231036	1.75561	1.36014	2.41653	0.290235	1.09554	0.207773	0.035164	0.239854	0.167425	0.112373	0.0605555	0.032715	0.0110515	0.0839793	0.0650621	0.115594	0.0138833	0.0524047	0.00993876	0.35406	0.313334	0.106147	0.226458	0.0240995	0.164439	0.0383409	0.0297895	0.704221	0.0391099	6.86956e-05	0.0122367	0.254806	3.73289	20.90531
3650	-4072.991	-4075.511	2.519204	0.1624894	0.396678	6.26598	4.67495	3.3539	1.2942	0.795439	0.428103	1.70456	1.24866	1.16742	0.19497	0.306388	0.47396	0.0177841	0.28092	0.20959	0.150364	0.0580223	0.0356615	0.0191929	0.0764199	0.0559808	0.0523385	0.00874101	0.0137362	0.0212488	0.35406	0.313334	0.106147	0.226458	0.0236894	0.161641	0.0354339	0.0292826	0.692238	0.0577146	0.000107801	0.0153106	0.279094	3.70549	22.30523
3660	-4071.406	-4073.045	1.639512	0.1593682	0.321799	5.58739	4.34358	2.30555	1.17059	0.61547	0.0128022	1.11154	1.13157	2.45136	0.220528	0.271093	0.859214	0.0157725	0.273858	0.212894	0.113003	0.0573748	0.0301664	0.000627483	0.0544807	0.0554624	0.12015	0.0108089	0.0132872	0.0421132	0.352786	0.312206	0.109364	0.225643	0.0227851	0.204862	0.0340813	0.0281648	0.665813	0.0442939	9.12547e-05	0.0140933	0.269867	3.71595	20.40249
3670	-4071.788	-4079.752	7.963731	0.1343624	0.850795	11.8195	7.0233	6.08553	2.142	1.157	0.0210702	3.09662	2.56475	2.28076	0.36295	2.79224	0.850245	0.0207275	0.287952	0.171105	0.148259	0.0521844	0.0281874	0.000513322	0.0754413	0.0624836	0.0555649	0.00884238	0.0680259	0.0207141	0.363218	0.307174	0.107601	0.222006	0.0155405	0.176116	0.0269679	0.0222863	0.720652	0.0384365	1.81474e-05	0.00630603	0.194327	3.79935	41.0467
3680	-4072.939	-4078.212	5.272524	0.150992	0.312955	9.26447	4.13818	3.50484	1.8236	1.14753	0.616162	1.72375	1.26402	4.49037	0.24226	0.688867	0.670884	0.010471	0.309974	0.138457	0.117266	0.0610147	0.0383944	0.0206158	0.057674	0.0422919	0.15024	0.00810563	0.0230484	0.0224467	0.355461	0.310916	0.108912	0.224711	0.011692	0.178124	0.0272754	0.0225404	0.728869	0.0314987	5.63929e-05	0.0110922	0.244817	3.74403	29.88788
3690	-4074.28	-4075.834	1.554044	0.1566386	0.578015	5.73585	4.57145	1.65487	0.977156	0.536229	0.650966	1.03832	1.45842	1.18502	0.564082	1.1612	0.11674	0.0285745	0.283555	0.225993	0.0818096	0.0483064	0.0265088	0.0321809	0.0513299	0.0720979	0.058582	0.0278858	0.0574048	0.00577111	0.359063	0.309179	0.108303	0.223455	0.0120134	0.247577	0.0487794	0.0381247	0.621141	0.0323645	7.8451e-05	0.0130724	0.261746	3.7251	20.22832
3700	-4071.029	-4073.668	2.638465	0.1532511	0.721213	5.23486	5.50731	3.50403	1.11226	0.704821	0.492966	1.32768	0.271205	2.77967	0.323754	0.515231	0.0845704	0.0319409	0.231841	0.243907	0.155186	0.0492597	0.031215	0.0218324	0.0588001	0.0120111	0.123106	0.0143384	0.0228184	0.00374544	0.371378	0.301961	0.112018	0.214644	0.00175705	0.170913	0.0418992	0.0327473	0.713435	0.0392478	6.45439e-05	0.011863	0.251609	3.73646	22.57957
3710	-4075.201	-4077.308	2.106985	0.1564781	0.715492	3.83394	4.66557	2.26744	1.62205	0.504902	0.649175	2.08709	0.935937	1.72267	0.609035	1.66251	0.112084	0.0334532	0.179258	0.218141	0.106015	0.0758395	0.0236069	0.0303525	0.0975826	0.0437601	0.080544	0.0284757	0.0777315	0.00524053	0.371378	0.301961	0.112018	0.214644	0.00613645	0.153083	0.0471257	0.0368322	0.68956	0.0672627	7.77438e-05	0.0130137	0.261268	3.72564	21.38789
3720	-4075.724	-4077.002	1.277897	0.1566872	0.138407	6.12636	3.77422	2.12464	1.255	0.592015	0.549446	1.41362	0.86679	1.82471	0.504177	0.123107	0.385125	0.00703374	0.311336	0.191803	0.107972	0.0637779	0.0300857	0.0279224	0.0718392	0.0440495	0.0927304	0.0256218	0.00625622	0.0195717	0.371554	0.30163	0.112071	0.214746	0.00404143	0.199269	0.0472136	0.0396519	0.586005	0.12382	7.8666e-05	0.0130902	0.261891	3.72494	19.67762
3730	-4076.09	-4081.317	5.227003	0.1345156	0.133901	8.86247	7.63061	2.61584	1.41886	0.951505	0.792315	1.95372	1.00315	3.35624	0.392625	0.34994	0.276221	0.0045028	0.298024	0.2566	0.0879648	0.0477129	0.0319969	0.0266437	0.065699	0.0337338	0.112862	0.0132031	0.0117677	0.00928866	0.360234	0.323613	0.108657	0.207496	0.00409836	0.214521	0.0468292	0.0147283	0.594259	0.125564	1.83615e-05	0.00634299	0.194793	3.79885	29.7374
3740	-4069.829	-4075.336	5.506723	0.1481894	0.147754	8.58933	7.84537	3.52618	1.79335	0.717993	0.82778	0.879742	1.20695	3.88583	0.626935	0.212001	0.419103	0.00481622	0.27998	0.25573	0.11494	0.0584567	0.0234039	0.0269826	0.0286763	0.0393422	0.126664	0.0204357	0.00691044	0.0136612	0.379604	0.297564	0.104989	0.217843	0.00290638	0.152129	0.0332093	0.0104447	0.732105	0.0692064	4.74239e-05	0.0101758	0.236358	3.75342	30.67834
3750	-4072.291	-4078.517	6.22595	0.1368039	0.276763	8.08545	7.76051	3.13964	2.68155	1.13685	0.826476	3.61364	1.63356	3.02394	0.267462	0.232233	0.611898	0.00831371	0.24288	0.233119	0.0943119	0.0805512	0.0341498	0.0248266	0.10855	0.0490706	0.0908364	0.00803431	0.00697606	0.0183809	0.379063	0.301827	0.110222	0.208887	0.00291217	0.152432	0.0484199	0.0121305	0.733564	0.0505413	2.18083e-05	0.00691079	0.201763	3.7913	33.28996
3760	-4071.501	-4077.727	6.22595	0.1480531	0.431756	8.1064	6.51927	3.30561	1.93334	0.664099	0.7288	1.91823	2.35715	6.31719	0.300392	0.113477	0.594262	0.0129696	0.243509	0.195833	0.0992974	0.0580758	0.0199489	0.0218925	0.0576219	0.0708066	0.189762	0.0090235	0.00340874	0.0178511	0.380558	0.299074	0.110657	0.209711	0.00233052	0.151941	0.0398756	0.0242756	0.731199	0.0503784	4.70182e-05	0.0101324	0.235946	3.75387	33.28996
3770	-4069.955	-4073.865	3.909715	0.1414734	0.417209	6.98683	6.02184	4.02612	1.53703	1.09345	0.347049	1.0234	0.727528	2.93231	0.258022	0.0405864	0.370401	0.0161823	0.270999	0.233569	0.156161	0.0596171	0.0424118	0.013461	0.0396947	0.0282187	0.113736	0.0100079	0.00157423	0.0143668	0.384114	0.297357	0.110022	0.208507	0.00231319	0.158248	0.039579	0.0240951	0.725761	0.0500037	3.04487e-05	0.00816101	0.215981	3.77583	25.78178
3780	-4075.399	-4077.996	2.596387	0.1522434	0.675594	4.14407	4.56482	4.08295	1.83255	0.923203	0.519194	1.50634	1.60966	1.61714	0.265235	0.360793	0.380757	0.03005	0.184326	0.203041	0.181607	0.0815108	0.0410636	0.0230935	0.067001	0.071597	0.0719293	0.0117975	0.0160479	0.0169358	0.352491	0.327676	0.108797	0.211035	0.00207712	0.231347	0.0355398	0.0216361	0.651694	0.057706	6.0802e-05	0.0115156	0.248582	3.73984	22.4823
3790	-4073.065	-4079.759	6.693354	0.1360242	0.414225	10.961	4.81683	5.55767	2.31075	0.779429	1.17198	1.70301	2.29674	3.25697	0.654937	0.628301	0.602226	0.0117831	0.311799	0.137021	0.158095	0.065732	0.0221718	0.0333384	0.0484443	0.0653336	0.0926484	0.0186305	0.0178728	0.017131	0.354886	0.31883	0.106203	0.22008	0.00228684	0.15579	0.0370769	0.0238206	0.717493	0.0635324	2.05801e-05	0.00671403	0.199388	3.79388	35.15407
3800	-4069.759	-4077.417	7.658589	0.1467535	0.397533	9.49663	11.5666	3.94995	1.8692	0.903624	1.1352	2.24945	1.82328	4.0745	0.108372	1.42065	0.510399	0.0100627	0.240388	0.292786	0.0999851	0.0473149	0.0228734	0.0287352	0.0569402	0.0461526	0.103138	0.00274322	0.0359609	0.0129197	0.361064	0.309777	0.103188	0.225971	0.00225173	0.233887	0.0365077	0.0231532	0.667255	0.0369455	4.32852e-05	0.00972357	0.232013	3.75822	39.50543
3810	-4069.077	-4076.071	6.994209	0.1395682	0.557285	10.8945	6.9974	4.02509	2.27807	1.16919	0.638104	2.70649	2.16995	4.14035	0.171527	0.371708	0.31302	0.0152963	0.299032	0.192064	0.11048	0.0625282	0.0320917	0.0175146	0.0742874	0.0595606	0.113644	0.00470804	0.0102026	0.00859173	0.358786	0.310882	0.103556	0.226777	0.00239346	0.270916	0.0388055	0.0206923	0.627922	0.0392709	2.66443e-05	0.00763603	0.210183	3.78215	36.43272
3820	-4076.213	-4085.304	9.091032	0.1251054	0.813433	15.816	10.3975	4.42934	3.55793	1.5275	1.34571	1.32478	2.52742	4.69581	0.27215	0.634218	0.292153	0.0170767	0.332033	0.218279	0.092987	0.0746931	0.0320674	0.0282511	0.0278117	0.0530592	0.0985812	0.00571336	0.0133144	0.0061333	0.365572	0.316762	0.0986763	0.21899	0.00196505	0.222424	0.0318596	0.0119463	0.699563	0.0322417	8.46991e-06	0.00431283	0.166238	3.82944	47.63397
3830	-4083.491	-4091.376	7.884893	0.1463965	0.439613	7.91264	8.6667	4.5143	2.15421	1.19119	1.76542	5.12293	1.82724	4.25778	0.0299151	1.1567	1.60127	0.0108173	0.194701	0.213256	0.11108	0.0530072	0.0293109	0.0434406	0.126057	0.0449616	0.104769	0.000736102	0.0284622	0.0394014	0.340068	0.320189	0.0959099	0.243833	0.00492576	0.308148	0.0282416	0.0147458	0.588763	0.055176	4.23016e-05	0.00961292	0.230931	3.75941	40.63992
3840	-4074.258	-4078.848	4.59038	0.1590607	1.01311	9.1022	4.28533	3.30162	1.54669	0.710202	0.717271	0.902555	0.978119	3.64272	0.0140272	0.701657	0.818483	0.0365296	0.328197	0.154515	0.119046	0.0557689	0.0256076	0.0258625	0.0325433	0.0352679	0.131345	0.000505776	0.0252995	0.0295119	0.355372	0.314698	0.104256	0.225674	0.00483486	0.302461	0.0277204	0.0329267	0.577899	0.0541578	8.97372e-05	0.0139762	0.268954	3.71698	27.73399
3850	-4074.318	-4082.6	8.282437	0.1402866	0.914201	11.1289	9.4725	6.39438	1.70536	0.862846	0.96911	3.15386	4.9135	2.49264	0.0178075	0.290354	0.440788	0.0213817	0.260288	0.221547	0.149554	0.0398855	0.0201806	0.0226659	0.0737638	0.114919	0.0582988	0.000416489	0.00679092	0.0103093	0.337914	0.330814	0.104551	0.226722	0.00486908	0.304602	0.0279166	0.0260819	0.581989	0.0545411	2.80316e-05	0.00783158	0.21237	3.77977	42.75627
3860	-4075.344	-4082.905	7.561026	0.141066	0.757681	11.6338	6.38149	6.04764	2.06116	1.2869	0.867832	2.62427	2.34588	2.42287	0.126362	2.06429	0.410768	0.0194124	0.298065	0.163499	0.154945	0.0528085	0.0329712	0.0222345	0.0672357	0.0601031	0.0620758	0.00323748	0.0528886	0.0105242	0.338744	0.321963	0.112015	0.227279	0.00481551	0.301251	0.0154775	0.025795	0.575586	0.0770757	2.96011e-05	0.00804703	0.214742	3.77718	39.03089
3870	-4078.121	-4086.221	8.099712	0.1329747	0.66947	9.58704	8.90086	8.91164	1.52493	0.800613	0.90132	5.50265	0.645038	3.22941	0.0732945	0.567907	0.44887	0.0160302	0.229558	0.213128	0.213386	0.0365138	0.0191704	0.0215818	0.131759	0.0154452	0.0773269	0.00175501	0.0135983	0.010748	0.359792	0.320754	0.0981022	0.221352	0.00475922	0.297729	0.0152966	0.0371825	0.568858	0.0761748	1.62984e-05	0.00597715	0.190102	3.8039	41.76304
3880	-4075.831	-4080.782	4.951651	0.148536	0.579256	8.3255	4.36881	5.28214	1.81709	0.912574	0.931086	1.51633	1.53482	2.70493	0.038788	0.529403	0.307555	0.0200794	0.288596	0.151441	0.183101	0.0629879	0.0316336	0.0322753	0.0525624	0.0532031	0.0937639	0.00134455	0.0183513	0.0106611	0.347389	0.328601	0.103146	0.220864	0.00471136	0.294735	0.0151428	0.0368086	0.573193	0.0754087	4.8468e-05	0.0102868	0.237406	3.75226	28.84828
3890	-4074.782	-4084.542	9.759973	0.1297436	1.3996	13.3055	12.0671	6.73573	2.94048	1.89039	1.29328	3.93885	3.00062	5.48538	0.0937196	0.166192	0.092573	0.0267051	0.253876	0.230247	0.128521	0.0561059	0.0360696	0.0246766	0.0751553	0.0572534	0.104664	0.00178822	0.00317103	0.00176634	0.366566	0.316969	0.0996863	0.216778	0.0038318	0.37586	0.0123158	0.0299368	0.530585	0.0474706	1.25779e-05	0.00525283	0.180279	3.81446	52.40945
3900	-4070.353	-4079.205	8.851333	0.1449029	1.11159	13.1689	10.2262	6.47665	2.44784	1.31965	0.904674	3.24442	1.50986	4.45473	0.553198	0.476931	0.203435	0.0241136	0.285672	0.221836	0.140497	0.0531007	0.0286271	0.019625	0.0703807	0.0327532	0.0966359	0.0120004	0.010346	0.00441309	0.365518	0.315084	0.093674	0.225724	0.00577088	0.242398	0.0148958	0.0210255	0.659614	0.0562961	3.83765e-05	0.00915791	0.226402	3.7644	46.09814
3910	-4072.881	-4079.393	6.512369	0.1409023	1.36269	8.85595	6.97905	5.62703	1.9988	0.741061	0.833906	1.84651	1.46701	2.00931	0.81269	1.50075	0.380584	0.0395954	0.257326	0.202789	0.163504	0.0580788	0.0215329	0.0242307	0.0536536	0.0426267	0.058384	0.0236142	0.0436071	0.0110585	0.365952	0.294269	0.113787	0.225993	0.00591323	0.211671	0.027302	0.0215441	0.675885	0.0576849	2.92657e-05	0.00800149	0.214243	3.77773	34.41534
3920	-4077.275	-4082.899	5.624124	0.1394781	0.672968	5.96957	11.5161	2.80166	2.47017	0.400178	0.647251	1.10172	0.6787	2.51993	1.08889	0.635753	0.582292	0.0216492	0.192039	0.370469	0.0901284	0.0794645	0.0128736	0.0208219	0.0354418	0.0218336	0.0810655	0.0350294	0.020452	0.0187322	0.372151	0.299253	0.115714	0.212882	0.00536452	0.192029	0.0247686	0.019545	0.705639	0.0526544	2.64742e-05	0.0076117	0.209908	3.78245	31.08516
3930	-4073.269	-4077.458	4.188746	0.1492116	0.527196	6.86532	5.98807	3.13262	1.00662	0.501566	0.763666	1.76784	0.326098	2.78348	0.566415	1.54841	0.78269	0.0198493	0.258484	0.225455	0.117945	0.0379	0.0188843	0.0287525	0.0665603	0.0122778	0.1048	0.0213259	0.0582985	0.0294687	0.363936	0.302093	0.119882	0.214089	0.00213413	0.195153	0.0445557	0.0204167	0.688575	0.0491661	5.0555e-05	0.0105049	0.239447	3.75	26.55999
3940	-4072.508	-4075.219	2.710505	0.1495215	0.310797	6.9767	5.64884	2.3693	1.33514	0.923707	0.729842	0.69653	0.22465	2.3604	0.0485888	0.273324	0.849484	0.013663	0.306704	0.24833	0.104157	0.0586944	0.0406073	0.0320847	0.0306204	0.00987589	0.103766	0.00213603	0.0120157	0.0373444	0.361084	0.299726	0.118942	0.220248	0.00243717	0.203521	0.0508823	0.0233158	0.670938	0.0489057	5.15355e-05	0.0106059	0.240383	3.74896	22.74731
3950	-4069.665	-4075.207	5.542012	0.1428318	0.741706	7.06095	7.2566	3.87319	2.26871	1.22823	0.98225	2.10523	0.0112004	2.23963	0.364011	0.40607	2.26208	0.0240815	0.229253	0.235605	0.125754	0.0736596	0.0398779	0.0318914	0.068352	0.00036365	0.0727157	0.0118186	0.0131841	0.0734445	0.361084	0.299726	0.118942	0.220248	0.00225658	0.162307	0.0471121	0.0215882	0.721454	0.0452819	3.3416e-05	0.0085479	0.220112	3.77131	30.79987
