Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
440	-4081.187	-4077.271	-3.916007	0.3128498	0.194039	0.479015	0.596755	0.371321	0.298941	0.204824	0.137493	0.251553	0.0247903	0.151698	0.068729	0.22482	0.123531	0.332806	0.29429	0.150994	0.22191	0.0788147	0.193079	0.0942798	0.0332485	0.555639	0.0449383	0.00639542	0.114521	0.616764	3.26232	3.127509
450	-4091.601	-4083.16	-8.440141	0.2685624	0.090106	0.60962	0.746685	0.502421	0.294858	0.194374	0.195093	0.303449	0.0362052	0.172329	0.0970122	0.223463	0.114308	0.359886	0.286201	0.141849	0.212064	0.0782206	0.214889	0.100744	0.035528	0.522599	0.0480193	0.003092	0.0803855	0.539032	3.37749	3.579923
460	-4084.523	-4084.14	-0.3830324	0.3055371	0.137597	0.560384	0.534745	0.359709	0.229936	0.240836	0.127983	0.13395	0.0546201	0.0943607	0.123569	0.137644	0.0388779	0.368238	0.292163	0.125548	0.214051	0.0703471	0.193259	0.090603	0.029294	0.571125	0.0453714	0.00575521	0.108809	0.604986	3.28045	2.774212
470	-4083.198	-4081.423	-1.774912	0.3364047	0.135348	0.561478	0.461774	0.362296	0.238316	0.179304	0.093369	0.185177	0.0717838	0.0923276	0.183059	0.231413	0.117754	0.332303	0.297054	0.128843	0.241799	0.0681286	0.213829	0.0877457	0.073843	0.512513	0.0439406	0.00870743	0.132954	0.652168	3.20617	2.9134
480	-4082.428	-4079.976	-2.451423	0.2918122	0.110849	0.541499	0.568976	0.35314	0.179859	0.249371	0.128809	0.322555	0.0468806	0.102422	0.141406	0.169945	0.0653406	0.361645	0.277087	0.130007	0.231261	0.0719921	0.220355	0.0927216	0.0269218	0.541577	0.0464324	0.00465468	0.0981425	0.581793	3.31541	2.981051
490	-4086.752	-4078.546	-8.205807	0.3022714	0.235175	0.53821	0.490042	0.507597	0.279989	0.241398	0.252887	0.279711	0.0438361	0.100229	0.193579	0.169658	0.22418	0.361645	0.277087	0.130007	0.231261	0.0771117	0.207145	0.0871631	0.0253078	0.559623	0.0436488	0.00548136	0.106263	0.599598	3.28866	3.556489
500	-4082.083	-4077.599	-4.483834	0.3066347	0.184657	0.595956	0.676695	0.451461	0.276809	0.233297	0.136478	0.187076	0.0452837	0.0231028	0.0618442	0.201385	0.110247	0.349945	0.280084	0.144414	0.225557	0.0842794	0.200337	0.0952651	0.023241	0.549172	0.047706	0.00584892	0.109665	0.606779	3.27771	3.184292
510	-4085.886	-4078.537	-7.349116	0.3820313	0.213238	0.556257	0.563005	0.533334	0.281287	0.26461	0.211008	0.238871	0.0790701	0.149881	0.0258218	0.183789	0.170649	0.331017	0.288239	0.148619	0.232125	0.0934913	0.222234	0.105678	0.0535556	0.50607	0.0189717	0.0142098	0.168211	0.71108	3.1065	3.47082
520	-4077.663	-4079.64	1.976572	0.3644044	0.168157	0.431789	0.445476	0.301745	0.223701	0.161931	0.119392	0.25702	0.0818929	0.0524723	0.0252225	0.173834	0.0956181	0.309971	0.297474	0.152993	0.239562	0.118477	0.220186	0.104704	0.0364316	0.501405	0.0187969	0.0119318	0.154711	0.689699	3.14366	2.538252
530	-4081.243	-4083.1	1.856876	0.3449416	0.171134	0.448091	0.411498	0.474427	0.138632	0.164019	0.130028	0.195437	0.039448	0.0744802	0.0771371	0.178789	0.0471013	0.309971	0.297474	0.152993	0.239562	0.118281	0.206972	0.0862199	0.0363714	0.53339	0.0187658	0.00963721	0.139617	0.664106	3.18664	2.550221
540	-4086.342	-4082.848	-3.494074	0.3198319	0.139494	0.547322	0.744897	0.442526	0.173438	0.173484	0.182864	0.254753	0.0213876	0.0451324	0.0917982	0.200533	0.0676878	0.323115	0.281773	0.15399	0.241123	0.107859	0.199998	0.0833147	0.0351459	0.550017	0.0236648	0.00704128	0.119985	0.627653	3.24532	3.085316
550	-4081.619	-4081.508	-0.1107206	0.3165261	0.173364	0.545566	0.428007	0.317346	0.256757	0.145447	0.196911	0.228013	0.0260165	0.124495	0.0391897	0.154207	0.111661	0.345863	0.272303	0.148815	0.233019	0.108887	0.192377	0.0841084	0.0354807	0.555257	0.0238902	0.00673129	0.117397	0.62254	3.25333	2.746981
560	-4083.235	-4081.091	-2.144376	0.324572	0.178554	0.540361	0.480833	0.426567	0.256092	0.179424	0.0855843	0.335176	0.0828134	0.101535	0.0721632	0.180508	0.0307356	0.358193	0.277051	0.138051	0.226706	0.109139	0.192322	0.0840847	0.0354707	0.5551	0.0238835	0.00749883	0.123696	0.634852	3.23395	2.950346
570	-4084.386	-4084.184	-0.2025648	0.3477043	0.151601	0.663479	0.502058	0.354617	0.217416	0.162339	0.122818	0.211725	0.0838077	0.0941495	0.0233857	0.148025	0.0207441	0.356173	0.275488	0.142911	0.225427	0.108753	0.187352	0.0916165	0.0353451	0.553135	0.0237989	0.00994829	0.141769	0.667874	3.18041	2.756165
580	-4083.072	-4086.227	3.155545	0.4106227	0.137842	0.315546	0.416851	0.419816	0.255413	0.156597	0.138155	0.19092	0.0651731	0.0665313	0.00769476	0.181067	0.0687493	0.355332	0.276888	0.142574	0.225205	0.108541	0.237533	0.091114	0.0351513	0.503993	0.0236684	0.0182763	0.189646	0.742524	3.04955	2.420354
590	-4084.997	-4084.193	-0.8036715	0.3549029	0.19344	0.45246	0.638237	0.367678	0.259817	0.179706	0.12256	0.187046	0.0149466	0.0465422	0.00509064	0.240105	0.108648	0.3461	0.295676	0.13887	0.219354	0.114118	0.219463	0.0841826	0.0436843	0.516684	0.0218678	0.0107818	0.147363	0.677478	3.16438	2.816276
