Iteration	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5860	-4272.192	-4287.973	15.78037	0.0908205	0.214879	0.229558	0.198028	0.110106	0.0947638	0.0852097	0.138599	0.0287139	0.0603158	0.0253504	0.0556093	0.0561771	0.230115	0.236927	0.157337	0.040704	0.309495	0.0254223	0.260519	0.260712	0.169558	0.309212	1.38813
5870	-4279.507	-4295.101	15.5948	0.100129	0.138603	0.237519	0.181716	0.140989	0.110734	0.073396	0.153909	0.0246065	0.0501569	0.0570044	0.097309	0.0406149	0.18262	0.273044	0.147158	0.0818595	0.289474	0.0258443	0.266031	0.279198	0.157227	0.297544	1.406687
5880	-4268.171	-4283.309	15.13787	0.123398	0.190955	0.255585	0.182886	0.12425	0.10651	0.0903714	0.147108	0.0577256	0.0531427	0.0193535	0.0561562	0.0449383	0.213563	0.259639	0.13572	0.038689	0.321205	0.031184	0.27065	0.268989	0.158714	0.301648	1.45238
5890	-4269.504	-4285.77	16.26628	0.0939167	0.165041	0.230255	0.182886	0.117707	0.104659	0.0927828	0.108008	0.0530481	0.0608998	0.0305422	0.0618777	0.0379158	0.180227	0.225874	0.155427	0.0554218	0.353071	0.0299791	0.266783	0.271906	0.175902	0.28541	1.339539
5900	-4271.099	-4286.601	15.50251	0.107822	0.173376	0.244868	0.173126	0.104628	0.110431	0.0824684	0.141952	0.0568033	0.0591794	0.051452	0.0635235	0.0462874	0.205904	0.23732	0.129752	0.038617	0.340271	0.0481358	0.294159	0.267526	0.171634	0.266681	1.415917
5910	-4286.023	-4300.341	14.31829	0.0809216	0.203519	0.209237	0.208225	0.135785	0.145111	0.0567327	0.191094	0.0951557	0.0441126	0.0378508	0.0770407	0.0495519	0.207408	0.209707	0.144037	0.0474195	0.357813	0.0336162	0.268362	0.275695	0.167331	0.288612	1.534338
5920	-4272.49	-4288.758	16.26763	0.0975371	0.160054	0.207075	0.172293	0.125567	0.102983	0.078086	0.13054	0.0410436	0.0561457	0.0381496	0.0692824	0.0606468	0.21869	0.218079	0.131476	0.0488432	0.364109	0.0188027	0.273709	0.259984	0.1711	0.295208	1.339404
5930	-4270.427	-4286.048	15.62095	0.109568	0.178119	0.199062	0.227911	0.113971	0.132006	0.103791	0.116922	0.0310714	0.0763063	0.0312758	0.0442264	0.0398414	0.187847	0.247687	0.148427	0.0719745	0.318816	0.0252485	0.272515	0.27189	0.169936	0.285659	1.404072
5940	-4277.545	-4291.712	14.16669	0.116934	0.182862	0.29459	0.22769	0.151512	0.135039	0.0955058	0.135122	0.0513638	0.0454478	0.0155166	0.0722008	0.0257153	0.202698	0.241391	0.153072	0.0486653	0.341578	0.0125957	0.282793	0.293258	0.176889	0.247061	1.549499
5950	-4273.577	-4288.412	14.83478	0.116934	0.181559	0.220408	0.224663	0.159921	0.110564	0.121033	0.124272	0.0296095	0.0463816	0.0335461	0.0795376	0.0342599	0.203381	0.250377	0.133843	0.0779369	0.32287	0.0115921	0.289691	0.271992	0.17099	0.267327	1.482689
5960	-4270.234	-4285.275	15.04172	0.0872592	0.175222	0.233357	0.226434	0.141054	0.106658	0.113543	0.115561	0.0466349	0.0951636	0.0225292	0.0779917	0.0205886	0.193481	0.279677	0.127328	0.0575254	0.307153	0.0348357	0.280114	0.274596	0.160158	0.285131	1.461995
5970	-4271.081	-4286.192	15.11067	0.0894923	0.216403	0.207122	0.239771	0.128115	0.129227	0.0907508	0.10628	0.0503784	0.0692799	0.038482	0.0688262	0.020972	0.210178	0.265823	0.139762	0.0369941	0.299202	0.0480409	0.285524	0.282916	0.150078	0.281482	1.4551
5980	-4269.724	-4285.895	16.17103	0.10165	0.19341	0.213041	0.194356	0.139095	0.0922333	0.0761665	0.130688	0.0400048	0.0540009	0.0211368	0.0562067	0.0370757	0.207363	0.25449	0.12375	0.0835981	0.309914	0.0208851	0.274142	0.275662	0.168745	0.281451	1.349064
5990	-4268.66	-4283.607	14.94688	0.12026	0.179053	0.208877	0.188041	0.157079	0.13106	0.105151	0.128941	0.0350449	0.0632341	0.0273773	0.0729173	0.0544435	0.217838	0.222928	0.132279	0.0570853	0.348274	0.0215962	0.282704	0.26979	0.161463	0.286043	1.471479
6000	-4273.746	-4287.994	14.24783	0.116766	0.203575	0.254545	0.174063	0.154848	0.129777	0.128792	0.14608	0.0266129	0.0632341	0.0120923	0.0489768	0.082022	0.197815	0.278252	0.125814	0.0632693	0.304862	0.0299869	0.270545	0.281099	0.167194	0.281162	1.541385
6010	-4274.716	-4290.2	15.48415	0.100198	0.183844	0.22932	0.151317	0.188907	0.130351	0.0984545	0.120823	0.0549529	0.0467008	0.0148508	0.0843541	0.0136787	0.204567	0.25158	0.138137	0.0424336	0.334721	0.0285609	0.264137	0.265842	0.172435	0.297586	1.417752
6020	-4274.711	-4290.544	15.83254	0.0864572	0.174417	0.213026	0.148132	0.161319	0.129237	0.0860698	0.163688	0.0239009	0.0564014	0.0253979	0.0591329	0.0557344	0.191242	0.251247	0.159087	0.0645798	0.292388	0.0414559	0.251609	0.281713	0.167837	0.298841	1.382914
6030	-4271.164	-4286.355	15.19012	0.118462	0.174417	0.224753	0.171239	0.14132	0.0902635	0.0921513	0.15299	0.0480111	0.0545107	0.0477882	0.0931125	0.0381383	0.185111	0.246559	0.139545	0.0583468	0.333328	0.0371089	0.266748	0.27071	0.17185	0.290691	1.447155
6040	-4269.27	-4283.956	14.68627	0.136848	0.20358	0.217608	0.189832	0.165961	0.110712	0.120937	0.137719	0.0204213	0.0505735	0.0224903	0.0605821	0.0602748	0.205646	0.242598	0.140479	0.0540045	0.334001	0.0232709	0.27347	0.279187	0.172925	0.274418	1.49754
6050	-4271.651	-4286.793	15.14205	0.116077	0.171885	0.253455	0.205834	0.148802	0.136856	0.0760379	0.155169	0.0133529	0.0465908	0.0365088	0.0501468	0.0412469	0.209506	0.259276	0.141744	0.047381	0.313087	0.0290052	0.281896	0.280636	0.156565	0.280903	1.451962
6060	-4275.809	-4291.084	15.27481	0.107773	0.213222	0.233941	0.168264	0.170873	0.128267	0.0814685	0.149198	0.00952794	0.0343557	0.035413	0.06414	0.0422433	0.183156	0.245134	0.135301	0.079638	0.331111	0.0256606	0.257295	0.276831	0.178894	0.28698	1.438687
6070	-4268.935	-4283.947	15.01129	0.121615	0.216423	0.238634	0.19862	0.132904	0.104482	0.0871151	0.10551	0.0364238	0.0642171	0.0262422	0.0678265	0.0650244	0.195117	0.245266	0.134817	0.0542876	0.331579	0.0389333	0.277519	0.281931	0.147674	0.292876	1.465039
6080	-4271.806	-4287.631	15.82542	0.087688	0.199782	0.198135	0.21546	0.149109	0.123416	0.0911983	0.107345	0.0420771	0.0523263	0.0308823	0.0638649	0.0223419	0.221826	0.266944	0.132189	0.0367985	0.293231	0.0490114	0.258823	0.277367	0.17491	0.2889	1.383625
6090	-4267.861	-4283.352	15.49063	0.133506	0.180854	0.233179	0.206029	0.125684	0.103454	0.0903776	0.144351	0.0313567	0.0513743	0.0175693	0.0557134	0.043657	0.192452	0.26262	0.142001	0.0431947	0.317788	0.0419438	0.27416	0.288611	0.170403	0.266826	1.417105
6100	-4272.939	-4288.522	15.58394	0.0863259	0.188153	0.24809	0.186479	0.116612	0.108813	0.0880268	0.124405	0.049662	0.0417972	0.0577905	0.0735219	0.0380976	0.188556	0.281628	0.146986	0.032959	0.306389	0.0434822	0.265043	0.282125	0.163627	0.289205	1.407774
6110	-4270.127	-4285.947	15.81975	0.0968773	0.225568	0.198453	0.162124	0.126658	0.105904	0.0877908	0.150943	0.0292349	0.0609608	0.035687	0.0661951	0.0377975	0.209209	0.246079	0.143859	0.0500655	0.320362	0.0304247	0.294255	0.260667	0.179005	0.266073	1.384192
6120	-4272.11	-4287.478	15.36705	0.101036	0.146234	0.220266	0.178499	0.153408	0.109245	0.0883692	0.155497	0.0266158	0.0706856	0.0354669	0.0801974	0.0639437	0.226935	0.26783	0.133559	0.0380918	0.301463	0.032121	0.269602	0.278039	0.181064	0.271295	1.429462
6130	-4272.269	-4286.785	14.51537	0.109262	0.172973	0.220266	0.202932	0.137045	0.123627	0.0898601	0.130975	0.0563919	0.0732756	0.0307062	0.10414	0.0631785	0.19181	0.238482	0.151599	0.0375551	0.356065	0.0244891	0.283703	0.265407	0.173972	0.276918	1.514631
6140	-4270.986	-4286.204	15.21755	0.131916	0.198193	0.265541	0.169695	0.149191	0.112069	0.0863914	0.116876	0.0298955	0.0487234	0.0252406	0.0566349	0.0540455	0.200937	0.271188	0.12547	0.0339233	0.321631	0.0468503	0.264499	0.282683	0.156435	0.296384	1.444412
6150	-4279.302	-4295.376	16.07428	0.135127	0.157333	0.161639	0.182296	0.130739	0.121418	0.094645	0.112637	0.0283663	0.0679515	0.038331	0.0922879	0.0359694	0.185562	0.247101	0.140149	0.0464946	0.307021	0.0736722	0.286788	0.295135	0.151752	0.266325	1.358739
6160	-4274.844	-4288.691	13.84671	0.132925	0.232232	0.239591	0.171789	0.165913	0.107473	0.11969	0.141584	0.0335479	0.0576618	0.0334721	0.0970401	0.0485778	0.217034	0.240766	0.118384	0.0559389	0.330368	0.0375082	0.295703	0.269287	0.160406	0.274604	1.581496
6170	-4275.897	-4291.439	15.5429	0.0838139	0.160118	0.258979	0.150899	0.140913	0.115419	0.104032	0.141422	0.0262898	0.06444	0.0343495	0.0588452	0.0723578	0.224824	0.253953	0.116336	0.0670412	0.297536	0.04031	0.28099	0.248498	0.17259	0.297922	1.411878
6180	-4269.14	-4284.18	15.04045	0.0953423	0.196517	0.218693	0.235991	0.127489	0.107953	0.10442	0.157117	0.0224009	0.0549261	0.0374023	0.0767606	0.0271101	0.195921	0.264729	0.135395	0.0422939	0.334575	0.027086	0.279217	0.273843	0.154884	0.292055	1.462122
6190	-4270.73	-4284.787	14.05688	0.108364	0.180075	0.244404	0.20306	0.160442	0.138946	0.0954378	0.139258	0.0354901	0.0689119	0.0381544	0.101937	0.0460007	0.189576	0.280845	0.126953	0.0627961	0.307068	0.0327611	0.274051	0.274479	0.163845	0.287625	1.560479
6200	-4273.147	-4289.283	16.13616	0.102436	0.188995	0.219225	0.196941	0.113414	0.118501	0.0755068	0.106688	0.0484947	0.0536658	0.0225016	0.0696879	0.0364951	0.22375	0.270784	0.13928	0.0477989	0.272055	0.0463319	0.273322	0.256947	0.164201	0.30553	1.352551
6210	-4271.509	-4286.593	15.08376	0.134952	0.183647	0.23504	0.241217	0.139621	0.0921842	0.0895001	0.136436	0.0344392	0.0365912	0.029406	0.0617153	0.043042	0.219115	0.240776	0.120693	0.0496748	0.324589	0.0451516	0.260203	0.267499	0.180915	0.291384	1.457791
6220	-4269.45	-4284.695	15.24457	0.102231	0.185846	0.254603	0.175916	0.141036	0.129774	0.100262	0.147586	0.0276466	0.051593	0.0253835	0.077421	0.0224136	0.212806	0.21817	0.137981	0.0608223	0.3402	0.0300209	0.285407	0.261261	0.189544	0.263788	1.44171
6230	-4277.796	-4292.939	15.143	0.102231	0.187187	0.261315	0.176831	0.150694	0.085991	0.082439	0.130717	0.0364442	0.0940165	0.0602012	0.0471192	0.0366812	0.210835	0.217213	0.132297	0.0737068	0.330767	0.0351809	0.313537	0.267468	0.157504	0.261491	1.451867
6240	-4270.806	-4286.332	15.52597	0.100998	0.213185	0.231685	0.208476	0.128176	0.0917458	0.0852052	0.119704	0.0456302	0.0656849	0.0235924	0.0775697	0.0219178	0.221151	0.218828	0.139655	0.0540374	0.325928	0.0404	0.258067	0.260751	0.202579	0.278603	1.41357
6250	-4268.844	-4284.488	15.64381	0.107646	0.150677	0.231685	0.189287	0.15012	0.102335	0.109629	0.104086	0.0211881	0.0762173	0.0582479	0.0706124	0.0300563	0.217125	0.224406	0.127086	0.0505974	0.341759	0.0390254	0.287768	0.257782	0.177309	0.277141	1.401786
6260	-4270.924	-4286.055	15.13173	0.094312	0.196003	0.226081	0.206219	0.148207	0.117961	0.0877963	0.113875	0.0415087	0.0681514	0.0321451	0.0940028	0.0267322	0.220924	0.243612	0.149916	0.0511639	0.319944	0.0144399	0.268745	0.263003	0.161294	0.306957	1.452994
6270	-4270.372	-4286.384	16.01242	0.107955	0.162363	0.229676	0.187203	0.169167	0.0919265	0.0858056	0.123819	0.0244903	0.0492455	0.0467226	0.0623	0.0242512	0.183163	0.250605	0.124942	0.0721694	0.328932	0.0401893	0.268597	0.279379	0.16171	0.290314	1.364925
6280	-4268.951	-4284.507	15.55653	0.113819	0.184934	0.221144	0.193019	0.10369	0.111988	0.0804273	0.121929	0.0249001	0.0650228	0.0565543	0.0830901	0.0499981	0.193802	0.271681	0.138408	0.0465303	0.301193	0.0483845	0.261239	0.294035	0.158681	0.286046	1.410515
6290	-4273.011	-4289.181	16.16959	0.11824	0.1828	0.218524	0.201343	0.11953	0.0894675	0.0947001	0.0848537	0.0328176	0.0735335	0.047022	0.0629746	0.0234018	0.190906	0.280352	0.117275	0.0548354	0.318255	0.0383757	0.257852	0.271697	0.178868	0.291583	1.349208
6300	-4274.067	-4290.073	16.00613	0.092294	0.1789	0.202515	0.191873	0.125257	0.115716	0.0947001	0.14081	0.0329814	0.0503441	0.0263388	0.0595629	0.0542623	0.206205	0.23121	0.113655	0.0681672	0.33435	0.0464124	0.287437	0.277244	0.16256	0.272759	1.365554
6310	-4272.924	-4286.84	13.91588	0.115106	0.204503	0.271247	0.221647	0.154861	0.110322	0.116572	0.150888	0.0345541	0.0459959	0.0521313	0.0701648	0.0265867	0.191488	0.234503	0.118473	0.078864	0.328298	0.0483743	0.287874	0.280538	0.147838	0.28375	1.57458
6320	-4272.304	-4287.454	15.15024	0.100919	0.216927	0.234866	0.216293	0.156557	0.113693	0.0801143	0.127408	0.0304712	0.063297	0.0344655	0.057641	0.0184899	0.193554	0.245817	0.119756	0.0930684	0.31489	0.032915	0.271014	0.287724	0.151128	0.290135	1.451143
6330	-4267.484	-4282.344	14.85982	0.109547	0.191463	0.218034	0.223844	0.133818	0.127967	0.0858368	0.121531	0.0332861	0.0704748	0.0471245	0.0721258	0.0451332	0.19008	0.269804	0.124079	0.0637451	0.323102	0.0291889	0.280148	0.263739	0.168516	0.287597	1.480185
6340	-4272.187	-4287.48	15.29293	0.0960876	0.177389	0.22095	0.189037	0.143996	0.139637	0.105107	0.1125	0.0407071	0.069401	0.0471245	0.0602105	0.0347259	0.19095	0.280911	0.143809	0.0456576	0.293975	0.0446966	0.273231	0.31066	0.144597	0.271512	1.436874
6350	-4276.786	-4290.863	14.07752	0.109592	0.18676	0.267192	0.250949	0.10982	0.114544	0.115197	0.161173	0.0395452	0.0374422	0.0406428	0.095576	0.0299826	0.195218	0.285846	0.126214	0.0416946	0.292471	0.0585564	0.279917	0.286003	0.158029	0.276051	1.558415
6360	-4275.997	-4290.65	14.65328	0.110055	0.200837	0.251576	0.24459	0.131544	0.116571	0.0962186	0.128134	0.0256788	0.0819687	0.0305575	0.0640262	0.0190822	0.192618	0.229345	0.12667	0.0685781	0.342167	0.0406231	0.317425	0.24432	0.172146	0.266109	1.500839
6370	-4275.824	-4291.829	16.00574	0.0904217	0.166763	0.212506	0.225613	0.0933059	0.105587	0.0962186	0.101174	0.042369	0.0568873	0.0626777	0.0904645	0.0216051	0.178757	0.269098	0.147281	0.06062	0.308215	0.036029	0.267338	0.307617	0.160373	0.264672	1.365593
6380	-4271.225	-4286.415	15.19	0.140962	0.19554	0.220487	0.191276	0.159712	0.097313	0.0916297	0.146599	0.0329955	0.0529732	0.0408284	0.0620329	0.0148191	0.188906	0.281094	0.127868	0.0459467	0.314693	0.0414937	0.256611	0.284152	0.161825	0.297412	1.447167
6390	-4271.825	-4287.306	15.48091	0.106489	0.188841	0.201283	0.180694	0.150712	0.087595	0.105745	0.125725	0.0335938	0.0607974	0.084919	0.0699277	0.021754	0.187575	0.214199	0.149586	0.0659569	0.348792	0.0338912	0.285601	0.27437	0.179289	0.26074	1.418077
6400	-4275.025	-4289.862	14.83706	0.116063	0.197849	0.198432	0.245069	0.160393	0.115833	0.0974937	0.149084	0.0326695	0.0386679	0.0435085	0.073431	0.0139664	0.195695	0.21555	0.152537	0.0470905	0.346521	0.0426069	0.276422	0.282792	0.181207	0.259579	1.482461
6410	-4273.252	-4287.604	14.35172	0.106548	0.238666	0.262216	0.209328	0.129469	0.12077	0.0818201	0.134233	0.0367554	0.036705	0.0633556	0.0884466	0.0226819	0.187343	0.233763	0.144386	0.0654571	0.331733	0.0373169	0.290103	0.268307	0.153217	0.288373	1.530995
6420	-4275.528	-4289.947	14.41983	0.116192	0.224901	0.216959	0.224411	0.152367	0.092775	0.107999	0.125882	0.0686984	0.0455041	0.0556054	0.0691144	0.0237765	0.176833	0.263516	0.115075	0.068935	0.334629	0.0410118	0.28745	0.272873	0.146048	0.293629	1.524184
6430	-4267.912	-4283.38	15.46767	0.111004	0.179671	0.238902	0.184449	0.132688	0.0995865	0.109885	0.13025	0.0239375	0.061208	0.049708	0.0742888	0.0238238	0.229435	0.229717	0.145459	0.047053	0.330947	0.0173888	0.27633	0.267088	0.175422	0.28116	1.419401
6440	-4276.56	-4291.088	14.5278	0.142949	0.207046	0.206144	0.218333	0.179418	0.0906485	0.0905786	0.151742	0.0296235	0.061208	0.0514338	0.0612334	0.0230296	0.195597	0.243939	0.11965	0.0526282	0.360658	0.0275278	0.266297	0.248586	0.18685	0.298267	1.513388
6450	-4273.705	-4289.412	15.70711	0.117658	0.207958	0.178155	0.218352	0.131409	0.116638	0.0724082	0.134873	0.0165395	0.064638	0.0447781	0.0696098	0.0224395	0.195711	0.26368	0.158532	0.0358301	0.300868	0.0453792	0.26421	0.270579	0.160426	0.304785	1.395457
6460	-4272.003	-4286.994	14.99168	0.128428	0.15683	0.249695	0.200893	0.117321	0.116451	0.120823	0.14032	0.0133643	0.0817679	0.041959	0.0655401	0.0336081	0.201739	0.277054	0.126031	0.0584017	0.292795	0.0439784	0.2764	0.282399	0.148462	0.292739	1.467
6470	-4277.907	-4292.806	14.89924	0.12306	0.225986	0.242376	0.159595	0.118617	0.100576	0.0942507	0.137468	0.0320602	0.070397	0.0667156	0.0754194	0.0297213	0.20298	0.239505	0.14617	0.0436855	0.295584	0.0720753	0.260799	0.260785	0.172988	0.305427	1.476243
6480	-4271.088	-4286.849	15.76086	0.101877	0.156757	0.192984	0.207131	0.145712	0.109615	0.0951068	0.15796	0.0249669	0.0362561	0.0703281	0.0692447	0.0221416	0.202123	0.254319	0.121495	0.056162	0.317905	0.0479966	0.283383	0.258479	0.155412	0.302727	1.390082
6490	-4273.265	-4288.471	15.20561	0.0971097	0.213997	0.231371	0.156077	0.147852	0.100943	0.0808026	0.162959	0.0493916	0.0514615	0.0469921	0.0756306	0.0310186	0.221661	0.227706	0.128882	0.0501245	0.336958	0.0346679	0.294869	0.268912	0.152961	0.283258	1.445606
6500	-4272.127	-4286.925	14.79808	0.0959596	0.191171	0.260174	0.19463	0.165028	0.134026	0.101945	0.162959	0.0407173	0.037724	0.0288234	0.052991	0.0202096	0.211988	0.269966	0.118095	0.0530354	0.296385	0.0505302	0.281477	0.276275	0.160483	0.281766	1.486359
6510	-4268.185	-4283.537	15.35203	0.0939739	0.177471	0.19721	0.210567	0.135378	0.106874	0.102021	0.132579	0.0557794	0.0757226	0.0339923	0.0587028	0.050692	0.191719	0.269737	0.132414	0.04962	0.316954	0.0395558	0.271117	0.265173	0.171362	0.292348	1.430964
6520	-4274.008	-4289.249	15.24102	0.0939739	0.147565	0.257733	0.165394	0.144547	0.127475	0.10236	0.118947	0.0480509	0.0715918	0.0240858	0.107103	0.0332398	0.196737	0.244978	0.138365	0.0636046	0.334402	0.0219132	0.276558	0.270495	0.154732	0.298215	1.442065
6530	-4272.453	-4286.677	14.22408	0.133179	0.206732	0.247947	0.200256	0.17623	0.0919555	0.085189	0.132128	0.082593	0.0677496	0.0143178	0.0744841	0.0309974	0.210713	0.245461	0.13481	0.0689061	0.319601	0.0205094	0.267091	0.284921	0.160672	0.287316	1.543759
6540	-4272.622	-4288.782	16.15991	0.0850722	0.167161	0.209757	0.202936	0.140817	0.12512	0.0903103	0.0957759	0.0496841	0.0721254	0.0155285	0.0709553	0.0249323	0.195972	0.251634	0.142482	0.0296702	0.328007	0.0522345	0.267431	0.283029	0.178978	0.270562	1.350176
6550	-4273.971	-4288.602	14.63141	0.123921	0.215334	0.275972	0.202928	0.133333	0.0977389	0.0944353	0.128258	0.0500002	0.0497809	0.0325061	0.0751023	0.0237167	0.201581	0.272297	0.114746	0.0292957	0.334024	0.0480555	0.274397	0.271641	0.176654	0.277308	1.503026
6560	-4268.329	-4284.507	16.17775	0.116501	0.17789	0.222712	0.207466	0.123866	0.107555	0.0773015	0.105827	0.0255676	0.0596794	0.0322747	0.0481418	0.0436107	0.2075	0.234298	0.149187	0.0400389	0.320211	0.0487661	0.262635	0.27936	0.169635	0.28837	1.348392
6570	-4271.552	-4286.694	15.14154	0.0949775	0.162514	0.207325	0.199193	0.156487	0.110652	0.104103	0.155474	0.0389363	0.0604179	0.0126318	0.0931083	0.0561919	0.204044	0.21996	0.12363	0.0554856	0.350262	0.0466173	0.301787	0.256575	0.169633	0.272005	1.452013
6580	-4272.262	-4287.174	14.91257	0.130109	0.171907	0.250665	0.190812	0.153982	0.0973051	0.0727824	0.164002	0.0356702	0.0645965	0.0260506	0.0749252	0.0421025	0.199896	0.279287	0.12645	0.0490863	0.300283	0.0449974	0.263353	0.284283	0.172927	0.279437	1.47491
6590	-4268.372	-4283.837	15.46401	0.104124	0.180853	0.22694	0.221257	0.147424	0.109954	0.0896122	0.13905	0.0294365	0.061302	0.0315105	0.0336459	0.0446569	0.222524	0.247889	0.140792	0.0373235	0.31611	0.0353598	0.262347	0.263785	0.188009	0.285859	1.419766
6600	-4272.024	-4287.109	15.08492	0.102737	0.234365	0.230758	0.18269	0.162527	0.110517	0.106468	0.112225	0.00878536	0.0586312	0.0454413	0.063046	0.0394854	0.197447	0.264316	0.153752	0.053306	0.287151	0.0440289	0.260551	0.277421	0.166951	0.295077	1.457675
6610	-4272.346	-4287.447	15.10108	0.0981247	0.159669	0.251261	0.181913	0.140482	0.118929	0.0780854	0.122526	0.0314964	0.0785524	0.0695505	0.0620078	0.0634614	0.195195	0.27284	0.13279	0.05319	0.304988	0.0409964	0.274809	0.269018	0.162905	0.293268	1.456059
6620	-4269.775	-4285.728	15.95333	0.10822	0.213298	0.192599	0.196259	0.125925	0.0912344	0.0811479	0.140735	0.0412198	0.0433113	0.0340693	0.0545811	0.048235	0.19955	0.273244	0.123635	0.0553746	0.309346	0.0388511	0.254019	0.280877	0.167215	0.297889	1.370834
6630	-4272.576	-4287.416	14.84009	0.0930138	0.198582	0.233118	0.222907	0.177532	0.123989	0.0789701	0.120263	0.0134917	0.0885907	0.0376514	0.0692214	0.0248272	0.205334	0.2294	0.133011	0.0550105	0.343829	0.0334154	0.284783	0.270972	0.179784	0.264461	1.482159
6640	-4276.563	-4291.217	14.65402	0.0786825	0.21973	0.237772	0.229125	0.136703	0.135784	0.0851988	0.134127	0.0174121	0.0605207	0.0292435	0.0871298	0.0493369	0.183023	0.24665	0.142454	0.0789565	0.32841	0.0205072	0.251948	0.281203	0.183584	0.283265	1.500766
6650	-4274.993	-4289.896	14.90276	0.11024	0.14566	0.208251	0.226827	0.176184	0.114173	0.0993479	0.145651	0.0212828	0.06797	0.0380568	0.0750429	0.0472054	0.207242	0.264022	0.153667	0.0381771	0.317917	0.0189768	0.279099	0.248984	0.167176	0.304741	1.475891
6660	-4282.537	-4297.092	14.55476	0.148623	0.179093	0.252872	0.203809	0.144525	0.0905045	0.0831666	0.0984552	0.0166458	0.0977515	0.053501	0.0580708	0.0836741	0.199835	0.231384	0.165813	0.0346518	0.339413	0.028903	0.291445	0.286918	0.160163	0.261474	1.510691
6670	-4276.964	-4292.154	15.18999	0.0914744	0.166155	0.215427	0.227002	0.15935	0.0906197	0.117018	0.111701	0.0641721	0.080746	0.0197878	0.0562887	0.0474279	0.186864	0.216928	0.135663	0.0643289	0.34985	0.0463662	0.279959	0.269997	0.178028	0.272016	1.447169
6680	-4274.101	-4287.889	13.78888	0.112979	0.172597	0.251006	0.270239	0.132328	0.114201	0.111432	0.149507	0.0455862	0.0582117	0.0411479	0.0801259	0.0479193	0.190553	0.249155	0.129447	0.0696055	0.339806	0.0214328	0.278681	0.271541	0.172071	0.277707	1.58728
6690	-4273.479	-4288.937	15.45803	0.100347	0.196283	0.246695	0.170751	0.144303	0.100957	0.102646	0.121749	0.0382724	0.0493297	0.0430744	0.0638634	0.0420939	0.198908	0.216778	0.138105	0.0547329	0.375853	0.0156235	0.269166	0.260082	0.174146	0.296606	1.420364
6700	-4275.888	-4290.474	14.58696	0.115254	0.210335	0.26328	0.204	0.127539	0.1581	0.0759754	0.117996	0.02976	0.068145	0.0515897	0.0448374	0.0406604	0.207915	0.21316	0.136313	0.0443254	0.353915	0.0443713	0.284978	0.290661	0.154272	0.270089	1.507471
6710	-4271.406	-4286.32	14.91414	0.104657	0.193306	0.242124	0.204	0.161331	0.1103	0.0941815	0.118826	0.0308457	0.0532831	0.058337	0.0671843	0.0363786	0.223214	0.262114	0.133814	0.0209868	0.315451	0.0444201	0.253644	0.281087	0.162097	0.303172	1.474754
6720	-4275.646	-4291.423	15.77687	0.0950521	0.16	0.212389	0.203661	0.129847	0.11001	0.0905866	0.186304	0.0179593	0.0691017	0.0350739	0.0604455	0.0180491	0.247819	0.263506	0.117916	0.0350578	0.30256	0.0331415	0.262624	0.266013	0.166109	0.305254	1.38848
6730	-4273.526	-4289.329	15.80292	0.112753	0.165607	0.249111	0.184759	0.133002	0.111551	0.068657	0.12593	0.0359129	0.0500298	0.0658251	0.0650663	0.0176722	0.224355	0.272487	0.130227	0.0519353	0.296628	0.0243682	0.278818	0.253194	0.184694	0.283293	1.385875
6740	-4267.826	-4283.384	15.5577	0.095941	0.21735	0.199609	0.205306	0.145355	0.114944	0.0831531	0.118448	0.0546195	0.065153	0.0259022	0.0647914	0.0198256	0.196322	0.270287	0.118103	0.0433556	0.340989	0.0309435	0.278373	0.27076	0.16606	0.284807	1.410398
6750	-4272.567	-4287.731	15.16343	0.108723	0.217593	0.248942	0.197497	0.145788	0.085411	0.0916587	0.145709	0.0374542	0.0483441	0.0273706	0.0803202	0.0150132	0.204481	0.217245	0.12617	0.0717307	0.339021	0.0413528	0.271311	0.279614	0.172017	0.277058	1.449824
6760	-4270.529	-4285.903	15.37374	0.104262	0.189302	0.19679	0.196684	0.146743	0.131328	0.0910794	0.149787	0.0430062	0.0566114	0.0119989	0.0793903	0.0318098	0.189441	0.2496	0.148679	0.0757726	0.312167	0.0243408	0.266778	0.271511	0.153961	0.30775	1.428793
6770	-4270.362	-4285.502	15.13925	0.092646	0.20414	0.257216	0.183332	0.123056	0.113129	0.0981965	0.152358	0.0426811	0.0473621	0.0515637	0.062251	0.0243113	0.191035	0.253714	0.170362	0.0462158	0.317313	0.0213605	0.254611	0.280966	0.182306	0.282117	1.452243
6780	-4271.363	-4286.289	14.92657	0.133853	0.225088	0.217015	0.216149	0.121718	0.0952133	0.0874931	0.108704	0.0501187	0.0689562	0.0374433	0.0874466	0.0243113	0.199552	0.251874	0.121383	0.0645969	0.314313	0.0482807	0.278697	0.266147	0.158731	0.296425	1.47351
