Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
5420	-4084.298	-4081.033	-3.264306	0.7142127	0.127784	0.503913	0.563135	0.424713	0.293985	0.211948	0.143748	0.284308	0.224948	0.109167	0.0686514	0.0384519	0.0675871	0.083497	0.216664	0.0628449	0.0441353	0.506331	0.0865277	0.370552	0.338597	0.286685	0.132439	0.242279	0.0772263	0.37016	0.930023	2.62259	3.062339
5430	-4086.023	-4080.763	-5.25994	1.161879	0.204691	0.497261	0.684227	0.382621	0.232258	0.230351	0.12558	0.290826	0.0975174	0.210657	0.198987	0.0234022	0.0835266	0.0763372	0.218526	0.118204	0.0501294	0.50777	0.0290338	0.3761905	0.329111	0.301405	0.127664	0.24182	0.168077	0.520532	1.02238	2.28901	3.261903
5440	-4081.498	-4080.809	-0.6883914	1.059093	0.190995	0.503452	0.428123	0.360715	0.209786	0.25719	0.123263	0.241204	0.0474572	0.171614	0.203522	0.0154351	0.0519918	0.092871	0.237882	0.129084	0.0361784	0.447055	0.0569295	0.3015592	0.322476	0.318029	0.129768	0.229728	0.148592	0.49382	1.00914	2.34845	2.804748
5450	-4075.669	-4077.942	2.272664	1.125714	0.174383	0.389257	0.332113	0.411723	0.249593	0.174705	0.104719	0.190161	0.103593	0.181861	0.0658418	0.0705678	0.0601254	0.0875157	0.2249	0.10187	0.0666444	0.481096	0.0379736	0.3313432	0.328662	0.301689	0.127342	0.242308	0.161333	0.511531	1.01806	2.30907	2.508642
5460	-4083.147	-4082.829	-0.3183138	1.084855	0.186425	0.389958	0.520413	0.358727	0.291842	0.239247	0.179833	0.118169	0.103593	0.215479	0.117301	0.0291531	0.0176008	0.0938837	0.232248	0.0964091	0.0212138	0.460365	0.0958804	0.3362486	0.344918	0.298788	0.132201	0.224093	0.153567	0.500851	1.01275	2.33283	2.76774
5470	-4078.28	-4075.018	-3.262551	1.089238	0.192216	0.463849	0.476118	0.403223	0.260829	0.231837	0.170018	0.229154	0.188837	0.224085	0.17945	0.0211914	0.0213575	0.100767	0.238038	0.0889956	0.0333916	0.480664	0.0581445	0.3362486	0.332559	0.302725	0.12698	0.237737	0.154407	0.502024	1.01334	2.33022	3.062164
5480	-4082.269	-4079.91	-2.359467	0.7849439	0.195909	0.56936	0.476919	0.362957	0.273773	0.222345	0.172524	0.203609	0.100507	0.126482	0.133567	0.103831	0.0300725	0.110589	0.203411	0.0624981	0.0530337	0.523358	0.04711	0.3362486	0.348795	0.277634	0.13696	0.236611	0.0923511	0.401001	0.952694	2.55395	2.971855
5490	-4085.196	-4078.736	-6.46067	0.7640352	0.182499	0.444408	0.669666	0.428914	0.269091	0.242928	0.0966569	0.295797	0.200707	0.185088	0.181528	0.0855729	0.099121	0.0828936	0.193758	0.0614237	0.0310691	0.587873	0.0429824	0.3347118	0.360532	0.304195	0.1322	0.203072	0.0878863	0.392241	0.946469	2.5734	3.381976
5500	-4085.826	-4077.31	-8.5162	0.7173829	0.171861	0.670261	0.711956	0.396755	0.388603	0.189899	0.0574712	0.240645	0.207211	0.208648	0.131488	0.0840747	0.128655	0.0636168	0.181544	0.0930922	0.01034	0.550818	0.100589	0.2768219	0.327895	0.312151	0.126483	0.233471	0.0779045	0.371618	0.931143	2.61933	3.587529
5510	-4081.642	-4078.747	-2.89555	0.944599	0.194778	0.493795	0.394583	0.370673	0.253005	0.234487	0.131637	0.342834	0.187374	0.265518	0.0689206	0.0346661	0.0531931	0.0760866	0.214694	0.0953203	0.0426239	0.520062	0.0512133	0.3513801	0.354989	0.313709	0.12367	0.207632	0.125772	0.459442	0.990177	2.42461	3.025464
5520	-4078.724	-4079.543	0.8188714	1.367516	0.168211	0.504176	0.394583	0.251795	0.244226	0.176444	0.105932	0.25155	0.146831	0.193032	0.117979	0.0647866	0.0344773	0.0666394	0.220418	0.117428	0.0548607	0.518979	0.021675	0.3751771	0.349432	0.289342	0.142373	0.218853	0.204112	0.564909	1.04159	2.18939	2.654022
5530	-4076.545	-4076.913	0.3672837	0.9491357	0.129137	0.440671	0.541049	0.337339	0.218663	0.18751	0.178111	0.230275	0.0991667	0.142692	0.127536	0.0547329	0.012299	0.0944876	0.212042	0.139603	0.0337063	0.499258	0.0209038	0.3360928	0.3406	0.289484	0.141066	0.22885	0.126697	0.460911	0.991033	2.42136	2.69918
5540	-4079.633	-4079.209	-0.423947	0.991293	0.188584	0.425854	0.565172	0.435773	0.209232	0.200256	0.182929	0.230275	0.030334	0.16009	0.082656	0.00512859	0.0620209	0.12194	0.213773	0.103283	0.0308849	0.506511	0.0236083	0.2922604	0.309642	0.303298	0.133735	0.253325	0.135213	0.474119	0.998542	2.39213	2.778303
5550	-4077.881	-4076.557	-1.324359	0.5653867	0.146645	0.401068	0.517987	0.365885	0.216122	0.197888	0.153677	0.245705	0.116631	0.243623	0.129159	0.0412895	0.0926632	0.0992599	0.216809	0.0867216	0.0120189	0.542701	0.04249	0.2197146	0.333425	0.288803	0.130687	0.247085	0.0460569	0.292476	0.862578	2.79889	2.868345
5560	-4080.319	-4076.684	-3.635148	0.9426316	0.123884	0.472363	0.627898	0.433994	0.196005	0.254411	0.130849	0.367247	0.0602639	0.243623	0.0935922	0.0672229	0.0280716	0.0920003	0.227089	0.0911401	0.0432448	0.518963	0.027563	0.3253542	0.322797	0.299163	0.137445	0.240594	0.12537	0.458802	0.989803	2.42602	3.099424
5570	-4078.635	-4077.161	-1.473382	0.8978109	0.182975	0.481819	0.546844	0.364688	0.238626	0.171717	0.108063	0.258408	0.0673719	0.164826	0.13996	0.12059	0.0373591	0.106574	0.232647	0.102682	0.0624309	0.471437	0.0242277	0.3086705	0.328651	0.324439	0.123423	0.223487	0.116141	0.443724	0.980764	2.45937	2.883247
5580	-4082.695	-4080.367	-2.32778	1.093768	0.146579	0.454008	0.610314	0.464175	0.303261	0.153137	0.0992122	0.22561	0.0236168	0.164826	0.10933	0.0759762	0.138643	0.103761	0.26935	0.128418	0.0448081	0.434496	0.0191668	0.3426106	0.325209	0.310553	0.131572	0.232666	0.155274	0.503229	1.01395	2.32755	2.968687
5590	-4079.825	-4082.098	2.273105	1.363602	0.119646	0.367979	0.414403	0.326322	0.243451	0.119553	0.108325	0.222324	0.0477249	0.231317	0.0833153	0.119841	0.104397	0.101889	0.190399	0.079183	0.0332465	0.511369	0.0839131	0.3296726	0.326987	0.299017	0.134952	0.239044	0.203462	0.564158	1.0413	2.19109	2.508598
5600	-4080.433	-4083.626	3.192931	0.6887609	0.101437	0.466907	0.465117	0.318524	0.189253	0.138822	0.153086	0.15709	0.0378244	0.142989	0.141595	0.0509602	0.0530118	0.0911891	0.217257	0.112874	0.0390843	0.495377	0.0442195	0.2875705	0.320435	0.311743	0.148471	0.219351	0.0717894	0.358179	0.920631	2.6494	2.416616
5610	-4073.889	-4077.851	3.962178	0.7722068	0.121582	0.448164	0.362353	0.30104	0.219147	0.151658	0.140654	0.216525	0.0235139	0.122138	0.10053	0.0879243	0.0444625	0.131228	0.243059	0.0883407	0.0504271	0.459809	0.0271368	0.2980005	0.323811	0.295118	0.135427	0.245645	0.0896324	0.395699	0.948946	2.56572	2.339691
5620	-4083.878	-4081.268	-2.609966	0.8495881	0.148787	0.524082	0.448608	0.349411	0.286088	0.179442	0.166298	0.259133	0.14072	0.0385684	0.10053	0.295073	0.0601661	0.116693	0.243647	0.0920167	0.0586122	0.470205	0.0188269	0.3052019	0.304648	0.300653	0.145441	0.249259	0.106058	0.426358	0.969802	2.49778	2.996905
5630	-4076.523	-4081.027	4.503988	0.6620309	0.153214	0.440349	0.444044	0.315433	0.174927	0.130893	0.113079	0.182341	0.0678855	0.0432015	0.101333	0.0965925	0.0222178	0.107386	0.242264	0.104488	0.0739771	0.431685	0.0401998	0.1873878	0.316959	0.299951	0.137052	0.246038	0.066104	0.345051	0.909943	2.6789	2.28551
5640	-4080.38	-4081.079	0.6992666	0.7537267	0.18074	0.425112	0.423412	0.418902	0.170161	0.155594	0.107	0.22933	0.0838301	0.0966478	0.151583	0.209669	0.0140011	0.114292	0.22751	0.10379	0.046643	0.460681	0.0470839	0.3164806	0.327115	0.281387	0.137114	0.254383	0.0856818	0.387815	0.94326	2.58324	2.665982
5650	-4076.043	-4079.996	3.952853	1.329178	0.129322	0.349469	0.415285	0.286324	0.248659	0.156427	0.108445	0.25485	0.0422315	0.142731	0.0761454	0.114171	0.0165624	0.118643	0.236171	0.0962536	0.0642051	0.448416	0.0363119	0.332865	0.326167	0.283471	0.136717	0.253645	0.197688	0.557412	1.03859	2.20631	2.340623
5660	-4077.344	-4079.767	2.423109	1.071146	0.107101	0.435679	0.431712	0.315947	0.244531	0.217261	0.131174	0.201108	0.0526794	0.0590258	0.165162	0.0749769	0.0572404	0.072335	0.281427	0.0920458	0.0671915	0.428856	0.0581447	0.3277854	0.339244	0.303936	0.120088	0.236733	0.150927	0.497139	1.01086	2.34108	2.493598
5670	-4078.155	-4078.874	0.7184906	1.002414	0.144988	0.405237	0.499237	0.397659	0.320634	0.161464	0.130513	0.164743	0.0526794	0.0221011	0.0968922	0.132697	0.135216	0.083612	0.26327	0.125374	0.0453595	0.450693	0.031692	0.3113029	0.31258	0.322991	0.138878	0.225551	0.137435	0.477476	1.0004	2.38469	2.66406
5680	-4079.382	-4080.549	1.166916	1.244473	0.15759	0.455801	0.421071	0.377088	0.237433	0.221089	0.172351	0.232493	0.0361124	0.0744092	0.0908222	0.0914192	0.0515388	0.103958	0.249821	0.110002	0.026626	0.432737	0.0768561	0.3764838	0.338203	0.295786	0.120628	0.245383	0.18302	0.539648	1.03108	2.24625	2.619217
5690	-4079.957	-4076.69	-3.266262	0.8918306	0.164906	0.611045	0.539348	0.440909	0.189873	0.258213	0.17823	0.232493	0.00487061	0.0809536	0.100732	0.155021	0.105941	0.0831341	0.233834	0.0987675	0.0497957	0.462013	0.072456	0.2737582	0.322181	0.312133	0.120597	0.245089	0.114898	0.441637	0.979478	2.46399	3.062535
5700	-4086.152	-4082.065	-4.087239	1.563976	0.173171	0.47208	0.671687	0.44721	0.174563	0.15761	0.16263	0.170544	0.0728721	0.12067	0.100732	0.322222	0.0986411	0.0870107	0.232597	0.0868653	0.0156143	0.499852	0.0780612	0.3640105	0.340967	0.291598	0.129259	0.238176	0.235038	0.59887	1.05397	2.11212	3.144633
5710	-4081.392	-4082.528	1.135576	0.7368664	0.129787	0.314469	0.620605	0.376943	0.186389	0.20343	0.156135	0.161111	0.0468302	0.0560436	0.0589452	0.264519	0.047145	0.0771526	0.224266	0.0992868	0.0469362	0.473544	0.078815	0.2877878	0.341217	0.292998	0.128508	0.237277	0.0820739	0.380418	0.9378	2.59971	2.622351
5720	-4078.182	-4077.334	-0.8480334	1.087913	0.18881	0.539174	0.449276	0.508827	0.253938	0.140351	0.108007	0.164169	0.107487	0.0712168	0.0798284	0.173029	0.0365984	0.0915738	0.202323	0.076661	0.0638838	0.519643	0.0459154	0.3410288	0.326808	0.302934	0.126452	0.243806	0.154154	0.50167	1.01317	2.33101	2.820712
5730	-4082.208	-4082.15	-0.0578687	0.7039339	0.146915	0.398854	0.550271	0.308282	0.281848	0.186056	0.104343	0.192287	0.107487	0.0854354	0.0815977	0.202938	0.0953812	0.107662	0.248377	0.0503239	0.0527881	0.496156	0.0446936	0.2342736	0.356217	0.290988	0.114631	0.238165	0.0750288	0.36538	0.926317	2.63327	2.741696
5740	-4082.829	-4081.252	-1.577403	0.5744266	0.20611	0.387216	0.431918	0.398353	0.288028	0.187443	0.0996122	0.299269	0.217054	0.0430722	0.179283	0.106913	0.0493784	0.0638387	0.251112	0.113718	0.0325087	0.502177	0.0366457	0.2392341	0.320976	0.30268	0.125383	0.25096	0.0478801	0.297755	0.867689	2.78668	2.893649
5750	-4084.27	-4077.601	-6.668684	0.6992367	0.184855	0.629906	0.69393	0.561409	0.263003	0.197794	0.172802	0.244838	0.108029	0.0639671	0.00792718	0.215204	0.0591121	0.0743938	0.241638	0.0966242	0.00919463	0.535402	0.0427474	0.2878294	0.32538	0.302956	0.120893	0.250771	0.0740252	0.36317	0.924585	2.63822	3.402777
5760	-4085.605	-4082.787	-2.817988	0.9254448	0.178481	0.375027	0.564614	0.443147	0.388513	0.180559	0.123078	0.164134	0.066659	0.0162248	0.193449	0.230734	0.0930883	0.0768041	0.177934	0.102645	0.0481043	0.575557	0.0189551	0.3706138	0.31095	0.299333	0.152207	0.23751	0.121848	0.453135	0.986458	2.43856	3.017708
5770	-4085.081	-4075.817	-9.263716	0.7114843	0.203818	0.676521	0.531389	0.66222	0.286082	0.226797	0.0448766	0.268915	0.0631935	0.0889549	0.15858	0.250399	0.200536	0.0661887	0.188175	0.0960316	0.0560408	0.569208	0.024356	0.2821436	0.355672	0.293694	0.135247	0.215388	0.0766428	0.368899	0.929051	2.62541	3.66228
5780	-4081.23	-4074.455	-6.774867	0.6997496	0.190799	0.556799	0.569244	0.469697	0.377739	0.176358	0.109661	0.236421	0.116853	0.0856246	0.0930486	0.188673	0.242478	0.0478646	0.24699	0.0946218	0.0844867	0.508285	0.017752	0.2936111	0.340461	0.311839	0.120904	0.226795	0.0741348	0.363412	0.924776	2.63768	3.413395
5790	-4083.524	-4076.585	-6.938838	0.627949	0.177573	0.630036	0.626764	0.482771	0.281241	0.166072	0.125085	0.207391	0.116853	0.0591365	0.0555911	0.318132	0.183147	0.0598881	0.303459	0.0586104	0.0689079	0.452884	0.0562498	0.3400771	0.350303	0.320854	0.104079	0.224764	0.0589189	0.327456	0.894934	2.71869	3.429793
5800	-4083.786	-4082.109	-1.677784	1.120983	0.126017	0.514452	0.427854	0.469797	0.181543	0.184127	0.173257	0.15974	0.0738297	0.0799294	0.0663136	0.243967	0.202861	0.065016	0.218455	0.110644	0.0539728	0.464956	0.0869571	0.3413362	0.344198	0.311139	0.123816	0.220847	0.160442	0.510322	1.01747	2.31176	2.903687
5810	-4086.416	-4088.257	1.841478	1.485843	0.106901	0.504438	0.355735	0.38561	0.17212	0.161708	0.16896	0.281112	0.0523727	0.122521	0.0797831	0.0674624	0.0930375	0.0879047	0.232663	0.118226	0.0864454	0.460672	0.0140897	0.3438469	0.337683	0.306429	0.11974	0.236147	0.223127	0.586183	1.04958	2.14111	2.551761
5820	-4078.206	-4077.87	-0.3352699	0.9093014	0.202845	0.504438	0.490669	0.327407	0.212347	0.215455	0.169982	0.244967	0.00176189	0.069935	0.0687033	0.0945781	0.166346	0.0673368	0.307513	0.11635	0.0526861	0.399563	0.0565507	0.3125881	0.341482	0.302113	0.119198	0.237206	0.118521	0.447684	0.98318	2.45062	2.769436
5830	-4079.67	-4076.171	-3.49906	0.9744901	0.230994	0.480501	0.617201	0.403669	0.179327	0.237545	0.125207	0.246759	0.0342279	0.105544	0.0915319	0.144546	0.188761	0.0783565	0.21473	0.103364	0.0518715	0.505709	0.0459693	0.3283782	0.360243	0.288264	0.124922	0.226571	0.131836	0.468948	0.995641	2.40358	3.085815
5840	-4076.582	-4075.025	-1.557215	0.5735332	0.143042	0.508616	0.546828	0.407378	0.249904	0.215231	0.148608	0.227636	0.0204359	0.0942325	0.0646915	0.106374	0.158654	0.0702877	0.211485	0.096705	0.0713171	0.51321	0.036996	0.2943744	0.331219	0.305345	0.129167	0.234269	0.0476993	0.297236	0.867191	2.78787	2.89163
5850	-4087.696	-4089.885	2.188549	0.6862316	0.176272	0.35928	0.364238	0.317144	0.234285	0.254456	0.13187	0.285962	0.0293564	0.057981	0.135917	0.0819874	0.0883067	0.0674242	0.215626	0.13383	0.0625151	0.460573	0.0600314	0.2663	0.347947	0.292948	0.145133	0.213972	0.0712501	0.356961	0.919657	2.65213	2.517054
5860	-4077.602	-4077.293	-0.3085708	0.78454	0.170563	0.495472	0.471088	0.400971	0.206886	0.190577	0.130411	0.220991	0.0209687	0.0540348	0.12088	0.122223	0.161702	0.0996521	0.290906	0.0799957	0.0291355	0.475337	0.0249736	0.3050475	0.314357	0.311406	0.140065	0.234172	0.092265	0.400834	0.952577	2.55432	2.766766
5870	-4073.902	-4077.119	3.217052	1.196301	0.138608	0.41563	0.431771	0.323795	0.196611	0.17561	0.107093	0.226605	0.0499375	0.0876373	0.0839792	0.0783197	0.0986056	0.0953924	0.230155	0.130556	0.0535654	0.44776	0.0425715	0.2966606	0.327184	0.302553	0.144114	0.226149	0.174382	0.528732	1.02619	2.27069	2.414204
5880	-4081.83	-4085.904	4.073962	0.5430847	0.120299	0.39927	0.387736	0.340869	0.18546	0.221233	0.119986	0.130262	0.032614	0.0360847	0.0322169	0.0932005	0.229282	0.104486	0.23347	0.109391	0.0541794	0.460742	0.0377317	0.1070519	0.328647	0.303866	0.154179	0.213307	0.0416249	0.279115	0.849252	2.83001	2.328513
5890	-4082.113	-4084.583	2.469948	0.7332581	0.134311	0.380444	0.381643	0.345123	0.210222	0.128094	0.14181	0.153468	0.0529402	0.0806584	0.144857	0.137504	0.197838	0.119069	0.233463	0.103685	0.0491036	0.456313	0.0383657	0.2825994	0.30474	0.281249	0.153238	0.260774	0.0813016	0.378809	0.936596	2.60329	2.488914
5900	-4073.46	-4076.522	3.061504	0.7290812	0.119063	0.403672	0.443085	0.3526	0.157061	0.193008	0.12357	0.18862	0.0756997	0.0421771	0.0706263	0.0991548	0.161422	0.106537	0.202044	0.113268	0.0493772	0.483199	0.0455754	0.2848566	0.34048	0.281286	0.149925	0.228309	0.0804077	0.376934	0.935186	2.60747	2.429758
5910	-4078.708	-4079.126	0.4175884	0.9305327	0.16498	0.585114	0.457791	0.236001	0.180998	0.155115	0.158034	0.252005	0.0584948	0.0954624	0.067128	0.120595	0.162431	0.106617	0.274651	0.105258	0.0344542	0.452374	0.026646	0.3108157	0.327591	0.299863	0.134004	0.238543	0.122893	0.454827	0.987463	2.43482	2.69415
5920	-4079.476	-4077.599	-1.876485	0.6659164	0.14649	0.66869	0.487065	0.414899	0.250294	0.201964	0.152307	0.218605	0.0406348	0.0355277	0.0612711	0.0596328	0.186176	0.114878	0.268646	0.0845896	0.0206584	0.490147	0.0210816	0.3095125	0.333207	0.297743	0.126724	0.242326	0.0669282	0.346995	0.911552	2.67452	2.923557
5930	-4076.787	-4076.402	-0.3850215	0.8627952	0.143336	0.500004	0.365594	0.404041	0.275086	0.23618	0.152307	0.204973	0.0722088	0.0328785	0.0530253	0.110496	0.224282	0.0827704	0.236805	0.135368	0.0373973	0.471294	0.0363659	0.3370451	0.333439	0.312202	0.127492	0.226866	0.108834	0.431239	0.972943	2.48698	2.774411
5940	-4079.208	-4080.829	1.621245	0.9215763	0.11693	0.513034	0.332425	0.319598	0.203892	0.194687	0.132	0.219439	0.0636379	0.0535305	0.0758076	0.093519	0.255283	0.0711467	0.255559	0.0960169	0.0273013	0.483924	0.0660521	0.3686268	0.337465	0.310208	0.130373	0.221954	0.121053	0.45184	0.985684	2.44142	2.573784
5950	-4077.026	-4076.413	-0.6133658	0.7556373	0.126504	0.518301	0.461521	0.363448	0.169049	0.198686	0.15134	0.267776	0.103242	0.0694424	0.107086	0.0913201	0.169531	0.0933229	0.188206	0.110722	0.0371331	0.531976	0.0386408	0.2970294	0.322086	0.292748	0.160677	0.224489	0.0860905	0.388641	0.943862	2.58141	2.797245
5960	-4076.488	-4076.229	-0.2598132	0.7526162	0.132792	0.442923	0.467885	0.386543	0.235415	0.167049	0.139792	0.266853	0.032495	0.109523	0.111762	0.0935452	0.175313	0.0768669	0.193941	0.114787	0.0439534	0.551505	0.018947	0.2856885	0.322836	0.300699	0.135967	0.240498	0.0854443	0.387334	0.942908	2.58431	2.76189
5970	-4077.456	-4075.033	-2.423047	0.7388715	0.137437	0.599258	0.501513	0.424919	0.215967	0.216203	0.181973	0.209601	0.0573152	0.0150254	0.115019	0.12867	0.175313	0.0572686	0.284501	0.109119	0.0588549	0.453259	0.0369975	0.2831299	0.335948	0.316601	0.120601	0.226851	0.0825031	0.381308	0.938463	2.59773	2.978213
5980	-4083.787	-4080.579	-3.208236	0.7034096	0.177773	0.482657	0.630064	0.464955	0.253508	0.216203	0.101493	0.234412	0.0715393	0.0485832	0.0786834	0.0656407	0.231222	0.0921706	0.207543	0.0916598	0.0429831	0.55165	0.0139938	0.3178861	0.326003	0.31939	0.14978	0.204827	0.0749167	0.365135	0.926125	2.63382	3.056732
5990	-4086.278	-4079.184	-7.094197	0.8029035	0.116981	0.730004	0.654319	0.579832	0.227257	0.215915	0.171554	0.237955	0.0873973	0.0883756	0.0184922	0.0691187	0.24813	0.0678095	0.270531	0.0813489	0.0382235	0.513445	0.0286428	0.3467776	0.367293	0.277895	0.124971	0.229842	0.0961764	0.4083	0.957756	2.53777	3.445328
6000	-4082.598	-4082.55	-0.0478173	0.8328553	0.127076	0.41073	0.638157	0.35671	0.267294	0.119896	0.105686	0.198258	0.0917874	0.0305181	0.129477	0.109375	0.155724	0.078405	0.221999	0.10159	0.0195504	0.538762	0.0396935	0.3734518	0.348424	0.304104	0.141227	0.206246	0.102528	0.420033	0.965659	2.51178	2.74069
6010	-4078.15	-4080.089	1.938787	0.69112	0.157392	0.440246	0.446403	0.337138	0.250823	0.176587	0.0704039	0.246508	0.142942	0.0344983	0.0163601	0.068237	0.154492	0.092697	0.215425	0.109939	0.0504659	0.495541	0.0359316	0.22824	0.313664	0.308583	0.139912	0.237841	0.0722926	0.35931	0.921533	2.64686	2.54203
6020	-4081.056	-4084.017	2.960858	0.9723436	0.135335	0.363883	0.446403	0.271311	0.196729	0.170521	0.158857	0.20336	0.10266	0.0232628	0.128022	0.102474	0.137006	0.118664	0.197098	0.0938939	0.03317	0.5387	0.0184737	0.3286484	0.336579	0.267157	0.149667	0.246597	0.131403	0.468278	0.995262	2.40506	2.439823
6030	-4080.73	-4081.389	0.6587636	1.000556	0.182529	0.442274	0.541336	0.314598	0.254813	0.171561	0.088884	0.211308	0.043404	0.0660927	0.0956643	0.0528101	0.204758	0.109324	0.205828	0.108409	0.059752	0.512276	0.00441104	0.31229	0.317958	0.277245	0.155319	0.249479	0.137065	0.476919	1.00009	2.38592	2.670032
6040	-4075.884	-4077.609	1.725106	1.329774	0.136104	0.427529	0.518581	0.408127	0.192696	0.181939	0.102686	0.140526	0.137285	0.0741885	0.0942321	0.0338287	0.115674	0.111643	0.247881	0.100159	0.0317243	0.448122	0.0604712	0.3438332	0.330554	0.290047	0.130111	0.249288	0.197788	0.557531	1.03864	2.20604	2.563398
6050	-4085.712	-4087.603	1.891662	1.125275	0.145104	0.491309	0.301115	0.465783	0.238485	0.197722	0.136227	0.231319	0.0782329	0.0217376	0.145975	0.0302253	0.0635075	0.109286	0.227757	0.131775	0.03267	0.458942	0.03957	0.3509667	0.318305	0.30555	0.149359	0.226785	0.16125	0.511419	1.01801	2.30932	2.546743
6060	-4077.683	-4078.165	0.482058	1.231088	0.165957	0.435403	0.472334	0.372469	0.254564	0.215399	0.0866339	0.174498	0.0627336	0.0559452	0.106708	0.120328	0.16473	0.0931887	0.247354	0.106956	0.0291706	0.461841	0.0614896	0.345007	0.312475	0.305496	0.151822	0.230207	0.180641	0.536678	1.02977	2.25291	2.687703
6070	-4075.983	-4076.824	0.8407351	1.187956	0.163798	0.402466	0.593657	0.320106	0.201702	0.217092	0.162654	0.195779	0.0508179	0.0216319	0.109205	0.10103	0.111897	0.0967119	0.23248	0.11048	0.0314565	0.46641	0.0624621	0.3364265	0.312475	0.303735	0.133805	0.249985	0.172864	0.526776	1.0253	2.27506	2.651835
6080	-4078.837	-4082.511	3.673588	1.909634	0.165581	0.412893	0.413705	0.271295	0.240899	0.195784	0.0879724	0.20726	0.0633698	0.0180379	0.110817	0.0808677	0.100068	0.0972491	0.226745	0.134928	0.0265808	0.454906	0.0595908	0.3366895	0.33575	0.293456	0.145391	0.225402	0.282244	0.645047	1.06755	2.00515	2.36855
6090	-4080.133	-4081.663	1.529939	1.594212	0.097252	0.503057	0.406294	0.377143	0.218484	0.229945	0.104371	0.166019	0.0575873	0.0448949	0.0573098	0.131212	0.189346	0.0769567	0.258642	0.0984404	0.0690594	0.458323	0.0385781	0.366242	0.341752	0.314904	0.122381	0.220963	0.239516	0.603522	1.05551	2.10146	2.582915
6100	-4089.208	-4085.522	-3.685816	1.528095	0.0976349	0.581606	0.42238	0.406956	0.286732	0.199834	0.142089	0.235949	0.138449	0.122828	0.149473	0.131212	0.189346	0.0629694	0.230044	0.0926807	0.0788333	0.498751	0.0367208	0.4066937	0.322225	0.314453	0.112444	0.250878	0.22963	0.593167	1.05203	2.12517	3.10449
6110	-4086.148	-4085.84	-0.3080744	1.047083	0.150135	0.357165	0.492713	0.401217	0.286732	0.172512	0.0913446	0.162183	0.0375571	0.0655112	0.222102	0.255359	0.0721857	0.102525	0.249467	0.0946614	0.0701516	0.472287	0.0109083	0.3536562	0.324983	0.283103	0.148916	0.242997	0.146251	0.49046	1.00738	2.35591	2.766716
6120	-4078.008	-4081.031	3.023276	0.9398011	0.128045	0.466139	0.367052	0.348532	0.262351	0.151994	0.0958455	0.199408	0.0368341	0.115257	0.0979013	0.124809	0.0394118	0.111449	0.210263	0.089284	0.0999247	0.479471	0.0096081	0.2907467	0.317709	0.292895	0.140163	0.249233	0.124792	0.457878	0.989262	2.42807	2.433581
6130	-4079.313	-4081.588	2.275354	0.9008171	0.122762	0.491808	0.373108	0.31772	0.245969	0.146068	0.122634	0.176626	0.0431331	0.104369	0.128873	0.165671	0.0696314	0.0880009	0.218067	0.154589	0.0314235	0.463796	0.0441237	0.2659735	0.301908	0.305644	0.158868	0.233579	0.116764	0.444767	0.981403	2.45707	2.508373
6140	-4080.675	-4078.549	-2.126546	0.640068	0.17666	0.523144	0.492242	0.415537	0.265339	0.159063	0.127331	0.237914	0.0722838	0.266388	0.0925538	0.0862497	0.0338585	0.0617988	0.215764	0.127957	0.0336139	0.496874	0.0639922	0.2781431	0.342843	0.295329	0.1353	0.226529	0.0614634	0.333825	0.90046	2.70425	2.948563
6150	-4081.036	-4079.835	-1.201338	1.423446	0.175868	0.60479	0.487822	0.447367	0.207554	0.222456	0.132171	0.158148	0.0931643	0.0977426	0.0481665	0.169509	0.0112837	0.0624459	0.218627	0.123152	0.0193644	0.495429	0.0809809	0.3880727	0.3548	0.290159	0.140019	0.215022	0.213251	0.575297	1.04559	2.16586	2.856043
6160	-4081.138	-4085.892	4.753752	1.810387	0.131551	0.295277	0.417482	0.320082	0.213735	0.135047	0.132171	0.249368	0.077563	0.0579996	0.0282345	0.199159	0.002865	0.119178	0.234753	0.0825932	0.011223	0.464774	0.0874784	0.4146406	0.318851	0.299301	0.136678	0.24517	0.26954	0.633207	1.06443	2.03282	2.260534
6170	-4081.585	-4079.682	-1.902713	1.386282	0.190498	0.394278	0.561283	0.387642	0.321582	0.180381	0.0730852	0.287081	0.0393305	0.166919	0.0944893	0.157914	0.0716967	0.113578	0.244161	0.0802165	0.00993124	0.496761	0.0553528	0.3621259	0.334914	0.304474	0.133198	0.227415	0.207209	0.568465	1.04298	2.18134	2.92618
6180	-4079.376	-4079.649	0.2734991	1.160058	0.118175	0.462218	0.512706	0.423736	0.22423	0.144806	0.161952	0.231864	0.0854357	0.0808006	0.0537127	0.180099	0.0288227	0.0972391	0.196373	0.115904	0.0103707	0.533615	0.0464987	0.4095411	0.335664	0.298572	0.138954	0.22681	0.16774	0.520088	1.02217	2.29	2.708559
