Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
1960	-4078.769	-4074.531	-4.237913	0.7627337	0.179432	0.582555	0.694863	0.365979	0.268232	0.20704	0.171062	0.205547	0.0438707	0.0953482	0.0625907	0.105375	0.177806	0.0923138	0.229749	0.0985769	0.0646154	0.502923	0.0118217	0.2986949	0.333133	0.295425	0.140865	0.230577	0.087608	0.391686	0.946069	2.57464	3.1597
1970	-4082.969	-4081.199	-1.770496	0.6859757	0.143225	0.371086	0.374141	0.413512	0.212817	0.22658	0.196795	0.258943	0.103286	0.0347941	0.108965	0.197536	0.271278	0.0626984	0.225558	0.112587	0.0674935	0.49291	0.0387528	0.2519532	0.34553	0.299471	0.136113	0.218886	0.0711955	0.356837	0.919558	2.65241	2.912958
1980	-4081.103	-4079.51	-1.592791	0.5895764	0.178439	0.454791	0.466523	0.424022	0.256877	0.204317	0.219644	0.201567	0.103286	0.0467667	0.135045	0.0773569	0.126554	0.0578795	0.232867	0.0995394	0.0438592	0.530511	0.0353442	0.1993094	0.354152	0.300074	0.127176	0.218598	0.0509655	0.306428	0.875906	2.7667	2.895188
1990	-4083.331	-4081.714	-1.617912	0.6779745	0.137526	0.486848	0.461677	0.396701	0.193165	0.204682	0.152941	0.306119	0.137865	0.0267129	0.0242528	0.180724	0.188487	0.0691039	0.241934	0.109372	0.0339914	0.488657	0.0569422	0.1867059	0.350344	0.292282	0.118729	0.238646	0.0694912	0.35295	0.916425	2.66113	2.8977
2000	-4079.11	-4077.907	-1.203559	0.5800798	0.158076	0.60292	0.509836	0.425659	0.219075	0.210489	0.121221	0.211069	0.0345877	0.0712647	0.0351047	0.099359	0.157602	0.117097	0.26657	0.0594809	0.0837366	0.449554	0.023561	0.2087088	0.333956	0.290127	0.127904	0.248013	0.0490272	0.301016	0.870806	2.77915	2.856265
2010	-4076.382	-4076.575	0.1935216	0.4995887	0.154005	0.418652	0.420394	0.368576	0.259504	0.151458	0.126984	0.224581	0.042853	0.0730138	0.103848	0.0905574	0.28213	0.103239	0.254913	0.0897974	0.0669794	0.44614	0.0389313	0.1564964	0.318732	0.303023	0.129443	0.248803	0.0333116	0.251647	0.819969	2.89507	2.716557
2020	-4079.075	-4079.2	0.1250091	0.6499081	0.147075	0.499366	0.490151	0.353027	0.235357	0.177198	0.126984	0.282235	0.00709183	0.0577004	0.0699233	0.0661427	0.211155	0.0930188	0.203053	0.0900782	0.0533666	0.498226	0.0622568	0.2077532	0.341389	0.284046	0.134064	0.240502	0.0635383	0.338905	0.904791	2.69277	2.723408
2030	-4082.093	-4078.353	-3.740626	0.9905096	0.178939	0.721984	0.5247	0.42797	0.244083	0.208874	0.167312	0.169874	0.0952559	0.0420524	0.0612884	0.107495	0.160145	0.0763155	0.198941	0.0882539	0.0184684	0.557025	0.060996	0.3122778	0.36653	0.281401	0.126081	0.225988	0.135056	0.473881	0.99841	2.39265	3.109971
2040	-4082.343	-4080.305	-2.037566	0.662086	0.151391	0.491327	0.569656	0.470353	0.258635	0.183728	0.151198	0.186647	0.172722	0.0237697	0.0545628	0.00814015	0.217535	0.0867897	0.2019	0.075881	0.0228259	0.556174	0.0564294	0.340795	0.317188	0.300795	0.140093	0.241924	0.0661156	0.345078	0.909966	2.67884	2.939665
2050	-4080.101	-4075.44	-4.661721	0.7524958	0.214872	0.596991	0.493384	0.456454	0.22099	0.209799	0.193842	0.299453	0.231569	0.0506718	0.102908	0.00132726	0.12982	0.0906796	0.245782	0.0876675	0.0325133	0.503219	0.0401387	0.3189163	0.320845	0.299005	0.131356	0.248795	0.0854185	0.387281	0.94287	2.58443	3.202081
2060	-4086.752	-4078.536	-8.216023	0.704008	0.214872	0.640897	0.510661	0.476432	0.383059	0.197123	0.159659	0.333299	0.0772787	0.0600357	0.158008	0.00010409	0.346082	0.090278	0.258265	0.0815686	0.0247031	0.513774	0.0314114	0.3121842	0.340303	0.309417	0.13338	0.2169	0.0750446	0.365415	0.926345	2.6332	3.557511
2070	-4082.148	-4081.593	-0.5549816	0.8306149	0.126774	0.490667	0.639487	0.340987	0.271135	0.209073	0.119127	0.187898	0.0942549	0.0901433	0.0243409	0.000468194	0.197052	0.0749762	0.19812	0.107845	0.0459532	0.527046	0.0460601	0.3107181	0.360598	0.293883	0.126486	0.219033	0.102055	0.419174	0.96509	2.51368	2.791407
2080	-4077.019	-4078.167	1.14794	0.8805472	0.185491	0.420703	0.37884	0.374162	0.317498	0.146607	0.107549	0.247551	0.0626017	0.135975	0.122595	0.00556456	0.115979	0.115594	0.257297	0.109393	0.0336323	0.432335	0.0517486	0.284839	0.319224	0.299445	0.135935	0.245396	0.112548	0.437649	0.976998	2.47281	2.621115
2090	-4079.413	-4079.462	0.04847349	1.78857	0.146415	0.463176	0.517962	0.286004	0.231742	0.237054	0.134323	0.247551	0.0970196	0.080922	0.117464	0.00486549	0.166563	0.101115	0.208932	0.109889	0.0292881	0.490087	0.0606899	0.3476151	0.321832	0.29398	0.150803	0.233385	0.26666	0.630466	1.06367	2.0392	2.731061
2100	-4081.593	-4082.176	0.5826155	1.221626	0.187688	0.528963	0.452897	0.348855	0.255312	0.148747	0.156244	0.125319	0.0444184	0.0426815	0.143388	0.00154181	0.241594	0.109983	0.224789	0.0841228	0.0369367	0.488059	0.0561097	0.3542435	0.330403	0.300149	0.135309	0.234139	0.17895	0.534549	1.02883	2.25768	2.677647
2110	-4078.123	-4081.198	3.07543	1.386275	0.152024	0.439761	0.355998	0.307639	0.231408	0.182747	0.122251	0.199476	0.0460102	0.110763	0.0772323	0.0402446	0.162813	0.118826	0.266751	0.0980843	0.0343047	0.457532	0.024502	0.3817293	0.300811	0.294249	0.135872	0.269068	0.207208	0.568463	1.04298	2.18135	2.428366
2120	-4084.129	-4084.853	0.723532	1.871178	0.113607	0.47388	0.473063	0.280763	0.229081	0.20726	0.149649	0.273417	0.0436592	0.208727	0.0809692	0.0144265	0.115054	0.0825985	0.237711	0.114324	0.0341335	0.513689	0.0175436	0.4306008	0.335677	0.295474	0.141089	0.22776	0.277397	0.640576	1.0664	2.01562	2.663556
2130	-4079.319	-4082.314	2.994871	0.9083568	0.181208	0.4599	0.477828	0.281546	0.219874	0.184691	0.0938544	0.192441	0.0134242	0.0905776	0.0906616	0.0499126	0.100503	0.0925408	0.25491	0.120127	0.0830504	0.409637	0.0397351	0.3393115	0.339076	0.289031	0.123873	0.24802	0.118325	0.447361	0.982984	2.45133	2.436422
2140	-4077.944	-4077.725	-0.219317	0.9067696	0.132038	0.555846	0.471991	0.313096	0.203707	0.171014	0.166979	0.228006	0.067405	0.0838926	0.0228229	0.0968013	0.244242	0.0810086	0.26205	0.112569	0.0321916	0.46386	0.0483203	0.3254666	0.336201	0.316757	0.128356	0.218686	0.117997	0.446817	0.982654	2.45253	2.75784
2150	-4085.902	-4085.36	-0.5418244	0.5891363	0.209174	0.357533	0.535506	0.457705	0.314597	0.0964574	0.119193	0.244126	0.136338	0.113619	0.0324574	0.0177086	0.155678	0.0778136	0.269874	0.0888622	0.0315277	0.478297	0.0536248	0.2735715	0.333101	0.305692	0.125567	0.23564	0.0508754	0.306179	0.875674	2.76727	2.790091
2160	-4076.528	-4077.715	1.186934	0.7341507	0.124228	0.461025	0.502257	0.306473	0.249161	0.148548	0.103314	0.24224	0.102965	0.125347	0.0381331	0.043678	0.169847	0.0745579	0.225243	0.0946086	0.0640898	0.477387	0.0641139	0.3160573	0.335429	0.306188	0.121096	0.237288	0.0814927	0.379207	0.936895	2.60241	2.617215
2170	-4082.728	-4084.772	2.044642	1.354953	0.102254	0.390055	0.501111	0.358774	0.214729	0.151339	0.148717	0.149951	0.101184	0.0964558	0.121401	0.0768604	0.118614	0.0892328	0.226928	0.084787	0.0684043	0.460215	0.0704329	0.3535831	0.323426	0.323765	0.115705	0.237103	0.202021	0.562487	1.04063	2.19486	2.531445
2180	-4078.424	-4078.132	-0.2920702	1.250879	0.145809	0.520335	0.417399	0.358774	0.255987	0.173434	0.0831951	0.155203	0.0534779	0.141595	0.0590385	0.112975	0.287894	0.0744107	0.223503	0.105371	0.0614986	0.49298	0.0422367	0.3623097	0.342767	0.309501	0.133713	0.214019	0.184152	0.541054	1.0317	2.2431	2.765116
2190	-4077.876	-4081.865	3.989501	1.29926	0.112734	0.5284	0.401167	0.273631	0.178375	0.146522	0.072671	0.159624	0.0591419	0.1231	0.109486	0.0475925	0.124515	0.112441	0.247169	0.111794	0.0474736	0.448144	0.0329791	0.3377798	0.309348	0.315969	0.133889	0.240794	0.192582	0.551334	1.03608	2.22	2.336959
2200	-4076.544	-4077.684	1.139852	1.149757	0.13942	0.495519	0.417708	0.372256	0.207508	0.198402	0.134027	0.233926	0.0989328	0.111122	0.013215	0.0215872	0.1783	0.104475	0.245517	0.0830655	0.0667769	0.429347	0.0708187	0.3513084	0.319973	0.307974	0.124251	0.247802	0.16583	0.51756	1.02097	2.29564	2.621923
2210	-4086.852	-4087.206	0.3543983	0.9788328	0.112527	0.493931	0.517499	0.360201	0.20053	0.183957	0.181898	0.150944	0.0380541	0.0515575	0.155832	0.0124632	0.241075	0.0913644	0.205782	0.120696	0.0026701	0.482735	0.0967518	0.2744882	0.333878	0.289017	0.152871	0.224233	0.132711	0.470296	0.996402	2.40059	2.700469
2220	-4082.508	-4080.202	-2.305266	1.21288	0.177537	0.624143	0.522153	0.34072	0.269484	0.224969	0.116503	0.198405	0.058882	0.13184	0.0204568	0.0319065	0.249435	0.105473	0.23984	0.0845117	0.0042073	0.477871	0.0880964	0.3425669	0.325047	0.303289	0.122709	0.248955	0.177379	0.53256	1.02793	2.26213	2.966435
2230	-4085.889	-4087.774	1.885265	0.8470491	0.149132	0.416751	0.364075	0.346758	0.187483	0.224969	0.166956	0.265036	0.0357291	0.089289	0.00613369	0.0456351	0.249435	0.0929519	0.222723	0.102512	0.0330224	0.443766	0.105024	0.3357744	0.338466	0.300473	0.144494	0.216566	0.105524	0.425408	0.969185	2.49988	2.547382
2240	-4083.633	-4083.728	0.0948729	0.7166846	0.123502	0.602048	0.440023	0.303852	0.167897	0.257485	0.180575	0.190767	0.113586	0.103634	0.0469339	0.0617364	0.134382	0.0649139	0.210384	0.0968328	0.0166299	0.531863	0.079376	0.2528488	0.34471	0.311886	0.128745	0.214659	0.0777551	0.371297	0.930898	2.62005	2.726421
2250	-4086.493	-4087.35	0.8568843	1.89636	0.123572	0.452891	0.534158	0.441859	0.227569	0.12846	0.0578028	0.173469	0.0870448	0.0938634	0.0896898	0.00723518	0.232606	0.0710911	0.218898	0.128203	0.0202661	0.484539	0.0770029	0.3747249	0.337251	0.306179	0.14028	0.216291	0.280581	0.64352	1.06717	2.00873	2.65022
2260	-4082.565	-4085.701	3.135327	1.373249	0.121613	0.291789	0.414399	0.403901	0.278799	0.106492	0.144748	0.135238	0.0539604	0.103824	0.143261	0.00887433	0.215477	0.109324	0.214421	0.104302	0.0446889	0.491076	0.0361872	0.3777804	0.331419	0.284895	0.137939	0.245747	0.205061	0.566003	1.04202	2.18691	2.422376
2270	-4080.715	-4080.193	-0.5223418	1.140397	0.148758	0.513742	0.501791	0.30442	0.283254	0.282372	0.154721	0.178764	0.0478966	0.0809341	0.195003	0.00415386	0.092333	0.100712	0.236696	0.104245	0.0411684	0.470762	0.046416	0.3281524	0.341459	0.295462	0.134011	0.229068	0.164086	0.515235	1.01986	2.30082	2.788143
2280	-4080.758	-4076.836	-3.921792	0.7354565	0.153779	0.556557	0.682997	0.398955	0.284626	0.147869	0.112268	0.267867	0.111073	0.118264	0.0955047	0.0187292	0.179598	0.0596888	0.157527	0.133779	0.0477795	0.565233	0.0359925	0.3001179	0.331884	0.307388	0.141831	0.218898	0.0817722	0.37979	0.937331	2.60111	3.128088
2290	-4092.68	-4090.66	-2.019704	0.7741967	0.193418	0.553801	0.491206	0.387368	0.263598	0.208451	0.0759078	0.20109	0.0631448	0.198914	0.190404	0.0837554	0.0268205	0.0781658	0.17208	0.0855295	0.041121	0.554506	0.0685975	0.2457881	0.345311	0.321744	0.130026	0.202919	0.0900574	0.396534	0.94954	2.56387	2.937879
2300	-4083.03	-4081.326	-1.704124	0.8607009	0.181772	0.498254	0.430514	0.361383	0.296626	0.161215	0.148208	0.217984	0.0680699	0.0470695	0.112714	0.200324	0.182188	0.0686684	0.201592	0.141761	0.0753945	0.487132	0.0254523	0.2951702	0.320498	0.312002	0.119813	0.247687	0.108394	0.430471	0.972453	2.48868	2.906321
2310	-4083.753	-4083.234	-0.5188772	1.043064	0.159227	0.430671	0.503758	0.366713	0.328294	0.18543	0.144361	0.257547	0.0335679	0.0343594	0.0619013	0.0638818	0.218086	0.0503174	0.264549	0.101993	0.0899802	0.458296	0.0348649	0.3374386	0.333765	0.304411	0.128774	0.233049	0.145465	0.489324	1.00678	2.35843	2.787796
2320	-4083.507	-4080.632	-2.874708	1.059825	0.183255	0.521691	0.469266	0.291974	0.227752	0.226838	0.08675	0.292968	0.0609552	0.0853965	0.233228	0.214735	0.128572	0.087228	0.243064	0.101972	0.0724851	0.441662	0.0535882	0.3294983	0.338556	0.300842	0.120695	0.239908	0.148734	0.494023	1.00925	2.348	3.02338
2330	-4079.088	-4079.902	0.8138205	0.6207433	0.16723	0.481251	0.480907	0.323636	0.199477	0.157594	0.149902	0.214144	0.0644619	0.0428255	0.0372802	0.128836	0.206982	0.0597352	0.250213	0.110301	0.0876162	0.461322	0.0308127	0.2581423	0.343872	0.307881	0.123519	0.224728	0.0574126	0.323608	0.891543	2.72744	2.654527
2340	-4077.643	-4075.761	-1.882352	0.8289044	0.152036	0.483121	0.522304	0.378135	0.274989	0.171032	0.149665	0.232649	0.049646	0.0235268	0.119287	0.111861	0.255894	0.102576	0.272021	0.099496	0.0673396	0.439645	0.0189224	0.2581423	0.317374	0.300566	0.12865	0.25341	0.101693	0.418516	0.964653	2.51514	2.924144
2350	-4081.773	-4083.134	1.361296	0.5462019	0.139477	0.488122	0.481605	0.345159	0.215982	0.126352	0.126544	0.248233	0.0602191	0.0441419	0.118812	0.0488405	0.156292	0.113514	0.236548	0.111058	0.0307472	0.471235	0.036898	0.2678134	0.326096	0.295843	0.144067	0.233994	0.0422383	0.281012	0.851179	2.82557	2.599779
2360	-4084.477	-4084.073	-0.4033391	0.5596835	0.0944096	0.586705	0.405885	0.429984	0.278776	0.263375	0.137122	0.162933	0.0377251	0.0441419	0.0604668	0.0742559	0.200463	0.0721996	0.203824	0.113876	0.0652427	0.515062	0.0297955	0.1757502	0.333543	0.302568	0.115173	0.248717	0.0449143	0.289105	0.859269	2.80671	2.776243
2370	-4081.631	-4077.776	-3.855867	0.451382	0.126206	0.514318	0.565973	0.483765	0.176098	0.226031	0.18396	0.243164	0.0907483	0.0796008	0.0170314	0.153284	0.261315	0.0665351	0.245504	0.10263	0.0482045	0.501053	0.0360736	0.1695992	0.317671	0.309693	0.130456	0.242179	0.0247708	0.218997	0.781394	2.97484	3.121495
2380	-4079.957	-4079.557	-0.3999544	0.3661574	0.169023	0.467072	0.439885	0.455174	0.206559	0.213173	0.129366	0.246149	0.0826676	0.0189326	0.12393	0.086842	0.137131	0.125217	0.206417	0.0830367	0.0638147	0.513805	0.00771039	0.004006187	0.3202	0.301413	0.142683	0.235704	0.0121501	0.156062	0.691899	3.13989	2.775904
2390	-4083.776	-4083.835	0.05859204	0.3661574	0.153384	0.512966	0.383824	0.439494	0.210394	0.201874	0.128768	0.139892	0.0752684	0.0649334	0.132477	0.0555688	0.231206	0.0946016	0.236528	0.125261	0.0600054	0.462778	0.0208263	0.04205561	0.348428	0.266147	0.137902	0.247523	0.0121501	0.156062	0.691899	3.13989	2.73005
2400	-4077.693	-4079.24	1.546467	0.5957592	0.121837	0.423161	0.422337	0.396465	0.250693	0.211034	0.149827	0.226161	0.072239	0.0506159	0.120662	0.0276025	0.108629	0.118932	0.243189	0.0794858	0.0298021	0.491102	0.0374881	0.2553483	0.342088	0.292031	0.126195	0.239685	0.0522346	0.309907	0.87914	2.75872	2.581262
2410	-4079.079	-4080.117	1.037918	0.9582482	0.138325	0.353839	0.589785	0.355335	0.246696	0.168062	0.139701	0.155866	0.190928	0.00326536	0.0761183	0.0790597	0.135138	0.0826748	0.293913	0.0734003	0.0578862	0.441878	0.0502484	0.3546074	0.336657	0.301315	0.125367	0.236661	0.12855	0.463832	0.992722	2.4149	2.632117
2420	-4085.342	-4079.285	-6.056752	0.6525001	0.136418	0.443387	0.575634	0.599056	0.374209	0.202155	0.225947	0.201946	0.240763	0.0151299	0.174294	0.0931895	0.0594564	0.0945989	0.24989	0.0901361	0.0467056	0.479252	0.0394172	0.2898037	0.331133	0.302321	0.124724	0.241823	0.064086	0.340229	0.905909	2.68978	3.341584
2430	-4077.782	-4079.552	1.770587	1.421435	0.145676	0.53707	0.41996	0.386709	0.206023	0.157332	0.0986542	0.160453	0.205283	0.0348519	0.104843	0.0424387	0.0595578	0.0820532	0.229428	0.130075	0.0652798	0.460073	0.033091	0.3699902	0.311691	0.314989	0.133101	0.24022	0.212927	0.574935	1.04545	2.16668	2.55885
2440	-4074.563	-4074.711	0.1483365	0.7528669	0.138558	0.455869	0.512262	0.37534	0.261373	0.168934	0.156028	0.195975	0.145316	0.0568766	0.0902237	0.0454205	0.1189	0.103577	0.280717	0.09509	0.0337	0.442383	0.0445334	0.3229063	0.330433	0.30627	0.124598	0.238699	0.0854979	0.387442	0.942988	2.58407	2.721075
2450	-4077.134	-4077.197	0.06282533	0.4359465	0.161917	0.486336	0.396107	0.414465	0.183012	0.171738	0.126551	0.197887	0.203066	0.0861531	0.0909494	0.089655	0.121789	0.0711658	0.225246	0.113374	0.0402422	0.510058	0.0399141	0.1381775	0.337767	0.297268	0.13528	0.229685	0.0222233	0.208062	0.767423	3.00229	2.729626
2460	-4084.765	-4079.436	-5.328617	0.4727596	0.12261	0.711258	0.507412	0.49066	0.21956	0.192597	0.222769	0.229177	0.138625	0.0167923	0.248152	0.0934618	0.0756965	0.0677707	0.247958	0.0877583	0.0274701	0.509918	0.0591257	0.1992367	0.337316	0.293938	0.134703	0.234043	0.0284569	0.233761	0.799389	2.93839	3.26877
2470	-4085.539	-4080.667	-4.871891	0.4594864	0.161237	0.612018	0.603155	0.281022	0.366797	0.203088	0.135202	0.350099	0.161399	0.0142745	0.0973633	0.107597	0.129845	0.0772732	0.235754	0.0762114	0.0281262	0.522097	0.0605379	0.147776	0.335069	0.286153	0.130368	0.24841	0.0261476	0.224647	0.788394	2.96081	3.223098
2480	-4082.771	-4074.953	-7.8186	0.4327672	0.137905	0.639758	0.604048	0.401884	0.340718	0.206715	0.149951	0.317938	0.180821	0.0485926	0.190603	0.0846919	0.214145	0.0925061	0.237607	0.0819439	0.0360258	0.492769	0.0591486	0.1419006	0.341058	0.285161	0.131003	0.242779	0.0217114	0.205782	0.764436	3.00807	3.517769
2490	-4086.789	-4082.988	-3.801083	0.4829796	0.155711	0.639758	0.478972	0.431995	0.277651	0.203359	0.190544	0.236971	0.180821	0.0776986	0.0234083	0.127248	0.0918814	0.105533	0.261455	0.0782362	0.0601267	0.449188	0.0454612	0.1695392	0.347724	0.3058	0.124619	0.221856	0.0302781	0.240659	0.807478	2.92159	3.116017
2500	-4079.76	-4081.063	1.302878	0.7105342	0.124415	0.401044	0.537641	0.316005	0.213999	0.166639	0.163653	0.218103	0.256192	0.0111624	0.0756682	0.0439177	0.0771815	0.119735	0.300802	0.0614801	0.0241608	0.440772	0.0530494	0.2689927	0.330467	0.291961	0.136453	0.24112	0.0764397	0.368458	0.92871	2.62639	2.605621
2510	-4079.984	-4083.221	3.237263	0.600022	0.154496	0.347232	0.402521	0.317187	0.163312	0.170752	0.129808	0.127331	0.163896	0.0563916	0.229317	0.0785799	0.0713579	0.104735	0.23289	0.0853114	0.0683701	0.453624	0.0550694	0.2027593	0.347924	0.282471	0.125322	0.244282	0.0531126	0.312284	0.88133	2.75327	2.412182
2520	-4083.649	-4084.474	0.825007	1.111505	0.195285	0.517973	0.406682	0.30559	0.242832	0.223155	0.0935639	0.197863	0.204013	0.047295	0.0585537	0.0812177	0.0793844	0.101477	0.254287	0.0585318	0.0928327	0.439515	0.0533566	0.3679695	0.337869	0.279444	0.133928	0.248759	0.15865	0.50788	1.01627	2.3172	2.653408
2530	-4080.184	-4081.392	1.208641	0.9784279	0.157127	0.422815	0.416955	0.334829	0.213056	0.164591	0.114168	0.211897	0.204013	0.140044	0.0843635	0.0925373	0.0586485	0.0698899	0.290884	0.0940099	0.0377739	0.481187	0.0262551	0.3674468	0.346726	0.287904	0.131573	0.233796	0.13263	0.47017	0.996332	2.40087	2.615045
2540	-4080.669	-4076.723	-3.945752	0.8438997	0.206569	0.407523	0.593181	0.505453	0.239354	0.201959	0.140654	0.264286	0.173162	0.173702	0.104364	0.0320858	0.0881915	0.11638	0.200273	0.0703781	0.0360008	0.538769	0.038199	0.3238846	0.354061	0.284062	0.139205	0.222672	0.10486	0.424226	0.968414	2.5025	3.130484
2550	-4087	-4083.942	-3.058407	0.5881914	0.1217	0.490879	0.647069	0.447482	0.248279	0.19346	0.171319	0.176337	0.0925762	0.115959	0.18783	0.0210324	0.127828	0.0727899	0.155686	0.130694	0.0391999	0.574235	0.0273954	0.2257439	0.342728	0.294322	0.127917	0.235033	0.050682	0.305644	0.875173	2.7685	3.041749
2560	-4076.611	-4076.937	0.3262966	0.9239233	0.165576	0.369251	0.550431	0.390777	0.220558	0.196559	0.126859	0.258252	0.150709	0.105745	0.071058	0.0185085	0.0789948	0.106853	0.207277	0.130943	0.0242427	0.490521	0.0401638	0.3309949	0.333308	0.295113	0.141018	0.230561	0.121536	0.452627	0.986154	2.43968	2.703279
2570	-4075.207	-4078.43	3.222679	1.260973	0.16811	0.447092	0.458663	0.312523	0.165145	0.156641	0.140372	0.197034	0.150709	0.0814482	0.0618164	0.0187353	0.0553507	0.09593	0.227228	0.109734	0.0390665	0.473777	0.0542639	0.3223086	0.323085	0.317821	0.141793	0.217301	0.185929	0.543246	1.03265	2.23818	2.413641
2580	-4084.933	-4082.938	-1.995684	0.8352336	0.19486	0.475597	0.633407	0.434091	0.263633	0.15654	0.111304	0.266726	0.216759	0.0493866	0.0472646	0.0254285	0.0604795	0.0769456	0.220305	0.120208	0.0332822	0.482441	0.066818	0.3477833	0.353704	0.3002	0.136738	0.209358	0.103031	0.420942	0.966259	2.50977	2.935477
2590	-4079.651	-4077.579	-2.071814	0.6847778	0.103766	0.635282	0.640172	0.352137	0.209911	0.196234	0.134548	0.23657	0.151088	0.0319446	0.109538	0.0760527	0.0658476	0.103688	0.250683	0.0846666	0.0164709	0.459363	0.0851282	0.2376553	0.335763	0.297935	0.127072	0.239231	0.0709402	0.356258	0.919094	2.65371	2.94309
2600	-4075.595	-4075.815	0.2205385	0.8407284	0.17859	0.486034	0.518628	0.320303	0.225486	0.246745	0.131627	0.212203	0.170082	0.00861961	0.0592278	0.0827347	0.0735754	0.0948115	0.27075	0.107095	0.0242522	0.425683	0.0774086	0.2995677	0.323514	0.308766	0.124916	0.242804	0.104191	0.423029	0.967631	2.50515	2.713855
2610	-4080.126	-4083.603	3.477128	1.603433	0.114231	0.374541	0.449638	0.343993	0.262391	0.161767	0.155476	0.212203	0.173606	0.00541959	0.0291218	0.03989	0.0659193	0.122003	0.246915	0.117046	0.025435	0.433211	0.0553891	0.3981935	0.312023	0.315223	0.129115	0.24364	0.240867	0.604914	1.05596	2.09826	2.388196
2620	-4085.161	-4088.993	3.83124	1.348675	0.133668	0.367783	0.422261	0.33862	0.262391	0.0902696	0.118164	0.104003	0.173606	0.00448187	0.142689	0.0825001	0.112348	0.0880739	0.313924	0.086401	0.0501453	0.403532	0.0579235	0.4329315	0.323092	0.302242	0.130403	0.244262	0.200971	0.561264	1.04014	2.19762	2.352785
2630	-4083.111	-4086.986	3.874365	1.552496	0.145783	0.35353	0.392934	0.332375	0.241682	0.156948	0.0694832	0.126943	0.162512	0.0832445	0.11138	0.0785717	0.0930865	0.0835511	0.314134	0.138356	0.0338785	0.403801	0.0262795	0.4058237	0.329412	0.295086	0.128344	0.247157	0.233319	0.597067	1.05336	2.11625	2.348472
2640	-4078.516	-4079.412	0.8959068	1.044817	0.159136	0.407333	0.520044	0.327066	0.241682	0.218977	0.14647	0.19267	0.137545	0.090981	0.122961	0.064534	0.0169185	0.0898356	0.225183	0.106242	0.0782436	0.477356	0.0231395	0.3798568	0.354115	0.287947	0.123748	0.23419	0.145808	0.48982	1.00705	2.35733	2.646318
2650	-4079.888	-4075.782	-4.106781	0.7162434	0.125052	0.568338	0.506054	0.383004	0.302006	0.138689	0.160069	0.265123	0.227471	0.129494	0.156892	0.128021	0.0563722	0.0617336	0.264942	0.120378	0.0243702	0.462577	0.0659988	0.2642431	0.327149	0.319458	0.124701	0.228692	0.0776607	0.371094	0.930742	2.6205	3.146587
2660	-4078.336	-4077.969	-0.3663075	0.5002425	0.162944	0.48061	0.460993	0.368637	0.27401	0.1499	0.0773324	0.194837	0.227471	0.052467	0.0859229	0.180308	0.0571057	0.0911744	0.24631	0.0835412	0.0402511	0.500065	0.0386586	0.2618292	0.324503	0.315549	0.122303	0.237645	0.0334327	0.252074	0.820445	2.89405	2.772539
2670	-4080.411	-4078.569	-1.84153	0.6456474	0.175743	0.502049	0.541933	0.44077	0.209855	0.152854	0.114693	0.208571	0.191233	0.0783368	0.158869	0.0946046	0.0505487	0.0970366	0.208111	0.073141	0.0707685	0.494523	0.0564202	0.3303456	0.34798	0.295333	0.129523	0.227164	0.062639	0.336715	0.902933	2.69771	2.920062
2680	-4077.945	-4079.64	1.695084	1.033843	0.20936	0.494372	0.383518	0.350708	0.181606	0.210651	0.130018	0.165845	0.191233	0.0585107	0.0637381	0.0863081	0.0405333	0.0958755	0.220126	0.0916682	0.037062	0.50108	0.0541888	0.3303456	0.345436	0.271478	0.131812	0.251273	0.143657	0.486693	1.00539	2.36426	2.5664
2690	-4083.966	-4081.421	-2.545163	1.165024	0.24144	0.431583	0.518365	0.356041	0.2492	0.264555	0.102125	0.213265	0.299531	0.0665524	0.0845732	0.130683	0.0325108	0.0877404	0.29324	0.0700421	0.0487767	0.447193	0.0530076	0.3688275	0.345004	0.304304	0.113137	0.237555	0.168657	0.521295	1.02274	2.2873	2.990425
2700	-4086.409	-4078.723	-7.685764	0.7367864	0.16765	0.719126	0.601491	0.361832	0.321396	0.153237	0.0679074	0.248712	0.391823	0.128282	0.122768	0.142711	0.0775512	0.0733576	0.257924	0.0566967	0.0794551	0.505342	0.0272245	0.3167871	0.351659	0.317821	0.112115	0.218405	0.0820568	0.380382	0.937773	2.59979	3.504485
2710	-4081.792	-4075.763	-6.029254	0.5949411	0.18024	0.675374	0.583511	0.40624	0.313386	0.183429	0.0889595	0.285609	0.155007	0.0413543	0.120888	0.233812	0.0710234	0.0882378	0.22667	0.084442	0.0931729	0.493965	0.0135125	0.2811656	0.348113	0.290097	0.120893	0.240898	0.0520663	0.309448	0.878716	2.75977	3.338834
2720	-4079.563	-4076.279	-3.284078	0.6129583	0.214134	0.56603	0.553883	0.392744	0.298683	0.134791	0.0637856	0.300026	0.155007	0.0587199	0.0679918	0.178334	0.0801872	0.0763321	0.231228	0.0903839	0.0535636	0.517943	0.0305492	0.2924029	0.359203	0.298727	0.11818	0.22389	0.0557912	0.319399	0.887789	2.73702	3.064316
