Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
9070	-4084.048	-4077.578	-6.470769	0.3636638	0.181057	0.530504	0.618861	0.539355	0.290372	0.217298	0.176095	0.280474	0.0969561	0.243158	0.0656465	0.105118	0.0380923	0.0769329	0.215076	0.1077	0.0340045	0.482655	0.0836322	0.330558	0.301323	0.130386	0.237733	0.0118402	0.15414	0.688765	3.14526	3.382986
9080	-4084.546	-4080.587	-3.959196	0.3800134	0.149567	0.548084	0.52878	0.534557	0.191739	0.244583	0.147459	0.250622	0.0604324	0.279974	0.0400158	0.056288	0.0997271	0.0823941	0.217916	0.115995	0.0169199	0.532511	0.0342642	0.331537	0.303821	0.124513	0.240129	0.0139398	0.166675	0.708714	3.11067	3.131828
9090	-4083.152	-4083.701	0.5485096	0.3880704	0.124167	0.51066	0.441661	0.265408	0.269775	0.207037	0.102308	0.250622	0.144099	0.189309	0.0374961	0.0615791	0.0769358	0.109195	0.213623	0.100721	0.0412794	0.494511	0.0406702	0.341195	0.311084	0.130397	0.217324	0.0150317	0.17279	0.718042	3.09414	2.681058
9100	-4078.619	-4079.777	1.158635	0.4168385	0.172924	0.400471	0.422934	0.433482	0.264298	0.168236	0.100534	0.211299	0.0581281	0.133484	0.0956889	0.106384	0.0521835	0.098702	0.232855	0.0908617	0.0670489	0.467011	0.0435215	0.325546	0.296816	0.135718	0.241919	0.0192167	0.194219	0.748877	3.03769	2.620045
9110	-4085.01	-4080.286	-4.724459	0.3051076	0.208108	0.56004	0.688548	0.471644	0.18437	0.166848	0.199551	0.189352	0.0625646	0.208213	0.076634	0.143198	0.0492843	0.0903404	0.199128	0.0845424	0.0249192	0.556926	0.0441435	0.348786	0.302731	0.117696	0.230786	0.00571877	0.108474	0.604282	3.28153	3.208355
9120	-4080.956	-4076.04	-4.915842	0.3625628	0.149636	0.531425	0.646112	0.490331	0.187679	0.239746	0.157763	0.253321	0.0625646	0.228101	0.10654	0.107106	0.0671689	0.0986613	0.209544	0.0911037	0.0414594	0.534897	0.0243338	0.338108	0.2778	0.141913	0.242179	0.0117046	0.15329	0.68737	3.14764	3.227493
9130	-4085.892	-4077.16	-8.732879	0.331776	0.245065	0.631086	0.573153	0.582535	0.234259	0.278321	0.12328	0.250237	0.123192	0.228101	0.142673	0.143768	0.0535281	0.0816506	0.212702	0.086678	0.0481391	0.542959	0.0278707	0.354133	0.274116	0.144411	0.22734	0.00822345	0.129334	0.645503	3.21694	3.609197
9140	-4085.381	-4083.595	-1.785858	0.3390027	0.186539	0.485045	0.542238	0.315692	0.186652	0.17464	0.188011	0.320057	0.0337066	0.0720232	0.115511	0.207152	0.0872282	0.0953292	0.211172	0.0988569	0.0156281	0.545091	0.0339234	0.339554	0.277581	0.14591	0.236955	0.00898532	0.134984	0.655849	3.20018	2.914495
9150	-4084.338	-4083.264	-1.073836	0.355543	0.153506	0.615787	0.490176	0.348353	0.254987	0.223091	0.105075	0.236908	0.0567089	0.184596	0.0649949	0.0244176	0.0846921	0.0791694	0.173865	0.12809	0.043038	0.552511	0.0233258	0.309632	0.314844	0.131156	0.244368	0.0108575	0.147859	0.678317	3.16297	2.843292
9160	-4085.801	-4079.378	-6.423615	0.3537628	0.154959	0.707944	0.467718	0.491542	0.291196	0.272762	0.179182	0.25473	0.0242338	0.156555	0.0515464	0.170328	0.155574	0.0849989	0.250844	0.0952979	0.0437373	0.465479	0.0596423	0.34604	0.287598	0.1129	0.253462	0.0106476	0.146478	0.675977	3.1669	3.37827
9170	-4079.31	-4076.689	-2.62099	0.3410664	0.170709	0.432961	0.582232	0.441742	0.236357	0.256413	0.171265	0.175791	0.0193885	0.156211	0.0886462	0.125034	0.141258	0.109691	0.211067	0.0731358	0.0238851	0.537175	0.0450466	0.335661	0.292722	0.127252	0.244365	0.00920923	0.136595	0.658743	3.19545	2.998008
9180	-4087.723	-4087.1	-0.6229495	0.300276	0.184179	0.484574	0.422316	0.483067	0.163231	0.215739	0.103908	0.163949	0.0848582	0.156211	0.0393993	0.155866	0.140905	0.117322	0.220535	0.109602	0.0687341	0.468771	0.0150353	0.331855	0.278516	0.14386	0.245769	0.00531772	0.10471	0.596266	3.29371	2.798204
9190	-4084.106	-4082.077	-2.029256	0.3436435	0.116269	0.543398	0.510312	0.48898	0.218004	0.185809	0.152657	0.205645	0.10177	0.23652	0.0463892	0.0642525	0.0688285	0.0665881	0.335528	0.0808138	0.0858491	0.40308	0.0281407	0.323989	0.302698	0.122349	0.250964	0.00949276	0.138605	0.66232	3.18958	2.938834
9200	-4086.685	-4087.329	0.6433486	0.3115282	0.163521	0.357433	0.50881	0.504849	0.167754	0.175409	0.169875	0.201566	0.0535539	0.103353	0.0913	0.0657655	0.108386	0.0767597	0.257079	0.0870275	0.0631146	0.478169	0.0378499	0.340146	0.315764	0.128626	0.215464	0.00627696	0.113488	0.614665	3.26557	2.671574
9210	-4089.572	-4082.638	-6.933842	0.2828669	0.201907	0.578909	0.459295	0.462543	0.321263	0.25358	0.140086	0.273244	0.0375303	0.253209	0.0785263	0.182009	0.187192	0.112812	0.19384	0.0628665	0.0229867	0.552265	0.0552299	0.366338	0.264808	0.128049	0.240805	0.00400866	0.0912518	0.565876	3.33886	3.429293
9220	-4089.525	-4075.263	-14.26207	0.2943398	0.204271	0.673979	0.641098	0.611985	0.373509	0.312106	0.250446	0.268924	0.0887707	0.341355	0.200458	0.14712	0.0480956	0.0675292	0.168568	0.0959747	0.0199579	0.583688	0.0642826	0.335347	0.295986	0.132688	0.235979	0.00484741	0.1001	0.586174	3.30888	4.162116
9230	-4098.105	-4080.725	-17.38004	0.2880291	0.176914	0.900861	0.661235	0.616755	0.367706	0.347076	0.280771	0.452485	0.107508	0.200458	0.271872	0.0458084	0.0444644	0.0618469	0.21146	0.0858631	0.0464323	0.548645	0.0457528	0.335539	0.280516	0.132536	0.251409	0.0043746	0.095221	0.57514	3.32526	4.473913
9240	-4085.222	-4078.255	-6.967427	0.3497865	0.142256	0.657438	0.531004	0.478439	0.253933	0.217164	0.221132	0.295744	0.0993505	0.15826	0.190027	0.128864	0.0590408	0.0965461	0.217443	0.0717326	0.0506417	0.534012	0.029624	0.367041	0.278791	0.12295	0.231219	0.010186	0.143389	0.670683	3.17574	3.432651
9250	-4092.714	-4089.102	-3.611692	0.3480829	0.15675	0.650296	0.511147	0.30627	0.240659	0.315665	0.188384	0.242834	0.0589861	0.123857	0.182913	0.070825	0.0484933	0.0948938	0.202555	0.115501	0.0460385	0.518539	0.0224738	0.328722	0.321804	0.131677	0.217796	0.00999131	0.142064	0.668386	3.17956	3.097078
9260	-4083.571	-4081.743	-1.82723	0.3640681	0.14064	0.638622	0.510793	0.373448	0.187598	0.247481	0.154429	0.179935	0.0738691	0.251357	0.0265356	0.0912668	0.0426561	0.0916384	0.221833	0.108805	0.0283312	0.467977	0.0814149	0.314581	0.306499	0.128208	0.250712	0.0118902	0.154452	0.689275	3.14438	2.918632
9270	-4078.545	-4083.302	4.75686	0.3763836	0.148824	0.299791	0.416614	0.310716	0.172667	0.184116	0.156466	0.182876	0.0849455	0.104204	0.0832025	0.0914179	0.0243821	0.118944	0.292482	0.0753223	0.0482894	0.415409	0.0495539	0.333605	0.287997	0.12251	0.255889	0.01346	0.163906	0.704406	3.11823	2.260223
9280	-4084.787	-4085.93	1.142893	0.3587737	0.148824	0.343838	0.448694	0.320758	0.186283	0.184461	0.0810882	0.31044	0.0503827	0.198394	0.178604	0.0661965	0.103656	0.119551	0.286789	0.0931952	0.0358146	0.436766	0.0278848	0.326835	0.303021	0.130326	0.239819	0.0112435	0.150362	0.682518	3.15588	2.621619
9290	-4084.852	-4082.673	-2.179318	0.3692487	0.142768	0.485247	0.483861	0.278124	0.299026	0.164035	0.134461	0.31917	0.0108744	0.278215	0.176246	0.0941628	0.0876492	0.0989574	0.275137	0.0576404	0.0402535	0.481465	0.0465468	0.345999	0.2802	0.123707	0.250094	0.0125395	0.15844	0.695738	3.13328	2.953841
9300	-4081.307	-4078.39	-2.916327	0.3255525	0.187841	0.578245	0.45627	0.340484	0.265645	0.240383	0.17965	0.317642	0.0755489	0.15005	0.128356	0.0777775	0.0296512	0.0717754	0.245287	0.105336	0.0328843	0.503863	0.0408544	0.360963	0.276898	0.127205	0.234934	0.00759539	0.124463	0.636322	3.23162	3.027541
9310	-4090.411	-4084.675	-5.73592	0.3463561	0.220482	0.583927	0.48177	0.481045	0.309971	0.194716	0.154104	0.311228	0.1249	0.15005	0.0785609	0.12582	0.0929259	0.0956854	0.214279	0.0794013	0.0272936	0.548547	0.0347939	0.311451	0.319432	0.138176	0.230941	0.00979586	0.140719	0.666041	3.18344	3.309501
9320	-4091.19	-4085.005	-6.184766	0.3310966	0.192951	0.610233	0.570809	0.342124	0.219867	0.230569	0.130347	0.344783	0.137205	0.139416	0.139893	0.265851	0.030338	0.0918705	0.26617	0.0779073	0.0330117	0.471174	0.0598665	0.310626	0.300093	0.121266	0.268016	0.00815362	0.128803	0.644513	3.21853	3.354385
9330	-4083.327	-4081.779	-1.547977	0.332014	0.236288	0.554124	0.447831	0.382437	0.285835	0.210988	0.122576	0.197616	0.129508	0.211845	0.0218239	0.0714966	0.018339	0.106569	0.256204	0.0617434	0.048723	0.501933	0.0248274	0.340651	0.287292	0.126858	0.2452	0.008248	0.129521	0.645849	3.21638	2.890706
9340	-4090.56	-4081.116	-9.444163	0.3166386	0.167463	0.841388	0.62887	0.358646	0.370142	0.198029	0.107329	0.334873	0.110235	0.264247	0.1362	0.118446	0.044457	0.0798874	0.279895	0.0572191	0.0740175	0.488916	0.0200646	0.33566	0.311125	0.105848	0.247367	0.00674171	0.117485	0.622715	3.25306	3.680325
9350	-4088.833	-4079.072	-9.760504	0.2891636	0.183791	0.812925	0.606948	0.441872	0.375055	0.231145	0.102466	0.284894	0.167881	0.189148	0.133142	0.103485	0.0792067	0.0562053	0.261159	0.0575706	0.0491195	0.48088	0.095066	0.359513	0.308368	0.103361	0.228758	0.00445754	0.0960961	0.577147	3.3223	3.711959
9360	-4092.393	-4080.591	-11.80237	0.2890993	0.103329	0.685075	0.618596	0.590169	0.341926	0.17917	0.195988	0.290819	0.26108	0.341431	0.170106	0.0785169	0.0599404	0.0708094	0.309461	0.060281	0.0582118	0.436031	0.0652068	0.353549	0.300828	0.102505	0.243118	0.00445281	0.0960465	0.577034	3.32247	3.916146
9370	-4092.491	-4090.129	-2.362265	0.2744137	0.158757	0.374055	0.532734	0.450232	0.30293	0.197302	0.157606	0.296405	0.0905776	0.195812	0.108723	0.0504464	0.0565561	0.0699702	0.330027	0.0569659	0.0513027	0.466211	0.025523	0.360157	0.295533	0.114173	0.230137	0.00344974	0.0848037	0.550225	3.36152	2.972135
9380	-4086.37	-4080.195	-6.175046	0.3441464	0.229646	0.761177	0.527669	0.458773	0.183301	0.215366	0.196679	0.235923	0.0562059	0.203346	0.0932317	0.0837233	0.108371	0.0937623	0.207256	0.0819968	0.0749275	0.515942	0.0261157	0.341634	0.299822	0.116894	0.24165	0.00954859	0.138997	0.663013	3.18844	3.353413
9390	-4084.807	-4078.123	-6.683372	0.3334711	0.161288	0.607581	0.43783	0.442278	0.228119	0.244669	0.16586	0.283008	0.0382415	0.203346	0.234241	0.222209	0.135574	0.0740576	0.281826	0.0661792	0.0520386	0.477956	0.0479429	0.332544	0.307723	0.116366	0.243368	0.00839904	0.13066	0.64796	3.21298	3.404246
9400	-4092.559	-4084.466	-8.092909	0.3694351	0.157726	0.496005	0.645495	0.447237	0.216738	0.174335	0.254179	0.386448	0.134673	0.253872	0.0967231	0.146196	0.135574	0.066497	0.293195	0.0864581	0.0318325	0.478359	0.0436588	0.327929	0.314122	0.114401	0.243547	0.0125631	0.158583	0.695968	3.13289	3.5452
9410	-4082.364	-4076.07	-6.293899	0.3067517	0.199701	0.602199	0.59994	0.445261	0.314482	0.244191	0.121627	0.274403	0.0613632	0.253128	0.0976218	0.117717	0.0336633	0.0930237	0.213942	0.0898463	0.023278	0.54397	0.0359402	0.341235	0.279538	0.128999	0.250228	0.00585896	0.109757	0.606969	3.27742	3.365299
9420	-4084.99	-4083.422	-1.568087	0.3499724	0.17797	0.493049	0.502145	0.370227	0.200252	0.232579	0.130421	0.192829	0.134282	0.269119	0.0871992	0.0575498	0.0450967	0.0800469	0.181269	0.100143	0.0553638	0.524466	0.0587112	0.332898	0.302117	0.1324	0.232584	0.0102073	0.143534	0.670932	3.17533	2.892717
9430	-4082.344	-4082.738	0.393768	0.3443862	0.166969	0.534965	0.462849	0.410447	0.156388	0.237252	0.0994963	0.200815	0.0252519	0.136701	0.0985408	0.0352167	0.13164	0.0878603	0.201712	0.0863244	0.0547672	0.518814	0.0505217	0.36492	0.264526	0.136266	0.234288	0.00957528	0.139184	0.663343	3.1879	2.696532
9440	-4088.204	-4080.764	-7.4393	0.3112441	0.21946	0.534965	0.493518	0.609524	0.273642	0.188214	0.194561	0.220002	0.0603717	0.261162	0.117035	0.200943	0.10644	0.0781271	0.171149	0.0701965	0.0422036	0.597676	0.040648	0.382338	0.269601	0.135742	0.212319	0.00625165	0.113266	0.614211	3.26627	3.479839
9450	-4085.763	-4083.077	-2.686412	0.3576893	0.194974	0.530312	0.491408	0.526903	0.161486	0.188163	0.168867	0.14536	0.0511462	0.150259	0.137441	0.152081	0.10615	0.0953361	0.192091	0.0744181	0.00832302	0.558408	0.0714236	0.3553	0.28559	0.123942	0.235168	0.0111132	0.149522	0.681115	3.15825	3.00455
9460	-4084.66	-4086.363	1.703161	0.3038201	0.144284	0.429609	0.479562	0.308244	0.235207	0.196891	0.134416	0.181815	0.0388398	0.111259	0.0333922	0.156579	0.115494	0.0834077	0.305028	0.0927412	0.00266092	0.420683	0.0954784	0.344066	0.295642	0.125436	0.234856	0.0056103	0.10747	0.602163	3.28476	2.565593
9470	-4086.637	-4085.258	-1.378503	0.3301643	0.158691	0.590352	0.481778	0.467271	0.220498	0.19089	0.160758	0.226469	0.0610392	0.154706	0.0173198	0.0409091	0.103078	0.0889016	0.197001	0.0611125	0.0403465	0.523242	0.0893965	0.321802	0.302951	0.128528	0.246719	0.0080583	0.128073	0.64315	3.22072	2.873759
9480	-4089.562	-4083.969	-5.592111	0.3267292	0.164823	0.513672	0.607208	0.390245	0.28529	0.218097	0.231394	0.375847	0.0729021	0.248973	0.0230957	0.0724931	0.0910793	0.103071	0.260449	0.0495106	0.0550204	0.439745	0.0922029	0.360559	0.284378	0.105903	0.24916	0.00771213	0.125385	0.638077	3.22883	3.29512
9490	-4083.618	-4081.722	-1.896335	0.362717	0.140429	0.604043	0.367659	0.4792	0.289974	0.23255	0.113374	0.188367	0.137036	0.248973	0.0328824	0.0397177	0.0513379	0.083025	0.227987	0.0810722	0.0393969	0.531583	0.0369361	0.337641	0.310603	0.131417	0.220339	0.0117235	0.153409	0.687565	3.1473	2.925542
9500	-4079.124	-4078.036	-1.088518	0.3375448	0.173887	0.579558	0.543064	0.379478	0.195274	0.189646	0.123326	0.232464	0.0842331	0.152152	0.0875607	0.0881374	0.0159802	0.110243	0.210649	0.0782265	0.0675407	0.495444	0.037897	0.326455	0.300149	0.130177	0.243218	0.00882884	0.133845	0.653789	3.20354	2.84476
9510	-4079.695	-4080.923	1.228466	0.3683153	0.153678	0.345788	0.427497	0.341861	0.299341	0.207509	0.135512	0.225552	0.0508827	0.152152	0.14331	0.114705	0.0152739	0.0938517	0.205602	0.0983734	0.0534917	0.520716	0.0279654	0.323	0.293178	0.140366	0.243457	0.0124213	0.157722	0.694584	3.13527	2.613062
9520	-4077.409	-4082.028	4.619236	0.4289243	0.120253	0.413671	0.407151	0.29078	0.17641	0.232419	0.122922	0.176476	0.0656843	0.0920337	0.0718563	0.0742836	0.0300452	0.0860023	0.200011	0.136235	0.0464307	0.493387	0.0379337	0.331203	0.296685	0.146043	0.226069	0.0210987	0.203013	0.760774	3.01511	2.273985
9530	-4085.641	-4090.082	4.441489	0.4092101	0.190279	0.453494	0.355824	0.272761	0.143431	0.182466	0.126628	0.223344	0.103367	0.127719	0.0806803	0.0115031	0.0202629	0.0969105	0.187125	0.131384	0.0480978	0.471199	0.0652843	0.340008	0.285103	0.153293	0.221596	0.0180652	0.188602	0.741058	3.05228	2.29176
9540	-4084.168	-4082.97	-1.198311	0.3467334	0.20495	0.547555	0.493437	0.413456	0.240715	0.139765	0.116961	0.222726	0.0483658	0.23091	0.0277659	0.0880275	0.0811057	0.114324	0.253155	0.0733739	0.0562527	0.476488	0.0264059	0.33336	0.292961	0.11681	0.256869	0.0098384	0.141013	0.666555	3.18259	2.85574
9550	-4083.578	-4079.463	-4.115751	0.3181151	0.127097	0.638783	0.563114	0.443898	0.267494	0.198048	0.198744	0.261629	0.083358	0.243771	0.025406	0.0515433	0.0445986	0.0658274	0.246206	0.129741	0.0376797	0.502482	0.0180639	0.345009	0.303127	0.131917	0.219947	0.00687935	0.118641	0.625007	3.24947	3.147484
9560	-4084.9	-4083.442	-1.457916	0.3160312	0.12081	0.5522	0.476953	0.398906	0.231797	0.204454	0.182418	0.163467	0.0687957	0.283991	0.0591544	0.0949365	0.0438186	0.0789996	0.229838	0.116018	0.0720159	0.489506	0.0136219	0.308452	0.302428	0.133892	0.255228	0.00668552	0.11701	0.621768	3.25454	2.8817
9570	-4081.15	-4075.583	-5.567586	0.3324727	0.173516	0.583133	0.663964	0.433452	0.342793	0.232855	0.148648	0.202374	0.107615	0.181499	0.107235	0.0808831	0.0347001	0.0917823	0.203403	0.0972845	0.0578719	0.520712	0.0289464	0.326325	0.298199	0.134333	0.241143	0.00829539	0.129879	0.646515	3.21531	3.292667
9580	-4080.694	-4085.258	4.563907	0.3433809	0.133478	0.418908	0.426081	0.279025	0.21516	0.179742	0.0974703	0.152159	0.0377129	0.0649606	0.118246	0.130435	0.0261408	0.0861716	0.223115	0.132162	0.027673	0.492547	0.0383321	0.349069	0.289945	0.132276	0.22871	0.00946367	0.138401	0.661957	3.19018	2.279518
9590	-4080.464	-4079.51	-0.9541273	0.3664823	0.165456	0.460215	0.541264	0.381496	0.192373	0.185206	0.186861	0.223247	0.0412502	0.20606	0.0736056	0.0985667	0.07572	0.0742265	0.203456	0.113403	0.0201209	0.514886	0.0739073	0.343309	0.296864	0.135177	0.224649	0.0121907	0.156312	0.692305	3.13919	2.831321
9600	-4082.265	-4080.884	-1.380822	0.3118096	0.138168	0.575653	0.450403	0.457186	0.211126	0.286067	0.112722	0.218532	0.026325	0.234748	0.0642497	0.0344853	0.0643246	0.0711267	0.215885	0.0920982	0.025256	0.52447	0.0711646	0.343065	0.287633	0.131736	0.237566	0.00630207	0.113708	0.615113	3.26488	2.873991
9610	-4084.197	-4087.133	2.936	0.3492911	0.162005	0.474967	0.343961	0.261583	0.211126	0.161684	0.133129	0.238476	0.0443214	0.0735189	0.165114	0.128705	0.0437198	0.0962381	0.235389	0.0933488	0.0741205	0.45966	0.0412433	0.337945	0.297798	0.10794	0.256317	0.0101292	0.143004	0.670017	3.17685	2.442309
9620	-4077.511	-4076.553	-0.9579296	0.3558929	0.119917	0.427422	0.570465	0.385009	0.196714	0.239461	0.129367	0.274593	0.0375047	0.216508	0.0779297	0.0736638	0.0831468	0.0980881	0.28329	0.0993656	0.0393825	0.450299	0.0295746	0.330949	0.298263	0.123358	0.24743	0.010899	0.148131	0.678775	3.1622	2.831702
9630	-4081.264	-4082.857	1.593359	0.3385437	0.0956197	0.436122	0.415535	0.365734	0.235984	0.198046	0.0872074	0.246061	0.0604268	0.160769	0.0562879	0.109868	0.108912	0.0902747	0.292422	0.0864046	0.0639084	0.419901	0.047089	0.313845	0.302478	0.129227	0.254449	0.0089359	0.134625	0.655202	3.20124	2.576573
9640	-4077.079	-4084.293	7.214556	0.3762477	0.110457	0.31743	0.308187	0.311562	0.164586	0.154793	0.0879636	0.19114	0.059151	0.128274	0.0318541	0.0699464	0.0791104	0.108642	0.267152	0.0963564	0.069793	0.425061	0.032995	0.339638	0.290971	0.132217	0.237174	0.0134422	0.163803	0.704243	3.11851	2.014453
9650	-4088.354	-4087.326	-1.02728	0.440139	0.148284	0.487234	0.448415	0.295167	0.202462	0.229996	0.131332	0.341462	0.11558	0.203287	0.0546842	0.131102	0.0496293	0.133866	0.216369	0.10065	0.0462803	0.470089	0.0327462	0.295223	0.294798	0.141668	0.26831	0.0229052	0.211054	0.771304	2.99474	2.838637
9660	-4085.07	-4085.706	0.6356102	0.3691024	0.148284	0.410471	0.487793	0.394159	0.274942	0.26716	0.147558	0.212796	0.0163358	0.0837671	0.0167614	0.134596	0.0777236	0.147456	0.2591	0.0581388	0.0397378	0.46515	0.0304171	0.315222	0.283232	0.139827	0.261718	0.0125209	0.158327	0.695558	3.13359	2.672348
9670	-4085.307	-4087.43	2.122823	0.3306512	0.145407	0.393749	0.424861	0.358775	0.223192	0.125946	0.169185	0.295544	0.0606081	0.100234	0.0162524	0.0926532	0.117221	0.140406	0.243107	0.102761	0.0167262	0.441248	0.0557522	0.313416	0.307306	0.130521	0.248757	0.00810801	0.128454	0.643863	3.21957	2.523626
9680	-4085.513	-4089.985	4.471252	0.3835025	0.112161	0.473629	0.322784	0.232684	0.266795	0.198315	0.113569	0.233877	0.0279866	0.154717	0.0260844	0.0365487	0.0896321	0.141019	0.293624	0.0834891	0.0577349	0.372473	0.0516599	0.335081	0.296608	0.127536	0.240775	0.0144081	0.169329	0.712793	3.10347	2.288784
9690	-4078.743	-4080.064	1.320747	0.3680417	0.144016	0.434664	0.497698	0.351181	0.189784	0.189518	0.117125	0.185317	0.108006	0.154717	0.0495268	0.0712188	0.111062	0.109894	0.260447	0.116334	0.0697044	0.404735	0.0388869	0.323725	0.288114	0.132604	0.255557	0.0123867	0.157512	0.694245	3.13586	2.603834
9700	-4077.544	-4079.898	2.353264	0.3705384	0.145159	0.358629	0.432671	0.31593	0.26076	0.170684	0.121555	0.260902	0.0323809	0.145744	0.0583325	0.0833004	0.114535	0.10246	0.259386	0.124917	0.0385612	0.435674	0.0390023	0.324239	0.288253	0.14288	0.244629	0.0127036	0.15943	0.697325	3.13054	2.500582
9710	-4081.606	-4087.44	5.834784	0.4290969	0.15731	0.343243	0.337124	0.27736	0.121898	0.167401	0.0825462	0.215726	0.041637	0.171945	0.0777562	0.040302	0.118183	0.10089	0.245684	0.123827	0.042128	0.429001	0.0584697	0.325134	0.295778	0.135135	0.243953	0.0211261	0.203138	0.76094	3.0148	2.15243
9720	-4081.948	-4085.455	3.507484	0.362685	0.108509	0.42619	0.500991	0.330722	0.120727	0.199946	0.0923188	0.214693	0.0601142	0.171945	0.0324572	0.0745025	0.0520456	0.0914092	0.216781	0.138265	0.051143	0.460849	0.0415521	0.320244	0.298879	0.145824	0.235052	0.0117196	0.153385	0.687525	3.14737	2.38516
9730	-4087.176	-4086.184	-0.9914892	0.3078569	0.160637	0.544467	0.559882	0.331938	0.187007	0.208552	0.143222	0.253246	0.0436144	0.171945	0.0534781	0.0976042	0.0794651	0.0918705	0.217328	0.110986	0.0343254	0.49704	0.0484507	0.296691	0.286307	0.165168	0.251835	0.00595427	0.11062	0.608765	3.27466	2.835058
9740	-4080.115	-4080.447	0.3322007	0.3498689	0.164834	0.457766	0.433249	0.372229	0.243824	0.21178	0.148409	0.292407	0.00844123	0.112524	0.0302463	0.133936	0.0930442	0.0926029	0.203495	0.108839	0.0357518	0.501002	0.0583093	0.341159	0.295732	0.142348	0.22076	0.0101954	0.143453	0.670794	3.17556	2.702689
9750	-4083.257	-4078.581	-4.676854	0.3389401	0.149389	0.493396	0.673581	0.353005	0.234473	0.238619	0.148666	0.32055	0.0307617	0.239159	0.106048	0.138504	0.0774431	0.0591951	0.168745	0.125473	0.031123	0.57101	0.0444538	0.342038	0.296982	0.129168	0.231811	0.00897857	0.134935	0.655761	3.20033	3.203594
9760	-4082.804	-4076.702	-6.10285	0.2939805	0.172774	0.662185	0.529471	0.417024	0.320375	0.202063	0.159969	0.239684	0.0516521	0.309196	0.135853	0.0611075	0.0848391	0.0648531	0.212279	0.0703239	0.0720016	0.538357	0.0421861	0.353272	0.280849	0.125285	0.240594	0.00481974	0.0998212	0.585554	3.30981	3.346194
9770	-4081.725	-4079.109	-2.616093	0.3357224	0.146062	0.550113	0.490419	0.416271	0.329351	0.15956	0.108592	0.202848	0.0610002	0.152306	0.087565	0.104826	0.188605	0.076314	0.268566	0.089577	0.0488473	0.485816	0.0308794	0.314852	0.330991	0.121752	0.232405	0.0086352	0.132421	0.651194	3.20775	2.997518
9780	-4086.357	-4088.728	2.370441	0.2987454	0.0931194	0.334614	0.414228	0.420973	0.258429	0.157479	0.0837502	0.19941	0.0355718	0.152306	0.0784903	0.141542	0.128951	0.0770279	0.23245	0.100151	0.0406202	0.534099	0.0156517	0.327776	0.294647	0.146639	0.230938	0.00519409	0.103519	0.59369	3.2976	2.498865
9790	-4083.877	-4077.412	-6.465161	0.3156617	0.186248	0.616031	0.549297	0.516196	0.258429	0.217088	0.11983	0.153	0.108691	0.258049	0.0291354	0.168568	0.201863	0.0865398	0.206525	0.0692872	0.0485239	0.529766	0.0593575	0.338888	0.290296	0.131642	0.239174	0.00665148	0.116721	0.621191	3.25544	3.382425
9800	-4082.91	-4083.032	0.1224351	0.390913	0.146291	0.518922	0.472389	0.340311	0.184067	0.188263	0.185815	0.227808	0.0619136	0.146074	0.0431756	0.0231318	0.185504	0.10791	0.239462	0.11912	0.0457475	0.436003	0.0517571	0.331718	0.296139	0.128155	0.243988	0.0154256	0.174936	0.721257	3.08838	2.723665
9810	-4087.007	-4088.81	1.802548	0.3064104	0.208547	0.445829	0.399517	0.340311	0.239413	0.16086	0.0485594	0.283305	0.0617042	0.100578	0.0342408	0.0819496	0.150839	0.100289	0.236878	0.0872071	0.0813575	0.47082	0.0234481	0.326525	0.300275	0.121428	0.251772	0.0058297	0.10949	0.606413	3.27827	2.555654
9820	-4086.58	-4086.981	0.4017876	0.3719873	0.109711	0.490234	0.437174	0.317383	0.298781	0.181234	0.0705179	0.249558	0.0617042	0.269914	0.135397	0.0219517	0.0521697	0.0973361	0.2249	0.0987064	0.0565986	0.483958	0.0385018	0.316333	0.308529	0.130093	0.245045	0.0128892	0.160542	0.699097	3.12747	2.69573
9830	-4084.254	-4085.668	1.414076	0.3772605	0.131771	0.397329	0.44559	0.356825	0.255669	0.227979	0.0776447	0.202276	0.0356901	0.123628	0.103783	0.118833	0.117484	0.10051	0.211459	0.098928	0.0416568	0.508969	0.0384771	0.351116	0.271044	0.128112	0.249728	0.0135752	0.164576	0.705453	3.1164	2.594501
9840	-4081.327	-4083.278	1.951453	0.3561099	0.145854	0.532459	0.37568	0.265961	0.243846	0.168449	0.12112	0.226221	0.0292461	0.213483	0.0467601	0.0876204	0.0840639	0.121595	0.275889	0.0782764	0.0366133	0.437644	0.0499826	0.354172	0.275936	0.127178	0.242714	0.0109248	0.148299	0.679059	3.16172	2.540763
9850	-4088.92	-4088.497	-0.4227175	0.3566657	0.109089	0.489243	0.505183	0.460171	0.222106	0.166261	0.112226	0.2114	0.0389052	0.139239	0.0684121	0.167083	0.0888606	0.0678984	0.334342	0.116353	0.0328068	0.421581	0.0270182	0.305789	0.332129	0.122666	0.239417	0.0109909	0.148729	0.679784	3.1605	2.77818
