Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4260	-4086.389	-4085.722	-0.6674145	0.3679128	0.146198	0.448853	0.440533	0.397396	0.192883	0.218018	0.123987	0.302521	0.0292886	0.21791	0.0516732	0.135101	0.0982889	0.091362	0.23025	0.141294	0.0309886	0.498543	0.00756293	0.324965	0.289119	0.127043	0.258873	0.0123705	0.157413	0.694085	3.13613	2.80265
4270	-4088.112	-4083.773	-4.339054	0.3450691	0.197534	0.542233	0.509905	0.397396	0.381087	0.165298	0.104648	0.286691	0.09284	0.153753	0.022794	0.145412	0.170223	0.0728176	0.241995	0.131461	0.0323522	0.513939	0.00743462	0.332934	0.300179	0.149463	0.217425	0.00965146	0.139717	0.664281	3.18635	3.169814
4280	-4085.277	-4083.714	-1.563163	0.363281	0.143293	0.429872	0.486346	0.393342	0.256759	0.187284	0.138198	0.213298	0.0656527	0.290271	0.0532546	0.108931	0.125725	0.114973	0.210025	0.0581654	0.0362296	0.563094	0.0175129	0.337999	0.26556	0.151851	0.244591	0.0117929	0.153845	0.68828	3.14608	2.892225
4290	-4085.025	-4084.943	-0.08202088	0.3808198	0.18265	0.56348	0.335634	0.45661	0.174481	0.205594	0.120957	0.265835	0.00958601	0.176707	0.0427771	0.0916386	0.118161	0.12132	0.221619	0.0717685	0.027724	0.524415	0.0331546	0.331201	0.282924	0.138553	0.247322	0.0140474	0.167289	0.709662	3.109	2.744111
4300	-4084.116	-4084.743	0.6260955	0.383411	0.121892	0.446099	0.43153	0.284093	0.240813	0.205594	0.159939	0.261793	0.0214262	0.17619	0.0158753	0.159921	0.148132	0.100184	0.178328	0.0780242	0.051033	0.573369	0.0190615	0.340338	0.296882	0.143881	0.218899	0.0143957	0.169259	0.712687	3.10366	2.673299
4310	-4081.077	-4084.623	3.545182	0.3557275	0.121135	0.40484	0.412719	0.290395	0.210283	0.144023	0.0713504	0.220948	0.0895611	0.17619	0.0403002	0.0830925	0.116552	0.0744749	0.245227	0.11511	0.0514894	0.486955	0.026744	0.331924	0.288448	0.14373	0.235898	0.0108794	0.148002	0.678559	3.16256	2.381391
4320	-4084.116	-4085.263	1.147633	0.3119059	0.0975627	0.411964	0.444006	0.39333	0.28962	0.166661	0.131526	0.219678	0.0621318	0.132782	0.0333848	0.131208	0.10729	0.0978672	0.277229	0.0767182	0.0851026	0.427907	0.035176	0.312861	0.303352	0.128926	0.254861	0.00631068	0.113783	0.615266	3.26464	2.621145
4330	-4089.206	-4088.488	-0.7173611	0.3967158	0.116382	0.33465	0.567939	0.517781	0.25026	0.235612	0.176756	0.187236	0.0357958	0.123415	0.0818239	0.0647743	0.115221	0.12539	0.197464	0.0989045	0.0669979	0.493578	0.0176646	0.331008	0.292163	0.132699	0.244131	0.0162435	0.179298	0.727702	3.07676	2.807645
4340	-4079.958	-4081.352	1.393574	0.3608147	0.163732	0.411482	0.36763	0.373621	0.237221	0.168464	0.130073	0.244385	0.0645451	0.144021	0.020292	0.147522	0.123564	0.117977	0.252487	0.0988057	0.0453299	0.464396	0.0210045	0.351573	0.271692	0.125985	0.25075	0.0114908	0.15194	0.685141	3.15143	2.596551
4350	-4084.556	-4081.989	-2.566873	0.3479154	0.154006	0.540808	0.569967	0.424558	0.218419	0.283372	0.0881614	0.226367	0.0504859	0.170696	0.079599	0.133405	0.0527499	0.109928	0.251738	0.076627	0.0562432	0.486121	0.0193426	0.34615	0.277288	0.125872	0.25069	0.00997226	0.141933	0.66816	3.17993	2.992596
4360	-4084.417	-4082.881	-1.536205	0.3611489	0.189307	0.510435	0.419868	0.368111	0.269845	0.222137	0.127153	0.226367	0.0692002	0.214244	0.0964617	0.0850194	0.0913813	0.103186	0.232783	0.0718281	0.0415166	0.533431	0.0172543	0.348491	0.265089	0.125255	0.261165	0.0115315	0.152198	0.685569	3.1507	2.889529
4370	-4089.272	-4085.034	-4.237978	0.3591378	0.148712	0.512168	0.570325	0.55918	0.365475	0.191215	0.109726	0.240749	0.0463383	0.214244	0.0732468	0.0665712	0.0617561	0.131724	0.287015	0.0554604	0.0494203	0.437467	0.0389123	0.344128	0.289043	0.121545	0.245283	0.0112875	0.150643	0.682988	3.15508	3.159707
4380	-4082.825	-4079.653	-3.171576	0.3494058	0.162908	0.538788	0.505623	0.521246	0.235744	0.223918	0.157921	0.266792	0.0822158	0.111892	0.0526611	0.103643	0.0897137	0.0869758	0.267142	0.0894497	0.0453287	0.44526	0.065844	0.29819	0.318419	0.127657	0.255735	0.0101423	0.143093	0.670171	3.17659	3.053066
4390	-4082.582	-4082.806	0.2239234	0.4329615	0.164639	0.565687	0.486759	0.355428	0.26263	0.142793	0.13079	0.223233	0.0519384	0.156751	0.0425463	0.0379563	0.0923646	0.0869168	0.252332	0.104275	0.0473898	0.462118	0.0469694	0.334282	0.315691	0.115544	0.234484	0.0217426	0.205921	0.76462	3.00772	2.713516
4400	-4081.008	-4079.038	-1.969384	0.3988012	0.155609	0.580773	0.470784	0.426866	0.251585	0.204319	0.139871	0.225075	0.0851898	0.156751	0.0735238	0.0460194	0.116481	0.0830296	0.258404	0.127179	0.0579253	0.460919	0.0125436	0.327919	0.308664	0.129679	0.233738	0.0165418	0.18086	0.72998	3.07262	2.932847
4410	-4080.771	-4081.422	0.6516493	0.4073866	0.149836	0.486349	0.513663	0.407685	0.250611	0.180173	0.0904781	0.160704	0.0597821	0.148771	0.0289424	0.101016	0.092733	0.135655	0.225792	0.0889454	0.0422352	0.462509	0.0448638	0.30372	0.310575	0.132248	0.253458	0.0177943	0.187252	0.739152	3.0558	2.670744
4420	-4080.193	-4078.127	-2.065461	0.3632438	0.127041	0.464903	0.564349	0.431284	0.245279	0.182268	0.157375	0.22489	0.029902	0.148771	0.0577504	0.116077	0.192566	0.0977051	0.25569	0.0756687	0.0699246	0.472835	0.0281757	0.332463	0.300854	0.133915	0.232768	0.0117884	0.153816	0.688233	3.14616	2.942455
4430	-4080.89	-4077.696	-3.194648	0.3709563	0.177356	0.473949	0.600571	0.39729	0.211131	0.180683	0.167126	0.270231	0.070608	0.293219	0.0543552	0.0595172	0.099338	0.106379	0.233354	0.0828432	0.0491836	0.490099	0.038142	0.352693	0.276105	0.1266	0.244602	0.012757	0.159751	0.697837	3.12966	3.055374
4440	-4078.417	-4075.254	-3.16321	0.3196041	0.153843	0.504723	0.592489	0.403516	0.292254	0.249481	0.14561	0.219752	0.0790478	0.225069	0.0515617	0.076162	0.0587217	0.0959345	0.254891	0.0737405	0.0362964	0.495416	0.0437215	0.351855	0.285789	0.121481	0.240875	0.00701967	0.119806	0.627303	3.24587	3.05223
4450	-4089.587	-4091.037	1.449954	0.3817788	0.222663	0.473806	0.394115	0.342197	0.12911	0.143275	0.167566	0.2182	0.0271506	0.0417672	0.121142	0.168144	0.141778	0.136302	0.264042	0.0862553	0.0171111	0.468198	0.0280915	0.327432	0.291308	0.138384	0.242876	0.0141759	0.168019	0.710785	3.10702	2.590913
4460	-4084.264	-4088.504	4.240676	0.4306231	0.137982	0.363813	0.428338	0.41222	0.201397	0.18524	0.0844325	0.147299	0.0235159	0.16153	0.0204045	0.105601	0.0400691	0.13871	0.243113	0.108576	0.0167479	0.477461	0.015393	0.307051	0.289471	0.157078	0.246401	0.0213688	0.204239	0.7624	3.01199	2.311841
4470	-4083.971	-4081.79	-2.181634	0.3028922	0.156519	0.668593	0.529009	0.4381	0.168785	0.21349	0.132997	0.201424	0.0352048	0.16153	0.0413928	0.139954	0.0670749	0.0864704	0.295621	0.0995142	0.0204257	0.466869	0.0310996	0.317465	0.317579	0.126574	0.238381	0.00553285	0.106747	0.600628	3.28709	2.954072
4480	-4094.528	-4085.235	-9.292599	0.3385203	0.194377	0.526451	0.820081	0.412759	0.249065	0.234763	0.238307	0.340527	0.200038	0.134977	0.0817966	0.163899	0.0681277	0.0741783	0.308323	0.0625581	0.0289005	0.459899	0.0661411	0.324422	0.310468	0.1164	0.24871	0.00893339	0.134607	0.655169	3.20129	3.665169
4490	-4096.12	-4086.075	-10.04499	0.2863731	0.245146	0.792914	0.543664	0.481153	0.312444	0.277092	0.126958	0.186985	0.104198	0.369135	0.138521	0.0834137	0.0787834	0.0809395	0.262475	0.0639298	0.0491146	0.473542	0.0699992	0.319883	0.291796	0.127575	0.260745	0.00425517	0.0939454	0.572192	3.32961	3.740408
4500	-4085.489	-4086.82	1.330666	0.3391437	0.149528	0.357908	0.498706	0.361188	0.264241	0.184594	0.14739	0.161469	0.0731767	0.243746	0.0355759	0.0968559	0.0284636	0.116543	0.311867	0.0501367	0.0709349	0.40226	0.0482579	0.326007	0.300532	0.122573	0.250888	0.00900053	0.135094	0.656048	3.19986	2.602842
4510	-4085.162	-4086.344	1.181805	0.3814944	0.168442	0.440395	0.542177	0.315582	0.254476	0.162573	0.104863	0.195579	0.0189108	0.243746	0.0998475	0.0207016	0.0504359	0.110425	0.342824	0.0739428	0.0495663	0.386827	0.0364153	0.336491	0.301389	0.11286	0.249259	0.0141377	0.167803	0.710453	3.10761	2.617728
4520	-4081.223	-4076.648	-4.574912	0.3168166	0.168442	0.511446	0.53297	0.518059	0.284111	0.217435	0.168872	0.205319	0.0150791	0.174396	0.0427874	0.181693	0.172791	0.0988853	0.24009	0.0697548	0.0622866	0.493057	0.0359263	0.32952	0.285328	0.126713	0.258439	0.00675822	0.117625	0.622993	3.25262	3.1934
4530	-4089.502	-4078.062	-11.44006	0.2895468	0.214904	0.558585	0.7352	0.579366	0.394417	0.193675	0.212563	0.253414	0.0247039	0.205353	0.044977	0.199933	0.262823	0.0563605	0.225422	0.089452	0.0802435	0.518633	0.0298889	0.335644	0.316303	0.125504	0.222549	0.00448575	0.0963919	0.577823	3.3213	3.879914
4540	-4084.264	-4084.946	0.6814016	0.3928037	0.0846936	0.386248	0.557093	0.36601	0.259119	0.244059	0.12901	0.211093	0.0408131	0.0938945	0.12235	0.0883189	0.085066	0.0798072	0.268038	0.100739	0.0714157	0.463599	0.0164008	0.338091	0.294525	0.133573	0.233811	0.0156901	0.17636	0.723375	3.08458	2.667769
4550	-4083.821	-4082.152	-1.669515	0.2929493	0.161279	0.653803	0.455962	0.342791	0.216546	0.156712	0.177239	0.18504	0.0795385	0.20892	0.106857	0.0868508	0.0713237	0.0687933	0.18629	0.0940148	0.0510512	0.566076	0.0337747	0.3572	0.287976	0.133019	0.221804	0.00474082	0.0990224	0.58377	3.31247	2.90286
4560	-4086.246	-4082.95	-3.296095	0.3170276	0.189258	0.512174	0.632155	0.487015	0.251241	0.177868	0.159742	0.197738	0.0479565	0.144287	0.0462587	0.159484	0.0603419	0.0646925	0.198711	0.102122	0.0834706	0.503763	0.0472412	0.363286	0.29117	0.127327	0.218218	0.00677782	0.11779	0.623321	3.25211	3.065518
4570	-4086.451	-4084.54	-1.910577	0.3381676	0.194834	0.408366	0.540388	0.525099	0.223555	0.197041	0.167629	0.139024	0.0301503	0.144287	0.0990252	0.13388	0.123689	0.130453	0.18211	0.0864558	0.0736637	0.512911	0.014407	0.336676	0.271862	0.151037	0.240426	0.00889551	0.134331	0.65467	3.2021	2.926966
4580	-4089.577	-4093.992	4.414478	0.3986705	0.0929337	0.367961	0.341929	0.191401	0.237622	0.201244	0.164811	0.204648	0.0533686	0.144287	0.0630152	0.145423	0.085816	0.0918074	0.324897	0.0914258	0.0910226	0.392756	0.00809155	0.324665	0.299908	0.114007	0.26142	0.0165231	0.180762	0.729838	3.07288	2.294461
4590	-4085.698	-4087.851	2.152443	0.3778069	0.115347	0.412038	0.359526	0.303925	0.204297	0.25374	0.118659	0.192484	0.0808759	0.201637	0.0548423	0.147817	0.0754767	0.0953986	0.337606	0.0873671	0.0938805	0.368896	0.0168518	0.322759	0.312714	0.119163	0.245364	0.0136472	0.164993	0.706103	3.11526	2.520664
4600	-4083.731	-4082.362	-1.368793	0.3442131	0.115347	0.386185	0.459763	0.386392	0.214623	0.250497	0.140085	0.303277	0.030732	0.201637	0.122105	0.140146	0.121998	0.115977	0.32309	0.0798223	0.051629	0.409887	0.0195947	0.324488	0.28961	0.128418	0.257483	0.00955601	0.139049	0.663105	3.18829	2.872788
4610	-4084.168	-4087.292	3.12435	0.349974	0.101384	0.366485	0.428982	0.353816	0.214623	0.132264	0.142868	0.131807	0.0748022	0.185767	0.041912	0.140146	0.108617	0.119261	0.2464	0.0808091	0.0372959	0.490338	0.0258966	0.327925	0.293515	0.118715	0.259846	0.0102075	0.143535	0.670935	3.17532	2.423474
4620	-4078.835	-4083.605	4.770303	0.3616171	0.145832	0.343074	0.425481	0.322313	0.215468	0.192756	0.140579	0.177142	0.0241285	0.116051	0.0259549	0.0561763	0.0739231	0.142015	0.271307	0.0746523	0.0484351	0.431345	0.0322453	0.31643	0.285547	0.146226	0.251797	0.0115887	0.15256	0.686166	3.14969	2.258878
4630	-4084.135	-4083.763	-0.3721624	0.3401482	0.189013	0.485823	0.512348	0.367865	0.255603	0.167509	0.0884834	0.165378	0.153255	0.0754725	0.042921	0.176663	0.0927905	0.0636477	0.269059	0.124639	0.0500196	0.442332	0.0503021	0.342429	0.312668	0.121694	0.223209	0.00910926	0.135878	0.657459	3.19755	2.773125
4640	-4085.998	-4082.299	-3.698923	0.3395659	0.158067	0.50331	0.678307	0.422608	0.298681	0.210698	0.0540426	0.237136	0.0621597	0.119482	0.198516	0.136467	0.0263252	0.0948742	0.254279	0.100761	0.0325958	0.491648	0.0258411	0.334155	0.30766	0.134929	0.223257	0.00904616	0.135424	0.656642	3.19889	3.105801
4650	-4093.421	-4082.407	-11.01456	0.257074	0.254078	0.865925	0.674795	0.416886	0.35187	0.268444	0.177832	0.231259	0.0478899	0.211365	0.167333	0.0402996	0.129387	0.0698355	0.202221	0.0958905	0.0374392	0.537776	0.0568379	0.342984	0.300349	0.139795	0.216872	0.00245797	0.0718441	0.516168	3.40953	3.837364
4660	-4078.982	-4079.066	0.08352271	0.3106285	0.108365	0.513678	0.526713	0.341822	0.225113	0.231666	0.110954	0.236709	0.0632324	0.132314	0.0755686	0.115568	0.0458537	0.0659259	0.256754	0.0893749	0.0617268	0.492701	0.0335179	0.348947	0.303864	0.116515	0.230673	0.00619701	0.112785	0.613228	3.26779	2.727556
4670	-4082.105	-4078.204	-3.90142	0.332157	0.22041	0.465411	0.51685	0.575503	0.258149	0.249226	0.146933	0.16962	0.0414482	0.208352	0.163418	0.0719994	0.0387317	0.0747583	0.207701	0.0959674	0.0498346	0.546247	0.0254911	0.347773	0.285405	0.135057	0.231766	0.00826276	0.129632	0.646057	3.21605	3.126051
4680	-4084.436	-4077.452	-6.984604	0.3216225	0.153379	0.504365	0.652836	0.524305	0.366165	0.188522	0.125577	0.220187	0.185848	0.144633	0.0870604	0.163819	0.117673	0.0618512	0.235178	0.0947707	0.0492132	0.512976	0.0460112	0.326649	0.318297	0.113737	0.241318	0.00721231	0.121387	0.63039	3.24101	3.434369
4690	-4089.136	-4089.96	0.8240644	0.3432895	0.172654	0.426297	0.472263	0.352162	0.186425	0.125279	0.100144	0.181307	0.0656809	0.25214	0.0472886	0.144379	0.127483	0.0751135	0.276454	0.0906534	0.0553672	0.402434	0.0999777	0.354987	0.298379	0.118169	0.228465	0.00945355	0.138329	0.661831	3.19039	2.653502
4700	-4085.537	-4087.717	2.179787	0.386696	0.14315	0.424223	0.37577	0.352162	0.261141	0.140496	0.0666042	0.298701	0.155177	0.131573	0.0603384	0.0710718	0.037523	0.0864974	0.189131	0.0809358	0.0886027	0.500413	0.0544199	0.335462	0.288892	0.141431	0.234215	0.0148428	0.17175	0.716473	3.09693	2.51793
4710	-4086.171	-4079.929	-6.242169	0.340253	0.201325	0.546254	0.491605	0.444776	0.381271	0.193895	0.103352	0.373367	0.246845	0.131573	0.0625329	0.130944	0.0523864	0.0953947	0.204199	0.0607368	0.0512265	0.572317	0.0161262	0.342455	0.281735	0.126781	0.249029	0.00912064	0.13596	0.657606	3.19731	3.360126
4720	-4083.093	-4080.104	-2.988599	0.3090319	0.157773	0.540198	0.575754	0.414295	0.228993	0.203219	0.154281	0.138598	0.04221	0.224357	0.157853	0.160108	0.0371309	0.106523	0.257828	0.0814844	0.057877	0.484162	0.0121255	0.333102	0.291755	0.127743	0.247399	0.00605652	0.111537	0.610663	3.27174	3.034769
4730	-4081.934	-4081.702	-0.2312314	0.3448112	0.14734	0.413287	0.371744	0.386322	0.283221	0.216761	0.137343	0.193706	0.0892166	0.15494	0.149731	0.187733	0.0276878	0.105499	0.179258	0.0696685	0.0619665	0.556685	0.0269229	0.342885	0.275301	0.131413	0.250401	0.00962266	0.139516	0.663927	3.18693	2.759032
4740	-4080.439	-4086.783	6.34395	0.3568333	0.133254	0.327673	0.330638	0.350488	0.135709	0.162076	0.0638252	0.147097	0.0764209	0.15494	0.0893477	0.0745613	0.0554827	0.103717	0.264413	0.10612	0.050919	0.427334	0.0474972	0.339331	0.300008	0.129424	0.231236	0.0110109	0.148859	0.680002	3.16013	2.101514
4750	-4091.975	-4088.741	-3.234056	0.4223821	0.210464	0.470272	0.579725	0.483205	0.273356	0.177417	0.0941402	0.215341	0.108499	0.201766	0.0688985	0.0950677	0.0811625	0.117243	0.270346	0.114645	0.0445729	0.412552	0.0406406	0.344454	0.278189	0.145474	0.231883	0.0200714	0.198269	0.754407	3.02725	3.059314
4760	-4086.673	-4089.142	2.468977	0.4074381	0.161592	0.364393	0.328262	0.370501	0.237733	0.180703	0.146381	0.221523	0.215313	0.141526	0.0417047	0.0579956	0.0213852	0.126846	0.180399	0.0953214	0.0432441	0.502417	0.0517729	0.328242	0.288436	0.125846	0.257477	0.017802	0.18729	0.739206	3.0557	2.489011
4770	-4088.236	-4092.921	4.684758	0.3592164	0.109573	0.426566	0.304456	0.332775	0.284625	0.141113	0.0822328	0.156876	0.119695	0.106182	0.0303919	0.1379	0.0350471	0.122102	0.173653	0.102757	0.0586104	0.5085	0.0343766	0.302616	0.306293	0.155002	0.23609	0.011297	0.150704	0.683089	3.15491	2.267433
4780	-4090.657	-4090.068	-0.5896381	0.3199328	0.188601	0.537142	0.433397	0.31653	0.228797	0.224614	0.162011	0.187852	0.0595204	0.162137	0.0969533	0.12984	0.0674776	0.117505	0.259212	0.0967278	0.0402008	0.458204	0.0281506	0.319408	0.325073	0.129591	0.225927	0.00705086	0.120064	0.627808	3.24508	2.794873
4790	-4081.993	-4081.922	-0.07073703	0.4517573	0.165672	0.486906	0.438081	0.447214	0.187419	0.193765	0.142648	0.219201	0.00298026	0.162137	0.0965835	0.0956064	0.10477	0.0817622	0.206048	0.120432	0.0506557	0.50233	0.0387722	0.336674	0.301976	0.139842	0.221508	0.024834	0.21926	0.781724	2.97418	2.742982
4800	-4086.775	-4081.591	-5.184538	0.3525979	0.218144	0.587839	0.669373	0.344133	0.264442	0.225985	0.15149	0.208816	0.0155547	0.162137	0.155604	0.180918	0.0699257	0.0860958	0.184709	0.109489	0.0201839	0.556564	0.0429582	0.340144	0.311502	0.118881	0.229472	0.0105113	0.145574	0.674435	3.16948	3.254363
4810	-4082.517	-4078.592	-3.925401	0.3181847	0.163898	0.5982	0.504831	0.50193	0.326799	0.19322	0.130525	0.237028	0.0220573	0.150715	0.0697492	0.164003	0.0654917	0.0814138	0.20546	0.0859204	0.0401181	0.526298	0.0607903	0.334878	0.295889	0.131631	0.237603	0.00688587	0.118695	0.625115	3.2493	3.128449
4820	-4087.149	-4086.979	-0.1695804	0.3064324	0.14405	0.478077	0.41678	0.42829	0.210393	0.273044	0.103177	0.196777	0.140713	0.0437032	0.202915	0.0806464	0.0343012	0.0939215	0.200223	0.103388	0.0248709	0.528552	0.0490444	0.360372	0.289114	0.134859	0.215655	0.00583159	0.109508	0.606449	3.27821	2.752867
4830	-4084.604	-4077.406	-7.197716	0.3389924	0.123998	0.626719	0.543287	0.537168	0.262852	0.22128	0.198319	0.245282	0.0762035	0.206685	0.165213	0.131007	0.117666	0.0758873	0.216923	0.104495	0.0235753	0.538776	0.0403435	0.339169	0.292539	0.127537	0.240755	0.00898421	0.134976	0.655835	3.20021	3.45568
4840	-4089.463	-4082.151	-7.312804	0.304927	0.139846	0.72429	0.638781	0.460215	0.303512	0.175152	0.143153	0.260942	0.027285	0.135429	0.272712	0.131491	0.0543818	0.0803068	0.185475	0.0885339	0.0421765	0.55006	0.0534481	0.319269	0.331954	0.129469	0.219308	0.00570349	0.108333	0.603985	3.28198	3.467189
4850	-4082.65	-4077.69	-4.959445	0.3033003	0.218893	0.63894	0.556883	0.424086	0.223984	0.215439	0.135415	0.323189	0.129206	0.0449294	0.181229	0.0870685	0.052593	0.0772335	0.189157	0.0660251	0.0398103	0.566075	0.0616997	0.338027	0.303367	0.119682	0.238924	0.00556684	0.107065	0.601304	3.28606	3.231853
4860	-4088.086	-4087.335	-0.7511647	0.3590157	0.0772316	0.530003	0.501681	0.386857	0.235444	0.180685	0.202415	0.252762	0.111763	0.0695738	0.175555	0.0213726	0.0656844	0.10043	0.238112	0.0621832	0.0477373	0.512936	0.0386006	0.340732	0.294857	0.124673	0.239738	0.0112727	0.150549	0.68283	3.15535	2.811025
4870	-4082.78	-4079.427	-3.352652	0.3157692	0.163079	0.609231	0.611134	0.401543	0.243361	0.180685	0.163652	0.203226	0.0161145	0.142603	0.234837	0.0357161	0.0659929	0.0981556	0.22452	0.0650757	0.0294823	0.51658	0.066187	0.353307	0.276161	0.125502	0.24503	0.00666137	0.116805	0.621359	3.25517	3.071174
4880	-4081.158	-4080.433	-0.7253954	0.34314	0.128621	0.554545	0.49504	0.388676	0.248091	0.174342	0.173079	0.154695	0.0157496	0.141651	0.14463	0.145346	0.043982	0.114496	0.280356	0.0738851	0.0350699	0.422319	0.0738744	0.32414	0.29719	0.125614	0.253056	0.00943702	0.138213	0.661624	3.19073	2.808448
4890	-4083.22	-4080.991	-2.228272	0.3100929	0.231434	0.547452	0.540122	0.3312	0.206999	0.161783	0.120125	0.31146	0.0886231	0.0763239	0.167362	0.116295	0.0595558	0.0886321	0.295331	0.0914993	0.0294651	0.444876	0.0501968	0.324958	0.313765	0.121533	0.239744	0.00614968	0.112366	0.61237	3.26911	2.958736
4900	-4081.323	-4086.804	5.481273	0.3818222	0.115443	0.383064	0.298162	0.394643	0.233229	0.175476	0.107036	0.161232	0.00944572	0.0946113	0.148568	0.0398131	0.0270592	0.0928449	0.246412	0.11925	0.075448	0.432105	0.0339405	0.333085	0.305475	0.127009	0.234431	0.0141817	0.168052	0.710836	3.10693	2.187781
4910	-4077.604	-4081.19	3.586489	0.3642772	0.143079	0.398203	0.425777	0.325633	0.232157	0.176779	0.10604	0.161232	0.018521	0.12582	0.112521	0.0952699	0.0562288	0.103751	0.248544	0.095245	0.0760452	0.435844	0.0405703	0.346617	0.289155	0.129338	0.23489	0.0119161	0.154613	0.689539	3.14393	2.37726
4920	-4085.9	-4083.657	-2.243499	0.29583	0.147477	0.446015	0.537274	0.458959	0.269016	0.197329	0.144555	0.195069	0.00834588	0.12582	0.132002	0.252492	0.0459047	0.104924	0.290504	0.0624454	0.0612417	0.446352	0.0345328	0.309642	0.308127	0.118645	0.263585	0.00496315	0.101255	0.588733	3.30505	2.960259
4930	-4082.341	-4079.82	-2.521284	0.3013116	0.128478	0.586766	0.481179	0.49022	0.246865	0.203639	0.159281	0.210085	0.0282929	0.0987994	0.11041	0.167582	0.0764406	0.108619	0.236603	0.0703008	0.0331035	0.522903	0.0284713	0.342434	0.295649	0.134902	0.227014	0.0054023	0.105516	0.597999	3.29108	2.988037
4940	-4088.505	-4080.015	-8.490485	0.3262488	0.175086	0.705693	0.661184	0.462381	0.257442	0.208064	0.168309	0.283398	0.0984485	0.253851	0.176222	0.0603725	0.0745061	0.100372	0.257958	0.0647485	0.0462902	0.477618	0.0530131	0.358771	0.299544	0.107076	0.23461	0.00766436	0.125009	0.637362	3.22997	3.584957
4950	-4080.882	-4077.855	-3.026859	0.3328236	0.146477	0.566257	0.56531	0.39737	0.199869	0.216055	0.176869	0.224836	0.17539	0.0810044	0.108952	0.145918	0.034288	0.100649	0.197208	0.109861	0.0256823	0.505791	0.0608083	0.331015	0.289376	0.139346	0.240263	0.00833174	0.130154	0.647024	3.21449	3.038595
4960	-4087.608	-4087.004	-0.6037553	0.3501495	0.150301	0.556917	0.433802	0.443446	0.155551	0.284765	0.169544	0.129311	0.0994689	0.10734	0.170373	0.0449637	0.0505025	0.0843172	0.164009	0.0805721	0.0365881	0.579405	0.055109	0.342367	0.273609	0.158961	0.225063	0.0102277	0.143672	0.67117	3.17493	2.796284
4970	-4080.725	-4080.81	0.08487776	0.3511376	0.150301	0.419315	0.496679	0.460004	0.252783	0.179848	0.167018	0.246913	0.0364217	0.0352252	0.133015	0.0907386	0.0591592	0.124663	0.238197	0.076489	0.0429876	0.469247	0.0484155	0.322444	0.289875	0.133259	0.254423	0.0103417	0.14444	0.672492	3.17273	2.727421
4980	-4079.119	-4078.158	-0.9609554	0.3327704	0.132805	0.456942	0.546027	0.384393	0.297106	0.217614	0.103	0.229986	0.130729	0.088814	0.0939782	0.110246	0.0403629	0.101382	0.247004	0.0878692	0.0357534	0.489915	0.0380772	0.315361	0.301144	0.13399	0.249505	0.00832623	0.130112	0.646947	3.21461	2.832004
4990	-4086.084	-4089.509	3.42504	0.3539358	0.164532	0.509943	0.319153	0.348842	0.137919	0.176307	0.0926985	0.183558	0.075961	0.159427	0.0811286	0.10703	0.0369052	0.0804858	0.256061	0.107333	0.046001	0.489487	0.0206327	0.332324	0.292094	0.129526	0.246055	0.0106679	0.146613	0.676205	3.16651	2.393405
5000	-4089.844	-4084.822	-5.021947	0.3126311	0.207139	0.677244	0.474581	0.442279	0.249583	0.154189	0.109974	0.199486	0.0537481	0.255783	0.25499	0.101941	0.0571675	0.10153	0.25685	0.0703387	0.0317464	0.483999	0.0555366	0.337327	0.273198	0.137195	0.25228	0.00637572	0.11435	0.616418	3.26286	3.238103
5010	-4087.277	-4085.289	-1.988594	0.3621815	0.147552	0.490398	0.470775	0.436888	0.233655	0.16261	0.170054	0.244027	0.0240759	0.0754662	0.253937	0.178634	0.0466968	0.127531	0.164962	0.0643741	0.0390377	0.583084	0.021011	0.322566	0.30608	0.139127	0.232227	0.0116578	0.152996	0.686885	3.14846	2.934768
5020	-4080.116	-4079.096	-1.019594	0.3661338	0.138773	0.381949	0.521585	0.397187	0.203678	0.206842	0.111964	0.22594	0.103184	0.0467813	0.264647	0.147609	0.0877301	0.0978938	0.248154	0.0974539	0.0522077	0.469122	0.0351682	0.335368	0.281483	0.145955	0.237194	0.0121471	0.156044	0.69187	3.13994	2.837868
5030	-4083.788	-4084.857	1.069356	0.3622989	0.17003	0.480403	0.530042	0.241383	0.185332	0.242261	0.111724	0.200734	0.0739799	0.0522498	0.145754	0.095831	0.0992497	0.0929323	0.251799	0.101838	0.014347	0.490228	0.0488545	0.312295	0.296867	0.137008	0.25383	0.0116722	0.153087	0.687034	3.14821	2.628973
5040	-4082.661	-4083.414	0.7530619	0.3426803	0.186809	0.345069	0.495767	0.310983	0.182359	0.17476	0.11854	0.316342	0.113825	0.0318069	0.141904	0.140052	0.102385	0.0781672	0.205301	0.103818	0.0576525	0.488748	0.0663129	0.331692	0.301479	0.134505	0.232324	0.00938628	0.137854	0.660988	3.19177	2.660603
