Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	TL
23100	-32341.85	-32411.79	69.93813	0.200434	0.0652697	0.0340644	0.0431435	0.140451	0.174494	0.075857	0.0579643	0.0200124	0.0434589	0.136409	0.0737801	0.0729972	0.0958039	0.00985687	0.0151344	0.099885	0.224568	0.0584388	0.0607005	0.111427	0.128172	0.0348189	0.0266458	0.326388	0.21065	0.0395495	0.150621	0.0520098	0.225583	0.0483406	0.0841035	0.0951028	0.108488	0.0655845	0.0046899	0.012648	0.0104032	0.113722	0.039219	0.154537	0.048997	0.0395856	0.0804649	0.0847766	0.000793777	0.0450681	0.0134832	4.058596
23110	-32338.93	-32409.94	71.00647	0.189822	0.0779795	0.0227071	0.0384852	0.145697	0.177163	0.0555763	0.0585404	0.0238066	0.045569	0.147757	0.064522	0.0817856	0.0987171	0.0120363	0.0102984	0.105208	0.22013	0.0508247	0.0583478	0.113749	0.123954	0.0365108	0.0255902	0.307066	0.221862	0.0192753	0.156609	0.0628921	0.247872	0.0375397	0.0752793	0.0781248	0.0741524	0.0613012	0.00510043	0.01395	0.0103951	0.108811	0.0332844	0.112111	0.0528185	0.0487691	0.0875872	0.0746157	0.00082435	0.0529398	0.0238035	3.951762
23120	-32338.43	-32409.55	71.1193	0.201486	0.0767064	0.0375356	0.0358216	0.139033	0.160564	0.0610159	0.0632879	0.0250452	0.0490444	0.149736	0.0706307	0.0728744	0.0886144	0.00988586	0.0108177	0.0977786	0.200105	0.0413317	0.0538536	0.0996533	0.141656	0.0366564	0.0283326	0.310334	0.173654	0.0252638	0.187872	0.0551471	0.232626	0.043877	0.0798689	0.090455	0.0998359	0.0608012	0.00481742	0.0162587	0.0115758	0.115894	0.0361572	0.122312	0.0520186	0.0533969	0.075087	0.0730391	0.00271823	0.0505756	0.0154265	3.940479
23130	-32330.44	-32402.75	72.30774	0.191938	0.0726297	0.0409498	0.0347049	0.134693	0.172676	0.055851	0.0556738	0.0291969	0.0436903	0.137079	0.0707819	0.0736553	0.0954932	0.00960837	0.0113335	0.0977666	0.218784	0.0438175	0.052958	0.108824	0.1212	0.0361635	0.0352858	0.288416	0.189481	0.0268624	0.145933	0.0562509	0.240693	0.0532325	0.0851761	0.0879545	0.0844883	0.0645917	0.0054263	0.0110448	0.00696922	0.0963344	0.0333648	0.127543	0.0326865	0.0410539	0.0703991	0.0714057	0.000595476	0.054	0.00297754	3.821634
23140	-32335.12	-32405.88	70.76024	0.202112	0.0806	0.0419922	0.036236	0.160595	0.153921	0.0653156	0.0584399	0.0245254	0.0439873	0.140688	0.0750123	0.0648679	0.105484	0.0114761	0.00993323	0.0990078	0.198786	0.0521074	0.0592959	0.10956	0.119525	0.0383238	0.0211607	0.312423	0.20828	0.025145	0.158456	0.0550344	0.24979	0.0597166	0.0866348	0.0917244	0.0982348	0.0682804	0.000719571	0.0161783	0.00603606	0.116226	0.0381438	0.125412	0.0505123	0.0475375	0.0647448	0.0708852	0.000585263	0.0474257	0.00530658	3.976384
23150	-32342.46	-32414.48	72.01519	0.190985	0.0835001	0.0342355	0.03716	0.13186	0.174951	0.0542837	0.0547736	0.0300204	0.0417372	0.151181	0.083456	0.0614557	0.107866	0.00763834	0.0106767	0.105048	0.194873	0.052412	0.0506301	0.0976306	0.106926	0.0341335	0.0281847	0.295001	0.198848	0.0226663	0.159756	0.0417718	0.219131	0.0488437	0.0921073	0.0907162	0.0918297	0.0659621	0.000938016	0.0112767	0.00310333	0.114219	0.0406595	0.119088	0.0401806	0.032247	0.0749048	0.0712355	0.00108884	0.0521221	0.0375749	3.85089
23160	-32345.46	-32415.41	69.95431	0.187479	0.0778701	0.0361034	0.0353195	0.154169	0.17901	0.0643635	0.0577864	0.034422	0.0429829	0.124858	0.0765385	0.0830272	0.0988954	0.00934397	0.0134239	0.0987936	0.228441	0.0531887	0.0464797	0.134951	0.12869	0.0326629	0.0395974	0.282008	0.208427	0.0355857	0.161834	0.0484959	0.23576	0.0462452	0.0925736	0.0882866	0.0845824	0.0596516	0.00568905	0.0154136	0.00839372	0.116353	0.0361943	0.141662	0.0581821	0.0508233	0.0667877	0.09851	0.00308781	0.0496148	0.0244192	4.056978
23170	-32333.03	-32404.7	71.67321	0.185773	0.0722628	0.0326322	0.0448891	0.157544	0.163654	0.0638611	0.0618965	0.0270326	0.0350865	0.145838	0.0759218	0.0732982	0.110376	0.0113383	0.0152552	0.0953433	0.209607	0.0469708	0.0566823	0.101913	0.133026	0.0368276	0.0326817	0.294083	0.194311	0.0169353	0.165553	0.0518324	0.228035	0.0254097	0.0762334	0.09691	0.0886169	0.0656429	0.0015394	0.0112271	0.00313872	0.104441	0.0339691	0.111099	0.0493208	0.0478072	0.0762366	0.0733124	0.00227584	0.0464342	0.0310131	3.885088
23180	-32340.93	-32411.88	70.95083	0.182482	0.0707368	0.0314579	0.0328732	0.125332	0.166602	0.0590787	0.0523402	0.0319844	0.0326725	0.154418	0.0627402	0.0730687	0.109007	0.0106903	0.0200505	0.0914918	0.222431	0.051569	0.0509121	0.103857	0.139201	0.0381216	0.0346078	0.30355	0.20742	0.0340016	0.176269	0.0546175	0.238449	0.038066	0.0927314	0.0914274	0.0962747	0.0655978	0.00566572	0.00915414	0.00816183	0.120561	0.0313139	0.126745	0.0494187	0.037684	0.0744325	0.0778446	0.00398172	0.0449548	0.0212769	3.957326
23190	-32340.84	-32412.41	71.56527	0.237418	0.0807868	0.0355476	0.0374336	0.14221	0.161817	0.0586273	0.0552435	0.0278768	0.0475471	0.130347	0.063594	0.0807279	0.0971066	0.00778741	0.0157519	0.0869488	0.220529	0.0466611	0.0559764	0.115294	0.113167	0.0355602	0.0341701	0.316457	0.199047	0.031371	0.167525	0.0598724	0.212415	0.00956265	0.0756354	0.0812751	0.0731628	0.0614515	0.00103813	0.0148373	0.00415085	0.106552	0.0376733	0.110131	0.0361219	0.0419388	0.0797887	0.0793717	0.00418141	0.0512355	0.0529566	3.895881
23200	-32341	-32411.77	70.76673	0.218381	0.0786265	0.0336712	0.0446797	0.149915	0.195593	0.0616669	0.0583952	0.0261784	0.052193	0.153183	0.0797575	0.0819207	0.104272	0.00902343	0.0151829	0.0914223	0.187545	0.0531419	0.056256	0.100048	0.122342	0.0417043	0.0228533	0.294076	0.19585	0.026797	0.17056	0.0565837	0.221395	0.0142189	0.0875974	0.100777	0.0776973	0.0596966	0.00612152	0.0113838	0.00483334	0.113095	0.0359807	0.120171	0.0556354	0.0518608	0.0674663	0.0813506	0.000915764	0.0419027	0.0418159	3.975735
23210	-32335.1	-32405.69	70.58714	0.191099	0.0782083	0.0286841	0.0348472	0.13824	0.175691	0.0685257	0.0634238	0.0231895	0.0485655	0.156085	0.0586768	0.0862474	0.109435	0.00933552	0.0104582	0.099009	0.227703	0.0589462	0.0522642	0.114457	0.110154	0.0346424	0.0368129	0.291444	0.210834	0.0243089	0.161136	0.0590604	0.226663	0.0284847	0.0904467	0.0832358	0.0833957	0.0601909	0.00139347	0.0145761	0.00833687	0.118848	0.0382303	0.124604	0.0438347	0.0468328	0.0797647	0.081991	0.000414931	0.0567412	0.0442264	3.993694
23220	-32342.71	-32413.94	71.23002	0.184795	0.0806049	0.0333548	0.0352842	0.139859	0.150036	0.061933	0.0534673	0.0308877	0.0469217	0.141499	0.0716662	0.0863066	0.10203	0.00524561	0.0158753	0.104738	0.211358	0.0597012	0.0628499	0.109012	0.127014	0.0314777	0.0428638	0.306357	0.202119	0.0157424	0.155623	0.0515886	0.235232	0.0170289	0.0767345	0.0905215	0.0895942	0.0585383	0.00285958	0.0085362	0.00888655	0.0985	0.0297893	0.121907	0.0657806	0.044705	0.0928042	0.0644326	0.0108611	0.0509451	0.041538	3.929407
23230	-32337.4	-32409.3	71.90828	0.185499	0.0706934	0.0407655	0.0311403	0.141975	0.165506	0.069638	0.0616501	0.0308319	0.047618	0.157261	0.0712635	0.0865135	0.100038	0.00952935	0.0179876	0.103487	0.212323	0.0587228	0.037375	0.109367	0.104931	0.0349981	0.0301665	0.314623	0.186679	0.0222134	0.174564	0.0388086	0.209756	0.0357054	0.0825506	0.0797782	0.0841835	0.057675	0.00323719	0.0121249	0.00751072	0.109651	0.0288566	0.118753	0.0471421	0.037636	0.0705739	0.080901	0.000702982	0.0478067	0.0308662	3.861581
23240	-32341.71	-32412.99	71.27423	0.196159	0.0781307	0.0333473	0.032124	0.14238	0.168056	0.0609622	0.0640516	0.0263011	0.0388175	0.12821	0.073764	0.10062	0.112972	0.004852	0.0121797	0.0866985	0.195092	0.055429	0.0619353	0.103693	0.133177	0.0358494	0.0259975	0.325007	0.191551	0.0195439	0.158534	0.0541648	0.219363	0.0323648	0.0937775	0.0839473	0.0964806	0.0500598	0.00260719	0.0135075	0.00285965	0.111568	0.035848	0.151754	0.0413446	0.0373563	0.0802062	0.0745648	0.000586181	0.0518669	0.0253251	3.924986
23250	-32344.46	-32414.51	70.05379	0.197687	0.0802134	0.0376535	0.0437794	0.143632	0.146967	0.0548607	0.0681694	0.0249679	0.0461087	0.147218	0.0872747	0.0709942	0.112205	0.00795789	0.0137234	0.0977275	0.21834	0.0515001	0.0623244	0.127893	0.119548	0.0367473	0.0353474	0.332401	0.188639	0.0228191	0.150787	0.0391224	0.26026	0.0610991	0.0829638	0.0878558	0.0944106	0.0650663	0.00403237	0.0101613	0.00800167	0.125843	0.033252	0.119763	0.0570126	0.0445711	0.0722922	0.0881827	0.000572535	0.0580607	0.00701979	4.04703
23260	-32341.45	-32412.37	70.91248	0.195046	0.0808838	0.039581	0.0372004	0.130812	0.175484	0.05821	0.0598449	0.0355172	0.0458962	0.127967	0.0788499	0.074588	0.0877137	0.00744358	0.0103766	0.0907037	0.219463	0.0577526	0.0586738	0.099341	0.121742	0.0363754	0.0378678	0.307937	0.223038	0.0252109	0.182727	0.0327939	0.243794	0.0426623	0.0839915	0.101904	0.0853334	0.057896	0.00358705	0.0139048	0.00470894	0.109909	0.0328792	0.114528	0.0503946	0.0503257	0.0829377	0.0697261	0.00104513	0.0627761	0.00981745	3.96116
23270	-32341.98	-32412.71	70.72664	0.170982	0.0795548	0.0447936	0.0412869	0.136679	0.181246	0.0637213	0.0718657	0.0213788	0.0477493	0.150105	0.0729789	0.0727151	0.0986337	0.00965423	0.0138762	0.0959141	0.221059	0.064444	0.0590677	0.0953561	0.121787	0.0387578	0.030162	0.297979	0.226629	0.0100457	0.170575	0.052482	0.249233	0.02838	0.0938791	0.081298	0.0911678	0.0667516	0.00829335	0.00893732	0.00854904	0.111078	0.0322638	0.116628	0.0472318	0.0490078	0.0813172	0.0728229	0.00147183	0.0458021	0.0241535	3.979744
23280	-32332.8	-32403.5	70.70348	0.187394	0.076906	0.0328844	0.03997	0.139065	0.179754	0.0562305	0.0618344	0.0236405	0.0450739	0.15404	0.0704404	0.0707473	0.101483	0.00786266	0.0189473	0.0998357	0.219813	0.0538397	0.0528976	0.103658	0.126085	0.0340784	0.0293698	0.330259	0.205327	0.022548	0.161682	0.0577068	0.207344	0.0335878	0.0837316	0.0877549	0.0849984	0.0579489	0.00311038	0.0109109	0.0113685	0.135664	0.0400348	0.117142	0.0526441	0.0383186	0.0859868	0.0853744	0.00261657	0.0514044	0.0287476	3.98206
23290	-32336.78	-32407.99	71.20821	0.190498	0.0659139	0.0315905	0.0438884	0.154245	0.165366	0.0590071	0.0611654	0.0298505	0.0422145	0.141621	0.0754033	0.0696202	0.113939	0.0123181	0.0158552	0.0978961	0.204518	0.0489802	0.0570609	0.114005	0.121144	0.0335379	0.0319714	0.324732	0.191616	0.0308539	0.135763	0.0603261	0.212513	0.028152	0.0942095	0.0844538	0.0971738	0.066193	0.0033051	0.0103536	0.0110647	0.11845	0.0331847	0.143345	0.0479638	0.0429878	0.0690198	0.0713261	0.00280955	0.0459073	0.024275	3.931587
23300	-32336.41	-32407.66	71.24773	0.186981	0.0766859	0.0363284	0.0401792	0.131169	0.191886	0.0648127	0.0529375	0.027769	0.0446256	0.149142	0.0681663	0.065892	0.102349	0.0107886	0.0199532	0.0871331	0.217121	0.045826	0.0623625	0.101844	0.122866	0.035501	0.024375	0.310918	0.201456	0.0344587	0.163593	0.0501913	0.223416	0.026156	0.0864111	0.0864293	0.0844776	0.0549324	0.00117155	0.0161977	0.00315167	0.100572	0.0338821	0.136774	0.0414894	0.0410038	0.0829059	0.0884457	0.00283512	0.0572171	0.0328557	3.927635
23310	-32335.55	-32406.26	70.70943	0.190621	0.0782488	0.0398634	0.0322467	0.138258	0.166834	0.0651384	0.0623104	0.0273629	0.0491487	0.136761	0.0649608	0.0766921	0.101513	0.00969072	0.0160326	0.10513	0.226932	0.0451987	0.0584759	0.104374	0.137625	0.0358726	0.0376802	0.321559	0.196859	0.0191515	0.179062	0.0531735	0.240477	0.02534	0.075243	0.0884915	0.0915601	0.0530379	0.0023684	0.0122988	0.00719338	0.106571	0.0280572	0.135218	0.0508394	0.0565572	0.0794327	0.0726747	0.00523293	0.04283	0.0312661	3.981466
23320	-32344.25	-32415.03	70.78252	0.180457	0.0718008	0.0378364	0.0428951	0.14179	0.177919	0.0658499	0.0631205	0.0275215	0.0307727	0.145029	0.0807527	0.0792309	0.107063	0.00822003	0.00730909	0.100121	0.204529	0.0595855	0.0544829	0.122248	0.129237	0.0345749	0.0427778	0.291201	0.216076	0.0219818	0.176508	0.0544254	0.222364	0.0166966	0.0741536	0.0975743	0.0919383	0.0614724	0.0029341	0.0133217	0.0136431	0.0920219	0.0404671	0.124135	0.0504871	0.0485376	0.0780798	0.0770288	0.00320117	0.0455508	0.0452315	3.974157
23330	-32339.96	-32411.38	71.4191	0.184065	0.0681084	0.0333603	0.0415564	0.135117	0.18666	0.0583728	0.056431	0.0279144	0.0431063	0.1501	0.0654572	0.0801124	0.098792	0.0049917	0.0148867	0.0995136	0.25321	0.0486926	0.0598525	0.106149	0.115094	0.03987	0.0332622	0.264433	0.206626	0.00850704	0.177849	0.0493158	0.219248	0.049833	0.0786366	0.0917776	0.0899898	0.0730643	0.00176078	0.0129355	0.00787547	0.108493	0.0374657	0.122319	0.043353	0.042514	0.0764906	0.0813768	0.00323392	0.0428388	0.0158849	3.910499
23340	-32341.97	-32413.05	71.0822	0.174005	0.0732826	0.0331576	0.0290238	0.157672	0.167683	0.0651045	0.0559153	0.0248529	0.0512065	0.14687	0.076097	0.0865329	0.117758	0.0109077	0.0169302	0.0878	0.218487	0.0546784	0.0542675	0.120935	0.128314	0.0316715	0.0277037	0.292037	0.186265	0.0212305	0.157559	0.0609056	0.215609	0.0645517	0.0918666	0.0862458	0.0992401	0.0593147	0.0010059	0.0112008	0.00726957	0.110469	0.03724	0.11308	0.0401101	0.0440577	0.100573	0.0825894	0.00186729	0.0465016	0.00254206	3.944188
23350	-32333.56	-32404.92	71.36113	0.19649	0.081964	0.0404876	0.0382091	0.135069	0.189498	0.0527409	0.0584895	0.0259053	0.0459328	0.135171	0.0768737	0.0784415	0.0973088	0.0111664	0.0126346	0.0928205	0.221078	0.0545299	0.0510442	0.103007	0.126317	0.0351263	0.0289995	0.298313	0.216881	0.0145149	0.138927	0.05688	0.240234	0.0515409	0.0850247	0.0840774	0.0836793	0.0556904	0.000350861	0.0233621	0.00693948	0.111037	0.0373954	0.120079	0.0392824	0.051445	0.072548	0.0727106	0.00148996	0.0555806	0.00900792	3.916296
23360	-32346.25	-32417.01	70.76425	0.210726	0.0631469	0.0347955	0.038058	0.148122	0.186958	0.0661575	0.0602703	0.0292866	0.0438012	0.147485	0.073071	0.0866555	0.114453	0.00959743	0.0143389	0.0889378	0.214146	0.057468	0.0463015	0.114638	0.117645	0.0398198	0.0436397	0.2941	0.203443	0.0205116	0.146406	0.0736315	0.223254	0.0401645	0.0753597	0.0842844	0.0847045	0.0679295	0.000143294	0.00982828	0.00546869	0.133506	0.0376416	0.137637	0.0308807	0.0361976	0.0771734	0.085572	0.00294633	0.0411243	0.0145563	3.975984
23370	-32332.16	-32404.48	72.31974	0.190896	0.0758009	0.0300164	0.0340856	0.142054	0.164272	0.0570396	0.064486	0.0286591	0.0444757	0.135646	0.0723756	0.0737598	0.103426	0.0124742	0.0103399	0.109292	0.19664	0.0511981	0.053558	0.094088	0.116556	0.0328434	0.0301134	0.287265	0.195403	0.0168533	0.161897	0.0559804	0.230309	0.0473804	0.0783013	0.0841947	0.0800675	0.0677071	0.00176293	0.0147956	0.0084095	0.110569	0.0321354	0.110151	0.0386111	0.043114	0.0773563	0.0820324	0.00314138	0.0558134	0.0130883	3.820434
23380	-32334.16	-32405.17	71.0115	0.19	0.0687837	0.0367745	0.0386383	0.147061	0.169042	0.0656377	0.057834	0.0311895	0.0466898	0.13639	0.0802663	0.0792109	0.0842637	0.00555037	0.0176893	0.100049	0.222679	0.0570597	0.0570292	0.108639	0.122472	0.0452645	0.0266341	0.31626	0.196649	0.0286503	0.173579	0.0552828	0.234907	0.0427941	0.0759519	0.101591	0.0855137	0.0703637	0.00257417	0.00821118	0.00787507	0.10222	0.0253515	0.11904	0.0423714	0.0481623	0.0789581	0.0688824	0.00132677	0.0542231	0.0156724	3.951258
23390	-32342.66	-32414.01	71.35439	0.184794	0.0822907	0.0368739	0.0371017	0.140003	0.182922	0.055355	0.0717	0.0200219	0.0377992	0.130805	0.0719484	0.0690836	0.108455	0.0068683	0.0134714	0.0950359	0.235378	0.0610334	0.0550268	0.108213	0.10857	0.0316431	0.0167122	0.298742	0.204667	0.0279777	0.169641	0.0620726	0.221704	0.0262411	0.0971848	0.0908518	0.0795579	0.0644797	0.00231077	0.0145852	0.00795096	0.106327	0.0377169	0.133118	0.0413709	0.0387494	0.0633436	0.074666	0.00272829	0.0581524	0.0317255	3.916969
23400	-32329.01	-32400.69	71.68235	0.190064	0.0734202	0.0351779	0.039358	0.126774	0.165709	0.0624238	0.0577965	0.0284071	0.0415476	0.139262	0.0779529	0.0787619	0.0939852	0.00744185	0.0146837	0.090424	0.218483	0.05848	0.065433	0.107565	0.122292	0.0398581	0.0289535	0.311284	0.198548	0.0277941	0.159593	0.0494111	0.218134	0.0111182	0.0737874	0.0926936	0.0837911	0.0694097	0.00692347	0.00918947	0.00698873	0.109063	0.0352343	0.113417	0.0433369	0.0419392	0.0774775	0.0854369	0.00035132	0.0503319	0.0446668	3.884173
23410	-32339.1	-32410.91	71.80389	0.188378	0.0882862	0.0331947	0.0346905	0.136091	0.157101	0.058923	0.0513377	0.0229675	0.046114	0.120294	0.0793895	0.0722171	0.0953405	0.0100081	0.00834491	0.0889186	0.21622	0.047474	0.0527148	0.104415	0.117297	0.0389715	0.0374543	0.297985	0.207207	0.0166771	0.157103	0.0486954	0.221896	0.00693929	0.0926464	0.0867524	0.0935341	0.0541522	0.00353295	0.0106542	0.0103374	0.120932	0.0300918	0.13797	0.0439173	0.0405232	0.0936651	0.0886553	0.00282465	0.0428467	0.0563382	3.872019
23420	-32338.21	-32409.36	71.15448	0.18272	0.0868572	0.0372991	0.0493579	0.135115	0.178988	0.0551205	0.0674171	0.0250866	0.0423529	0.148792	0.0856662	0.0701082	0.0976321	0.00605738	0.0161575	0.0968301	0.206341	0.0433146	0.0565017	0.110932	0.110902	0.0324887	0.0350849	0.312872	0.227208	0.0105199	0.161951	0.0592379	0.230204	0.0120335	0.0780012	0.0894018	0.0802451	0.0622729	0.00451094	0.0133105	0.00666613	0.111913	0.0338727	0.119583	0.0431668	0.0450012	0.0737366	0.0652707	0.00205353	0.0532721	0.0635339	3.93696
23430	-32335.1	-32405.82	70.72322	0.183871	0.0665624	0.0401795	0.045201	0.144499	0.173687	0.0666063	0.0505092	0.0354547	0.0464588	0.156847	0.0702822	0.0724261	0.106673	0.00656672	0.0125945	0.0866288	0.220574	0.0535819	0.0502205	0.102294	0.133338	0.0337773	0.0307866	0.303621	0.220181	0.0268277	0.152496	0.0744969	0.219285	0.0178497	0.088722	0.0873803	0.0808117	0.0666006	5.62551e-05	0.0124004	0.00656418	0.11856	0.0363704	0.12633	0.0490894	0.0356112	0.0853316	0.0789054	8.60147e-05	0.0506271	0.0522638	3.980087
23440	-32332.33	-32402.87	70.54121	0.191297	0.0742323	0.0287503	0.0403973	0.139944	0.177426	0.0543449	0.0725366	0.0317522	0.0440611	0.144155	0.078956	0.0771668	0.101236	0.00663203	0.00842946	0.0974418	0.22141	0.0639249	0.0547872	0.107849	0.119027	0.0341484	0.0280051	0.324928	0.201711	0.0275218	0.176546	0.0534725	0.223352	0.00964309	0.0845794	0.10146	0.083718	0.0634996	0.00237523	0.0129361	0.0100028	0.121099	0.0299197	0.127602	0.0503612	0.0448947	0.0690279	0.0847905	0.00116187	0.0409136	0.0548595	3.998288
23450	-32336.59	-32407.71	71.11571	0.20262	0.081123	0.0355126	0.0423628	0.133209	0.165192	0.0599697	0.0581015	0.0310084	0.0384757	0.139971	0.0817055	0.0733424	0.109818	0.00807545	0.0147991	0.109918	0.208346	0.0586169	0.0586787	0.107753	0.113397	0.0262864	0.026188	0.316169	0.209107	0.0143593	0.187498	0.044784	0.218496	0.000225921	0.0734476	0.0887432	0.0859443	0.0601695	0.000581522	0.0131407	0.0104621	0.122041	0.0258121	0.121976	0.0443231	0.0450054	0.0835713	0.0799815	0.00160353	0.038908	0.070016	3.940837
23460	-32342.61	-32414.2	71.59124	0.177746	0.07977	0.0369312	0.0331642	0.145345	0.156746	0.067176	0.0597397	0.0364047	0.0399055	0.148505	0.0746359	0.0839425	0.10288	0.00396842	0.0161665	0.0985193	0.20431	0.063315	0.0485292	0.102245	0.136621	0.0342634	0.0233229	0.305281	0.181932	0.0349981	0.17199	0.0365812	0.213291	0.000637697	0.0803266	0.0830549	0.0858349	0.0551123	0.00111133	0.0158612	0.00647062	0.113227	0.0340255	0.102219	0.0519689	0.0448607	0.0965548	0.0785195	0.0044422	0.052373	0.0684579	3.893284
23470	-32338.07	-32409.81	71.74711	0.181136	0.0742215	0.0432721	0.0408182	0.154762	0.160477	0.0525486	0.0541861	0.0279746	0.0431799	0.148233	0.0760482	0.0771352	0.0978403	0.0110324	0.014278	0.0981887	0.208997	0.044733	0.0491151	0.107192	0.117413	0.0397259	0.0276696	0.29318	0.218993	0.0139118	0.169654	0.0476566	0.218559	0.013803	0.0793163	0.0892641	0.0968854	0.0618965	0.0010048	0.0170271	0.00653613	0.1101	0.0240272	0.121098	0.0409673	0.0395002	0.100139	0.0585788	0.00140568	0.0452471	0.0587691	3.877697
23480	-32339.54	-32410.57	71.03195	0.193293	0.0786877	0.0368161	0.0408834	0.14593	0.183791	0.0619056	0.0768625	0.033624	0.048899	0.137315	0.0823637	0.0735147	0.104631	0.00417456	0.0158142	0.0846446	0.210504	0.0486048	0.0546808	0.0949808	0.125559	0.0395064	0.0290773	0.289641	0.208277	0.0201872	0.147943	0.0769065	0.224662	0.0070131	0.0915942	0.0950912	0.0741246	0.05718	0.00570961	0.0155807	0.011257	0.110017	0.0401231	0.121157	0.0484794	0.0425512	0.0760429	0.0814727	0.00278971	0.0475715	0.0477793	3.949213
23490	-32337.26	-32408.42	71.15454	0.191605	0.0680137	0.0405859	0.0400375	0.131457	0.178516	0.0575065	0.068021	0.0212542	0.0386105	0.140663	0.0715707	0.0883344	0.114841	0.0123931	0.0177889	0.0860139	0.216159	0.0457742	0.0533372	0.097937	0.120999	0.0365755	0.0304008	0.29782	0.196449	0.0248562	0.156739	0.0565874	0.232206	0.0139814	0.0867206	0.0975133	0.0816682	0.0713247	0.0052897	0.021616	0.00767675	0.115244	0.0336283	0.113604	0.048838	0.0432604	0.0770929	0.082385	1.30038e-05	0.0513021	0.0527433	3.936955
23500	-32341.78	-32412.24	70.45804	0.17955	0.0843945	0.0334217	0.0402929	0.162519	0.155442	0.064445	0.0677939	0.0367166	0.0393133	0.134385	0.0716293	0.0816097	0.099295	0.008729	0.00910278	0.106207	0.208891	0.0495804	0.0500101	0.100047	0.130086	0.0305595	0.0362084	0.317905	0.210855	0.0337698	0.16311	0.057456	0.236438	0.0267044	0.0862154	0.0906892	0.0812551	0.0645489	0.00608727	0.0126688	0.00776423	0.115474	0.0295464	0.116112	0.0499419	0.0434868	0.0984173	0.0721661	0.00570246	0.0492953	0.0507677	4.006604
23510	-32338.75	-32410.48	71.73272	0.196281	0.0659337	0.040814	0.031874	0.143906	0.18856	0.0518174	0.0595916	0.0271279	0.0393246	0.130412	0.0684959	0.0759883	0.0863914	0.00828207	0.012821	0.100331	0.219966	0.0558666	0.0531783	0.112726	0.113126	0.0323845	0.0294262	0.327427	0.20978	0.0209091	0.16402	0.0508902	0.219589	0.000973292	0.0688603	0.0954519	0.0975336	0.0527837	0.00138279	0.0134386	0.0117685	0.117893	0.0312345	0.106163	0.0421545	0.0445636	0.0620607	0.0752846	0.000820924	0.0628155	0.0567131	3.879137
23520	-32340.97	-32411.74	70.7758	0.205678	0.0576069	0.0442559	0.0427787	0.152679	0.175456	0.0635156	0.0719145	0.0244914	0.0421073	0.126639	0.0616641	0.072585	0.0994755	0.0117708	0.0163614	0.09586	0.228225	0.0687926	0.0507073	0.105625	0.124115	0.0370257	0.0317459	0.327027	0.214872	0.0281977	0.162228	0.0623446	0.208093	0.00252336	0.085366	0.0848704	0.0800327	0.066504	0.00172358	0.00836319	0.0116011	0.105922	0.034643	0.115711	0.0524004	0.0447414	0.081104	0.0800832	0.000578418	0.0507259	0.0540951	3.974828
23530	-32338.44	-32409.39	70.94389	0.215758	0.0876589	0.0418805	0.0409247	0.153651	0.166613	0.0560317	0.056757	0.0219494	0.0330197	0.158542	0.0727812	0.0725441	0.108346	0.00692057	0.0129061	0.0855785	0.220558	0.0519187	0.0574584	0.107591	0.122743	0.0356887	0.0269685	0.33636	0.216113	0.0224245	0.151112	0.0510434	0.215207	0.0123556	0.0775262	0.0989476	0.081538	0.0624449	0.0061745	0.0136453	0.00918385	0.111756	0.0335027	0.121481	0.0393688	0.0368024	0.0766733	0.0701184	0.00113865	0.0412092	0.0571032	3.958019
23540	-32338.41	-32410	71.59044	0.191368	0.0670967	0.0355201	0.0324899	0.143306	0.167127	0.0650652	0.0571409	0.0331901	0.0454195	0.124275	0.0806474	0.0641675	0.115802	0.00591563	0.0113741	0.100732	0.205569	0.058306	0.0535985	0.0975134	0.121855	0.0298236	0.0302274	0.294467	0.193071	0.0267215	0.163075	0.0642388	0.211783	0.00457076	0.104349	0.0730981	0.100378	0.0619062	0.00415476	0.0142842	0.00664425	0.108689	0.03824	0.125321	0.043537	0.0452375	0.0841705	0.0728083	0.000134809	0.0532374	0.0617164	3.893364
23550	-32352.81	-32423.79	70.98516	0.196993	0.065837	0.0327489	0.0420072	0.129151	0.159348	0.081121	0.0748612	0.0248792	0.0419291	0.139949	0.0824214	0.0716043	0.106466	0.00377197	0.0171941	0.0826235	0.22326	0.0576883	0.0411579	0.101871	0.141173	0.0371912	0.0222287	0.292182	0.19161	0.0253851	0.163491	0.0604232	0.217393	0.0169066	0.106008	0.100006	0.0976685	0.054076	0.00253439	0.00894932	0.00672871	0.112754	0.0402707	0.118304	0.0465425	0.0406338	0.0864995	0.0732364	0.000831499	0.0563248	0.0576562	3.953893
