Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	TL
5150	-32343.39	-32414.22	70.83145	0.203049	0.0825911	0.0276455	0.0437287	0.12743	0.189911	0.0728056	0.0516158	0.0261623	0.0476904	0.127615	0.0753697	0.0741935	0.0970681	0.0118004	0.00781909	0.0873639	0.21959	0.0467096	0.0579003	0.116025	0.128549	0.0340267	0.0332002	0.304283	0.218132	0.02708	0.160933	0.0461685	0.216465	0.0454229	0.086467	0.088692	0.0829168	0.0590716	0.00617665	0.0070438	0.00812058	0.110223	0.0341219	0.14053	0.0587238	0.0477753	0.0828889	0.0708981	0.000999566	0.0471547	0.0291161	3.969263
5160	-32346.65	-32418.29	71.6396	0.18756	0.0868431	0.0282737	0.0400583	0.144442	0.165121	0.0571794	0.0586041	0.0190015	0.0521318	0.137233	0.0612891	0.0686424	0.0946966	0.00651155	0.0120228	0.0865036	0.202855	0.0469855	0.0516361	0.122162	0.123827	0.0384089	0.0277414	0.322208	0.222657	0.0105348	0.166939	0.0505409	0.216454	0.0354911	0.0777657	0.101626	0.0698936	0.0845759	0.00362991	0.0105119	0.00843976	0.122091	0.0275646	0.116239	0.0399858	0.0436072	0.0810677	0.073448	0.00585743	0.0496893	0.0279	3.888449
5170	-32332.27	-32403.05	70.77954	0.195463	0.068708	0.0416085	0.0395713	0.142879	0.184178	0.0656102	0.057041	0.0310917	0.036505	0.146022	0.0749571	0.0686174	0.103416	0.00679528	0.0139668	0.105051	0.230615	0.0514295	0.060693	0.11141	0.119878	0.032871	0.0302	0.315995	0.223105	0.0105194	0.164374	0.0540689	0.218055	0.0468271	0.0870442	0.095239	0.100552	0.0675757	0.0034108	0.0131443	0.00686356	0.115795	0.037269	0.112755	0.0439153	0.0450522	0.0676483	0.0708693	0.00108774	0.0513352	0.00337781	3.974455
5180	-32337.63	-32409.43	71.80304	0.174985	0.0807976	0.0365206	0.0319586	0.143334	0.158865	0.0754748	0.0603319	0.0174506	0.0498958	0.135218	0.0726681	0.0719807	0.0931716	0.00734905	0.0129174	0.0922462	0.212332	0.0638605	0.0609632	0.108532	0.130982	0.0379486	0.0322842	0.307723	0.194283	0.0161361	0.139578	0.0594416	0.228046	0.0539714	0.0890748	0.0930345	0.0823574	0.0584896	0.00348357	0.0109419	0.00991999	0.113413	0.0316719	0.119482	0.0463372	0.0479319	0.0770281	0.0683713	0.00450378	0.0429646	0.0118507	3.872104
5190	-32330.19	-32401.74	71.54977	0.191959	0.0740706	0.0356056	0.0368064	0.131135	0.162837	0.0601918	0.0584411	0.0219594	0.0500186	0.128241	0.0728825	0.0761736	0.102597	0.00700478	0.0114266	0.0962896	0.208667	0.0602714	0.0431722	0.119496	0.129343	0.031588	0.0321	0.304032	0.222629	0.02492	0.142134	0.0483813	0.231834	0.00575212	0.0881393	0.0994739	0.0934297	0.0639768	0.000639415	0.0112762	0.00711729	0.110439	0.0319003	0.121754	0.0487134	0.0428371	0.0812578	0.0659731	0.0069918	0.0488027	0.0527497	3.897431
5200	-32334.25	-32406	71.75082	0.178391	0.0741642	0.038889	0.0396636	0.140312	0.172038	0.0715084	0.0523128	0.0307936	0.034322	0.135826	0.0645965	0.0756022	0.104262	0.00631412	0.0146609	0.0949762	0.218562	0.048435	0.0611032	0.0950927	0.124707	0.0349745	0.0294586	0.302515	0.187636	0.0269446	0.133423	0.0733096	0.228935	0.00572218	0.0850646	0.0953495	0.0835972	0.0680968	0.00589263	0.0161259	0.00805019	0.109731	0.0342996	0.128829	0.0442674	0.0440261	0.0858256	0.0693647	0.00327415	0.0453741	0.0507076	3.877327
5210	-32333.62	-32404.15	70.52348	0.202993	0.0732537	0.0390281	0.0355009	0.134086	0.165747	0.0514339	0.0621125	0.0288888	0.0429553	0.139757	0.0810974	0.0754303	0.100872	0.00799489	0.0153835	0.0988378	0.206948	0.0473617	0.0538361	0.110214	0.142992	0.034998	0.0375124	0.303517	0.212651	0.0281535	0.149489	0.0521269	0.238642	0.0315111	0.0934694	0.0769517	0.0912087	0.0659132	0.00232328	0.0124076	0.012773	0.110897	0.0323621	0.149452	0.0440508	0.0450697	0.0858056	0.0841553	0.00237545	0.0496388	0.0358827	4.00006
5220	-32336.98	-32407.94	70.95399	0.206639	0.0774542	0.0400613	0.0356188	0.158014	0.165547	0.049649	0.0682336	0.0302279	0.0491801	0.1413	0.068652	0.0810799	0.103774	0.00990428	0.0126874	0.0897175	0.230205	0.0431491	0.0482527	0.0917686	0.122754	0.0356191	0.0344989	0.31734	0.208417	0.0136914	0.152135	0.0548211	0.231082	0.0268466	0.0894351	0.0904134	0.0710029	0.0663461	0.000879266	0.0140523	0.010972	0.112507	0.0356877	0.142043	0.0438995	0.0445986	0.0760537	0.071974	0.00319169	0.0404909	0.0451418	3.957009
5230	-32338.65	-32409.42	70.76974	0.200875	0.0687689	0.0398773	0.0308243	0.145914	0.169755	0.0682175	0.0659748	0.0251555	0.0495568	0.136403	0.0624407	0.0909878	0.0989954	0.0118846	0.0094221	0.114236	0.221537	0.0539928	0.06052	0.115689	0.135591	0.0325513	0.0270885	0.302335	0.204997	0.037238	0.167123	0.0414174	0.206087	0.0165505	0.0821283	0.0939073	0.0906828	0.0588173	0.00449889	0.0141601	0.0088646	0.115192	0.031109	0.134889	0.0418681	0.0371947	0.0766775	0.0669792	0.00339574	0.0457489	0.0573165	3.975434
5240	-32335.79	-32407.03	71.23476	0.18791	0.0791386	0.0336722	0.0474405	0.149293	0.185155	0.0549043	0.0587778	0.0326299	0.0352137	0.148098	0.0759268	0.080335	0.104217	0.006049	0.0127521	0.0916261	0.198625	0.048575	0.0605141	0.114146	0.13111	0.0297257	0.0258453	0.31282	0.196588	0.0168971	0.165978	0.0460443	0.229052	0.000219879	0.0859646	0.0842333	0.0962249	0.0606017	0.00120523	0.0122284	0.0113194	0.107148	0.0437917	0.123587	0.0365992	0.0444493	0.0758368	0.0717286	0.00713987	0.0462604	0.0613366	3.928932
5250	-32348.05	-32419.14	71.08516	0.182281	0.0685345	0.0272861	0.0393008	0.142944	0.173971	0.0657277	0.0667088	0.0200863	0.0518825	0.136234	0.0738919	0.0861237	0.0997691	0.00449267	0.0173316	0.0983694	0.213006	0.0498498	0.0539735	0.11011	0.117432	0.0402418	0.0247149	0.334332	0.214906	0.0153627	0.150476	0.0436503	0.2481	0.0203478	0.102313	0.0683621	0.0872494	0.0525694	0.00681613	0.0137939	0.0111516	0.11824	0.0383108	0.130979	0.039867	0.0403964	0.0787179	0.0605699	0.00332701	0.0482121	0.051579	3.943893
5260	-32344.05	-32414.8	70.74893	0.189061	0.0720788	0.028942	0.0424221	0.13463	0.188708	0.0763958	0.0562538	0.026906	0.0435016	0.134529	0.0807405	0.0713327	0.0994694	0.00927848	0.012179	0.0950165	0.228935	0.0559636	0.0584581	0.104888	0.13589	0.0466447	0.0312087	0.337754	0.191921	0.00816359	0.162694	0.0439202	0.204472	0.0281616	0.0850586	0.0878047	0.0886191	0.0755708	0.0049636	0.0146663	0.00778999	0.118564	0.0278082	0.129731	0.0380016	0.0528606	0.0850317	0.0732096	0.00155626	0.0517082	0.0340527	3.977515
5270	-32338.19	-32409.73	71.53901	0.188479	0.06258	0.0407798	0.0425792	0.140638	0.168934	0.0514689	0.0559901	0.0299702	0.0450611	0.134246	0.0718933	0.0734506	0.100319	0.00749121	0.0144727	0.083273	0.207502	0.0547428	0.0525597	0.112196	0.107127	0.033094	0.0332449	0.332836	0.209265	0.0177364	0.168693	0.0340675	0.223484	0.0283011	0.0897642	0.0929057	0.0815809	0.0655851	0.00528309	0.0106053	0.00156519	0.112199	0.0459603	0.126404	0.0482518	0.0377864	0.0803234	0.0799639	0.00300985	0.0524079	0.0384351	3.898507
5280	-32339.12	-32409.4	70.27896	0.183622	0.0855189	0.0357505	0.0438667	0.14367	0.183962	0.0632894	0.0681848	0.0251367	0.0410259	0.154464	0.0738466	0.0679593	0.0997331	0.00659712	0.0146186	0.101123	0.225039	0.0700911	0.0511785	0.100733	0.129249	0.035108	0.0315702	0.31711	0.205725	0.0312918	0.171999	0.0488088	0.249355	0.0273671	0.0785473	0.0829751	0.102169	0.0654541	0.00553111	0.0129724	0.00672237	0.10425	0.028346	0.124758	0.058684	0.0357913	0.06798	0.0789991	0.000790124	0.0525292	0.0310189	4.024512
5290	-32339.92	-32410.4	70.48074	0.207354	0.0615405	0.0449449	0.0291655	0.151625	0.171398	0.0543921	0.0694398	0.029462	0.0402965	0.132574	0.0792704	0.0645843	0.102124	0.00802389	0.0147829	0.0966862	0.207834	0.0671562	0.053811	0.121477	0.122391	0.0417092	0.0314451	0.326529	0.203665	0.021179	0.183311	0.0505818	0.242302	0.0241858	0.0799922	0.0892956	0.0924552	0.0605233	0.000149171	0.00998799	0.00613726	0.104197	0.0341656	0.111417	0.0488925	0.0507568	0.0851851	0.0810157	0.000561951	0.0530659	0.0412963	4.004335
5300	-32341.74	-32412.25	70.51518	0.211818	0.0708158	0.035921	0.0449262	0.163359	0.167092	0.0629743	0.0688996	0.0345714	0.0575853	0.120148	0.0766947	0.0720268	0.088258	0.0106961	0.0103342	0.101295	0.220415	0.0459433	0.0490513	0.123467	0.113696	0.0344796	0.0287065	0.300139	0.203997	0.0245525	0.162686	0.0596231	0.252406	0.00678456	0.0832057	0.0834177	0.083343	0.0690582	0.00518222	0.0137671	0.00828736	0.109246	0.0334804	0.135146	0.0471068	0.0432548	0.074307	0.0796229	0.000499117	0.0564145	0.0521903	4.00089
5310	-32340.32	-32412.34	72.01577	0.183028	0.0718589	0.039897	0.033946	0.136048	0.169713	0.06645	0.0554954	0.0301118	0.0543348	0.146586	0.0645668	0.0657691	0.104154	0.0104168	0.0122669	0.0978176	0.211795	0.0502466	0.0520964	0.103344	0.118425	0.0328281	0.0286516	0.277945	0.189927	0.0269165	0.15435	0.0524685	0.223806	0.012987	0.0911613	0.108654	0.0853612	0.0765352	0.00136854	0.0166549	0.00279065	0.102841	0.0392352	0.131857	0.0499228	0.0431158	0.062352	0.0641938	0.000887892	0.0550863	0.0405667	3.850832
5320	-32342.24	-32412.73	70.49722	0.188547	0.0891846	0.0442095	0.0382439	0.129888	0.176745	0.0474836	0.0650186	0.0297757	0.0436902	0.162954	0.0774838	0.07722	0.106456	0.0118704	0.0159109	0.0872854	0.225919	0.0487365	0.0516292	0.121148	0.116165	0.0324445	0.0373152	0.32414	0.202851	0.0188036	0.157094	0.0460958	0.219205	0.00875352	0.0832884	0.101596	0.0930139	0.0655378	0.000557749	0.0124351	0.00974233	0.101938	0.0319371	0.120895	0.0620688	0.0407581	0.0924056	0.075631	0.00650275	0.0489263	0.053184	4.002687
5330	-32336.76	-32408.17	71.40745	0.205152	0.0688254	0.0343951	0.0290339	0.141801	0.161484	0.0681615	0.0611683	0.0214385	0.0462911	0.157979	0.0630875	0.0726071	0.10125	0.00557294	0.00928781	0.102262	0.235161	0.0579654	0.0484944	0.113522	0.120754	0.0334911	0.0309381	0.315939	0.188232	0.0230505	0.156977	0.0550741	0.231932	0.00985933	0.0741215	0.0926659	0.0802284	0.0582671	0.00168698	0.0165109	0.00813463	0.117397	0.0420916	0.128607	0.0467757	0.0446496	0.0702483	0.0624963	0.00028201	0.0500001	0.0463155	3.911664
5340	-32334.96	-32405.6	70.63507	0.184722	0.0792332	0.0444424	0.0340391	0.143439	0.168427	0.0612708	0.0550645	0.0348904	0.0461867	0.14309	0.0678089	0.0810239	0.115221	0.00717879	0.0151747	0.116586	0.23561	0.0575226	0.0544214	0.113936	0.131648	0.0351003	0.030394	0.290489	0.20938	0.0267096	0.149573	0.0599576	0.244377	0.000388312	0.0837414	0.0922466	0.0805384	0.0659239	0.00382981	0.0159678	0.00723168	0.106992	0.0283084	0.12746	0.042609	0.0339565	0.084902	0.0735548	0.000228013	0.0568515	0.0472551	3.988902
5350	-32329.2	-32400.48	71.27797	0.195752	0.0762269	0.0363582	0.035585	0.124583	0.162132	0.062174	0.0605119	0.0265313	0.0426512	0.137176	0.0806783	0.0743821	0.0983206	0.00779472	0.0132182	0.098152	0.223651	0.0524527	0.0528945	0.122246	0.129633	0.0440101	0.0306694	0.294462	0.196678	0.0293595	0.169607	0.0393844	0.239818	0.020873	0.0893202	0.0897755	0.0841524	0.0607426	0.00166555	0.0132737	0.0114264	0.112637	0.0388825	0.121696	0.0469712	0.0458356	0.0696186	0.0776003	0.000489155	0.0451836	0.0373749	3.924611
5360	-32347.61	-32418.93	71.31444	0.187443	0.0673538	0.0463717	0.0295346	0.139271	0.177228	0.0684428	0.0486694	0.0253081	0.0412609	0.149574	0.0750392	0.0948834	0.095128	0.0086483	0.0211029	0.0988007	0.230615	0.0560981	0.0486191	0.0896632	0.107629	0.0361699	0.0329108	0.290395	0.204194	0.0251573	0.162175	0.0433946	0.235093	0.0192204	0.0694133	0.0823907	0.0878175	0.055867	0.000793727	0.00743827	0.0122868	0.116191	0.0296125	0.125756	0.0581968	0.0405893	0.0944128	0.079374	0.000249999	0.0603701	0.0448096	3.920964
5370	-32352.1	-32422.9	70.79974	0.212864	0.078706	0.0331335	0.0423813	0.15292	0.190809	0.06191	0.0663038	0.0313764	0.0434913	0.148718	0.0504284	0.0779795	0.102533	0.00821842	0.0177558	0.0916502	0.199337	0.0517837	0.0558391	0.119631	0.11741	0.0444221	0.0296308	0.334048	0.18628	0.0423675	0.132345	0.0555616	0.230188	0.00153049	0.0794708	0.0974369	0.101795	0.0619583	0.00310141	0.013363	0.00343995	0.120231	0.0231864	0.127048	0.0384441	0.0429327	0.0846933	0.0674648	0.00160262	0.0462418	0.0484719	3.972434
5380	-32339.15	-32410.46	71.31128	0.185987	0.0762837	0.0434727	0.0384069	0.141751	0.166248	0.062153	0.064749	0.0210054	0.0464365	0.136684	0.0703406	0.0842373	0.0920158	0.00606932	0.00908833	0.0854724	0.216693	0.0477808	0.0377178	0.104694	0.126563	0.0381991	0.0221256	0.311242	0.214239	0.0321377	0.170904	0.047036	0.256621	0.0195571	0.0754708	0.0908454	0.0885049	0.0576738	0.00461412	0.00960533	0.00744022	0.120057	0.0282072	0.129439	0.0435186	0.0392625	0.0904738	0.0695977	0.00324261	0.0461091	0.0413077	3.921281
5390	-32340.22	-32411.38	71.16148	0.193918	0.0909684	0.0363901	0.0325556	0.134707	0.176325	0.0615982	0.0663258	0.0311376	0.0360472	0.136814	0.0788843	0.10095	0.0895272	0.00866092	0.0170567	0.0876732	0.208903	0.049805	0.0567003	0.107991	0.111564	0.0259095	0.0322565	0.326883	0.196844	0.0259114	0.166077	0.0468917	0.238645	0.000434656	0.0862278	0.0782843	0.0868575	0.0600814	0.00533433	0.0109981	0.00882808	0.124318	0.0289528	0.115883	0.0448778	0.039639	0.0871832	0.0736274	0.00109477	0.0444466	0.06527	3.93626
5400	-32346.34	-32417	70.66081	0.183844	0.0752245	0.0430334	0.0387431	0.141372	0.172671	0.0612962	0.0579835	0.0316067	0.0498162	0.141989	0.0856625	0.0816513	0.124142	0.0133248	0.0157867	0.0820314	0.207081	0.051145	0.0522334	0.110774	0.122853	0.0315002	0.0237845	0.311498	0.203616	0.0418518	0.167368	0.0520456	0.222504	0.0123107	0.0833421	0.100013	0.101953	0.0515938	0.00436609	0.0091433	0.0158472	0.112862	0.0283067	0.118437	0.0587559	0.0468896	0.0896265	0.0665951	0.000903784	0.0402968	0.0466544	3.986327
5410	-32343.85	-32414.89	71.04153	0.198174	0.0868905	0.0480152	0.0487968	0.14551	0.170955	0.0581663	0.0609165	0.02606	0.0431478	0.142137	0.0618685	0.0855886	0.101987	0.0050737	0.0185095	0.103606	0.207714	0.0536146	0.0517516	0.102861	0.118291	0.0381299	0.0270687	0.309852	0.200361	0.0177705	0.16118	0.0578018	0.234253	0.0168977	0.069447	0.0972628	0.0787795	0.0564527	0.000508506	0.0187269	0.00573985	0.126201	0.0414602	0.116783	0.0636745	0.0332422	0.0867742	0.0640761	0.00136106	0.0390999	0.045717	3.948255
5420	-32340.76	-32411.79	71.03236	0.197259	0.0616423	0.0316099	0.0376333	0.142521	0.17943	0.06868	0.0594794	0.031735	0.0414237	0.137775	0.0781209	0.087048	0.103384	0.00772025	0.0112576	0.104181	0.210976	0.0544619	0.059189	0.0967689	0.129585	0.0460362	0.035801	0.293324	0.197545	0.0282895	0.182772	0.0511847	0.219188	0.00760619	0.1001	0.0870311	0.0879698	0.0487259	0.00684379	0.0117662	0.00713579	0.0991759	0.0380717	0.128759	0.0516578	0.0392875	0.0764868	0.0818792	0.00164456	0.0507169	0.038292	3.949173
5430	-32340.97	-32412.18	71.20791	0.180422	0.0637958	0.0377423	0.03962	0.142861	0.17495	0.0605956	0.0650365	0.0334326	0.046978	0.148555	0.0627162	0.0794422	0.0947102	0.00866727	0.00745853	0.0876926	0.21044	0.0554396	0.0527845	0.0981123	0.135911	0.0290173	0.0295256	0.331961	0.222404	0.0204482	0.167736	0.033865	0.23033	0.0244289	0.0747445	0.0929259	0.0857654	0.054413	0.00257979	0.0139228	0.00942646	0.113666	0.0344749	0.136781	0.0650734	0.0403664	0.077193	0.0663801	0.000675166	0.0430378	0.0431109	3.931617
5440	-32328.8	-32400.56	71.75529	0.185988	0.0845804	0.0350545	0.0357233	0.135921	0.181802	0.065785	0.0545724	0.0294067	0.0374815	0.134287	0.073608	0.0742849	0.103561	0.00949935	0.011731	0.0972376	0.211644	0.0584308	0.0484879	0.109522	0.11771	0.0349061	0.0288486	0.298858	0.191895	0.0331992	0.144724	0.0438118	0.217801	0.0372657	0.083719	0.0976893	0.0808335	0.0653871	0.00233759	0.0170802	0.00754778	0.107816	0.0326483	0.131342	0.034674	0.0480156	0.0735668	0.080122	0.000993729	0.0502719	0.0352059	3.876879
5450	-32338.2	-32409.68	71.4831	0.203946	0.0633654	0.0437346	0.0336219	0.143593	0.168074	0.0603079	0.0641324	0.0320616	0.0401188	0.126355	0.0718342	0.0791648	0.105378	0.0112773	0.0143549	0.0881935	0.216886	0.0430182	0.0504545	0.100649	0.127508	0.031324	0.0241924	0.289852	0.210995	0.0335906	0.146289	0.0658279	0.207475	0.0456283	0.0760379	0.0956467	0.0765518	0.0601741	0.000294967	0.0145427	0.0100811	0.117548	0.0323818	0.136561	0.0498211	0.0391349	0.087998	0.0914443	0.000237324	0.057695	0.0147427	3.904099
5460	-32335.38	-32407.75	72.373	0.175315	0.0747815	0.0337339	0.0349353	0.139149	0.161033	0.0613653	0.0478755	0.0281004	0.039968	0.133593	0.0781813	0.06411	0.0949908	0.00740381	0.00933921	0.0845995	0.203906	0.0519077	0.0636009	0.100045	0.11825	0.0358673	0.0348763	0.297724	0.207639	0.0159068	0.173979	0.0612866	0.221316	0.0509191	0.0742758	0.0911265	0.0867401	0.0605833	0.00176975	0.013569	0.00555099	0.106299	0.0258405	0.131607	0.048166	0.03471	0.088502	0.0818368	0.000637794	0.054006	0.00418843	3.815109
5470	-32335.99	-32406.64	70.65048	0.193431	0.0768095	0.0425151	0.0350986	0.14734	0.168897	0.0770054	0.0642868	0.0255793	0.045261	0.132037	0.0759651	0.0692822	0.102443	0.0106155	0.0136806	0.0865722	0.216753	0.0517467	0.0458149	0.121704	0.105259	0.0338979	0.0285608	0.317914	0.22279	0.0286546	0.166512	0.0575156	0.217661	0.0483347	0.0821837	0.0907052	0.094063	0.0739329	0.0019064	0.0124686	0.0119829	0.112858	0.0279166	0.126131	0.0502064	0.042271	0.0884148	0.0844315	2.49666e-05	0.0408027	0.017125	3.98736
5480	-32340.96	-32412.06	71.09798	0.190126	0.0598761	0.038454	0.0383383	0.134496	0.171833	0.0506329	0.0499401	0.0282209	0.0450038	0.1474	0.0649086	0.100156	0.0945653	0.0114819	0.0170518	0.0954505	0.231665	0.055015	0.0454017	0.11655	0.137554	0.0366609	0.0297005	0.32937	0.201289	0.0304767	0.16384	0.0526555	0.223062	0.0530003	0.0856979	0.0833779	0.0756799	0.0606107	0.00207817	0.018985	0.00874035	0.102865	0.03004	0.1371	0.0468095	0.047837	0.0710346	0.0753632	0.000202043	0.0493153	0.00269738	3.94261
5490	-32344.87	-32416.5	71.63411	0.187298	0.0735979	0.0356809	0.0294322	0.141143	0.168926	0.0585333	0.0498995	0.0291979	0.0449047	0.142162	0.0782391	0.0853014	0.0905035	0.00335414	0.0147455	0.0859073	0.19032	0.0647306	0.054586	0.0849189	0.12663	0.036938	0.0355447	0.327837	0.197941	0.0161184	0.169513	0.0457955	0.231263	0.0442169	0.0789024	0.0894857	0.0925856	0.0545863	0.00144787	0.0207598	0.00553581	0.113329	0.0253764	0.125148	0.0561303	0.0378454	0.0914329	0.0709462	0.00510017	0.048486	0.0267207	3.888998
5500	-32344.46	-32415.43	70.9674	0.203154	0.0680198	0.0372819	0.0277894	0.142656	0.174382	0.0633895	0.0660486	0.0312322	0.0405263	0.158024	0.0675221	0.0659733	0.100262	0.00499501	0.0150377	0.0831772	0.202554	0.0607497	0.0625432	0.106803	0.128984	0.0339911	0.0346095	0.306892	0.184126	0.024437	0.181273	0.0481471	0.231979	0.0509824	0.0865791	0.0924852	0.0995083	0.0595971	0.000650028	0.0123533	0.0116551	0.112058	0.0230828	0.111181	0.0378564	0.041986	0.0926236	0.0767162	0.00120329	0.0592221	0.02937	3.955668
5510	-32340.17	-32412.26	72.09076	0.185671	0.0718193	0.0368679	0.0348529	0.139582	0.170693	0.0486278	0.0604316	0.028843	0.0473102	0.121801	0.0830386	0.0945074	0.0900923	0.00644939	0.0130835	0.103105	0.22113	0.0538981	0.0431239	0.103059	0.118053	0.0410602	0.0244782	0.278158	0.235383	0.0200803	0.154684	0.0495308	0.202154	0.0543446	0.0868587	0.090512	0.0872843	0.0558412	0.00340526	0.0126219	0.0110679	0.113209	0.0338995	0.131436	0.0438364	0.0340195	0.0650147	0.0736588	0.000861711	0.0504152	0.0134763	3.843333
5520	-32335.54	-32407.24	71.70205	0.202989	0.0623482	0.0315529	0.0413959	0.144371	0.172958	0.0563581	0.0599166	0.0283979	0.0333316	0.144025	0.0679184	0.0672942	0.104707	0.00515486	0.0161623	0.0888413	0.2048	0.0488798	0.0583979	0.123308	0.120125	0.0316686	0.0350189	0.297676	0.187153	0.0305417	0.156964	0.0517078	0.230114	0.0531064	0.0732201	0.092361	0.0868897	0.0650932	0.00425384	0.0150751	0.00946381	0.0989312	0.0340472	0.130083	0.0485444	0.0474581	0.0764603	0.0831106	0.00583187	0.0494529	0.00474199	3.882203
5530	-32341.28	-32412.49	71.20351	0.183635	0.0725817	0.0387473	0.0308063	0.145838	0.177995	0.0582467	0.0544039	0.0305506	0.0327544	0.137701	0.0726806	0.073305	0.107375	0.00789972	0.0125971	0.10064	0.239628	0.0579121	0.0527024	0.11132	0.126581	0.0343432	0.031729	0.303448	0.205275	0.0145544	0.188262	0.0537204	0.221977	0.0248312	0.0693242	0.0866328	0.091521	0.0694949	0.00343075	0.0088613	0.00650801	0.0917455	0.0280592	0.121564	0.0397956	0.0486874	0.0898357	0.0899489	0.000656297	0.0544566	0.027496	3.932058
5540	-32342.34	-32413.7	71.35861	0.186175	0.0788178	0.0383198	0.031287	0.147342	0.162813	0.0607132	0.0754244	0.0235619	0.0483862	0.123449	0.0786659	0.0825788	0.0908803	0.0115995	0.0119757	0.0931737	0.195569	0.0461408	0.0524501	0.114174	0.123621	0.0411207	0.0253895	0.31093	0.224324	0.0207933	0.167152	0.062607	0.239532	0.00632465	0.0790993	0.0976883	0.0846739	0.0507282	0.00718446	0.0155455	0.0121799	0.111766	0.0334423	0.123635	0.0388635	0.0506069	0.06332	0.0709383	0.000297036	0.0514268	0.0498606	3.916547
5550	-32337.68	-32407.79	70.10624	0.198548	0.0771528	0.034871	0.0396387	0.142245	0.183719	0.0580394	0.0641039	0.0295763	0.0427758	0.157072	0.0735332	0.0829063	0.101979	0.0100443	0.0158745	0.0991635	0.221863	0.0624547	0.0516083	0.115266	0.123695	0.0370588	0.025942	0.314462	0.226444	0.0294682	0.168306	0.0497048	0.21431	0.0312602	0.0798883	0.0833299	0.0857835	0.066756	0.00108229	0.0080566	0.0139813	0.115712	0.0491747	0.122268	0.0433677	0.0498177	0.0715092	0.0799272	0.00509787	0.0456612	0.0372851	4.041784
5560	-32346.87	-32418.18	71.30548	0.206806	0.0761545	0.0444809	0.0347943	0.133712	0.17972	0.0611091	0.0634868	0.0218452	0.0470837	0.153304	0.0780109	0.0774687	0.0979415	0.00667614	0.00836892	0.10128	0.194325	0.0663182	0.0503685	0.0846628	0.122069	0.0286447	0.0311501	0.322557	0.221682	0.00865396	0.159283	0.067899	0.198861	0.021877	0.0809313	0.0794733	0.08863	0.0534954	0.00636003	0.0105053	0.0114706	0.122654	0.0310199	0.125684	0.0366879	0.0418023	0.0778867	0.0855068	0.00232092	0.0458423	0.0509957	3.92186
5570	-32333.43	-32405.33	71.90634	0.18047	0.0716476	0.0404941	0.0368998	0.14236	0.159752	0.0496535	0.0611561	0.0265135	0.0423872	0.141136	0.0754702	0.0821083	0.0978585	0.00651494	0.00854398	0.106595	0.2139	0.0492737	0.0536256	0.107417	0.129517	0.0322604	0.0332644	0.286052	0.186899	0.024303	0.163001	0.0498647	0.240108	0.00180451	0.0766898	0.104602	0.0736724	0.0656719	0.00209133	0.00897481	0.00575786	0.108448	0.0347285	0.128151	0.0519615	0.0337527	0.0854393	0.0797362	0.000818921	0.0442377	0.0561897	3.861774
5580	-32342.04	-32413.34	71.29665	0.202774	0.0904569	0.0315482	0.0394796	0.146549	0.143693	0.0605584	0.054344	0.0247788	0.0390175	0.140313	0.0786113	0.0868667	0.0997321	0.00766104	0.017343	0.0947025	0.222612	0.0464877	0.0540906	0.0905625	0.136406	0.0409309	0.0328794	0.290001	0.198957	0.0244679	0.162915	0.0475716	0.24875	0.000579562	0.0961967	0.100229	0.0942197	0.071128	0.00118163	0.0124041	0.004352	0.108704	0.0326067	0.114883	0.0430002	0.0355096	0.0759887	0.0748382	0.00161324	0.0383973	0.0618497	3.922743
5590	-32333.35	-32404.94	71.58946	0.186267	0.0665497	0.0339792	0.046147	0.141128	0.163976	0.0658814	0.0608771	0.0333693	0.0340275	0.148902	0.0762397	0.0793977	0.105352	0.00920566	0.0142254	0.0910629	0.205008	0.0603395	0.0527217	0.110835	0.120429	0.0428453	0.0343465	0.306771	0.205598	0.0219055	0.154665	0.044263	0.21782	0.00185772	0.0885409	0.0879108	0.0855053	0.0591448	0.00704919	0.0143097	0.00492977	0.117934	0.0310127	0.116018	0.0373553	0.0388719	0.0796949	0.0740746	0.00298294	0.0487259	0.0634072	3.893462
5600	-32334.23	-32404.77	70.53507	0.193215	0.0699587	0.0435718	0.0318273	0.137287	0.184354	0.0698029	0.0555385	0.0285038	0.0482833	0.155856	0.0691668	0.081287	0.121121	0.00798172	0.0140804	0.087689	0.223932	0.0540205	0.0499406	0.096271	0.12738	0.0328761	0.0287009	0.305605	0.213979	0.0377552	0.164829	0.053186	0.24733	0.000417554	0.0856335	0.0895389	0.0904162	0.0567232	0.00151649	0.0159187	0.00905482	0.110491	0.0331804	0.127686	0.0445449	0.0323759	0.0718761	0.0860628	3.61756e-05	0.0521813	0.0559177	3.998901
