Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]	TL
1700	-4653.102	-4676.407	23.30538	0.147442	0.0434452	0.0306514	0.0201052	0.0672083	0.161159	0.0551169	0.0355718	0.038368	0.0033472	0.0790926	0.025909	0.100157	0.0668241	0.0444713	0.0439065	0.0708877	0.0384901	0.0599873	0.0577805	0.0172639	0.0222405	0.00699561	0.00197682	0.00277708	0.0140268	0.00297641	0.02508	0.0200828	0.0103807	0.0166429	0.0150593	0.00433483	0.0113504	0.146795	0.00416927	0.00284458	3.949903	1.290688	0.279696	0.240372	0.216688	0.263244	1.514918
1710	-4659.736	-4683.127	23.39165	0.185529	0.0507545	0.0285274	0.0200217	0.0626202	0.143549	0.0522021	0.03965	0.0307438	0.0136029	0.0688879	0.0346362	0.0874321	0.062928	0.0370705	0.0372693	0.0671202	0.0336526	0.0596341	0.0577536	0.0172225	0.0267719	0.0227817	0.00321448	0.00160157	0.0135388	0.00500143	0.0106366	0.0129742	0.00653505	0.00743745	0.0243723	0.0029723	0.0176579	0.160256	0.00754085	0.0025249	3.941869	1.195379	0.285991	0.223274	0.221565	0.269169	1.516626
1720	-4655.91	-4679.035	23.12504	0.148058	0.0496291	0.0239468	0.0217506	0.0876491	0.181651	0.0666509	0.0491341	0.0352043	0.0119554	0.0471398	0.0295036	0.0748272	0.0689314	0.0446794	0.0314043	0.0685963	0.0358917	0.0585	0.0534631	0.0217538	0.0311625	0.0110006	0.0121867	0.00320455	0.0108822	0.0124499	0.0161049	0.0123312	0.00607809	0.0193997	0.0234372	0.0122653	0.0071792	0.173363	0.00725849	0.00350086	3.828867	1.02001	0.26443	0.231399	0.229627	0.274544	1.572124
1730	-4651.333	-4674.947	23.6135	0.155491	0.0736674	0.0291694	0.0284084	0.0634577	0.138598	0.0503956	0.0430041	0.0321094	0.00759618	0.0606317	0.030471	0.0732643	0.0612167	0.0429069	0.0148854	0.0571386	0.041176	0.0725394	0.0647547	0.0225765	0.0253339	0.0184614	0.00854278	0.00260346	0.0151055	0.00520539	0.0274825	0.0126339	0.00822631	0.0196559	0.0224468	0.00915496	0.00921252	0.140971	0.00467922	0.00447347	4.056287	1.048886	0.27106	0.242234	0.235384	0.251322	1.497648
1740	-4658.25	-4681.625	23.37493	0.168591	0.0427796	0.0238108	0.0246168	0.0654534	0.174995	0.0399394	0.0400253	0.0451527	0.00309792	0.0647268	0.032356	0.0769607	0.0623603	0.0424708	0.0250411	0.0490647	0.0352462	0.0640692	0.0948452	0.0193541	0.0401562	0.0038441	0.0106787	0.00266246	0.0092733	0.011094	0.0215386	0.0112243	0.00752503	0.0076658	0.012541	0.0107699	0.00286338	0.130558	0.0095116	0.00521922	4.448399	0.9509966	0.275156	0.245895	0.22383	0.25512	1.492083
1750	-4649.874	-4673.031	23.15766	0.14648	0.054295	0.0331488	0.0236349	0.0581433	0.159933	0.0636742	0.0544247	0.0311705	0.00252938	0.0773222	0.0459065	0.0829563	0.056149	0.0462212	0.0440577	0.064021	0.0468136	0.067984	0.0703732	0.0287771	0.0241188	0.0036794	0.0167095	0.00491708	0.0173948	0.00525228	0.016923	0.00748821	0.00634328	0.0120264	0.0133033	0.0119669	0.00232734	0.130437	0.0038238	0.00626655	4.079441	1.048117	0.275156	0.245895	0.22383	0.25512	1.540994
1760	-4652.028	-4674.62	22.59127	0.156028	0.0516874	0.0136564	0.0154205	0.057081	0.184077	0.0519467	0.053793	0.0254444	0.00887981	0.0685222	0.0402621	0.0832629	0.094839	0.0462835	0.0299485	0.0668587	0.0338915	0.0716694	0.0605877	0.0190761	0.0138163	0.0110521	0.0111207	0.00535941	0.0135188	0.00394926	0.0192178	0.0134989	0.0127322	0.010482	0.0170161	0.00564347	0.00357668	0.129932	0.00800009	0.00423084	4.818098	1.122172	0.268542	0.239984	0.21845	0.273023	1.516362
1770	-4652.534	-4675.622	23.08776	0.137178	0.0612322	0.0178734	0.0189829	0.0664025	0.159547	0.0527219	0.0546735	0.0500523	0.00755724	0.0800179	0.0458505	0.0982083	0.0661562	0.0528682	0.0340186	0.0493593	0.0281583	0.0744552	0.0730958	0.029592	0.0222966	0.0117467	0.00784704	0.00438458	0.0109768	0.0103752	0.0398515	0.0171223	0.00964286	0.011728	0.0228484	0.00754075	0.00319705	0.135079	0.00940415	0.00175874	3.930245	0.8391532	0.268542	0.239984	0.21845	0.273023	1.5838
1780	-4659.05	-4681.66	22.61008	0.137184	0.0545995	0.0253245	0.0293115	0.0809049	0.148061	0.06623	0.0488284	0.0412256	0.010925	0.0635167	0.0906989	0.0948055	0.0673432	0.0577765	0.0409601	0.0730312	0.034742	0.0569086	0.0809542	0.0296709	0.0194469	0.0121441	0.00900684	0.00267996	0.0111209	0.00686485	0.0191791	0.00644855	0.0127037	0.0125532	0.0242332	0.00758804	0.0011664	0.151471	0.0044114	0.00110128	3.680423	1.053447	0.268542	0.239984	0.21845	0.273023	1.635121
1790	-4655.557	-4678.123	22.56524	0.139484	0.0606018	0.0339601	0.0264151	0.0589056	0.141152	0.0621751	0.0637303	0.0282003	0.0152523	0.0793404	0.0264675	0.0840707	0.0706915	0.0405509	0.0293806	0.072447	0.0274709	0.0618196	0.0617885	0.0311012	0.0239405	0.0186981	0.00499014	0.00609348	0.0103279	0.012606	0.0394064	0.00940091	0.00685394	0.0129494	0.00959711	0.00296655	0.0028313	0.183013	0.00777599	0.00363096	4.338877	1.090168	0.268542	0.239984	0.21845	0.273023	1.570087
1800	-4646.942	-4670.249	23.3066	0.144156	0.0630696	0.0285772	0.0219157	0.0677369	0.156459	0.075031	0.0412345	0.0308552	0.00526278	0.0674518	0.0323728	0.0765509	0.0777572	0.0676676	0.0391644	0.0433397	0.0386327	0.0659537	0.0764018	0.0216059	0.0151488	0.0162924	0.0115123	0.00244972	0.00892896	0.00407788	0.026391	0.00765509	0.0186105	0.0168666	0.00900983	0.00387688	0.00557483	0.139102	0.00344423	0.00285297	4.177864	0.8807848	0.268542	0.239984	0.21845	0.273023	1.53299
1810	-4658.333	-4682.543	24.20968	0.155065	0.0475926	0.0182003	0.0261558	0.0539288	0.116143	0.0619407	0.0388671	0.025912	0.0156147	0.0729312	0.0329959	0.0827979	0.0720247	0.0309884	0.0224015	0.0702131	0.0303817	0.0830983	0.0766821	0.0281242	0.0105725	0.0232638	0.00805865	0.00464941	0.00856226	0.0107108	0.0218612	0.00512989	0.0164147	0.0109479	0.0183824	0.00896645	0.00109527	0.127192	0.0109212	0.00309503	3.897698	1.068954	0.264246	0.236145	0.230953	0.268656	1.451882
1820	-4653.988	-4678.056	24.06717	0.124607	0.0434408	0.0348715	0.0168709	0.0637769	0.116143	0.0590172	0.0446482	0.0335346	0.00961719	0.101473	0.0218571	0.11187	0.0614256	0.0551582	0.0343629	0.0514612	0.029793	0.0618602	0.0734507	0.017235	0.0181106	0.010935	0.00823903	0.00221531	0.0150717	0.00584471	0.0286521	0.00619345	0.0107538	0.013725	0.00883693	0.00730677	0.000625056	0.139729	0.00254714	0.00552885	3.897698	1.222392	0.263721	0.235676	0.232482	0.268121	1.45079
1830	-4650.733	-4674.304	23.57135	0.121957	0.0538706	0.0268404	0.010785	0.0659319	0.183579	0.0610351	0.0452061	0.0364376	0.0144059	0.0787913	0.0312159	0.070814	0.0807355	0.0605944	0.0222986	0.0529146	0.0274951	0.051135	0.0698348	0.0251044	0.0164349	0.00971491	0.00941617	0.000848031	0.00714639	0.00640103	0.0324246	0.00198964	0.0204482	0.0158597	0.0186304	0.00488339	0.00145807	0.167302	0.00569161	0.00306791	3.897698	1.099122	0.263721	0.235676	0.232482	0.268121	1.512698
1840	-4644.831	-4668.284	23.45312	0.143802	0.0580077	0.0275352	0.0204611	0.0593934	0.164133	0.0730821	0.0475726	0.0317406	0.0063107	0.0668278	0.0496077	0.0663129	0.0672558	0.0417882	0.0222986	0.0595971	0.0439186	0.0856039	0.0698348	0.0192655	0.0221624	0.0198964	0.00891576	0.000275337	0.00730652	0.00722304	0.0327985	0.00280703	0.0102169	0.0108953	0.0134211	0.0090869	0.00044981	0.143677	0.00949976	0.00440505	4.016115	0.9520626	0.263721	0.235676	0.232482	0.268121	1.527386
1850	-4655.512	-4678.752	23.24036	0.143802	0.0580077	0.0184564	0.0141806	0.0526034	0.198186	0.0546664	0.0586592	0.0464175	0.0145023	0.0677504	0.0257349	0.0859475	0.091073	0.0479291	0.0390484	0.0700304	0.0517577	0.065881	0.0683847	0.0348114	0.0255756	0.0100355	0.0150623	0.000436283	0.0083567	0.00313259	0.029259	0.00173966	0.00592974	0.00949143	0.0148644	0.0117348	0.000814587	0.096884	0.00544174	0.00562672	4.001299	0.9313366	0.263721	0.235676	0.232482	0.268121	1.552216
1860	-4646.874	-4669.761	22.88655	0.14135	0.0519004	0.0329145	0.024276	0.0676387	0.178949	0.0784747	0.0339049	0.0446553	0.00355729	0.0815581	0.0398088	0.0745358	0.0747278	0.0546494	0.0328617	0.0662233	0.0449501	0.0839607	0.0650655	0.0208325	0.0151574	0.0120528	0.0119885	0.000987732	0.0124983	0.00640793	0.0323208	0.000442433	0.0102867	0.0139297	0.0110042	0.00787068	0.00153418	0.121994	0.00483526	0.00298521	4.133501	1.044198	0.263721	0.235676	0.232482	0.268121	1.563091
1870	-4652.807	-4676.222	23.41536	0.161361	0.0523315	0.0316808	0.0234039	0.0670191	0.181948	0.0603057	0.0262415	0.0463193	0.00288332	0.0800748	0.035476	0.0943067	0.0744732	0.0283689	0.0287117	0.0758024	0.0412591	0.0753955	0.0636022	0.0239785	0.0169039	0.00587924	0.00558712	0.0064716	0.0143808	0.00906752	0.0245006	0.00101016	0.00913904	0.0163186	0.0101496	0.010822	0.00378439	0.149285	0.00660218	0.00191594	3.599498	1.01269	0.263721	0.235676	0.232482	0.268121	1.566761
1880	-4652.96	-4676.675	23.71487	0.131307	0.0470384	0.0203551	0.0248884	0.0613445	0.141885	0.051949	0.0421774	0.0430739	0.00294135	0.0760504	0.0362661	0.0944276	0.0595229	0.048997	0.0331143	0.0443395	0.0534597	0.0519682	0.0636022	0.0254331	0.0333661	0.00781145	0.00906671	0.0100092	0.0112115	0.00783356	0.025541	0.00132121	0.017426	0.021209	0.00818476	0.00498753	0.00290308	0.174798	0.00520571	0.000634502	4.023123	1.000659	0.263721	0.235676	0.232482	0.268121	1.49565
1890	-4654.358	-4676.441	22.08317	0.168576	0.0691475	0.0175857	0.026689	0.0624349	0.167856	0.0719016	0.0453513	0.0487288	0.00666276	0.0889653	0.0452268	0.100488	0.0678243	0.0521569	0.0317593	0.0636498	0.0376732	0.0659762	0.0491327	0.0316113	0.0202209	0.00191343	0.0186229	0.00224282	0.0130091	0.00365397	0.0355597	0.00312732	0.0203676	0.0198339	0.0200681	0.00781267	0.00717206	0.157718	0.00372522	0.000541096	4.067104	0.9950248	0.264994	0.231986	0.233604	0.269416	1.654986
1900	-4651.951	-4675.254	23.30372	0.137887	0.0612649	0.0232557	0.0219314	0.0548997	0.186045	0.0672717	0.0444704	0.0371211	0.00540758	0.0733984	0.0445294	0.0934123	0.0683703	0.0371251	0.0334224	0.0588466	0.0391466	0.054258	0.0858129	0.0196224	0.0241672	0.00336265	0.0117291	0.00814848	0.0252431	0.00729376	0.0256842	0.00176384	0.00694519	0.0277946	0.0151801	0.00522669	0.00443924	0.126637	0.00585255	0.00155559	3.92405	0.9821677	0.264994	0.231986	0.233604	0.269416	1.548522
1910	-4656.731	-4679.538	22.80659	0.163318	0.0504896	0.0257852	0.0370581	0.05688	0.155948	0.0738915	0.0492327	0.0213753	0.0136031	0.101048	0.0532906	0.0997161	0.0642929	0.0411755	0.0322635	0.0467377	0.0396391	0.0670873	0.0578845	0.0205894	0.0493737	0.00353454	0.0135618	0.00157801	0.0109977	0.00277354	0.0292681	0.00314325	0.0144283	0.0164032	0.01572	0.0058939	0.0084628	0.147381	0.00916423	0.00510235	3.778243	1.029403	0.264994	0.231986	0.233604	0.269416	1.608092
1920	-4656.148	-4679.154	23.0069	0.184193	0.0401005	0.0353306	0.0272265	0.0608433	0.163952	0.0609038	0.0462342	0.0218149	0.00776865	0.066547	0.0430487	0.0847327	0.0713685	0.0385218	0.0288655	0.0682125	0.0383596	0.0843528	0.0605452	0.0187163	0.0272915	0.00884059	0.0061939	0.000858118	0.00822299	0.00139936	0.0268807	0.00401806	0.0115933	0.0139884	0.0181097	0.0144315	0.00856551	0.12655	0.0056447	0.00145266	4.371888	0.9595714	0.264568	0.231613	0.233229	0.270589	1.535679
1930	-4651.833	-4675.317	23.48363	0.149949	0.0501954	0.0308863	0.0196434	0.0494463	0.163952	0.0582331	0.049717	0.0340009	0.0128016	0.0801021	0.0359849	0.0926457	0.0639301	0.0544015	0.0232881	0.0613803	0.035847	0.0684792	0.0706103	0.0211229	0.0213627	0.00404743	0.0114416	0.014513	0.0104645	0.00261101	0.0209945	0.00620209	0.00844118	0.0161329	0.00984114	0.00816278	0.00354401	0.133914	0.0110939	0.00218801	4.13623	0.9595714	0.288103	0.226625	0.226016	0.259257	1.511572
1940	-4657.236	-4680.375	23.13946	0.165683	0.0635341	0.0203472	0.0182389	0.0724167	0.182581	0.0404156	0.0399389	0.0408318	0.00949756	0.0817521	0.0386424	0.0935677	0.0745448	0.0499207	0.0302352	0.0614588	0.0426146	0.0507001	0.059449	0.0272568	0.0252927	0.00248588	0.0108478	0.00593647	0.00937187	0.00321172	0.0253485	0.0147843	0.00901822	0.016133	0.0108784	0.0158378	0.00220139	0.115326	0.0134143	0.00227442	4.13623	0.9595714	0.288103	0.226625	0.226016	0.259257	1.545989
1950	-4657.903	-4680.707	22.80379	0.149076	0.0430881	0.0317442	0.0186218	0.0755939	0.151119	0.0483377	0.0554088	0.0440463	0.00722061	0.0764112	0.036667	0.0981738	0.0917368	0.0631703	0.0370277	0.0782119	0.0329931	0.0765724	0.074897	0.0217229	0.0301211	0.00261046	0.0055885	0.00874277	0.00725379	0.00299675	0.0258686	0.0126356	0.017041	0.00947501	0.0159741	0.0091781	0.00121306	0.154391	0.0140974	0.00236491	3.604149	0.9732854	0.287261	0.225963	0.225355	0.261422	1.631393
1960	-4658.455	-4681.233	22.77844	0.132874	0.0460264	0.0327129	0.0196688	0.0875357	0.167263	0.0665055	0.0468179	0.0423385	0.0131464	0.0837194	0.0222467	0.10725	0.0725932	0.0376554	0.0413633	0.0539892	0.0294177	0.0576845	0.0425691	0.0217229	0.0304246	0.00695887	0.00668315	0.00520539	0.0121791	0.0097832	0.0376256	0.0094886	0.0168943	0.0153757	0.0151061	0.00615524	0.00305361	0.151572	0.00764331	0.00293076	4.117105	1.177805	0.287261	0.225963	0.225355	0.261422	1.562181
1970	-4649.214	-4672.893	23.67939	0.132874	0.0546749	0.0221667	0.0262595	0.0466864	0.166302	0.0477522	0.0468179	0.0348295	0.0131772	0.065165	0.0303608	0.0915467	0.0846967	0.0368075	0.0317641	0.0642905	0.042978	0.0728123	0.0678128	0.0180271	0.0348058	0.00196797	0.00738302	0.00579169	0.0119524	0.00646244	0.0218527	0.00829622	0.00443511	0.021507	0.0134515	0.00306438	0.00300114	0.141648	0.00173283	0.00444856	4.117105	1.002624	0.264743	0.233102	0.232475	0.269681	1.489603
1980	-4653.289	-4676.836	23.54637	0.154937	0.0552208	0.0395805	0.0189402	0.0827056	0.142912	0.0534852	0.0539251	0.0402899	0.0190125	0.0736823	0.040532	0.0867866	0.0599584	0.0527675	0.0332869	0.0585453	0.0356822	0.0733491	0.0827739	0.0218192	0.033908	0.00415275	0.00324622	0.00657007	0.013394	0.00547706	0.0215655	0.0160355	0.00631122	0.0181119	0.0105963	0.00467586	0.00515126	0.115935	0.00156817	0.00158985	3.624115	1.03986	0.264863	0.233207	0.232128	0.269803	1.548481
1990	-4653.169	-4676.922	23.75289	0.15805	0.0569638	0.0301266	0.0234832	0.0595525	0.148186	0.0622079	0.0687072	0.0374379	0.0236965	0.077906	0.0291857	0.0936146	0.0739899	0.0488304	0.0424062	0.0487778	0.0226638	0.0717143	0.0641702	0.017722	0.01933	0.00979343	0.00400483	0.00209815	0.0126131	0.00815488	0.0278465	0.0137804	0.00776239	0.0224849	0.0135516	0.0127295	0.00142039	0.126696	0.00265975	0.00259878	3.405622	1.067473	0.260278	0.242651	0.22811	0.268961	1.546917
2000	-4651.524	-4675.305	23.7804	0.154439	0.0630073	0.0182037	0.0220503	0.0610342	0.15815	0.0582069	0.0473234	0.031523	0.0126496	0.0834682	0.0400557	0.0805735	0.103935	0.0386536	0.0255585	0.042608	0.0345069	0.0488462	0.0550191	0.0169958	0.0270969	0.0167241	0.00681151	0.0021185	0.0215673	0.0112456	0.030383	0.0146139	0.0149418	0.0153922	0.011563	0.00588392	0.00461669	0.115267	0.0103038	0.00300509	3.854863	0.9764599	0.266297	0.23895	0.224086	0.270667	1.508343
2010	-4652.505	-4676.443	23.93825	0.127631	0.0502454	0.0273427	0.0239028	0.0742209	0.156829	0.0591645	0.0531316	0.0156374	0.00661051	0.0682495	0.0311034	0.0878367	0.101695	0.0419705	0.0313353	0.0588875	0.0296678	0.0767897	0.0486887	0.00855694	0.0172261	0.0213903	0.00723742	0.00107019	0.0259961	0.00494012	0.0233721	0.00536422	0.0167516	0.00761716	0.0103592	0.00428093	0.00191539	0.139373	0.00417308	0.00822778	3.858575	1.110407	0.263363	0.236317	0.232635	0.267685	1.478792
2020	-4654.548	-4678.201	23.65284	0.135251	0.0559108	0.0273837	0.0380133	0.0681054	0.15844	0.0682624	0.0376894	0.0353128	0.0133451	0.0946687	0.0277576	0.104873	0.0673344	0.0408758	0.0329529	0.0591143	0.0539356	0.0474333	0.0572755	0.0238634	0.0275018	0.00782442	0.00785441	0.000366765	0.0241797	0.00829701	0.0211604	0.00824807	0.0165737	0.0067497	0.0110224	0.00675312	0.00137385	0.131714	0.00108204	0.00455968	3.71135	1.000372	0.263363	0.236317	0.232635	0.267685	1.533059
2030	-4652.279	-4675.505	23.22657	0.163051	0.047393	0.0323195	0.0319822	0.066816	0.15844	0.0617388	0.0480627	0.0319752	0.00718853	0.0754499	0.0337974	0.0819946	0.0756627	0.0495797	0.0263072	0.037902	0.0396361	0.0611345	0.0471808	0.0173821	0.0195046	0.0137151	0.00528866	0.0023309	0.0261227	0.00868846	0.0354671	0.00688347	0.0122962	0.0152887	0.0280049	0.00685873	0.00329275	0.164605	0.000571292	0.00258026	3.998257	1.005406	0.263363	0.236317	0.232635	0.267685	1.546492
2040	-4654.735	-4677.423	22.68802	0.184803	0.0567601	0.0285917	0.0133764	0.0809102	0.163259	0.0592883	0.0545748	0.035645	0.0067148	0.0657426	0.0384463	0.0857275	0.0919355	0.0539821	0.0467867	0.0655089	0.0310933	0.0695036	0.0691277	0.0184089	0.0314758	0.0123437	0.0178902	0.00152747	0.0151531	0.00752245	0.0337367	0.00339796	0.0172773	0.0189684	0.022949	0.00190708	0.00052365	0.113737	0.000410651	0.00672932	3.744725	1.005038	0.263363	0.236317	0.232635	0.267685	1.625737
2050	-4648.923	-4672.351	23.42831	0.140426	0.0434109	0.0191447	0.0281495	0.0619904	0.168297	0.0767461	0.0443611	0.028727	0.0132741	0.0637236	0.0520416	0.0857275	0.0749149	0.0591472	0.0253465	0.0551817	0.0427819	0.0730667	0.0784321	0.0296143	0.0317633	0.00987968	0.00809594	0.000532979	0.0126217	0.00606351	0.0277592	0.00830168	0.0106948	0.0190392	0.0101915	0.00240971	0.00141375	0.13493	0.0016911	0.00396618	3.744725	0.9835214	0.263363	0.236317	0.232635	0.267685	1.55386
2060	-4657.626	-4680.008	22.38189	0.170983	0.0485912	0.0245715	0.018714	0.101711	0.190753	0.065336	0.0377347	0.0372707	0.0152765	0.0620504	0.033612	0.0910204	0.085193	0.0622331	0.0257868	0.0459756	0.0432806	0.0527897	0.0527772	0.017481	0.0327838	0.0199485	0.0082289	0.000450425	0.0110603	0.0105929	0.0431548	0.00391318	0.0123365	0.0145441	0.00723258	0.00205393	0.00360027	0.132725	0.0015836	0.00595265	4.406982	0.9732572	0.263363	0.236317	0.232635	0.267685	1.593303
2070	-4659.519	-4682.495	22.97638	0.145178	0.0445224	0.0217649	0.0420767	0.0727041	0.187856	0.0533173	0.0493788	0.0310172	0.00766415	0.0815958	0.0371248	0.0907259	0.0691556	0.0383903	0.0210513	0.0667365	0.0324251	0.0552686	0.0679802	0.0197282	0.0406325	0.0076669	0.00970652	0.000375237	0.00677166	0.0107318	0.0238087	0.00633707	0.0235941	0.0179208	0.0214275	0.00166934	0.00211754	0.105054	0.00176728	0.0101702	4.406982	1.057652	0.263363	0.236317	0.232635	0.267685	1.525414
2080	-4658.404	-4680.876	22.47266	0.130722	0.0812082	0.0326123	0.0110078	0.0611449	0.184365	0.0443081	0.0489623	0.0576226	0.00697386	0.0705087	0.0400172	0.0988476	0.0726135	0.0380795	0.0328617	0.0580356	0.0297078	0.067654	0.0574027	0.0287002	0.0354285	0.0142528	0.00308783	0.000353837	0.0185369	0.00479412	0.0293166	0.00807673	0.0177454	0.0161083	0.0139733	0.00263	0.00633468	0.1399	0.00244678	0.00714348	4.315905	1.171745	0.273374	0.222764	0.241477	0.262385	1.573485
2090	-4660.558	-4683.708	23.14958	0.142327	0.0510793	0.0374129	0.0213776	0.0587235	0.169342	0.0800883	0.0500381	0.0528144	0.0107088	0.0574485	0.0347476	0.0788464	0.074916	0.0251342	0.0428477	0.0492129	0.0270473	0.0978866	0.0506133	0.0282898	0.0193289	0.0115876	0.004453	0.000673685	0.0171272	0.00298199	0.0234736	0.00458224	0.00633506	0.0317957	0.0172874	0.0063916	0.00821486	0.143446	0.00226749	0.00330683	4.18533	0.9186966	0.273374	0.222764	0.241477	0.262385	1.544155
2100	-4651.599	-4675.069	23.46948	0.138681	0.0786099	0.0251623	0.0246214	0.0616784	0.177473	0.0595088	0.0540037	0.0259224	0.00484382	0.0487296	0.0422607	0.0724259	0.072001	0.0375576	0.0268397	0.0537313	0.0355977	0.080219	0.0698034	0.0300034	0.014804	0.0122315	0.00723005	0.00104046	0.0154691	0.00160539	0.0226746	0.00587741	0.0101289	0.0175421	0.00875031	0.0165233	0.00419451	0.12867	0.00145516	0.00322008	4.346035	0.9687298	0.273374	0.222764	0.241477	0.262385	1.491091
2110	-4653.302	-4676.579	23.27707	0.11597	0.0590619	0.0214832	0.0239581	0.0484178	0.173924	0.0410611	0.045069	0.0447173	0.00360645	0.0611118	0.050177	0.108731	0.0605698	0.0459082	0.0360845	0.0469328	0.0339769	0.0704058	0.0781358	0.0179277	0.0316684	0.0165013	0.0169737	0.0016733	0.0167201	0.00217182	0.0237962	0.0023269	0.0171188	0.0116212	0.013491	0.00598462	0.00821093	0.155938	0.00188997	0.00821196	4.130524	1.072273	0.273374	0.222764	0.241477	0.262385	1.521529
2120	-4656.58	-4680.562	23.98259	0.140654	0.056779	0.0214581	0.0404272	0.0685592	0.18467	0.0493202	0.0422462	0.0390158	0.017559	0.0731002	0.0427282	0.0793592	0.0445154	0.0405099	0.028316	0.0493654	0.0303407	0.0744384	0.0708037	0.0244047	0.0147475	0.00564018	0.0220574	0.00313014	0.0160785	0.00310261	0.0176136	0.000754882	0.0137648	0.0152871	0.0139833	0.00716847	0.00974014	0.143059	0.00146743	0.0107925	3.60029	0.942689	0.270829	0.250153	0.229571	0.249448	1.516959
2130	-4655.152	-4679.11	23.95832	0.140654	0.054919	0.0338224	0.0262722	0.0617278	0.200719	0.0561976	0.0443806	0.0417739	0.0034187	0.0731002	0.0452888	0.0747093	0.0552927	0.032635	0.0230351	0.059258	0.0433045	0.0542466	0.0644937	0.0116208	0.0161956	0.00292643	0.0149971	0.00182235	0.0166137	0.0121423	0.0290358	0.000193562	0.00679144	0.0080391	0.0242962	0.00755966	0.00402474	0.138397	0.00576891	0.00867936	3.804426	0.948886	0.270829	0.250153	0.229571	0.249448	1.498352
2140	-4656.854	-4680.085	23.23052	0.145071	0.0487288	0.017438	0.0184569	0.0763498	0.197829	0.079535	0.0561916	0.0475296	0.0119377	0.0737154	0.0325087	0.0952638	0.0801862	0.0409285	0.0184893	0.0490388	0.0333262	0.0596462	0.083333	0.0223284	0.0103511	0.0069414	0.0164118	0.00090987	0.0104638	0.00416295	0.0219592	0.000264996	0.0218936	0.0135392	0.0131926	0.00343091	0.00414853	0.149372	0.00590662	0.00718985	3.590371	1.094561	0.270829	0.250153	0.229571	0.249448	1.57797
2150	-4652.441	-4676.791	24.35062	0.152518	0.0468052	0.016814	0.016594	0.0736013	0.184788	0.0431968	0.0633416	0.0229795	0.0110691	0.0649941	0.0531771	0.0842706	0.0664442	0.0496869	0.0213276	0.0759955	0.0272728	0.0591501	0.0546541	0.00977664	0.0245994	0.0042433	0.0118328	0.00111441	0.016699	0.00373458	0.0260226	0.000509402	0.0152783	0.0110286	0.0160537	0.00529409	0.0027151	0.123921	0.00136498	0.0054135	3.72698	0.9347281	0.272481	0.25168	0.224869	0.25097	1.468283
2160	-4652.121	-4675.962	23.84105	0.146498	0.0592387	0.0261269	0.0180859	0.051162	0.150713	0.0600735	0.0495766	0.0419252	0.00582949	0.082128	0.035151	0.0828005	0.0713165	0.0422914	0.0238372	0.0395891	0.0496987	0.0728451	0.074016	0.0106392	0.019768	0.00360098	0.00658177	0.0003481	0.0172503	0.003711	0.016589	0.000342707	0.021648	0.0216576	0.0129354	0.00621542	0.00274053	0.132213	0.00507397	0.00395355	4.280443	0.8919504	0.264893	0.244671	0.218607	0.271828	1.468171
2170	-4650.747	-4673.95	23.20345	0.17763	0.0411672	0.0307942	0.0312724	0.0784179	0.173144	0.0552701	0.049985	0.0347682	0.00498797	0.0632378	0.0494238	0.0836798	0.0861663	0.0474601	0.0370371	0.0541469	0.0436966	0.067779	0.0741199	0.0154636	0.0226199	0.00889669	0.0107686	0.000284104	0.017939	0.00845272	0.0196137	0.000306597	0.011902	0.018346	0.0245803	0.00793746	0.0106435	0.110981	0.00243287	0.0074584	3.58253	1.081066	0.2699	0.249295	0.222739	0.258067	1.582811
2180	-4653.258	-4676.272	23.0141	0.138941	0.0834495	0.023701	0.0177105	0.0735367	0.194982	0.0563214	0.0483314	0.0375673	0.00280192	0.0808483	0.0417981	0.0928628	0.0597677	0.0496029	0.0403602	0.0537925	0.0260409	0.0769784	0.057021	0.0134134	0.0289572	0.00730528	0.0074364	0.000279097	0.0190856	0.00706514	0.0263851	0.00026445	0.0110768	0.0115399	0.00656011	0.0133055	0.0110824	0.176148	0.000871028	0.00415316	3.617224	1.050403	0.2699	0.249295	0.222739	0.258067	1.601343
2190	-4654.879	-4677.904	23.02564	0.140191	0.0515738	0.0260803	0.0246125	0.0937115	0.159087	0.0546374	0.0472196	0.0311949	0.00518248	0.0617453	0.0438438	0.0897638	0.0484594	0.0523817	0.0309782	0.0524962	0.0228264	0.0716303	0.0733156	0.0329148	0.0210394	0.0264298	0.00240135	0.000352681	0.012382	0.000756308	0.0231001	0.000633089	0.00682056	0.0137339	0.0144848	0.0191116	0.00649817	0.173203	0.00139845	0.00449137	4.294688	0.9680004	0.256179	0.236622	0.241416	0.265783	1.540682
