Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	kappa	omega	pi[1]	pi[2]	pi[3]	pi[4]	TL
7030	-4652.688	-4675.786	23.09791	0.165518	0.0582777	0.0262299	0.0312376	0.0674422	0.178749	0.0656312	0.0347634	0.0309123	0.010567	0.0728364	0.0402949	0.101245	0.070888	0.0357549	0.0238245	0.0725735	0.0360663	0.0878695	0.0587044	0.0112442	0.0188224	0.00710412	0.0132145	0.00912485	0.0124473	0.00356151	0.0221017	0.000669739	0.0125855	0.0255863	0.00573842	0.00744992	0.00216528	0.148584	0.00562305	0.00212947	3.877672	0.9441955	0.273502	0.244001	0.208545	0.273951	1.577538
7040	-4648.529	-4671.772	23.24366	0.13218	0.0519177	0.0264101	0.0240414	0.0727888	0.157181	0.0835787	0.0455699	0.0410898	0.0101212	0.106613	0.0339215	0.0804684	0.0655589	0.053034	0.0434686	0.0650874	0.0410776	0.0676926	0.0587622	0.0134595	0.0217507	0.00425797	0.00500131	0.0178289	0.011955	0.00165865	0.0259328	0.000866175	0.0113819	0.0133589	0.0196934	0.00756786	0.00332497	0.148988	0.00230056	0.00279965	3.79505	0.9295434	0.270634	0.228279	0.230009	0.271078	1.57269
7050	-4651.098	-4674.544	23.44592	0.163289	0.0525539	0.0260458	0.028833	0.0678093	0.163121	0.0499048	0.0455542	0.0473702	0.0106811	0.0851294	0.0417904	0.0637338	0.0647184	0.0406738	0.0376194	0.0493597	0.0286155	0.0403314	0.0900333	0.0191941	0.0204878	0.00459066	0.0103719	0.00799555	0.0111649	0.00213094	0.0185143	0.000679929	0.0085516	0.0137757	0.0233417	0.00790558	0.00398235	0.148988	0.0033423	0.00474915	4.002217	1.177671	0.273708	0.230871	0.232621	0.2628	1.506935
7060	-4646.984	-4669.645	22.66124	0.15018	0.0607813	0.0285862	0.027452	0.0603048	0.179742	0.0539834	0.0666123	0.044459	0.00908722	0.0881034	0.041409	0.091424	0.095801	0.0522042	0.0388659	0.0550746	0.0328356	0.0704624	0.0659478	0.0323599	0.0157913	0.00506125	0.00631201	0.00668396	0.00947232	0.00331015	0.0304458	0.00132175	0.0068236	0.0152801	0.0178996	0.00123073	0.00344283	0.127732	0.00438654	0.00222942	3.991881	1.01104	0.273708	0.230871	0.232621	0.2628	1.603099
7070	-4655.086	-4678.875	23.78827	0.15018	0.0629722	0.0265973	0.0280194	0.0772848	0.200194	0.0530359	0.0412349	0.0210556	0.00412447	0.0796267	0.0565826	0.0626917	0.0535611	0.0401981	0.0286248	0.064766	0.0375676	0.0582959	0.0753122	0.0212721	0.0188851	0.00849754	0.0126972	0.00334062	0.0134108	0.00362139	0.0153638	0.00315714	0.00746783	0.00786011	0.0195127	0.000862765	0.00212522	0.103285	0.00263981	0.00164106	4.134549	1.096674	0.273708	0.230871	0.232621	0.2628	1.467566
7080	-4657.313	-4680.021	22.7078	0.14543	0.0507235	0.0203922	0.0236735	0.0804942	0.149007	0.0560686	0.0680203	0.0368683	0.00769745	0.0922408	0.0480427	0.0799626	0.0793931	0.0717748	0.02968	0.044546	0.0377487	0.0501744	0.0606839	0.0169457	0.0151431	0.0154818	0.0104528	0.00506272	0.0129812	0.00649107	0.0476833	0.00397419	0.010309	0.0222199	0.0114162	0.00139111	0.00214125	0.179128	0.000967879	0.00354189	4.134549	0.8732687	0.273708	0.230871	0.232621	0.2628	1.597954
7090	-4648.903	-4671.692	22.78861	0.180922	0.0678229	0.0236468	0.020487	0.0720134	0.184201	0.0514112	0.0514597	0.0377858	0.00827031	0.0763101	0.0482628	0.0795052	0.0793931	0.0465884	0.0270954	0.0570623	0.033245	0.0553239	0.0629388	0.0205614	0.0311344	0.0181136	0.0184883	0.0120872	0.0112917	0.00516124	0.0238973	0.00535794	0.00727677	0.0162043	0.0055342	0.00303617	0.00171982	0.129494	0.00214596	0.00433381	4.134549	0.9761664	0.278586	0.217164	0.236767	0.267484	1.579583
7100	-4646.243	-4669.804	23.56185	0.142381	0.0459242	0.0302783	0.0195299	0.0865758	0.179696	0.0566658	0.0411185	0.0317841	0.00661309	0.0738495	0.0372179	0.0935205	0.0564088	0.0415266	0.0330657	0.0708942	0.0282719	0.0671167	0.0639568	0.0162629	0.017709	0.0176629	0.00652636	0.00486385	0.0209701	0.00466652	0.027011	0.00529263	0.0126942	0.0109392	0.00852744	0.0044785	0.00302898	0.135366	0.00715948	0.00470373	3.88569	1.105031	0.287253	0.219581	0.229477	0.263689	1.514259
7110	-4655.619	-4678.707	23.08826	0.153781	0.0502834	0.0236801	0.0220399	0.0669262	0.143531	0.0562464	0.06423	0.0413412	0.0178364	0.0615726	0.0415601	0.0758347	0.0822913	0.0469357	0.0320331	0.0639789	0.0284196	0.0712958	0.0850212	0.0112917	0.0184003	0.00697826	0.00777068	0.00702686	0.0239682	0.00248907	0.02679	0.0107584	0.0146104	0.0160719	0.0230422	0.00385262	0.00391378	0.139105	0.00367618	0.00873118	3.971733	1.06201	0.287253	0.219581	0.229477	0.263689	1.557316
7120	-4657.944	-4682.032	24.08832	0.116073	0.0639244	0.0175922	0.021565	0.0960333	0.171814	0.0491852	0.0588375	0.0198036	0.00405755	0.0747978	0.0356941	0.0805837	0.073351	0.0434598	0.0270576	0.0542366	0.0335622	0.0579406	0.0709809	0.0133628	0.0111414	0.00543548	0.00651989	0.00675075	0.0195452	0.00125037	0.0153005	0.0106748	0.00373709	0.0214137	0.0192995	0.00582317	0.00599877	0.14402	0.00200047	0.00442786	3.971733	0.9625868	0.287253	0.219581	0.229477	0.263689	1.467252
7130	-4654.299	-4676.889	22.5898	0.155954	0.0484359	0.0347384	0.0283361	0.0745464	0.170894	0.057222	0.0485817	0.0433758	0.00626536	0.0758702	0.0459255	0.131634	0.0666786	0.058782	0.0533425	0.0679816	0.037608	0.0602243	0.0504558	0.024253	0.0201365	0.00557202	0.00671694	0.00793202	0.0118182	0.00205091	0.0238797	0.0102633	0.00846615	0.0125166	0.0131789	0.00692795	0.00556441	0.132682	0.00260421	0.00249662	3.986266	0.9799685	0.287253	0.219581	0.229477	0.263689	1.613912
7140	-4661.375	-4684.478	23.10297	0.153528	0.0629642	0.0296903	0.0206728	0.0699447	0.179969	0.0454912	0.0532786	0.0439097	0.0076612	0.100154	0.0410529	0.140157	0.0721803	0.041642	0.0220351	0.0631283	0.0347916	0.0764529	0.0486616	0.0144023	0.0246248	0.00853135	0.00717264	0.00704439	0.0125796	0.00383379	0.0212039	0.00699752	0.0111999	0.00479661	0.0113951	0.00517275	0.00936169	0.118464	0.00548411	0.00280739	3.778131	0.9896789	0.287253	0.219581	0.229477	0.263689	1.582438
7150	-4661.367	-4685.617	24.25044	0.153528	0.0542044	0.0307822	0.0192034	0.0547225	0.191409	0.0387717	0.0511174	0.033201	0.00819869	0.0795432	0.0373704	0.0887027	0.0604759	0.0535524	0.0428995	0.0557739	0.0255086	0.0598986	0.0418609	0.0103857	0.0178445	0.00349944	0.00839608	0.00523812	0.0181472	0.00712439	0.0149621	0.00428488	0.0205027	0.00667427	0.0135729	0.0125272	0.00308358	0.155749	0.00634462	0.00493166	3.515105	0.9896789	0.286979	0.220326	0.229258	0.263437	1.493993
7160	-4653.439	-4676.699	23.25976	0.173889	0.0480718	0.0172051	0.0229426	0.0663738	0.162196	0.0648837	0.0442451	0.0325892	0.00672627	0.0761746	0.0353416	0.0886975	0.0829036	0.027602	0.042336	0.0467916	0.0444679	0.0763561	0.0559922	0.0224414	0.0120669	0.00591906	0.00632712	0.00586977	0.0181566	0.00468696	0.0245898	0.00739086	0.00770288	0.0128708	0.00618404	0.00869244	0.00226029	0.165607	0.00352832	0.00627917	4.049028	1.022776	0.287622	0.22082	0.229772	0.261786	1.536359
7170	-4654.983	-4678.098	23.11521	0.150027	0.0633889	0.0239261	0.0180864	0.0667051	0.15112	0.0624554	0.0480916	0.0359036	0.0130994	0.0699804	0.0364568	0.0872622	0.0688943	0.0282103	0.0250238	0.0742701	0.0391558	0.0577567	0.0685291	0.031762	0.020709	0.0156313	0.010079	0.0187752	0.00854066	0.00756884	0.0320719	0.00472208	0.0119158	0.0137589	0.00935256	0.00208575	0.00103019	0.145889	0.00429441	0.0116652	4.239283	0.9587172	0.287622	0.22082	0.229772	0.261786	1.538194
7180	-4662.018	-4684.593	22.5748	0.124087	0.0685326	0.0280755	0.0231035	0.0807409	0.211645	0.0516499	0.0557481	0.0472065	0.0101784	0.0885271	0.0297845	0.0924036	0.0701306	0.0490526	0.0286114	0.0534456	0.0347133	0.0501253	0.068782	0.027523	0.0291852	0.00661153	0.00875435	0.0127757	0.0102455	0.00522367	0.017512	0.0123205	0.0156055	0.0115968	0.0244895	0.00360966	0.000204882	0.11407	0.00369812	0.0154472	4.167742	1.098451	0.287622	0.22082	0.229772	0.261786	1.585416
7190	-4654.151	-4677.834	23.68222	0.13951	0.0430604	0.0187775	0.0201882	0.0527579	0.145142	0.0676802	0.0508292	0.0418006	0.009375	0.0769941	0.0426241	0.0895481	0.07514	0.0358856	0.0223284	0.0429759	0.0519799	0.062721	0.0704026	0.033982	0.0174525	0.00641596	0.00463835	0.00642328	0.00790071	0.000844664	0.0177377	0.00523518	0.00849449	0.0169569	0.0086674	0.00487694	0.000449247	0.173372	0.000951242	0.0033419	4.099583	1.13874	0.27054	0.226115	0.235282	0.268063	1.477461
7200	-4651.826	-4674.991	23.16534	0.127775	0.0601044	0.0311929	0.0242126	0.0846388	0.189181	0.0664745	0.0511862	0.0254832	0.00355346	0.077367	0.0437446	0.0956686	0.0604264	0.0306564	0.0326919	0.0608835	0.029423	0.0784273	0.0621373	0.0357016	0.0216488	0.0122982	0.016533	0.0107006	0.0108805	0.00214546	0.0190906	0.00225762	0.0167541	0.0172741	0.00803961	0.00182422	0.000179321	0.13725	0.00252843	0.00506342	3.920039	1.055804	0.27054	0.226115	0.235282	0.268063	1.555397
7210	-4653.763	-4677.112	23.34906	0.143019	0.0447261	0.0252908	0.0218383	0.0631301	0.191905	0.0600991	0.0449316	0.0295677	0.00541474	0.070529	0.0541014	0.099793	0.0754563	0.0457629	0.0289884	0.0670424	0.0645913	0.0585955	0.0697148	0.0195827	0.0278565	0.0158736	0.00634307	0.00806773	0.0111567	0.00260707	0.0211973	0.00296629	0.00931968	0.0170679	0.00637983	0.00227884	0.000517103	0.14035	0.0172287	0.00338916	3.474044	1.105258	0.27054	0.226115	0.235282	0.268063	1.576679
7220	-4662.374	-4686.745	24.37125	0.152099	0.0471107	0.0150964	0.0142538	0.0678927	0.138873	0.0330699	0.0455743	0.0513512	0.00289446	0.0742764	0.0356512	0.0662042	0.0612985	0.0507544	0.0258438	0.0945764	0.0438719	0.0474038	0.0644158	0.021617	0.0230242	0.0113596	0.00864499	0.00932877	0.0166192	0.00580539	0.0336069	0.00344572	0.0103986	0.0113064	0.0116758	0.00144256	0.00126182	0.125041	0.0108539	0.00388638	3.971256	0.9343543	0.270965	0.2249	0.235651	0.268484	1.441829
7230	-4655.494	-4678.678	23.18403	0.118223	0.0459319	0.0315825	0.0142541	0.0736197	0.180883	0.073645	0.0522793	0.0295192	0.00745674	0.0650945	0.0438796	0.103447	0.0621083	0.0392294	0.0259178	0.076396	0.033594	0.0543709	0.0864414	0.027858	0.0281518	0.0136425	0.0170754	0.00818878	0.0118429	0.0101393	0.0156409	0.004682	0.0203374	0.013909	0.00766485	0.00106554	0.00163801	0.147968	0.00530736	0.0026763	3.971256	0.9832535	0.272832	0.224324	0.235048	0.267796	1.555662
7240	-4662.015	-4684.273	22.25819	0.129082	0.0529669	0.0257815	0.0188547	0.0814287	0.166693	0.052193	0.0479621	0.0468346	0.00740105	0.0963764	0.0570388	0.108106	0.0845036	0.033957	0.0373704	0.0471284	0.0492795	0.0595697	0.0974006	0.0400937	0.0155681	0.0110504	0.0112102	0.00464418	0.019546	0.0030061	0.0208128	0.0104305	0.0218409	0.0163246	0.0130569	0.00226788	0.00103419	0.137134	0.00986392	0.00170109	3.971256	1.070572	0.271587	0.2233	0.233975	0.271138	1.639514
7250	-4655.831	-4678.309	22.47783	0.137068	0.0559179	0.0187886	0.032783	0.07699	0.194464	0.0623718	0.0348842	0.031466	0.00954144	0.0637508	0.0570388	0.108106	0.0541377	0.0442948	0.0350171	0.0704779	0.0260372	0.0676152	0.0838057	0.0169589	0.0253969	0.0223316	0.00254267	0.0105435	0.0107988	0.00197811	0.0225883	0.006508	0.0177314	0.0122995	0.0200161	0.00290955	0.00215408	0.127654	0.00498757	0.00116688	4.404222	1.081877	0.271587	0.2233	0.233975	0.271138	1.573123
7260	-4652.825	-4677.037	24.21204	0.144623	0.0584803	0.0275206	0.022112	0.0616778	0.162284	0.0680736	0.0451368	0.0365476	0.0137985	0.072248	0.0392411	0.0785861	0.0732303	0.0291283	0.0278353	0.0585796	0.0331123	0.0660179	0.0688722	0.0294835	0.0286786	0.0209412	0.00257773	0.00851705	0.0210655	0.00413477	0.029533	0.00748577	0.00344883	0.00991488	0.0128468	0.00184088	0.00182973	0.113554	0.00491314	0.000968519	3.596003	0.998727	0.252638	0.25304	0.228976	0.265345	1.488838
7270	-4662.846	-4685.633	22.78664	0.146923	0.0360807	0.0205967	0.0305834	0.0648769	0.179598	0.0440159	0.0430251	0.0409116	0.0170162	0.0716677	0.0488084	0.0836359	0.102587	0.025747	0.0254179	0.0690149	0.0429856	0.0732486	0.0697064	0.0219676	0.0288835	0.0169811	0.00458661	0.005281	0.0188722	0.00882683	0.0339106	0.00365529	0.0024916	0.0124623	0.0154071	0.00091235	0.00174389	0.127379	0.00661514	0.00117818	4.300363	1.132144	0.252638	0.25304	0.228976	0.265345	1.547601
7280	-4660.935	-4683.244	22.30897	0.156302	0.065669	0.0290844	0.0282087	0.0815951	0.165562	0.0745336	0.0466648	0.0360651	0.00937551	0.0994702	0.0439238	0.0729967	0.0714827	0.0618249	0.0486488	0.0512616	0.0348849	0.10491	0.0601393	0.0219429	0.0282802	0.0285593	0.00443737	0.0137464	0.00776986	0.00435237	0.0216141	0.00611584	0.0131511	0.0174413	0.0195614	0.00166629	0.00257034	0.112451	0.00374857	0.00302248	3.755214	1.10064	0.247125	0.252718	0.228685	0.271472	1.653033
7290	-4661.983	-4683.053	21.07068	0.150258	0.0799259	0.0344188	0.0318608	0.0628733	0.184842	0.0600565	0.0389186	0.0451572	0.0122244	0.080416	0.0444582	0.0731418	0.0949041	0.044927	0.035589	0.0517736	0.0463219	0.101301	0.0504843	0.0167181	0.0247808	0.0190822	0.00373211	0.0136751	0.0213563	0.00158334	0.0303439	0.00258511	0.00894763	0.0103101	0.0234964	0.00253528	0.00175982	0.169503	0.00656342	0.00462359	4.669344	1.10064	0.253296	0.259029	0.215296	0.272379	1.685449
7300	-4656.911	-4679.574	22.66368	0.180265	0.0488117	0.0248263	0.0198959	0.0614267	0.18727	0.052361	0.0410742	0.0401266	0.00857675	0.0772265	0.0479333	0.0987722	0.0472514	0.0439956	0.0383093	0.0586505	0.0343097	0.100311	0.0714825	0.0236365	0.026802	0.0215546	0.00231193	0.00836515	0.013023	0.00221972	0.0343538	0.00338202	0.00880933	0.0206193	0.0181342	0.00236644	0.00394976	0.153432	0.009965	0.00451625	3.625488	1.002818	0.253296	0.259029	0.215296	0.272379	1.640317
7310	-4668.951	-4691.738	22.78618	0.154274	0.0667434	0.0296668	0.0249321	0.0638474	0.16633	0.0433739	0.0460553	0.0293341	0.0105562	0.116425	0.0555472	0.0965299	0.0817232	0.0360476	0.0379389	0.0794356	0.0322945	0.0906434	0.0557773	0.0287518	0.0287119	0.0222369	0.00394351	0.00496412	0.0050303	0.000697088	0.0291071	0.00321346	0.00923853	0.0215759	0.020607	0.00288861	0.00511917	0.142286	0.00401277	0.00531157	3.246558	1.110707	0.25715	0.257692	0.214185	0.270973	1.655171
7320	-4656.437	-4679.566	23.12908	0.167705	0.0430538	0.0300433	0.0154814	0.0644658	0.168856	0.0770948	0.045051	0.027813	0.0154395	0.0592676	0.0345968	0.0987244	0.0785582	0.0412417	0.031134	0.070111	0.0387339	0.0728129	0.0612387	0.0247963	0.0280966	0.0164503	0.00112196	0.00505005	0.0174131	0.000680225	0.0264402	0.00693568	0.018178	0.0230112	0.0179394	0.00421413	0.00917982	0.163549	0.00102457	0.00467144	3.467007	0.9973234	0.260403	0.248304	0.216894	0.2744	1.610175
7330	-4651.228	-4673.943	22.71503	0.130886	0.0589951	0.0255596	0.0157148	0.0574385	0.182682	0.0452983	0.0554414	0.0284665	0.00865492	0.0783848	0.0429645	0.0914187	0.0570381	0.0469238	0.0453979	0.0715643	0.0502485	0.0732296	0.0643213	0.0201274	0.0197786	0.025496	0.00491966	0.000694141	0.0140705	0.00150809	0.0290837	0.0074668	0.00853882	0.0193473	0.0217573	0.00807391	0.00561119	0.16778	0.00416746	0.00199483	3.984405	1.085279	0.260403	0.248304	0.216894	0.2744	1.591044
7340	-4658.441	-4681.541	23.09967	0.168122	0.0768376	0.02943	0.00795209	0.063098	0.180542	0.0801383	0.0487069	0.0350302	0.00877856	0.0754486	0.0318103	0.0907694	0.0545209	0.0337951	0.0329875	0.057709	0.0467209	0.0508049	0.0906854	0.0185277	0.0258702	0.0308211	0.00265248	0.000598433	0.0158689	0.00386032	0.0309758	0.00260682	0.0209932	0.0122109	0.0106745	0.00515195	0.0053743	0.105152	0.00552779	0.00185911	3.984405	0.9849563	0.284334	0.240269	0.209876	0.265521	1.562612
7350	-4650.334	-4673.109	22.77531	0.154931	0.0544315	0.0289685	0.0261306	0.0546824	0.182588	0.0667235	0.0516411	0.0307857	0.0038446	0.0756954	0.0393742	0.0990208	0.0573678	0.0597528	0.0311052	0.0507395	0.0470333	0.0521815	0.089244	0.0122037	0.0293202	0.0101532	0.00737889	0.00181644	0.0140021	0.00449262	0.024183	0.00581132	0.00602249	0.0119898	0.0141126	0.00338175	0.00537416	0.141639	0.00533203	0.00146718	4.252046	1.118576	0.288472	0.243766	0.21293	0.254832	1.554922
7360	-4652.432	-4674.652	22.21943	0.154724	0.0516008	0.0295856	0.0225807	0.0599255	0.151944	0.0618958	0.050415	0.028218	0.00786319	0.0617846	0.0571599	0.105404	0.0881628	0.0502406	0.031019	0.0638797	0.0382894	0.0773454	0.0485664	0.034388	0.0214439	0.0208053	0.00741999	0.0035138	0.0117627	0.00383439	0.024183	0.00371069	0.00731346	0.0162511	0.0245337	0.00369095	0.0069686	0.144633	0.00405246	0.00224507	4.747493	0.9146799	0.283766	0.245378	0.214338	0.256518	1.581355
7370	-4655.748	-4680.007	24.25934	0.150399	0.0648084	0.031347	0.0188883	0.0638935	0.158403	0.0566093	0.0435802	0.0327108	0.0114869	0.0558706	0.0395745	0.122167	0.076907	0.050312	0.0297462	0.0655646	0.0267357	0.0694682	0.0476539	0.034388	0.011599	0.0165304	0.00391653	0.00284923	0.0149716	0.00559351	0.0184855	0.00378096	0.0111355	0.0139339	0.0205063	0.00120672	0.012185	0.13364	0.000784452	0.00083972	3.296413	0.9146799	0.283766	0.245378	0.214338	0.256518	1.522473
7380	-4658.001	-4680.669	22.66813	0.14941	0.0592646	0.0249191	0.0259097	0.0680297	0.168159	0.0566093	0.0471874	0.028871	0.0143795	0.0779362	0.0486776	0.0774332	0.0715086	0.0472596	0.031237	0.0735352	0.0387665	0.0515065	0.0725768	0.0356171	0.0166598	0.0176969	0.00641215	0.00276643	0.0111329	0.015043	0.0275059	0.0108771	0.0097067	0.0204729	0.0141115	0.000929335	0.00501515	0.184675	5.15134e-05	0.00108186	3.808756	1.088953	0.25673	0.25464	0.222429	0.266201	1.612932
7390	-4660.406	-4681.91	21.50416	0.202627	0.0654843	0.0349153	0.0254497	0.0879061	0.182953	0.0611084	0.0502931	0.050145	0.0105824	0.0550237	0.0410041	0.0934623	0.0701843	0.0514638	0.0238978	0.0471567	0.0341728	0.0816422	0.0711514	0.0237072	0.0249956	0.0279826	0.00444201	0.00442968	0.0104263	0.0062018	0.0355116	0.00954692	0.0147659	0.00965062	0.0200845	0.00450899	0.00696634	0.162257	0.000143442	0.001556	4.210622	0.9023805	0.259196	0.257086	0.224566	0.259152	1.7078
7400	-4661.091	-4682.803	21.71188	0.156358	0.0580812	0.0232574	0.0210048	0.0587345	0.17912	0.059541	0.0589813	0.0256648	0.00939326	0.0846795	0.0380432	0.0986653	0.0712904	0.0502715	0.0289143	0.0696861	0.0341107	0.0620424	0.0884078	0.0386307	0.0192837	0.0212469	0.00700612	0.00949188	0.00552271	0.00594824	0.0238908	0.00741996	0.0133602	0.0196639	0.0245258	0.00523921	0.00777081	0.162257	0.000429751	0.00219876	4.296478	1.185456	0.259196	0.257086	0.224566	0.259152	1.650134
7410	-4661.285	-4684.7	23.41476	0.13306	0.0401446	0.0295486	0.0240538	0.0596583	0.183517	0.0592716	0.0470232	0.0358036	0.00775642	0.0716461	0.0429625	0.10071	0.0853585	0.0460782	0.034254	0.0578261	0.0371657	0.0342462	0.102346	0.017827	0.0286376	0.0151388	0.00254725	0.00601979	0.0174654	0.00186882	0.0226958	0.00214856	0.0137478	0.0136856	0.0141319	0.00585077	0.00554803	0.139346	0.000377733	0.000584093	3.903307	0.9765676	0.245592	0.261807	0.22869	0.263911	1.540052
7420	-4656.11	-4678.815	22.7048	0.166586	0.0640747	0.0227009	0.0187252	0.0660905	0.197349	0.057967	0.0530121	0.0535701	0.00522103	0.0678523	0.0640506	0.0876555	0.079388	0.054573	0.0530086	0.0631082	0.027875	0.0522751	0.0663315	0.0124826	0.0239661	0.0160476	0.00289705	0.00701665	0.00964314	0.00401604	0.0282648	0.00525873	0.00977062	0.0206218	0.0226306	0.00625155	0.00286285	0.137077	0.000244117	0.000727983	3.774832	0.9035942	0.257314	0.241764	0.232553	0.268369	1.631193
7430	-4650.74	-4673.842	23.10227	0.138629	0.0735837	0.0234429	0.0211721	0.0671507	0.161777	0.0616281	0.0499752	0.0332071	0.014579	0.0675338	0.0384281	0.0919377	0.0714444	0.0338203	0.0365766	0.0769658	0.0441441	0.0700749	0.0585596	0.0225136	0.0249051	0.0299907	0.00441362	0.00988181	0.0283161	0.00495273	0.0183505	0.00522948	0.00677333	0.013686	0.00915357	0.00452356	0.00254035	0.150415	0.00199337	0.00116639	3.724314	1.134221	0.257314	0.241764	0.232553	0.268369	1.573435
7440	-4647.587	-4671.069	23.48155	0.180058	0.0561743	0.0253566	0.0176231	0.0631823	0.17527	0.0512564	0.0586757	0.0296999	0.00992926	0.0608357	0.0374513	0.0947539	0.0758421	0.0376568	0.0342023	0.0671911	0.0320999	0.0597485	0.0781829	0.0176233	0.0258402	0.0189715	0.00345783	0.0066159	0.00476879	0.000789475	0.0213253	0.00212674	0.00607046	0.0086867	0.0158332	0.00485675	0.0177071	0.108905	0.000993101	0.00512027	4.117862	0.9469282	0.257314	0.241764	0.232553	0.268369	1.514882
7450	-4650.148	-4673.563	23.4144	0.122378	0.0469329	0.0304781	0.0176791	0.077569	0.16916	0.0616699	0.057785	0.0370978	0.00689822	0.0763453	0.0379521	0.100264	0.0818992	0.0314184	0.032609	0.0623948	0.027527	0.0703366	0.0804158	0.0231926	0.0126356	0.0123513	0.00887168	0.0130915	0.00447641	0.000657525	0.0255444	0.00559892	0.00788297	0.0203615	0.0141508	0.00480377	0.00826713	0.159163	0.00524369	0.000766856	3.632103	1.089948	0.256381	0.244513	0.23171	0.267396	1.55587
7460	-4647.527	-4671.368	23.84144	0.127044	0.0475072	0.0246753	0.0189284	0.0723476	0.156695	0.0533384	0.0508603	0.0377747	0.00886258	0.0728056	0.0515517	0.088661	0.0887069	0.0448697	0.0273721	0.0578368	0.0300063	0.0581104	0.0717208	0.0328038	0.0277987	0.0159277	0.0187483	0.00590348	0.00770401	0.00144924	0.0246148	0.00908392	0.0136944	0.011097	0.0172271	0.00468486	0.0058785	0.0998081	0.00130253	0.00105175	3.937523	1.031667	0.258796	0.246815	0.224474	0.269915	1.488453
7470	-4655.064	-4678.703	23.63841	0.153099	0.0640103	0.0270852	0.0268364	0.0765891	0.169193	0.0611385	0.0487061	0.0252226	0.0173222	0.0885275	0.0332473	0.0697122	0.0744441	0.0296503	0.0478841	0.050309	0.0359945	0.0573985	0.0764343	0.0120354	0.020698	0.0129337	0.00417657	0.00335493	0.00685703	0.00423622	0.0410996	0.0029867	0.00638387	0.0113242	0.0206212	0.00843943	0.0089661	0.108121	0.00171893	0.00106418	4.121346	0.8571949	0.258796	0.246815	0.224474	0.269915	1.50782
7480	-4641.756	-4664.228	22.47147	0.14033	0.0545626	0.0251736	0.0195322	0.066389	0.177891	0.0574842	0.0531024	0.0340767	0.0110759	0.0882696	0.0437284	0.0910645	0.0694975	0.0446719	0.0388347	0.0754066	0.0349395	0.0770986	0.0557977	0.0154416	0.0264092	0.0125769	0.00494691	0.00526058	0.0134968	0.00112786	0.0200222	0.00588901	0.00619697	0.0106377	0.0145247	0.00906886	0.00696873	0.170958	0.00103758	0.000942689	4.35167	1.027688	0.265199	0.228181	0.230028	0.276593	1.584433
7490	-4648.014	-4671.059	23.04455	0.147516	0.055642	0.0181885	0.0171938	0.0618719	0.178705	0.0513985	0.049072	0.0460586	0.00862584	0.074661	0.0428048	0.0808717	0.0550409	0.0421923	0.0422694	0.0605889	0.0411094	0.0726382	0.077754	0.0256492	0.0219351	0.0101602	0.00556561	0.00753759	0.026914	0.0035995	0.0188716	0.00317544	0.0146443	0.015776	0.020282	0.00644114	0.00763849	0.107604	0.00155033	0.00457039	4.35167	1.037762	0.264168	0.231181	0.229134	0.275518	1.526117
7500	-4651.591	-4674.189	22.59844	0.146326	0.0469094	0.0335609	0.0227504	0.0754077	0.210956	0.0577933	0.0463344	0.0328798	0.00932664	0.0960051	0.0550775	0.0779249	0.0804323	0.0550859	0.0313082	0.0625281	0.0260342	0.0688091	0.0512632	0.0182923	0.0196986	0.00500567	0.00568781	0.00220952	0.00850456	0.00757779	0.0197658	0.0103673	0.0137853	0.0118025	0.00694845	0.00592627	0.0118462	0.157986	0.000415544	0.00594462	4.237491	0.8744465	0.264168	0.231181	0.229134	0.275518	1.598478
7510	-4650.571	-4674.012	23.44125	0.169246	0.0762807	0.0208515	0.0192615	0.0681635	0.18473	0.0413984	0.0550509	0.0383298	0.0103821	0.0728373	0.0486981	0.0921054	0.0718926	0.0374919	0.0443983	0.0543379	0.0424679	0.0677889	0.0442053	0.0323473	0.0375747	0.015314	0.00530832	0.0055261	0.00934934	0.00375469	0.0169873	0.00820555	0.00661871	0.00880297	0.0106934	0.00575748	0.00781947	0.105338	0.000253134	0.00418152	3.864453	0.9519563	0.264136	0.239085	0.229106	0.267674	1.54375
7520	-4650.619	-4674.123	23.50441	0.143378	0.038171	0.0264655	0.0120745	0.0671374	0.152343	0.0718152	0.0564777	0.0318029	0.00826779	0.0777003	0.0351383	0.102413	0.0962071	0.0571862	0.0378155	0.051323	0.0330914	0.0716035	0.0600628	0.0131726	0.024393	0.0107134	0.00169558	0.00529834	0.012381	0.00369773	0.0225159	0.00502515	0.00898132	0.0137584	0.00541799	0.013911	0.00813807	0.129822	0.000246104	0.0049745	3.93012	1.114461	0.264136	0.239085	0.229106	0.267674	1.514616
