Iteration	Posterior	Likelihood	Prior	branchG[1]	branchG[2]	branchG[3]	branchG[4]	branchG[5]	branchG[6]	branchG[7]	branchG[8]	branchG[9]	branchG[10]	branchG[11]	branchG[12]	branchG[13]	branchG[14]	branchG[15]	branchG[16]	branchG[17]	branchG[18]	branchG[19]	branchG[20]	branchG[21]	branchG[22]	branchG[23]	branchG[24]	branchG[25]	branchG[26]	branchG[27]	branchG[28]	branchG[29]	branchG[30]	branchG[31]	branchG[32]	branchG[33]	branchG[34]	branchG[35]	branchG[36]	branchG[37]	branchG[38]	branchG[39]	branchG[40]	branchG[41]	branchG[42]	branchG[43]	branchG[44]	branchG[45]	branchG[46]	branchG[47]	branchG[48]	branchG[49]	branchG[50]	branchG[51]	branchG[52]	branchG[53]	branchG[54]	branchG[55]	branchG[56]	branchG[57]	branchG[58]	branchG[59]	branchG[60]	branchG[61]	branchG[62]	branchG[63]	branchG[64]	branchG[65]	branchG[66]	branchG[67]	branchG[68]	branchG[69]	branchG[70]	branchG[71]	branchG[72]	branchG[73]	branchG[74]	branchG[75]	branchG[76]	branchG[77]	branchG[78]	gamma	kappa	meanG	nodelogG[1]	nodelogG[2]	nodelogG[3]	nodelogG[4]	nodelogG[5]	nodelogG[6]	nodelogG[7]	nodelogG[8]	nodelogG[9]	nodelogG[10]	nodelogG[11]	nodelogG[12]	nodelogG[13]	nodelogG[14]	nodelogG[15]	nodelogG[16]	nodelogG[17]	nodelogG[18]	nodelogG[19]	nodelogG[20]	nodelogG[21]	nodelogG[22]	nodelogG[23]	nodelogG[24]	nodelogG[25]	nodelogG[26]	nodelogG[27]	nodelogG[28]	nodelogG[29]	nodelogG[30]	nodelogG[31]	nodelogG[32]	nodelogG[33]	nodelogG[34]	nodelogG[35]	nodelogG[36]	nodelogG[37]	nodelogG[38]	nodelogG[39]	nodelogG[40]	nodelogG[41]	nodelogG[42]	nodelogG[43]	nodelogG[44]	nodelogG[45]	nodelogG[46]	nodelogG[47]	nodelogG[48]	nodelogG[49]	nodelogG[50]	nodelogG[51]	nodelogG[52]	nodelogG[53]	nodelogG[54]	nodelogG[55]	nodelogG[56]	nodelogG[57]	nodelogG[58]	nodelogG[59]	nodelogG[60]	nodelogG[61]	nodelogG[62]	nodelogG[63]	nodelogG[64]	nodelogG[65]	nodelogG[66]	nodelogG[67]	nodelogG[68]	nodelogG[69]	nodelogG[70]	nodelogG[71]	nodelogG[72]	nodelogG[73]	nodelogG[74]	nodelogG[75]	nodelogG[76]	nodelogG[77]	nodelogG[78]	nodelogG[79]	root_age	sigmaG
100	-8974.416	-8716.011	-258.4049	9.01373	7.30115	3.94493	8.58755	8.50533	6.1111	7.23227	10.4525	5.96462	5.22932	12.8717	7.8306	8.16447	12.0263	11.491	5.14692	10.9147	10.4748	9.51591	10.4602	9.61184	11.8803	7.21515	5.64613	4.77914	8.15845	4.53249	2.93963	6.16822	6.89962	7.47131	6.54114	7.97336	5.05478	9.47774	7.31641	8.15382	6.23709	7.06112	5.81643	4.66964	5.00559	5.63055	6.53924	6.24309	5.39226	6.02884	5.30955	4.56759	3.97912	3.99992	4.46565	5.10604	5.27267	5.63857	5.71874	4.28025	5.23585	5.65188	5.43552	8.28751	8.64773	7.85828	6.83617	5.96579	6.19851	5.79367	5.90147	5.93678	6.51474	6.26053	5.52875	5.73634	5.79525	6.11169	6.10697	5.55479	5.24159	0.3458682	4.875689	6.777186	1.18816	1.00514	0.428469	1.02818	1.01982	0.799756	0.890595	1.21049	0.725868	0.611592	1.46	1.00288	1.03915	1.18278	1.14323	0.482565	1.1355	1.14596	1.38051	1.46269	1.27907	1.39823	0.975794	0.762805	0.597059	1.22148	0.710943	0.338744	0.756854	0.854185	1.00979	0.918192	0.992996	0.597117	1.13264	0.958564	1.10462	0.871867	1.07728	0.750872	0.718098	0.620469	0.778442	0.810288	0.820767	0.770033	0.823466	0.737001	0.713115	0.601731	0.597843	0.60626	0.693509	0.72266	0.740697	0.761641	0.576392	0.686546	0.751427	0.752959	0.940529	0.977485	0.896319	0.894335	0.784706	0.825298	0.759277	0.76663	0.775291	0.827954	0.839561	0.721645	0.763609	0.753661	0.772483	0.79984	0.771812	0.717524	0.721402	76.81532	1.886388
110	-8975.804	-8719.341	-256.4628	8.05784	7.97481	9.20738	7.9781	7.90172	4.76605	4.62329	7.82111	8.23651	7.03184	3.29163	7.8306	8.16447	11.197	10.6987	7.29184	7.58525	10.4059	12.2146	13.4266	11.3303	12.6553	7.41829	10.0398	6.103	9.27104	4.71417	6.54267	5.60595	6.27068	7.47131	6.76944	9.04905	5.57092	9.47774	7.29594	10.2056	6.45912	9.80699	8.30377	8.11752	6.95212	5.14631	6.74418	6.22562	5.37717	5.47928	5.49487	4.73514	4.71951	4.18203	4.47332	4.66691	5.37429	5.88493	7.08547	6.47639	6.57457	7.2297	7.52748	8.28751	8.05146	7.80657	7.34842	5.96579	6.19851	5.79367	6.38569	6.46174	6.09677	5.81623	6.54426	6.21641	5.83651	5.84064	5.829	6.44383	6.74114	0.3288916	5.358502	7.207658	1.01413	1.00514	1.09485	1.02818	1.01982	0.577671	0.513977	0.970612	1.00619	0.86884	0.275544	1.00288	1.03915	1.18278	1.14323	0.785145	0.819411	1.14596	1.38051	1.46269	1.27907	1.39823	0.989939	1.25278	0.782273	1.22148	0.634038	0.996488	0.756854	0.854185	1.00979	0.918192	1.07611	0.654763	1.13264	0.958564	1.10462	0.707293	1.07728	1.06011	0.913054	0.905793	0.778442	0.837092	0.820767	0.767599	0.740445	0.737001	0.742914	0.712773	0.635021	0.607752	0.693509	0.64455	0.750668	0.788814	0.793247	0.829418	0.806317	0.911924	0.940529	0.91543	0.896319	0.888601	0.784706	0.825298	0.759277	0.76663	0.843786	0.815925	0.775621	0.798303	0.833418	0.753661	0.778646	0.754275	0.776913	0.841375	0.816092	69.84685	1.886388
120	-8970.451	-8709.379	-261.0723	5.44031	8.20951	11.4804	8.02695	7.9501	6.56434	5.61599	5.49299	7.75566	7.55429	5.62752	8.15554	8.50327	11.197	10.6987	10.5998	7.1375	10.448	12.2146	13.4266	11.8266	12.6553	10.3248	9.78609	4.64296	9.00418	3.72809	2.90564	6.45478	7.22016	7.65877	7.03733	6.08161	8.59068	10.1541	8.66755	9.3682	4.70855	10.0501	5.756	7.63616	6.69287	5.84016	7.2255	7.92385	6.71043	6.46722	5.85565	5.20024	4.58366	4.41797	4.96418	5.92216	6.89444	5.61439	6.28741	6.76004	6.86253	6.72452	6.28364	8.27099	8.18521	7.96834	6.56557	6.21335	6.01609	5.82322	5.68244	5.75713	5.80258	5.85705	6.3577	5.87177	5.83687	5.86094	5.86126	5.79021	6.42485	0.3288916	4.823568	7.27863	0.64775	1.00514	1.33681	1.02818	1.01982	0.856457	0.72962	0.710386	0.984306	0.961456	0.736938	1.00288	1.03915	1.18278	1.14323	1.12611	0.782607	1.14596	1.38051	1.46269	1.27907	1.39823	1.2771	1.23055	0.585654	1.22148	0.45557	0.291464	0.756854	0.854185	1.00979	0.918192	0.730946	1.03096	1.13264	0.958564	1.10462	0.507087	1.07728	0.79608	0.838687	0.927063	0.724162	0.837092	0.880644	0.917229	0.862909	0.758527	0.776624	0.687404	0.635021	0.655423	0.736272	0.808688	0.750668	0.747937	0.793247	0.866651	0.806317	0.849006	0.924485	0.91543	0.91063	0.892106	0.820022	0.794931	0.763697	0.76663	0.742439	0.769232	0.780923	0.823497	0.783103	0.754436	0.777924	0.75801	0.777972	0.747416	0.86831	73.92709	2.008253
130	-8972.322	-8703.903	-268.4196	6.33443	8.20951	4.48841	10.3771	10.2778	11.5446	6.63203	6.39449	6.2887	8.49018	6.205	7.18958	7.49613	12.2469	11.7018	7.82223	8.28141	10.448	12.2146	13.4266	11.3123	12.6188	4.16919	12.1438	5.42437	9.36559	8.59384	3.14563	5.88396	6.58166	7.43676	6.71548	14.7638	12.9958	11.5923	7.28921	10.0094	5.86954	8.5405	15.3023	6.93331	7.33658	7.43546	10.9676	7.60757	5.64332	5.72441	5.42586	4.94674	4.76764	4.40402	4.94851	5.84513	5.98823	5.71312	6.02284	6.4661	6.54523	6.42301	6.17492	8.21002	8.88665	7.9096	7.01838	5.47743	6.01609	5.82322	6.07434	6.85734	6.61162	7.57192	6.62892	6.12226	5.83687	6.58623	7.33916	6.61866	5.80015	0.374721	5.015574	7.724771	0.779918	1.00514	0.484796	1.02818	1.01982	1.34683	0.862028	0.830347	0.802191	1.0629	0.821787	1.00288	1.03915	1.18278	1.14323	0.862175	0.911723	1.14596	1.38051	1.46269	1.27907	1.39823	0.474294	1.4029	0.720762	1.22148	1.14679	0.360395	0.756854	0.854185	1.00979	0.918192	1.25387	1.14308	1.13264	0.958564	1.10462	0.641015	1.07728	1.42421	0.896193	0.785688	0.9453	1.08452	0.995695	0.766797	0.782486	0.732976	0.735962	0.721586	0.635021	0.652677	0.736272	0.797316	0.765809	0.747937	0.793247	0.828038	0.803811	0.811666	0.924485	0.993273	0.904203	0.892106	0.710524	0.794931	0.763697	0.76663	0.800369	0.781266	1.00398	0.823497	0.819388	0.754436	0.777924	0.85935	0.871943	0.769597	0.757281	73.92709	2.007043
140	-8979.134	-8709.146	-269.9882	4.72897	8.10932	5.99461	9.36975	9.28005	9.74984	4.13197	7.00998	5.01422	7.90271	10.7796	8.43141	8.7909	10.4094	9.94615	4.02726	3.92912	10.448	12.1091	13.3107	11.3123	12.6188	5.13194	6.96324	4.90605	10.4581	11.6619	4.78185	5.76686	6.45067	7.32663	6.71548	10.3059	9.72058	11.5923	9.83528	8.84666	8.23507	8.9388	4.34118	6.41368	5.40077	4.54855	10.3956	10.2648	7.9265	5.5274	5.34551	4.94984	5.32742	4.40979	5.1545	5.29217	4.27794	5.50535	6.84041	6.41027	6.54523	7.2949	6.61919	7.43702	7.55335	7.9096	6.5599	6.42352	6.11855	5.82322	5.67753	5.73519	7.06019	7.16442	6.54802	6.41559	6.55445	7.0578	6.56717	5.58978	4.49644	0.374721	5.110373	7.314411	0.536701	1.00514	0.736133	1.02818	1.01982	1.14001	0.394031	0.853151	0.590807	0.985952	1.30151	1.00288	1.03915	1.18278	1.14323	0.371424	0.349996	1.14596	1.38051	1.46269	1.27907	1.39823	0.68693	0.95199	0.633527	1.22148	1.31612	0.723576	0.756854	0.854185	1.00979	0.918192	0.988166	0.93738	1.13264	0.958564	1.10462	1.0424	1.07728	0.635584	0.788934	0.825281	0.639631	1.038	0.995695	1.02701	0.765025	0.720017	0.735962	0.817418	0.635616	0.65322	0.771153	0.676115	0.733634	0.747937	0.785714	0.828038	0.803811	0.922228	0.838595	0.852076	0.904203	0.892106	0.848917	0.8096	0.763697	0.76663	0.741688	0.838283	0.915278	0.812832	0.819388	0.795084	0.837989	0.85935	0.775406	0.719382	0.586355	75.26347	2.22281
150	-8977.014	-8705.935	-271.0788	7.09557	8.10932	11.1179	7.76163	7.68732	12.3422	3.77819	7.86934	5.97254	8.16522	4.23292	7.7027	8.03112	9.87849	9.43886	6.14964	2.74929	10.184	13.0239	14.3163	10.8709	12.0047	6.39996	5.61457	3.17935	11.0459	8.34496	4.79802	5.9867	6.69658	8.56654	8.06015	7.75209	8.7651	10.3647	8.28249	8.87985	6.1078	8.9388	5.67367	6.43774	5.61092	4.72554	9.5022	7.72887	6.08436	6.7092	7.50165	6.0929	6.48099	5.20907	4.81851	4.82384	4.53128	5.59027	6.11489	6.62554	5.98375	6.1096	6.33433	6.03714	6.70668	7.21347	6.29057	5.86835	5.57531	5.82322	5.58555	5.64228	5.22199	6.2613	6.48159	6.69987	6.91505	5.97261	5.55741	6.07619	5.17716	0.374721	5.688783	7.103342	0.889143	1.00514	1.28152	1.02818	1.01982	1.3448	0.433234	1.07054	0.823477	1.09509	0.489584	1.00288	1.03915	1.18278	1.14323	0.862446	0.163188	1.14596	1.38051	1.46269	1.27907	1.39823	0.878721	0.765	0.243444	1.22148	0.977932	0.603758	0.756854	0.854185	1.00979	0.918192	0.721664	0.82834	1.13264	0.958564	1.10462	0.779583	1.07728	0.834941	0.792187	0.825281	0.672787	1.05717	0.898474	0.877758	0.797522	0.855819	0.894494	0.864917	0.758366	0.675155	0.690671	0.676115	0.733634	0.761232	0.848976	0.793467	0.760481	0.811545	0.715253	0.806605	0.84641	0.869878	0.770403	0.728842	0.763697	0.76663	0.727502	0.721333	0.751728	0.812832	0.810531	0.841602	0.837989	0.714339	0.775406	0.791856	0.636327	73.21038	1.955049
160	-8971.684	-8706.353	-265.331	5.84815	8.10932	10.3954	9.63643	9.54417	9.68265	11.0657	3.62846	5.7075	5.93715	4.11424	7.81933	8.15273	10.8356	10.3533	4.8091	4.50217	9.6538	14.1057	15.5054	13.4821	12.6193	7.22553	7.25931	3.49384	10.3396	6.5025	4.18092	8.25506	9.23391	9.14841	8.18371	6.44945	7.27395	11.0515	7.75891	9.31836	8.70662	10.0666	3.15102	7.60804	6.01912	4.63766	8.68453	7.72002	5.69973	9.87968	8.134	6.18631	5.71751	4.90932	4.81851	4.96989	3.67816	5.69864	5.93308	8.89947	7.80094	6.23143	5.68507	6.35364	7.35645	6.83792	6.55179	5.95721	5.55184	5.82322	6.137	6.19932	6.91821	7.7737	6.34372	6.55736	6.91505	6.87215	6.39442	5.62049	3.77303	0.374721	5.811948	7.384032	0.721206	1.00514	1.24182	1.02818	1.01982	1.134	1.24416	0.275652	0.787714	0.821979	0.464882	1.00288	1.03915	1.18278	1.14323	0.604492	0.547209	1.14596	1.38051	1.46269	1.27907	1.39823	0.967429	0.97148	0.325374	1.22148	0.818635	0.535654	0.756854	0.854185	1.00979	0.918192	0.695751	0.800247	1.13264	0.958564	1.10462	1.04564	1.07728	0.366325	0.834054	0.928491	0.630576	0.923293	0.954199	0.821037	1.07659	0.9129	0.907709	0.807525	0.706889	0.675155	0.690671	0.702023	0.750311	0.761232	0.918281	0.980447	0.803846	0.785329	0.759635	0.886927	0.84641	0.823438	0.783456	0.725177	0.763697	0.76663	0.809282	0.843792	0.939654	0.812832	0.791856	0.841602	0.837989	0.836196	0.775406	0.724143	0.429239	74.76417	1.977463
170	-8966.5	-8702.52	-263.9808	4.08202	8.27857	7.3177	9.41137	9.32127	7.82089	5.32267	6.66233	10.0317	5.64682	3.45219	7.261	7.57059	10.324	9.86452	8.01557	5.40984	9.67903	16.2322	17.8429	13.4821	12.6193	3.6293	7.01754	7.9248	10.5779	6.55587	4.26337	7.67979	8.59043	9.14841	7.92635	13.916	9.1056	10.8659	8.28338	9.77502	4.88923	8.74391	4.73383	6.93221	5.96275	5.22126	8.75873	8.10349	6.71402	9.19121	7.8782	6.36815	5.84929	5.21772	5.65059	5.41318	4.5968	5.72731	6.45296	10.2411	7.80094	6.686	5.70999	6.77748	7.07253	6.9178	6.14582	5.40057	6.43	5.68504	5.60547	5.32998	7.20287	7.59215	7.20904	7.29948	7.03527	7.39721	6.21708	4.83493	4.47149	0.3839142	5.084804	7.543274	0.390977	1.00514	0.843767	1.02818	1.01982	0.933553	0.622425	0.817418	1.15002	0.650883	0.312493	1.00288	1.03915	1.18278	1.14323	0.999963	0.658463	1.14596	1.38051	1.46269	1.27907	1.39823	0.376776	0.949499	1.02495	1.22148	0.805943	0.552616	0.756854	0.854185	1.00979	0.918192	1.34164	0.973228	1.13264	0.958564	1.10462	0.502869	1.07728	0.605665	0.875611	0.806133	0.744761	0.945389	0.939493	0.877851	1.01385	0.9129	0.879954	0.827317	0.706889	0.728073	0.776115	0.69079	0.74287	0.773031	1.04025	0.980447	0.803846	0.846486	0.807905	0.844918	0.854231	0.825705	0.71911	0.852725	0.763697	0.74577	0.751455	0.829834	0.919128	0.830773	0.884982	0.841602	0.852959	0.885176	0.701996	0.666785	0.634121	85.41382	1.691521
180	-8976.164	-8700.474	-275.6901	4.21505	8.21747	5.26914	7.70859	7.63479	11.3652	11.1994	12.1941	6.7846	13.2402	5.33339	7.4033	7.71896	10.0216	9.57563	9.83293	5.33695	9.67903	16.2322	17.8429	14.317	12.1644	1.90911	4.94089	7.4744	11.901	6.12214	5.26277	5.67966	6.35313	8.66402	7.47743	6.61996	12.6056	10.2338	8.52051	11.3491	8.80782	10.6414	9.21427	9.79512	7.25675	5.97742	7.52392	7.85051	6.90623	6.43753	7.0385	6.37771	6.78445	5.71061	5.99881	6.19713	7.79605	5.91268	5.99545	10.8753	7.9854	5.8274	6.57948	6.42422	6.37254	6.42118	5.81819	5.59862	5.62838	5.78024	5.39551	5.76986	7.40205	6.35543	6.98382	7.28086	7.19016	7.03239	6.75854	7.04574	8.44186	0.3839142	5.456914	7.89218	0.425266	1.00514	0.579632	1.02818	1.01982	1.2582	1.20093	1.27484	0.925979	1.50672	0.69031	1.00288	1.03915	1.18278	1.14323	1.15925	0.62847	1.14596	1.38051	1.46269	1.27907	1.39823	-0.185255	0.640694	0.9505	1.22148	0.644126	0.70908	0.756854	0.854185	1.00979	0.918192	0.776253	1.33567	1.13264	0.958564	1.10462	0.884441	1.07728	1.18416	1.0053	0.976723	0.744761	0.865458	0.887429	0.902367	0.751791	0.865648	0.829313	0.929681	0.733349	0.780016	0.776115	0.808267	0.746917	0.796652	1.04025	1.03263	0.771959	0.758991	0.826117	0.8191	0.789525	0.825705	0.735967	0.73707	0.763697	0.760195	0.703871	0.897459	0.745772	0.824339	0.863848	0.860518	0.852959	0.841246	0.81846	0.877393	0.975483	87.79653	2.298931
190	-8962.809	-8693.674	-269.1348	5.94075	8.21747	7.13683	8.3383	8.25848	5.77803	7.039	5.08239	5.27981	3.9574	7.60192	7.71944	8.04858	10.5095	10.0417	9.85219	5.37671	10.1147	16.2322	17.8429	13.5075	14.7435	5.13721	6.26417	4.60032	10.6167	4.94615	3.24516	5.20778	5.8253	8.63266	7.60765	8.98178	4.13396	11.233	10.2948	10.4935	13.3871	8.35587	4.47917	7.11148	6.52649	7.4571	8.87743	10.4115	8.67536	5.88131	7.13515	6.48877	6.12376	5.77804	6.23676	7.01769	6.39515	5.46897	6.17969	10.2604	9.13124	7.87058	7.33188	6.0509	7.12066	7.14995	6.21873	5.83769	5.91849	5.78024	5.51854	6.36665	6.33057	6.94143	6.76927	7.12579	7.26006	6.97182	7.22854	7.60117	6.35775	0.3793304	4.92624	7.627803	0.723344	1.00514	0.870265	1.02818	1.01982	0.670601	0.925868	0.642983	0.664512	0.414094	0.99815	1.00288	1.03915	1.18278	1.14323	1.26808	0.742048	1.14596	1.38051	1.46269	1.27907	1.39823	0.674538	0.84681	0.596681	1.22148	0.558042	0.278927	0.756854	0.854185	1.00979	0.918192	0.978504	0.304512	1.13264	0.958564	1.10462	1.31616	1.07728	0.439743	0.937214	0.766706	0.862653	0.928221	0.968353	1.06667	0.676451	0.862497	0.844309	0.830492	0.743544	0.780016	0.809902	0.882487	0.746917	0.728894	1.04025	0.982084	0.938975	0.853038	0.718984	0.860384	0.844656	0.863949	0.772288	0.780725	0.763697	0.760195	0.723454	0.769153	0.813978	0.824339	0.836745	0.868921	0.852959	0.833733	0.884368	0.877393	0.729215	73.04319	2.235446
200	-8966.372	-8704.072	-262.3002	5.33967	8.21747	8.60922	7.40659	7.33568	9.12324	7.64432	4.74441	5.79895	3.39384	6.37796	8.11782	8.46394	10.6164	10.1439	5.29342	4.30691	10.4	15.8484	17.421	13.8033	15.5735	6.00737	5.29339	7.73226	9.72121	6.6344	10.0084	6.41926	7.18043	7.30116	6.86776	9.80302	6.44836	11.1603	9.03775	13.1828	15.0695	12.9195	4.73807	13.8134	10.091	7.16349	8.81996	9.08102	9.19657	6.13132	5.44772	6.44082	5.98397	6.78005	8.28076	8.1404	5.80483	6.35508	7.74196	10.2372	9.85653	9.40521	7.95915	6.79748	7.61766	7.78549	7.19336	6.22854	5.91849	5.86458	6.29896	6.42371	5.81278	6.1658	6.64353	6.99342	7.26006	6.48028	6.02587	6.5415	5.76452	0.3793304	4.863135	8.077583	0.63069	1.00514	1.04947	1.02818	1.01982	1.06734	1.00814	0.593825	0.745975	0.280658	0.845667	1.00288	1.03915	1.18278	1.14323	0.677245	0.498104	1.14596	1.38051	1.46269	1.27907	1.39823	0.768639	0.658739	0.959101	1.22148	0.889646	1.20071	0.756854	0.854185	1.00979	0.918192	1.0545	0.690677	1.13264	0.958564	1.10462	1.22081	1.07728	0.48855	1.13539	1.14521	0.862653	0.928221	0.962712	0.953557	0.858116	0.716992	0.755438	0.753957	0.800021	0.862445	0.973695	0.847596	0.78873	0.817512	1.01946	1.0009	0.986547	0.96019	0.770228	0.869175	0.894468	0.888104	0.815996	0.780725	0.763697	0.772777	0.82576	0.75854	0.711059	0.824339	0.820459	0.868921	0.852959	0.770228	0.789811	0.841544	0.679983	85.011	1.779751
210	-8960.979	-8698.076	-262.9022	6.0487	8.21747	4.45889	10.8426	10.7388	5.13843	9.21205	15.1553	6.42855	5.36073	5.02991	7.50169	7.82154	10.6164	10.1439	6.62745	6.32914	10.9603	18.5993	20.4449	14.8873	14.3586	11.6551	8.2717	6.82524	13.3759	12.9294	6.26059	7.17196	8.02239	8.25008	7.60088	12.263	7.44567	11.1603	9.1457	14.5398	21.7766	11.9829	4.78738	14.1309	9.56038	7.63964	9.27506	9.18948	8.27046	7.74058	6.81288	7.12838	9.3578	7.70575	7.35897	7.55292	8.32379	6.75182	7.26299	12.9576	9.80126	7.94043	7.28815	8.15614	7.61766	8.20494	7.58091	5.75581	5.49826	5.86458	6.29896	6.75682	7.32942	8.82034	6.61571	6.8053	7.14212	6.99942	6.80044	6.88072	7.91721	0.3793304	5.962559	8.942059	0.738985	1.00514	0.481639	1.02818	1.01982	0.562886	1.02992	1.46234	0.899472	0.741694	0.639425	1.00288	1.03915	1.18278	1.14323	0.714192	0.674188	1.14596	1.38051	1.46269	1.27907	1.39823	1.31273	1.01489	0.829696	1.22148	1.192	0.682045	0.756854	0.854185	1.00979	0.918192	1.20528	0.771886	1.13264	0.958564	1.10462	1.45549	1.07728	0.479091	1.22049	1.07985	0.881105	0.971921	0.962712	0.96387	0.954422	0.823125	0.843536	1.03116	0.911185	0.862445	0.871189	0.885041	0.820301	0.83854	1.15848	1.06657	0.915997	0.883691	0.928501	0.869175	0.894468	0.933683	0.747435	0.716755	0.763697	0.772777	0.82576	0.898791	1.04209	0.824339	0.816815	0.84888	0.858775	0.831349	0.833725	0.841544	0.955601	82.131	1.642922
220	-8969.254	-8709.381	-259.8732	6.20396	8.36281	3.20997	7.77995	7.70547	4.72061	9.63196	4.36055	4.76665	5.86908	3.82071	8.62209	8.98971	11.2442	10.7438	6.1805	5.89577	10.8924	16.1709	17.7755	14.2009	17.5716	6.81295	8.021	5.44838	11.2795	10.7012	15.1758	6.71062	7.50634	8.83192	7.60088	12.4425	9.22455	11.1603	9.1457	14.0448	15.0056	12.401	8.86705	14.126	10.8839	8.10773	9.44918	9.18948	8.82617	7.75346	7.29336	7.12838	7.64301	7.46341	7.85343	7.77618	5.5956	6.84675	7.80331	10.7464	11.4414	10.4402	7.6897	7.59767	8.06819	8.15413	7.80471	6.61545	5.47254	5.86458	6.52532	6.99964	7.13776	6.30088	6.999	7.04312	7.1105	6.99942	6.80044	6.75714	5.41773	0.3864497	4.561014	8.625957	0.74577	1.00514	0.162498	1.02818	1.01982	0.489222	1.09165	0.403307	0.643746	0.824459	0.400592	1.00288	1.03915	1.18278	1.14323	0.715155	0.674188	1.14596	1.38051	1.46269	1.27907	1.39823	0.834241	0.976028	0.633995	1.22148	1.17577	1.47887	0.756854	0.854185	1.00979	0.918192	1.20174	0.941815	1.13264	0.958564	1.10462	1.1621	1.07728	0.931619	1.19041	1.10963	0.963939	0.988076	0.962712	0.96387	0.896672	0.882319	0.843536	0.883099	0.883429	0.862445	0.927674	0.853859	0.832429	0.83854	1.03696	1.02556	1.0914	0.946018	0.866892	0.919084	0.894468	0.928287	0.868341	0.712681	0.763697	0.772777	0.856426	0.875775	0.753776	0.839567	0.850504	0.845026	0.858775	0.831349	0.833725	0.825801	0.641834	82.131	1.633409
230	-8961.275	-8698.707	-262.5678	6.03281	8.42418	7.31116	9.39236	9.30244	7.40639	6.57996	4.79126	7.57648	3.47127	3.74129	8.0839	8.42858	10.9449	10.4578	6.53831	10.5073	11.5863	15.602	17.1501	14.2009	17.0289	7.30735	4.36319	7.01925	12.2625	9.16932	8.52987	6.77559	7.57901	8.83192	7.22932	12.4562	14.6058	13.2175	10.3899	11.054	8.25129	9.74734	13.977	8.73883	9.22594	9.24628	11.8813	12.364	10.0269	7.82852	6.93683	6.77991	8.30909	7.46341	7.85343	8.2232	8.09812	6.93131	7.97362	10.3683	11.0881	10.257	9.28646	6.57638	7.85343	8.67358	8.17291	6.20252	5.61963	5.98378	6.42393	6.89088	7.22141	7.47589	7.00251	6.87498	6.67898	6.76812	6.88014	8.04943	8.8325	0.3572731	4.662409	8.774188	0.715122	1.00514	0.883383	1.02818	1.01982	0.919747	0.760672	0.485125	1.04069	0.362735	0.364868	1.00288	1.03915	1.18278	1.14323	0.889425	1.30147	1.14596	1.38051	1.46269	1.27907	1.39823	0.891305	0.443393	0.847165	1.22148	0.968997	0.978455	0.756854	0.854185	1.00979	0.918192	1.1507	1.28898	1.13264	0.958564	1.10462	0.850632	1.07728	1.2613	0.982412	0.900494	1.02953	1.04007	1.10966	1.07466	0.905041	0.882319	0.800003	0.955677	0.883429	0.862445	0.927674	0.902407	0.836215	0.845416	1.00585	1.02556	1.06415	0.957894	0.741506	0.89565	0.894468	0.981928	0.812359	0.71824	0.781175	0.772777	0.842825	0.875775	0.917372	0.845918	0.84459	0.829954	0.819467	0.841469	0.833725	0.977806	0.914361	82.131	1.777787
240	-8958.724	-8703.854	-254.8698	6.48437	8.45158	6.54345	9.34874	9.25924	5.24146	7.86987	4.80902	9.78696	5.5931	7.6947	8.11718	8.46328	11.1815	10.6839	7.72809	7.2299	11.2506	15.602	17.1501	14.6649	17.0289	11.2995	6.32959	11.2989	11.9461	11.1184	8.60115	6.94035	7.76331	8.83192	7.22532	9.16613	16.3656	11.9314	9.21806	11.6626	8.68091	10.966	9.67388	10.3727	10.2792	9.15699	10.8875	9.90208	8.896	8.01888	6.93299	6.79987	8.09468	7.48952	7.88092	8.2232	8.50116	7.245	9.24436	10.7071	11.4504	11.3768	10.139	7.69327	8.02315	8.42231	7.78683	6.22805	6.30185	5.86955	6.30307	6.53862	7.34094	7.50763	7.18971	7.09873	7.03065	7.34507	6.92088	7.66249	9.12687	0.3572731	5.010534	8.989614	0.774998	1.00514	0.766929	1.02818	1.01982	0.582591	0.936111	0.508289	1.14679	0.660802	1.00795	1.00288	1.03915	1.18278	1.14323	0.89839	0.840511	1.14596	1.38051	1.46269	1.27907	1.39823	1.2699	0.766536	1.22221	1.22148	1.15912	0.985684	0.756854	0.854185	1.00979	0.918192	0.871253	1.37474	1.13264	0.958564	1.10462	0.848167	1.07728	0.950103	1.02896	1.00282	1.0211	1.05312	1.02074	0.970715	0.925909	0.882319	0.799522	0.93297	0.883429	0.865479	0.927674	0.902407	0.836215	0.883863	1.00585	1.05349	1.06415	1.04789	0.877754	0.914222	0.894468	0.956394	0.815927	0.834503	0.764433	0.772777	0.826327	0.855824	0.913328	0.848738	0.864684	0.837677	0.856314	0.875679	0.804644	0.964095	0.956549	82.131	1.504039
