Iteration	Posterior	Likelihood	Prior	alpha	beta	clockrate[1]	clockrate[2]	clockrate[3]	clockrate[4]	clockrate[5]	clockrate[6]	clockrate[7]	clockrate[8]	clockrate[9]	clockrate[10]	clockrate[11]	clockrate[12]	clockrate[13]	clockrate[14]	clockrate[15]	clockrate[16]	clockrate[17]	clockrate[18]	clockrate[19]	clockrate[20]	clockrate[21]	clockrate[22]	clockrate[23]	clockrate[24]	clockrate[25]	clockrate[26]	clockrate[27]	clockrate[28]	clockrate[29]	clockrate[30]	clockrate[31]	clockrate[32]	clockrate[33]	clockrate[34]	clockrate[35]	clockrate[36]	clockrate[37]	clockrate[38]	clockrate[39]	clockrate[40]	clockrate[41]	clockrate[42]	clockrate[43]	clockrate[44]	clockrate[45]	clockrate[46]	clockrate[47]	clockrate[48]	clockrate[49]	clockrate[50]	clockrate[51]	clockrate[52]	clockrate[53]	clockrate[54]	clockrate[55]	clockrate[56]	clockrate[57]	clockrate[58]	clockrate[59]	clockrate[60]	clockrate[61]	clockrate[62]	clockrate[63]	clockrate[64]	clockrate[65]	clockrate[66]	clockrate[67]	clockrate[68]	clockrate[69]	clockrate[70]	clockrate[71]	clockrate[72]	clockrate[73]	clockrate[74]	clockrate[75]	clockrate[76]	clockrate[77]	clockrate[78]	clockrate[79]	clockrate[80]	clockrate[81]	clockrate[82]	clockrate[83]	clockrate[84]	clockrate[85]	clockrate[86]	clockrate[87]	clockrate[88]	clockrate[89]	clockrate[90]	clockrate[91]	clockrate[92]	clockrate[93]	clockrate[94]	clockrate[95]	clockrate[96]	clockrate[97]	clockrate[98]	clockrate[99]	clockrate[100]	clockrate[101]	clockrate[102]	clockrate[103]	clockrate[104]	clockrate[105]	clockrate[106]	clockrate[107]	clockrate[108]	clockrate[109]	clockrate[110]	clockrate[111]	clockrate[112]	clockrate[113]	clockrate[114]	clockrate[115]	clockrate[116]	clockrate[117]	clockrate[118]	clockrate[119]	clockrate[120]	gamma	kappa	lambda	mean_clockrate	mu	relvar_clockrate
2670	-17652	-17679.33	27.33121	4.733912	12.72044	0.39584	0.666287	0.464793	0.668734	0.178677	0.316083	0.337958	0.620353	0.286464	0.711615	0.29447	0.273182	0.413593	0.359237	0.512983	0.196565	0.213759	0.224998	0.203185	0.531018	0.266238	0.286546	0.657951	0.457201	0.345815	0.386304	0.291133	0.433058	0.333763	0.22649	0.416835	0.113876	0.141764	0.25059	0.327998	0.332402	0.405356	0.155929	0.564779	0.757232	0.62966	0.592948	0.563114	0.21136	0.207215	0.28363	0.323665	0.452153	0.595475	0.75991	0.423142	0.514464	0.240496	0.451219	0.542969	0.754917	0.33883	0.426656	0.527828	0.482705	0.0908565	0.26228	0.301483	0.137454	0.319871	0.471515	0.227131	0.283141	0.586982	0.329026	0.178718	0.236315	0.410156	0.121717	0.360418	0.179914	0.546887	0.29658	0.711955	0.354626	0.232399	0.465529	0.304569	0.24726	0.397783	0.434322	0.271799	0.307762	0.176237	0.273117	0.509653	0.469175	0.453886	0.233464	0.777339	0.23794	0.155973	0.710895	0.226659	0.399923	0.513542	0.294712	0.138849	0.920697	0.204636	0.847913	0.208695	0.460262	0.61662	0.605725	0.162649	0.330343	0.832849	0.252231	0.307653	0.639056	0.463981	0.33645	0.299159	0.139641	0.4882828	4.044419	0.1046655	0.3721499	11.62481	0.2112418
2680	-17649.96	-17677.21	27.24716	4.83481	12.65207	0.398759	0.627933	0.492514	0.738217	0.162898	0.286403	0.317354	0.585836	0.252646	0.696516	0.340218	0.249279	0.420133	0.362334	0.414146	0.169981	0.203269	0.22806	0.205908	0.468238	0.287048	0.270391	0.589822	0.518875	0.37456	0.342374	0.279964	0.397877	0.371492	0.229253	0.377345	0.115141	0.149426	0.260228	0.328158	0.314676	0.442884	0.169042	0.619015	0.739173	0.58993	0.573417	0.580821	0.228184	0.196851	0.315552	0.334606	0.44795	0.586061	0.731221	0.393225	0.489169	0.258317	0.485992	0.501195	0.566755	0.352929	0.478002	0.542218	0.498159	0.0975232	0.218844	0.295771	0.128641	0.29142	0.453001	0.227553	0.290766	0.627681	0.381697	0.169584	0.194847	0.414204	0.133808	0.405039	0.158541	0.624232	0.316632	0.701455	0.358163	0.205056	0.44273	0.308264	0.232625	0.388684	0.50981	0.345104	0.352072	0.17186	0.276618	0.521279	0.41636	0.504826	0.252944	0.752619	0.266487	0.171473	0.659799	0.2178	0.425131	0.551705	0.301645	0.146636	0.957463	0.222765	0.930683	0.238143	0.519038	0.633529	0.562451	0.159764	0.360619	0.899788	0.223452	0.335357	0.638877	0.521276	0.333532	0.298514	0.132285	0.4878272	4.078692	0.109594	0.382136	11.14328	0.2068334
2690	-17658.12	-17692.42	34.30015	4.895792	12.36082	0.401121	0.665147	0.58837	0.792538	0.155341	0.287095	0.309664	0.559387	0.231836	0.607159	0.340201	0.248258	0.415741	0.332841	0.409097	0.156037	0.209007	0.213493	0.253696	0.519543	0.301264	0.281464	0.585811	0.460603	0.431339	0.371802	0.261777	0.427084	0.37088	0.23851	0.357983	0.119406	0.148268	0.238053	0.303173	0.302007	0.375031	0.17733	0.539201	0.590534	0.688406	0.594723	0.483683	0.230472	0.208238	0.333983	0.303995	0.476049	0.645585	0.700682	0.438981	0.442284	0.267325	0.497617	0.55141	0.521785	0.372926	0.47161	0.480471	0.506321	0.108829	0.273085	0.341278	0.105175	0.283144	0.422946	0.244418	0.278443	0.578998	0.444818	0.170942	0.193872	0.376853	0.141707	0.441265	0.177584	0.538913	0.328872	0.636987	0.379779	0.203878	0.454594	0.305979	0.239689	0.464099	0.514259	0.383834	0.343675	0.161135	0.274687	0.510247	0.469468	0.474477	0.230521	0.715339	0.274746	0.177687	0.65437	0.190819	0.362738	0.573716	0.291867	0.164713	0.954626	0.215893	0.788028	0.276657	0.578531	0.602326	0.557816	0.182392	0.421787	0.776743	0.204793	0.289364	0.584401	0.43249	0.351984	0.29706	0.111908	0.4972031	3.914997	0.2121843	0.3960735	8.468184	0.2042571
2700	-17649.91	-17683.81	33.90008	5.506801	14.41057	0.396294	0.610579	0.665053	0.792578	0.145533	0.281623	0.329059	0.578451	0.269895	0.553852	0.343449	0.264829	0.431487	0.311055	0.393827	0.13548	0.208511	0.208829	0.251924	0.472055	0.340184	0.370864	0.58516	0.42389	0.423775	0.363442	0.268469	0.420372	0.419144	0.23069	0.32298	0.105573	0.159444	0.249171	0.295204	0.331302	0.360817	0.201044	0.578248	0.507259	0.740529	0.543051	0.504423	0.222903	0.226866	0.337879	0.318942	0.49175	0.603871	0.77977	0.413442	0.495225	0.311617	0.449452	0.52179	0.500572	0.356884	0.533031	0.46227	0.521771	0.100849	0.282314	0.328168	0.0935817	0.307315	0.380278	0.272095	0.282204	0.505664	0.425229	0.205013	0.187779	0.329416	0.149125	0.429368	0.191909	0.712139	0.333272	0.559198	0.375805	0.222908	0.416883	0.337511	0.247878	0.453128	0.466624	0.374608	0.348573	0.159274	0.292681	0.478261	0.574986	0.456251	0.229166	0.712879	0.322216	0.178912	0.647983	0.202773	0.355097	0.468742	0.375783	0.151933	0.903157	0.21087	0.87193	0.292681	0.609973	0.548503	0.515674	0.211178	0.438982	0.725357	0.197348	0.292832	0.57934	0.423562	0.331333	0.287085	0.112953	0.4939687	3.930859	0.2844992	0.3821363	10.08451	0.1815936
2710	-17644.5	-17677.01	32.51592	5.200687	12.54714	0.414946	0.642581	0.592065	0.754274	0.145983	0.269866	0.356477	0.63703	0.306096	0.603465	0.321771	0.237979	0.392966	0.30628	0.393236	0.138529	0.185084	0.191096	0.282799	0.411427	0.339511	0.318955	0.609626	0.418981	0.447317	0.37256	0.29543	0.369653	0.406426	0.228496	0.356158	0.108197	0.160505	0.322206	0.305308	0.317826	0.407398	0.223954	0.561923	0.632591	0.701989	0.523797	0.499919	0.25116	0.233397	0.362194	0.324862	0.480838	0.6021	0.734596	0.367398	0.433355	0.300954	0.37577	0.453132	0.477923	0.339022	0.631985	0.43256	0.482668	0.0969638	0.284837	0.308389	0.0996204	0.314653	0.339172	0.288756	0.310058	0.513782	0.414464	0.204907	0.18833	0.342667	0.150906	0.389257	0.18109	0.689599	0.345741	0.577509	0.358256	0.227287	0.429178	0.328204	0.260442	0.48268	0.416175	0.337186	0.377965	0.184909	0.341818	0.526046	0.581358	0.416993	0.243791	0.769406	0.318202	0.172166	0.615322	0.195886	0.348199	0.498824	0.403336	0.162517	0.966519	0.209942	0.946248	0.278695	0.560406	0.625725	0.556159	0.206694	0.426501	0.746844	0.219449	0.313024	0.612281	0.41159	0.388627	0.271998	0.116518	0.4918008	3.834094	0.1949276	0.4144917	10.28035	0.1922823
2720	-17639.24	-17669.67	30.42955	4.711562	11.80687	0.344402	0.757966	0.556217	0.774828	0.157789	0.224907	0.363496	0.611864	0.315379	0.657631	0.337741	0.237351	0.410227	0.309426	0.46196	0.149383	0.197901	0.190605	0.266994	0.393967	0.344092	0.322119	0.537261	0.389042	0.396497	0.39917	0.318905	0.370571	0.378368	0.195738	0.319735	0.108528	0.169751	0.316091	0.391001	0.30567	0.387756	0.214681	0.557855	0.728871	0.633712	0.527811	0.516776	0.237862	0.229396	0.365507	0.295233	0.466048	0.652811	0.735278	0.347225	0.457377	0.299223	0.435288	0.464733	0.470821	0.335945	0.522368	0.464226	0.540359	0.106421	0.294424	0.280831	0.105345	0.279355	0.301223	0.310129	0.325871	0.437489	0.39052	0.193688	0.182636	0.336521	0.137651	0.410481	0.201591	0.657008	0.366928	0.555982	0.329548	0.236433	0.500209	0.338893	0.259063	0.527489	0.464055	0.316555	0.385279	0.177581	0.265416	0.51534	0.547935	0.350767	0.26185	0.794679	0.316882	0.158931	0.6094	0.187054	0.325485	0.505383	0.403256	0.164992	0.901803	0.226749	0.936056	0.312686	0.530881	0.56067	0.578695	0.208611	0.466569	0.740169	0.231472	0.306287	0.746293	0.475636	0.344344	0.262358	0.101132	0.494666	3.834094	0.2697635	0.3990524	12.38265	0.2122438
2730	-17651.33	-17680.58	29.25301	4.528007	11.94211	0.393778	0.64454	0.630112	0.784324	0.141761	0.215179	0.329647	0.6687	0.291853	0.674226	0.280115	0.258765	0.44032	0.313131	0.472673	0.152762	0.183044	0.217305	0.282482	0.394273	0.362257	0.30685	0.557956	0.360866	0.398753	0.425027	0.284274	0.443198	0.389398	0.206131	0.286045	0.106698	0.155427	0.293867	0.428095	0.319052	0.395234	0.238365	0.53177	0.833053	0.658904	0.503132	0.560601	0.22443	0.226998	0.414271	0.32921	0.505429	0.642781	0.697908	0.334743	0.389579	0.298647	0.465638	0.489477	0.464746	0.332077	0.547804	0.484889	0.511981	0.103769	0.321532	0.276097	0.102892	0.246445	0.324453	0.284291	0.303318	0.414422	0.388284	0.193689	0.164924	0.347009	0.132098	0.389466	0.205725	0.625041	0.365824	0.610849	0.344932	0.266654	0.42362	0.29441	0.227281	0.531331	0.518332	0.332793	0.353758	0.179352	0.271327	0.501352	0.49468	0.331181	0.227336	0.784964	0.292686	0.160388	0.643965	0.159787	0.296473	0.558535	0.403368	0.193172	0.834188	0.237093	0.969217	0.328139	0.521683	0.615907	0.593972	0.193795	0.418205	0.657591	0.199573	0.279454	0.677589	0.426437	0.314844	0.28732	0.119075	0.497896	4.287695	0.2299295	0.379163	12.63466	0.2208477
2740	-17641.24	-17672.99	31.74989	4.768552	12.81053	0.431752	0.558051	0.577265	0.821108	0.139681	0.221364	0.311266	0.621992	0.361253	0.686021	0.283481	0.275124	0.422305	0.319772	0.473326	0.165037	0.209644	0.190403	0.286522	0.330828	0.426077	0.290315	0.524238	0.309556	0.400912	0.411726	0.26153	0.413396	0.396538	0.267346	0.290517	0.103003	0.163644	0.335322	0.367019	0.346555	0.353353	0.231808	0.58017	0.779131	0.657852	0.511388	0.558821	0.198656	0.247845	0.401848	0.293462	0.60079	0.705509	0.731709	0.377928	0.37334	0.288257	0.475897	0.472889	0.460397	0.277423	0.559712	0.513411	0.516353	0.121949	0.296628	0.270733	0.0985078	0.250614	0.355576	0.328837	0.30411	0.458206	0.321632	0.198611	0.176471	0.342702	0.13607	0.413405	0.206667	0.621021	0.384407	0.648579	0.316376	0.283517	0.407278	0.271638	0.214199	0.550994	0.556809	0.278276	0.356445	0.189945	0.293092	0.478566	0.459669	0.357895	0.201211	0.73778	0.321638	0.176446	0.647751	0.17193	0.299948	0.590519	0.40241	0.213616	0.859446	0.220362	0.867753	0.295624	0.547386	0.504152	0.57535	0.200308	0.415834	0.762141	0.218556	0.267143	0.689147	0.392776	0.315025	0.288503	0.117091	0.4938783	4.243669	0.2788715	0.3722369	11.22732	0.2097072
2750	-17651.9	-17681.04	29.14364	5.191003	14.18368	0.431731	0.61011	0.51806	0.754848	0.154628	0.220423	0.295994	0.63184	0.408213	0.664358	0.320611	0.27771	0.35783	0.300999	0.478577	0.152327	0.227956	0.187222	0.252487	0.313567	0.490324	0.27394	0.511951	0.303592	0.473281	0.442614	0.255328	0.437891	0.413845	0.262603	0.273497	0.0970968	0.151976	0.33605	0.366077	0.31939	0.323386	0.238575	0.666849	0.772149	0.578012	0.531162	0.465106	0.214698	0.243179	0.405091	0.335175	0.553835	0.654472	0.738873	0.383917	0.450887	0.303591	0.474259	0.479374	0.534897	0.239843	0.546983	0.41888	0.520315	0.122021	0.310457	0.279223	0.0974384	0.247208	0.328895	0.360575	0.307606	0.452151	0.326949	0.203217	0.16092	0.406605	0.13388	0.399568	0.218261	0.619669	0.370119	0.656116	0.32118	0.298771	0.451401	0.23712	0.214506	0.578878	0.488909	0.262322	0.32454	0.182488	0.250608	0.401805	0.467022	0.37005	0.179114	0.592583	0.284005	0.166719	0.559211	0.170068	0.290951	0.637785	0.378373	0.198983	0.770106	0.220693	0.842171	0.285751	0.600912	0.536304	0.637156	0.248183	0.433984	0.73278	0.218505	0.307091	0.768284	0.377375	0.282625	0.303226	0.119777	0.476354	3.791603	0.3250944	0.3659842	14.65491	0.192641
2760	-17639.48	-17669.92	30.4446	4.774533	11.84889	0.426235	0.627346	0.506263	0.717705	0.169466	0.224719	0.297252	0.682768	0.356859	0.6675	0.319881	0.251721	0.427207	0.294579	0.44158	0.177752	0.257591	0.18466	0.257274	0.316583	0.467294	0.248492	0.416732	0.350739	0.432785	0.392636	0.24221	0.504087	0.417128	0.287644	0.262974	0.0854903	0.150797	0.323542	0.41745	0.326022	0.319817	0.20205	0.637002	0.704113	0.551856	0.526794	0.451985	0.241766	0.253836	0.39746	0.299194	0.582621	0.654496	0.665295	0.400059	0.561093	0.300112	0.492022	0.428441	0.430959	0.250074	0.458642	0.462219	0.548564	0.118824	0.348014	0.297643	0.0949416	0.280769	0.300428	0.357455	0.271213	0.512219	0.316863	0.18394	0.160276	0.384867	0.13938	0.399188	0.205913	0.671293	0.368937	0.684833	0.315058	0.295137	0.440595	0.285807	0.204041	0.614878	0.449012	0.268922	0.339687	0.168766	0.242859	0.434288	0.461793	0.425413	0.168162	0.695324	0.277727	0.184054	0.684487	0.153577	0.325201	0.665161	0.451088	0.180911	0.691591	0.222493	0.895242	0.318392	0.635292	0.580387	0.583323	0.242542	0.460668	0.814297	0.22799	0.323429	0.773111	0.378332	0.305592	0.321756	0.118656	0.5003556	4.026602	0.6247934	0.4029519	11.0159	0.2094446
2770	-17648.13	-17677.72	29.59358	4.615872	10.85362	0.474203	0.647096	0.405566	0.696467	0.168953	0.238391	0.284889	0.756927	0.387284	0.609673	0.298474	0.3205	0.435874	0.331257	0.412115	0.185031	0.25052	0.178905	0.268415	0.293731	0.450776	0.235453	0.392694	0.39212	0.382613	0.305966	0.22396	0.566489	0.421937	0.240671	0.260931	0.0752074	0.15072	0.372617	0.383163	0.42454	0.31538	0.214328	0.724211	0.611238	0.490314	0.496415	0.464203	0.262343	0.27228	0.485765	0.265034	0.572537	0.562853	0.607049	0.378965	0.597625	0.345799	0.462187	0.427461	0.500146	0.261705	0.487678	0.456748	0.623125	0.125614	0.338328	0.324041	0.0948117	0.277156	0.326093	0.380489	0.288364	0.558592	0.311506	0.181948	0.158623	0.459079	0.160288	0.431943	0.203152	0.716067	0.368884	0.669418	0.36802	0.306872	0.372305	0.28514	0.237499	0.563599	0.436082	0.236693	0.309828	0.188219	0.230294	0.373532	0.45256	0.392904	0.163852	0.778783	0.270308	0.193377	0.721364	0.150148	0.322821	0.640129	0.463619	0.175138	0.676861	0.23169	0.807286	0.318934	0.698801	0.621653	0.564499	0.228855	0.439744	0.923257	0.211542	0.282785	0.79147	0.370889	0.306965	0.300439	0.120289	0.4895928	4.260629	0.2296781	0.4252841	9.337853	0.2166438
2780	-17649.17	-17676.78	27.60984	4.527239	11.71835	0.502466	0.590461	0.413268	0.728293	0.169436	0.229833	0.325567	0.741362	0.369806	0.601821	0.264173	0.314964	0.413158	0.339628	0.422821	0.181218	0.245209	0.178838	0.337162	0.3057	0.356222	0.217366	0.389162	0.388913	0.412401	0.285758	0.221532	0.580508	0.488655	0.221853	0.23666	0.0797404	0.133929	0.337163	0.393853	0.449677	0.305533	0.192798	0.720569	0.558357	0.500135	0.521544	0.471579	0.267851	0.266109	0.468028	0.333699	0.585229	0.534096	0.620411	0.331529	0.571366	0.348535	0.468143	0.440724	0.545946	0.2566	0.446019	0.393231	0.483355	0.133154	0.321068	0.332407	0.102546	0.253608	0.331051	0.397943	0.249341	0.535855	0.328659	0.177326	0.147171	0.425301	0.146088	0.44087	0.196534	0.795502	0.343952	0.707039	0.384494	0.316493	0.331882	0.298067	0.221479	0.533719	0.467381	0.233117	0.346841	0.180078	0.247973	0.359601	0.519524	0.40951	0.167289	0.888024	0.298818	0.204422	0.729311	0.175956	0.349007	0.588563	0.504849	0.209216	0.657018	0.22958	0.77543	0.302618	0.702683	0.653531	0.62914	0.210541	0.48038	1.14673	0.18693	0.256995	0.791814	0.331405	0.309992	0.373683	0.117169	0.4915483	3.792696	0.3333186	0.3863377	10.24467	0.2208852
2790	-17653.89	-17674.6	20.70886	4.520094	11.06396	0.539215	0.56483	0.442661	0.775663	0.172201	0.232415	0.350953	0.745732	0.399469	0.604432	0.270268	0.332716	0.425989	0.339765	0.454911	0.185943	0.257531	0.193885	0.34927	0.312806	0.315353	0.195501	0.391863	0.359611	0.409682	0.287933	0.212068	0.535744	0.531667	0.235555	0.217874	0.0912139	0.143029	0.362707	0.370972	0.418858	0.353669	0.196999	0.803458	0.661176	0.521656	0.480834	0.491268	0.267963	0.262559	0.479517	0.337364	0.572594	0.48976	0.591708	0.349202	0.590717	0.331828	0.50674	0.403127	0.577408	0.244858	0.541903	0.409025	0.466476	0.127546	0.317165	0.33136	0.114572	0.241255	0.318684	0.365438	0.261824	0.576503	0.347347	0.166816	0.167141	0.413711	0.160165	0.451763	0.214135	0.762161	0.305088	0.690945	0.386019	0.308621	0.324226	0.332654	0.213781	0.510141	0.45574	0.224689	0.469048	0.210802	0.24039	0.28138	0.571105	0.387273	0.150255	1.00176	0.343416	0.174225	0.739633	0.182408	0.364065	0.72263	0.535973	0.200898	0.64958	0.238506	0.754277	0.315542	0.633497	0.591304	0.688074	0.203119	0.44197	1.00368	0.193881	0.23228	0.781549	0.326388	0.360197	0.32384	0.102642	0.4866019	3.754299	1.804085	0.4085421	13.75807	0.2212343
2800	-17651.95	-17679.12	27.1636	4.448603	11.45703	0.588427	0.629359	0.455426	0.828212	0.188803	0.215307	0.29692	0.729265	0.380756	0.577145	0.269662	0.352682	0.393747	0.359593	0.474035	0.166047	0.26149	0.196443	0.311294	0.321975	0.307065	0.18222	0.358131	0.322462	0.376386	0.26376	0.207835	0.563163	0.578107	0.268601	0.208373	0.0875123	0.150944	0.356973	0.434625	0.398717	0.350802	0.194032	0.769432	0.610781	0.545359	0.440437	0.441706	0.340413	0.252386	0.510351	0.328745	0.56883	0.517958	0.535506	0.342739	0.571622	0.337616	0.487743	0.365775	0.543614	0.244306	0.496126	0.41491	0.528571	0.135937	0.344778	0.314891	0.110261	0.228933	0.338286	0.332685	0.288848	0.449939	0.324112	0.17062	0.162346	0.396588	0.173235	0.444285	0.189954	0.633448	0.359532	0.687866	0.323237	0.303188	0.34037	0.347176	0.187327	0.496509	0.422128	0.237329	0.446833	0.232538	0.205074	0.23559	0.549951	0.322625	0.161029	1.07819	0.39716	0.179682	0.626023	0.193805	0.385403	0.715326	0.507036	0.200183	0.668928	0.230247	0.668925	0.376206	0.629233	0.60287	0.747867	0.19278	0.442611	1.0441	0.190707	0.233943	0.836756	0.315372	0.40435	0.342522	0.114015	0.473291	3.764155	0.6811066	0.388286	10.06344	0.2247897
2810	-17658.87	-17685.51	26.63987	4.635596	11.65376	0.579578	0.656052	0.470876	0.80252	0.17432	0.202069	0.261187	0.755986	0.386209	0.52152	0.255713	0.333404	0.481302	0.385088	0.485518	0.178283	0.255534	0.197938	0.29019	0.342983	0.309474	0.187232	0.40339	0.349099	0.398403	0.255179	0.205593	0.590648	0.581243	0.254481	0.207192	0.0862704	0.143166	0.327665	0.426962	0.38729	0.299882	0.222381	0.69433	0.611098	0.580738	0.427549	0.44314	0.326444	0.237601	0.430464	0.333842	0.550585	0.519803	0.538407	0.316824	0.556179	0.378286	0.461229	0.354423	0.605537	0.277246	0.5132	0.442372	0.521842	0.158936	0.32856	0.308778	0.116296	0.22156	0.362933	0.37797	0.328565	0.423025	0.312798	0.165421	0.194986	0.374465	0.181075	0.512605	0.195148	0.649662	0.375317	0.709934	0.333633	0.298549	0.337027	0.33233	0.169199	0.470271	0.382054	0.213737	0.550979	0.197054	0.220434	0.206313	0.562757	0.344384	0.169964	0.973347	0.410503	0.181519	0.707887	0.194944	0.38139	0.704074	0.578599	0.194644	0.489533	0.206411	0.600761	0.416971	0.58063	0.603236	0.749185	0.182161	0.404403	0.983689	0.18818	0.22307	0.863961	0.304522	0.389411	0.311538	0.0995579	0.473291	4.089885	0.6269313	0.3977768	11.23134	0.215722
2820	-17649.78	-17678.24	28.45426	4.574331	11.54892	0.572066	0.695209	0.374581	0.759144	0.189781	0.194433	0.250708	0.759799	0.357021	0.553466	0.23246	0.310553	0.537784	0.437952	0.573493	0.160345	0.265241	0.203017	0.276531	0.338254	0.297262	0.187577	0.328085	0.35776	0.400506	0.249574	0.201779	0.614969	0.539915	0.225938	0.255104	0.0920077	0.146518	0.299099	0.360602	0.338369	0.244566	0.225919	0.698074	0.562016	0.573597	0.425721	0.419963	0.365225	0.270893	0.384783	0.322358	0.537494	0.491809	0.535595	0.342321	0.56032	0.455822	0.433595	0.388394	0.584911	0.265082	0.484144	0.398162	0.534441	0.152905	0.320171	0.337443	0.119723	0.226357	0.302462	0.365874	0.341422	0.46383	0.319544	0.179502	0.233417	0.346851	0.170337	0.551279	0.173055	0.723229	0.327318	0.659275	0.367818	0.285186	0.290687	0.34293	0.15529	0.467842	0.386234	0.216255	0.507164	0.183124	0.225283	0.219812	0.58777	0.333303	0.171396	0.983543	0.431136	0.179428	0.701602	0.187147	0.336054	0.69496	0.598898	0.189081	0.524581	0.235832	0.561921	0.425453	0.544753	0.556363	0.783548	0.157192	0.416843	0.899885	0.197911	0.235244	0.854242	0.272595	0.384728	0.334053	0.09505	0.473291	3.958438	0.094225	0.3960829	11.01211	0.2186112
2830	-17658.01	-17686.6	28.59155	4.389844	11.83652	0.484597	0.655351	0.409695	0.724137	0.17889	0.200734	0.251767	0.790318	0.373828	0.570743	0.264041	0.32419	0.570881	0.555765	0.74023	0.171097	0.252757	0.200243	0.259602	0.30737	0.309417	0.188122	0.319324	0.365871	0.416751	0.244658	0.207989	0.588135	0.633806	0.232602	0.291611	0.0957453	0.13873	0.298289	0.345323	0.370782	0.251326	0.216041	0.708367	0.564339	0.516757	0.372456	0.379801	0.358788	0.253343	0.373481	0.35726	0.559711	0.424896	0.543298	0.327547	0.537664	0.419196	0.404735	0.378821	0.47674	0.29955	0.46366	0.434918	0.469579	0.143251	0.306822	0.340831	0.129502	0.231802	0.297752	0.369761	0.327824	0.538263	0.309699	0.193158	0.281992	0.38453	0.166796	0.565886	0.176169	0.768918	0.344137	0.671116	0.402503	0.308404	0.284772	0.32582	0.176804	0.481084	0.354676	0.207841	0.504644	0.206851	0.249257	0.21481	0.613429	0.359376	0.175245	1.03288	0.385776	0.204746	0.649678	0.183094	0.344274	0.808865	0.520626	0.173644	0.446938	0.232405	0.614464	0.371571	0.602986	0.608163	0.827599	0.152942	0.389735	0.807311	0.187203	0.240345	0.951405	0.293714	0.39196	0.29292	0.114482	0.4805004	3.958438	0.3173163	0.3708729	9.335807	0.2277985
2840	-17660.5	-17688.47	27.97686	4.382836	11.32432	0.512786	0.713268	0.400492	0.711512	0.183263	0.213017	0.236156	0.716262	0.359557	0.51886	0.257171	0.353459	0.566029	0.572784	0.812703	0.172016	0.273045	0.231549	0.302247	0.309444	0.332096	0.186711	0.316434	0.520109	0.412795	0.246906	0.192591	0.642028	0.631687	0.233673	0.22354	0.104147	0.144917	0.316272	0.338833	0.329662	0.261388	0.216479	0.587967	0.628153	0.517013	0.445345	0.378757	0.33172	0.283905	0.360356	0.390208	0.582199	0.36679	0.575973	0.309833	0.532304	0.427623	0.339159	0.41313	0.420294	0.312696	0.504967	0.535712	0.494337	0.122829	0.352078	0.36275	0.115849	0.210134	0.268896	0.370609	0.343116	0.624847	0.322476	0.180008	0.298591	0.367154	0.171086	0.534265	0.141101	0.732142	0.347247	0.63376	0.374848	0.259241	0.268848	0.299577	0.18278	0.473684	0.34395	0.177808	0.549786	0.191419	0.295338	0.238376	0.583015	0.362664	0.178602	0.95816	0.362071	0.190619	0.594739	0.180143	0.325826	0.725115	0.457591	0.170088	0.430594	0.250806	0.623078	0.375812	0.647828	0.479105	0.846693	0.136375	0.375682	0.820492	0.154476	0.24597	0.945433	0.269315	0.33484	0.274991	0.121939	0.4767801	3.958438	0.2769897	0.3870286	10.30183	0.2281628
2850	-17660.66	-17688.89	28.22573	4.086691	10.41085	0.490542	0.758706	0.390258	0.713185	0.183281	0.191707	0.211615	0.682482	0.391726	0.475931	0.244113	0.37776	0.47692	0.64084	0.806711	0.183847	0.305428	0.233013	0.282531	0.310916	0.30642	0.18881	0.309447	0.511186	0.400315	0.241142	0.174206	0.665908	0.654568	0.221256	0.215831	0.108374	0.152278	0.294768	0.412275	0.375635	0.300651	0.211768	0.613099	0.589915	0.516734	0.403488	0.387238	0.349208	0.339544	0.357211	0.337568	0.659745	0.341718	0.558863	0.337434	0.577635	0.387827	0.323439	0.343543	0.382545	0.339903	0.523602	0.449142	0.501364	0.128643	0.315889	0.350704	0.110403	0.211061	0.29873	0.399524	0.364608	0.665145	0.303583	0.171348	0.322532	0.340561	0.184033	0.535412	0.136503	0.786767	0.314604	0.580556	0.374556	0.237563	0.284093	0.282727	0.205444	0.458931	0.352705	0.20096	0.552996	0.206295	0.345065	0.248497	0.498722	0.334006	0.199765	0.825859	0.381545	0.196024	0.67286	0.210247	0.33299	0.725513	0.462547	0.170238	0.443428	0.271274	0.623862	0.380835	0.628215	0.516858	0.815333	0.135429	0.398017	0.834426	0.17729	0.25844	0.982674	0.284527	0.315511	0.276311	0.127956	0.4795025	3.958438	0.2668957	0.3925416	11.03539	0.2446968
