state	power	likelihood
1255	0.00243	-1544.32
1260	0.00243	-1602.75
1265	0.00243	-1437.38
1270	0.00243	-1865.85
1275	0.00243	-1426.55
1280	0.00243	-1432.2
1285	0.00243	-1492.74
1290	0.00243	-1594.38
1295	0.00243	-1490.84
1300	0.00243	-1425.02
1305	0.00243	-1859.66
1310	0.00243	-1578.13
1315	0.00243	-1636.62
1320	0.00243	-1925.6
1325	0.00243	-1627.49
1330	0.00243	-1465.88
1335	0.00243	-1426.81
1340	0.00243	-1579.48
1345	0.00243	-1524.04
1350	0.00243	-1428.02
1355	0.00243	-1545.21
1360	0.00243	-1509.44
1365	0.00243	-1639.42
1370	0.00243	-1530.91
1375	0.00243	-1883.96
1380	0.00243	-2620.17
1385	0.00243	-1611.03
1390	0.00243	-1433.51
1395	0.00243	-1932.62
1400	0.00243	-1426.7
1405	0.00243	-1764.1
1410	0.00243	-1860.54
1415	0.00243	-1488.87
1420	0.00243	-2001.77
1425	0.00243	-1581.23
1430	0.00243	-1458.35
1435	0.00243	-1810.61
1440	0.00243	-1426.97
1445	0.00243	-1426.97
1450	0.00243	-1582.8
1455	0.00243	-2302.59
1460	0.00243	-1425.02
1465	0.00243	-1593.35
1470	0.00243	-1426.39
1475	0.00243	-1699.12
1480	0.00243	-2758.24
1485	0.00243	-2648.84
1490	0.00243	-1603.31
1495	0.00243	-1552.11
1500	0.00243	-1467.97
1505	0.00243	-1791.47
1510	0.00243	-1843.33
1515	0.00243	-1486.95
1520	0.00243	-1706.91
1525	0.00243	-1579.4
1530	0.00243	-1488.04
1535	0.00243	-1433
1540	0.00243	-1433
1545	0.00243	-1437.25
1550	0.00243	-1545.82
1555	0.00243	-1543.04
1560	0.00243	-1664.5
1565	0.00243	-1425.47
1570	0.00243	-1425.47
1575	0.00243	-1474.28
1580	0.00243	-1425.05
1585	0.00243	-1494.15
1590	0.00243	-1784.37
1595	0.00243	-1929.54
1600	0.00243	-1658.11
1605	0.00243	-1434.85
1610	0.00243	-1434.85
1615	0.00243	-1541.03
1620	0.00243	-1425.39
1625	0.00243	-1520.74
1630	0.00243	-1782.66
1635	0.00243	-1506.26
1640	0.00243	-1805.02
1645	0.00243	-1805.02
1650	0.00243	-1544.92
1655	0.00243	-1514.98
1660	0.00243	-1481.39
1665	0.00243	-1458.34
1670	0.00243	-1428.66
1675	0.00243	-1428.66
1680	0.00243	-1442.1
1685	0.00243	-1438.08
1690	0.00243	-1438.6
1695	0.00243	-1472.67
1700	0.00243	-1720.19
1705	0.00243	-1547.57
1710	0.00243	-1476.57
1715	0.00243	-1481.9
1720	0.00243	-1593.64
1725	0.00243	-2284.54
1730	0.00243	-1459.56
1735	0.00243	-1488.32
1740	0.00243	-1433.5
1745	0.00243	-1566.27
1750	0.00243	-1566.27
1755	0.00243	-1566.27
1760	0.00243	-1460.43
1765	0.00243	-1427.63
1770	0.00243	-1502.01
1775	0.00243	-1630.29
1780	0.00243	-1598.01
1785	0.00243	-1440.44
1790	0.00243	-1483.32
1795	0.00243	-1483.32
1800	0.00243	-1483.32
1805	0.00243	-1450.48
1810	0.00243	-1437.17
1815	0.00243	-1579.15
1820	0.00243	-1489.07
1825	0.00243	-1427.72
1830	0.00243	-1697.33
1835	0.00243	-1432.83
1840	0.00243	-1452.63
1845	0.00243	-1478.27
1850	0.00243	-1441.94
1855	0.00243	-1670.52
1860	0.00243	-1438.63
1865	0.00243	-1989.1
1870	0.00243	-1759.89
1875	0.00243	-1434.77
1880	0.00243	-1778.05
1885	0.00243	-1460.06
1890	0.00243	-1431.68
1895	0.00243	-1530.4
1900	0.00243	-1695.53
1905	0.00243	-1488
1910	0.00243	-1458.7
1915	0.00243	-1425.39
1920	0.00243	-1559.68
1925	0.00243	-1923.51
1930	0.00243	-1565
1935	0.00243	-1565
1940	0.00243	-1455.9
1945	0.00243	-2243.25
1950	0.00243	-1632.88
1955	0.00243	-1498.94
1960	0.00243	-1608.17
1965	0.00243	-1431.7
1970	0.00243	-1431.7
1975	0.00243	-1575.62
1980	0.00243	-1561.52
1985	0.00243	-3927.86
1990	0.00243	-1700.18
1995	0.00243	-2149.57
2000	0.00243	-1464.96
2005	0.00243	-1470.5
2010	0.00243	-1425.15
2015	0.00243	-1766.07
2020	0.00243	-1477.33
2025	0.00243	-1470.47
2030	0.00243	-1464.81
2035	0.00243	-1509.07
2040	0.00243	-2261.94
2045	0.00243	-1425.07
2050	0.00243	-1522.06
2055	0.00243	-1429.46
2060	0.00243	-1481.83
2065	0.00243	-1609.64
2070	0.00243	-1935.17
2075	0.00243	-1440.43
2080	0.00243	-2352.1
2085	0.00243	-2352.1
2090	0.00243	-2352.1
2095	0.00243	-2352.1
2100	0.00243	-1890.05
2105	0.00243	-1952.65
2110	0.00243	-1465.25
2115	0.00243	-2025.1
2120	0.00243	-1435.67
2125	0.00243	-1543.51
2130	0.00243	-1437.59
2135	0.00243	-1437.59
2140	0.00243	-1890.93
2145	0.00243	-1433.13
2150	0.00243	-2406.55
2155	0.00243	-1436.38
2160	0.00243	-1433.64
2165	0.00243	-1551.09
2170	0.00243	-1452.62
2175	0.00243	-2256.41
2180	0.00243	-1427.68
2185	0.00243	-1435.59
2190	0.00243	-1425.72
2195	0.00243	-2087.66
2200	0.00243	-1432.59
2205	0.00243	-1484.73
2210	0.00243	-1484.73
2215	0.00243	-1431.35
2220	0.00243	-1605.94
2225	0.00243	-1491.94
2230	0.00243	-1865.82
2235	0.00243	-1705.44
2240	0.00243	-1607.38
2245	0.00243	-1426.83
2250	0.00243	-3348.52
2255	0.00243	-2393.42
2260	0.00243	-1647.41
2265	0.00243	-1560.03
2270	0.00243	-2430.42
2275	0.00243	-1440.35
2280	0.00243	-2124.46
2285	0.00243	-1426.88
2290	0.00243	-1518.43
2295	0.00243	-1474.57
2300	0.00243	-1492.41
2305	0.00243	-1592.15
2310	0.00243	-1436.78
2315	0.00243	-1436.78
2320	0.00243	-1451.29
2325	0.00243	-1428.2
2330	0.00243	-1513.14
2335	0.00243	-1504.76
2340	0.00243	-1504.76
2345	0.00243	-1468.42
2350	0.00243	-1441.97
2355	0.00243	-1728.16
2360	0.00243	-1832.07
2365	0.00243	-1578.14
2370	0.00243	-2848.04
2375	0.00243	-1824.09
2380	0.00243	-1897.06
2385	0.00243	-1867.9
2390	0.00243	-2153.18
2395	0.00243	-1454.62
2400	0.00243	-1607.55
2405	0.00243	-1607.55
2410	0.00243	-1437.34
2415	0.00243	-2225.58
2420	0.00243	-1433.27
2425	0.00243	-1792.38
2430	0.00243	-2066
2435	0.00243	-1529.25
2440	0.00243	-1428.06
2445	0.00243	-2123.88
2450	0.00243	-1489.47
2455	0.00243	-1489.47
2460	0.00243	-2110.24
2465	0.00243	-1492.18
2470	0.00243	-1492.18
2475	0.00243	-1511.86
2480	0.00243	-1633.17
2485	0.00243	-1432.05
2490	0.00243	-1695.19
2495	0.00243	-1565.83
2500	0.00243	-1565.83
2505	0.00243	-1439.86
2510	0.00243	-1980.75
2515	0.00243	-1425.03
2520	0.00243	-1522.88
2525	0.00243	-1695.1
2530	0.00243	-2042.81
2535	0.00243	-1570.23
2540	0.00243	-1706.06
2545	0.00243	-2953.07
2550	0.00243	-1448.1
2555	0.00243	-1561.38
2560	0.00243	-1589.16
2565	0.00243	-1425.36
2570	0.00243	-1612.47
2575	0.00243	-1573.34
2580	0.00243	-1430.12
2585	0.00243	-2474.2
2590	0.00243	-1476.54
2595	0.00243	-2242.22
2600	0.00243	-1551.82
2605	0.00243	-1624.58
2610	0.00243	-1787.64
2615	0.00243	-1459.39
2620	0.00243	-1492.15
2625	0.00243	-1798.9
2630	0.00243	-1759.84
2635	0.00243	-1434.96
2640	0.00243	-1653.85
2645	0.00243	-1431.89
2650	0.00243	-1431.89
2655	0.00243	-1488.31
2660	0.00243	-1555.2
2665	0.00243	-1674.89
2670	0.00243	-1504.1
2675	0.00243	-1525.5
2680	0.00243	-1456.19
2685	0.00243	-1582.7
2690	0.00243	-1496.16
2695	0.00243	-1426.28
2700	0.00243	-2940.31
2705	0.00243	-1538.68
2710	0.00243	-1529.91
2715	0.00243	-2100.4
2720	0.00243	-1426.97
2725	0.00243	-1611.37
2730	0.00243	-1426.07
2735	0.00243	-1834
2740	0.00243	-2080.94
2745	0.00243	-1426.3
2750	0.00243	-1449.37
2755	0.00243	-1494.17
2760	0.00243	-1482.95
2765	0.00243	-1491.05
2770	0.00243	-1491.05
2775	0.00243	-1449.7
2780	0.00243	-1543.9
2785	0.00243	-1767.79
2790	0.00243	-1427.7
2795	0.00243	-1832.01
2800	0.00243	-1590.53
2805	0.00243	-1472.29
2810	0.00243	-2284.97
2815	0.00243	-1858.78
2820	0.00243	-2151.61
2825	0.00243	-2039.26
2830	0.00243	-1723.39
2835	0.00243	-1487.16
2840	0.00243	-1426.71
2845	0.00243	-1434.59
2850	0.00243	-1425.27
2855	0.00243	-1434.28
2860	0.00243	-1461.59
2865	0.00243	-1590.04
2870	0.00243	-1775.86
2875	0.00243	-1937.77
2880	0.00243	-1937.23
2885	0.00243	-1816.92
2890	0.00243	-1493.19
2895	0.00243	-2083.06
2900	0.00243	-2257.33
2905	0.00243	-1743.12
2910	0.00243	-1743.12
2915	0.00243	-1439.64
2920	0.00243	-1550.38
2925	0.00243	-2484.24
2930	0.00243	-1442.68
2935	0.00243	-1548.97
2940	0.00243	-2477.44
2945	0.00243	-1448.03
2950	0.00243	-1467.05
2955	0.00243	-1452.44
2960	0.00243	-2802.52
2965	0.00243	-1571.69
2970	0.00243	-2499.04
