Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
25	-16178.85	-16190.43	11.57751	0.152012	0.103058	0.101916	0.109115	0.0398831	0.094844	0.139616	0.0916249	0.103352	0.130212	0.0719728	0.0489075	0.107362	0.0976612	0.134947	0.13018	0.148239	0.141756	1.32197e-05	0.0868185	0.076631	0.0944078	0.17107	0.024484	0.0363413	0.101356	0.0276684	0.0368278	0.191514	0.0201862	0.0422587	0.0392772	0.0323001	0.0363944	0.0209276	0.047305	0.0510442	0.0270806	0.0173658	0.0351163	0.0344631	0.0602635	0.0733834	3.331157
26	-16156.73	-16168.46	11.725	0.106129	0.090846	0.101916	0.109115	0.0655525	0.123456	0.139616	0.0916249	0.103352	0.130212	0.0719728	0.0489075	0.107362	0.0976612	0.117745	0.13018	0.148239	0.141756	1.32197e-05	0.0868185	0.0800969	0.0944078	0.16959	0.0281904	0.0363413	0.101356	0.0276684	0.0368278	0.191514	0.0201862	0.0397705	0.0392772	0.0323001	0.046393	0.0209276	0.0591278	0.0510442	0.0270806	0.0180788	0.0351163	0.0344631	0.0407912	0.0733834	3.316408
27	-16147.89	-16159.64	11.7567	0.111714	0.090846	0.101916	0.109115	0.0655525	0.123456	0.139616	0.0916249	0.103352	0.130212	0.0780913	0.0489075	0.107362	0.0976612	0.117745	0.13018	0.148239	0.12409	1.32197e-05	0.0950366	0.0800969	0.0846359	0.16959	0.0281904	0.0363413	0.101356	0.0298658	0.0328636	0.191514	0.0368032	0.0397705	0.0452721	0.0323001	0.046393	0.0286497	0.0591278	0.0510442	0.0270806	0.0235992	0.0341745	0.0344631	0.0407912	0.0445825	3.313238
28	-16149.87	-16161.68	11.80263	0.111714	0.090846	0.101916	0.0898295	0.0655525	0.123456	0.139616	0.0916249	0.103352	0.142286	0.0780913	0.0489075	0.107362	0.108362	0.128912	0.13018	0.148239	0.12409	1.32197e-05	0.0950366	0.0800969	0.0846359	0.161178	0.0281904	0.0363413	0.101356	0.0298658	0.0241718	0.191514	0.0368032	0.0261647	0.0452721	0.0323001	0.046393	0.0286497	0.0814624	0.0538698	0.0249454	0.0216104	0.0341745	0.0227529	0.0429253	0.0445825	3.308645
29	-16145.46	-16156.7	11.24157	0.111714	0.100196	0.101916	0.0898295	0.0792225	0.125227	0.139616	0.0916249	0.103352	0.142286	0.0780913	0.0489075	0.107362	0.108362	0.128912	0.13018	0.106462	0.12409	8.13007e-06	0.0950366	0.0800969	0.104959	0.167885	0.0311353	0.0375408	0.101356	0.042058	0.0241718	0.191514	0.0368032	0.0381572	0.0583091	0.0328085	0.0328552	0.0286497	0.0814624	0.0663141	0.0249454	0.0344925	0.0341745	0.0213707	0.0429253	0.0383696	3.364751
30	-16143.45	-16154.57	11.11922	0.144424	0.0952184	0.101916	0.0880478	0.115139	0.125227	0.147295	0.0916249	0.103352	0.142286	0.0780913	0.0489075	0.107362	0.108362	0.152803	0.13018	0.106462	0.12409	5.37024e-06	0.0665268	0.0696952	0.104959	0.144321	0.0311353	0.0375408	0.101356	0.040917	0.0241718	0.165088	0.0368032	0.0381572	0.0583091	0.0328085	0.0264802	0.0286497	0.0814624	0.0663141	0.0249454	0.0213787	0.0349585	0.018074	0.0517161	0.0604233	3.376986
31	-16143.01	-16153.5	10.49743	0.119851	0.0952184	0.101916	0.0880478	0.109803	0.125227	0.140254	0.0660263	0.107013	0.142286	0.103271	0.0489075	0.107801	0.108362	0.156624	0.123536	0.115525	0.116578	3.30871e-06	0.0788198	0.0938947	0.104959	0.144321	0.0430323	0.0375408	0.101356	0.0473696	0.0241718	0.165088	0.0439084	0.0562465	0.0570322	0.0328085	0.0264802	0.0286497	0.0995431	0.0663141	0.0249454	0.0213787	0.0341773	0.018074	0.0523778	0.0604233	3.439165
32	-16140.65	-16151.81	11.1602	0.119851	0.122038	0.101916	0.0957421	0.109803	0.125227	0.140254	0.0660263	0.107013	0.142286	0.0755525	0.0489075	0.107801	0.100712	0.156624	0.123536	0.115525	0.116578	3.30871e-06	0.0788198	0.0816962	0.104959	0.144321	0.0273044	0.0489147	0.101356	0.0342667	0.0268945	0.165088	0.0439084	0.0562465	0.0477614	0.0356393	0.0264802	0.0298366	0.0995431	0.050009	0.0249454	0.0227824	0.0234892	0.011827	0.050978	0.0604233	3.372888
33	-16134	-16145.48	11.48404	0.119851	0.122038	0.101916	0.0911137	0.109803	0.125227	0.140254	0.0660263	0.107013	0.142286	0.0755525	0.0848495	0.107801	0.100712	0.131178	0.123536	0.115525	0.116578	4.50339e-06	0.072415	0.0816962	0.083987	0.144321	0.0273044	0.0506358	0.108378	0.0311805	0.0268945	0.165088	0.0326219	0.0562465	0.0477614	0.0356393	0.0308766	0.0355057	0.0995431	0.050009	0.0313488	0.0227824	0.0234892	0.011827	0.050978	0.0387094	3.340504
34	-16125.28	-16136.94	11.65676	0.119851	0.122038	0.101916	0.0911137	0.0995608	0.0779093	0.140254	0.0848746	0.0832874	0.135068	0.0822437	0.0793836	0.107801	0.100712	0.131178	0.118986	0.115525	0.116578	6.72137e-06	0.0808768	0.110875	0.083987	0.151976	0.0370313	0.0506358	0.108378	0.0311805	0.0334582	0.165088	0.0326219	0.0437099	0.0578573	0.0258872	0.0308766	0.0355057	0.0873791	0.050009	0.0313488	0.0223993	0.0234892	0.011827	0.050978	0.0575693	3.323232
35	-16126.89	-16139.52	12.63304	0.119851	0.0772379	0.0910186	0.0911137	0.105081	0.0779093	0.114924	0.0848746	0.0832874	0.135068	0.0822437	0.0793836	0.107801	0.100712	0.131178	0.118986	0.115525	0.0985645	7.58896e-06	0.0808768	0.115653	0.083987	0.151976	0.026959	0.0506358	0.108378	0.0350165	0.0305356	0.165088	0.0326219	0.0494874	0.0578573	0.0258872	0.0308766	0.0340092	0.0873791	0.0444299	0.0308268	0.0215073	0.0234892	0.011827	0.0548871	0.0566472	3.225604
36	-16124.44	-16136.98	12.53874	0.119851	0.10408	0.0910186	0.0911137	0.126422	0.0779093	0.114924	0.0848746	0.0832874	0.135068	0.0822437	0.0793836	0.107801	0.100712	0.131178	0.118986	0.115525	0.0929476	7.58896e-06	0.088696	0.0875715	0.083987	0.151976	0.0215352	0.0506358	0.108378	0.0350165	0.0308047	0.165088	0.0318731	0.0326823	0.0578573	0.0258872	0.0308766	0.045764	0.0873791	0.0507277	0.0314716	0.0215073	0.0234892	0.011827	0.0460239	0.0566472	3.235034
37	-16123.76	-16135.9	12.14268	0.127792	0.10408	0.106506	0.0911137	0.126422	0.0681197	0.114924	0.0848746	0.0832874	0.135068	0.0802276	0.0749245	0.107801	0.100712	0.131178	0.14154	0.117805	0.107513	7.58896e-06	0.088696	0.0875715	0.0656387	0.151976	0.0216862	0.0408594	0.111406	0.0578231	0.0308047	0.165088	0.0408083	0.0427717	0.0501094	0.0258872	0.0261765	0.045764	0.0873791	0.0507277	0.0255754	0.0289014	0.0202776	0.011827	0.0460239	0.0469662	3.27464
38	-16122.94	-16134.7	11.7565	0.127792	0.10408	0.111186	0.0931238	0.126422	0.0681197	0.116783	0.0848746	0.104732	0.135068	0.0781379	0.0749245	0.107801	0.122459	0.131178	0.14154	0.117805	0.107513	8.73864e-06	0.088696	0.0770081	0.0656387	0.140844	0.0225265	0.0408594	0.111406	0.0578231	0.0308047	0.165088	0.0408083	0.0427717	0.0707061	0.0297071	0.0261765	0.0273834	0.0873791	0.0507277	0.0308451	0.0250805	0.0226142	0.011827	0.0460239	0.0469662	3.313258
39	-16119.47	-16131.07	11.59456	0.127792	0.106077	0.111186	0.0871156	0.126422	0.0681197	0.116783	0.0899112	0.104732	0.135068	0.0781379	0.0749245	0.107801	0.122459	0.131178	0.14154	0.117598	0.107513	6.4323e-06	0.088696	0.0770081	0.0944593	0.140844	0.0225265	0.0431924	0.111406	0.0401691	0.0308047	0.165088	0.0408083	0.0427717	0.0707061	0.0357149	0.0261765	0.0220885	0.0873791	0.0562597	0.0226078	0.0250805	0.0264849	0.011827	0.0460239	0.0469662	3.329452
40	-16120.85	-16132.16	11.31896	0.127792	0.106077	0.111186	0.0871156	0.126422	0.0681197	0.116783	0.0899112	0.104732	0.156211	0.0781379	0.0749245	0.107801	0.11242	0.129408	0.14154	0.117598	0.101458	1.0355e-05	0.088696	0.0966792	0.0944593	0.140844	0.0225265	0.0375926	0.111406	0.0401691	0.0308047	0.165088	0.0389159	0.0475254	0.0707061	0.0357149	0.0261765	0.0230556	0.0873791	0.0534717	0.0212428	0.0307522	0.0247348	0.0113505	0.0531084	0.0469662	3.357012
41	-16126.12	-16137.83	11.7078	0.127792	0.106077	0.100914	0.0871156	0.126422	0.0902064	0.116783	0.0712457	0.104732	0.156211	0.0781379	0.0639334	0.107801	0.11242	0.123954	0.11931	0.117598	0.0883754	1.83837e-05	0.088696	0.0966792	0.0944593	0.140844	0.0235911	0.0401851	0.118942	0.0337818	0.0376197	0.165088	0.0389159	0.0732524	0.0656388	0.0357149	0.0261765	0.0230556	0.0704446	0.0534717	0.0256121	0.0307522	0.0247348	0.0113505	0.0531084	0.0469662	3.318128
42	-16120.69	-16132.54	11.85899	0.127792	0.106077	0.100914	0.0871156	0.126422	0.0902064	0.116783	0.0712457	0.0888976	0.156211	0.0781379	0.0639334	0.107801	0.11242	0.123954	0.118533	0.117598	0.0883754	1.59004e-05	0.0825935	0.0966792	0.0944593	0.140844	0.0292242	0.0401851	0.118942	0.0337818	0.0376197	0.181369	0.0389159	0.0502154	0.0656388	0.0264147	0.025416	0.0230556	0.0704446	0.0534717	0.0256121	0.0299083	0.0247348	0.0113505	0.0531084	0.0665921	3.303009
43	-16124.47	-16135.36	10.88719	0.137715	0.106077	0.100914	0.0984835	0.114257	0.0902064	0.117711	0.0712457	0.0888976	0.156211	0.0781379	0.101651	0.107801	0.11242	0.123954	0.118533	0.117598	0.116215	2.18643e-05	0.0825935	0.0966792	0.0964368	0.140844	0.0414646	0.0401851	0.118942	0.0301593	0.0376197	0.181369	0.0546309	0.0502154	0.0656388	0.0300203	0.0285029	0.0255679	0.0646845	0.0534717	0.0159659	0.0299083	0.0247348	0.0128031	0.0531084	0.0665921	3.400189
44	-16128.48	-16139.45	10.97403	0.137715	0.106232	0.100914	0.0984835	0.114257	0.0902064	0.117711	0.096425	0.0888976	0.156211	0.0781379	0.101651	0.107801	0.11242	0.123954	0.132507	0.132267	0.0896324	1.57247e-05	0.0825935	0.0966792	0.0964368	0.130232	0.0365964	0.0401851	0.118942	0.0301593	0.0376197	0.181369	0.0546309	0.0502154	0.0657541	0.0259341	0.0275506	0.0239184	0.0646845	0.0534717	0.0116661	0.0299083	0.0276869	0.0128031	0.0531084	0.0539191	3.391505
45	-16124.15	-16135.29	11.14015	0.137715	0.0883602	0.100423	0.0984835	0.114257	0.0902064	0.117711	0.096425	0.0888976	0.112065	0.0770311	0.0807069	0.107801	0.11242	0.152975	0.132507	0.132267	0.0896324	1.68548e-05	0.0825935	0.0966792	0.0834142	0.161881	0.0347581	0.0401851	0.118942	0.0447308	0.0376197	0.181216	0.0546309	0.0502154	0.0657541	0.0363585	0.0375914	0.0276053	0.0646845	0.0496847	0.0120076	0.0299083	0.0267491	0.0134884	0.0403731	0.0539191	3.374893
46	-16124.53	-16136.64	12.11384	0.137715	0.0883602	0.100423	0.0984835	0.114257	0.0735927	0.117711	0.0614703	0.0888976	0.112065	0.0770311	0.0807069	0.107801	0.11242	0.152975	0.132507	0.12783	0.0896324	2.29676e-05	0.0825935	0.0922426	0.0834142	0.155434	0.0247177	0.034869	0.118942	0.0447308	0.0376197	0.181216	0.0546309	0.0502154	0.0637773	0.0359425	0.0365609	0.0276053	0.0646845	0.0496847	0.0103733	0.0198373	0.0267491	0.0134884	0.0403731	0.0539191	3.277524
47	-16127.39	-16139.11	11.72828	0.162159	0.0883602	0.100423	0.106072	0.114257	0.0735927	0.117711	0.0614703	0.0888976	0.112065	0.0770311	0.0742015	0.107801	0.11242	0.152975	0.133632	0.12783	0.0896324	1.91363e-05	0.0825935	0.0922426	0.0834142	0.155434	0.0281525	0.0397895	0.117329	0.0447308	0.0376197	0.181216	0.0546309	0.0502154	0.0537911	0.0400882	0.0365609	0.0362976	0.0646845	0.0496847	0.00920558	0.0192921	0.0234958	0.0207688	0.0403731	0.0539191	3.31608
48	-16129.31	-16141.47	12.15789	0.106343	0.0883602	0.100423	0.0867936	0.125174	0.0772709	0.117711	0.0614703	0.0888976	0.112065	0.0770311	0.0742015	0.107801	0.11242	0.152975	0.133632	0.12783	0.0896324	2.21269e-05	0.0825935	0.0922426	0.0834142	0.155434	0.0347661	0.0522865	0.117329	0.0447308	0.0376197	0.158532	0.0427758	0.0502154	0.0537911	0.0400882	0.0365609	0.032078	0.0646845	0.0647158	0.0107764	0.0192921	0.0234958	0.0212151	0.0605094	0.0539191	3.273119
49	-16127.26	-16139.09	11.82611	0.106343	0.106813	0.100423	0.0867936	0.125174	0.0772709	0.117711	0.0614703	0.0888976	0.112065	0.0770311	0.0742015	0.107801	0.11242	0.152975	0.133632	0.12783	0.0896324	2.81943e-05	0.0825935	0.0922426	0.0834142	0.155434	0.0266853	0.0522865	0.117329	0.051679	0.0384394	0.158532	0.0427758	0.0351222	0.0532684	0.0400882	0.0365609	0.032078	0.0903749	0.0622655	0.0117375	0.0192921	0.0234958	0.0212151	0.0605094	0.060365	3.306297
