Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
0	-19313.31	-19311.43	-1.886553	0.263713	0.0217107	0.133378	0.0671629	0.0156349	0.0735608	0.123353	0.0406953	0.0306246	0.114724	0.271881	0.141986	0.165807	0.0472401	0.0993465	0.00133994	0.116172	0.126302	0.209906	0.418188	0.104225	0.00937332	0.315721	0.0342264	0.149183	0.103506	0.0428382	0.00135959	0.0813768	0.120919	0.165917	0.0555697	0.00378314	0.0483831	0.0585176	0.109027	0.0298637	0.00622305	0.10875	0.131355	0.233533	0.156525	0.124662	4.677563
1	-18408.45	-18408.43	-0.02253267	0.263713	0.0332637	0.133378	0.0671629	0.0156349	0.0735608	0.123353	0.0406953	0.0306246	0.114724	0.254951	0.141986	0.165807	0.0472401	0.0993465	0.00133994	0.116172	0.126302	0.184371	0.418188	0.104225	0.0134129	0.315721	0.0319211	0.149183	0.0862408	0.0568314	0.00135959	0.0813768	0.120919	0.165917	0.0555697	0.00863542	0.0483831	0.0585176	0.0838482	0.0453346	0.00957305	0.10875	0.0813455	0.184686	0.156525	0.0710722	4.491161
2	-18179.53	-18178.96	-0.5627156	0.263713	0.0332637	0.133378	0.0740238	0.0156349	0.0863318	0.123353	0.0788751	0.0306246	0.114724	0.254951	0.137696	0.165807	0.0472401	0.0993465	0.00133994	0.116172	0.126302	0.184371	0.418188	0.104225	0.0134129	0.315721	0.0283815	0.149183	0.0594295	0.0568314	0.00216295	0.0755839	0.120417	0.165917	0.0555697	0.0134806	0.0585209	0.0488052	0.0838482	0.0613439	0.00957305	0.10875	0.0964053	0.184686	0.156525	0.0710722	4.545179
3	-17847.75	-17847.12	-0.6373227	0.263713	0.0332637	0.133378	0.0740238	0.0156349	0.0863318	0.123353	0.108438	0.0306246	0.130317	0.194381	0.129541	0.165807	0.0472401	0.0993465	0.00135406	0.116172	0.126302	0.184371	0.418188	0.104225	0.0134129	0.283355	0.0283815	0.149183	0.0594295	0.0568314	0.00216295	0.04866	0.106654	0.165917	0.0555697	0.0117962	0.126849	0.0463439	0.0838482	0.0569746	0.0107637	0.10875	0.133375	0.190781	0.156525	0.0710722	4.55264
4	-17746.61	-17747.42	0.8148267	0.238794	0.0332637	0.0911018	0.0740238	0.0156349	0.117223	0.123353	0.108438	0.0319278	0.167842	0.194381	0.0899278	0.165807	0.0472401	0.131157	0.00135406	0.151127	0.126302	0.184371	0.416333	0.0945846	0.0187352	0.198689	0.0264006	0.149183	0.0594295	0.0382026	0.00309147	0.04866	0.106654	0.134725	0.0595374	0.0118347	0.126849	0.0463439	0.0838482	0.0569746	0.0107637	0.10875	0.113588	0.190781	0.156525	0.0536751	4.407425
5	-17599.1	-17601.37	2.275642	0.238794	0.0427128	0.0911018	0.0740238	0.0156349	0.117223	0.123353	0.108438	0.0406208	0.167842	0.194381	0.0899278	0.118593	0.0470962	0.131157	0.00193258	0.166723	0.147143	0.180676	0.416333	0.0945846	0.0187352	0.198689	0.0222201	0.10943	0.0671714	0.0382026	0.00309147	0.0317783	0.072354	0.0895902	0.0595374	0.00621275	0.135869	0.0463439	0.0627702	0.0569746	0.0107637	0.10875	0.113588	0.190781	0.156525	0.0536751	4.261344
6	-17457	-17460.54	3.54261	0.199228	0.0420742	0.0911018	0.0740238	0.0309796	0.117223	0.123353	0.108438	0.0414013	0.167842	0.191818	0.0965829	0.118593	0.0474922	0.131157	0.00185091	0.137353	0.147143	0.180676	0.416333	0.0945846	0.0187352	0.198689	0.0180667	0.10943	0.0671714	0.0389603	0.00309147	0.0317783	0.072354	0.0895902	0.0589518	0.00621275	0.102276	0.0463439	0.0627702	0.0569746	0.0107637	0.106277	0.113588	0.190781	0.118917	0.0536751	4.134647
7	-17387.65	-17391.85	4.2002	0.199228	0.0420742	0.0867458	0.0740238	0.0408955	0.128682	0.10814	0.108438	0.0414013	0.167842	0.191818	0.0965829	0.115636	0.0709525	0.131157	0.00292472	0.137353	0.147143	0.180676	0.416333	0.0880649	0.0187352	0.198689	0.0180667	0.10943	0.0333994	0.0262811	0.00309147	0.0317783	0.072354	0.0895902	0.0589518	0.00723083	0.0981805	0.0463439	0.047236	0.0569746	0.0107637	0.0822892	0.120017	0.190781	0.118917	0.0536751	4.068888
8	-17302.29	-17307.41	5.124032	0.161126	0.0420742	0.0867458	0.0740238	0.0408955	0.128682	0.10814	0.108438	0.0566884	0.167842	0.191818	0.0965829	0.115636	0.0709525	0.131157	0.00424486	0.137353	0.147143	0.180676	0.416333	0.0827096	0.0187352	0.147249	0.0180667	0.132338	0.0333994	0.0262811	0.00309147	0.0317783	0.072354	0.0895902	0.0657173	0.00692554	0.0981805	0.0463439	0.047236	0.0569746	0.00920076	0.0582742	0.120439	0.190781	0.100613	0.0536751	3.976505
9	-17111.42	-17118.35	6.933826	0.161126	0.0420742	0.0867458	0.0740238	0.0515334	0.128682	0.10814	0.108438	0.0566884	0.167842	0.191818	0.0965829	0.115636	0.0709525	0.115029	0.00424486	0.137353	0.147143	0.180676	0.288203	0.0827096	0.0245424	0.17571	0.0180667	0.132338	0.0333994	0.0375101	0.00364649	0.0317783	0.0503311	0.0895902	0.0657173	0.00674587	0.0937567	0.0463439	0.0413401	0.0454566	0.00920076	0.0582742	0.0813498	0.190781	0.100613	0.0433928	3.795525
10	-16933.35	-16940.57	7.215996	0.161126	0.0409296	0.0867458	0.0740238	0.0530629	0.128682	0.10814	0.108438	0.108212	0.172604	0.138406	0.0965829	0.105008	0.0709525	0.115029	0.00374262	0.152613	0.147143	0.164918	0.288203	0.128795	0.0245424	0.17571	0.0180667	0.132338	0.0335294	0.0375101	0.00364649	0.0317783	0.0503311	0.0895902	0.0657173	0.00674587	0.0937567	0.0463439	0.0413401	0.0454566	0.00753657	0.0582742	0.0813498	0.142744	0.0810519	0.046591	3.767308
11	-16869.06	-16877.53	8.469383	0.161126	0.0430799	0.0860658	0.0740238	0.0530629	0.128682	0.10814	0.108438	0.108212	0.172604	0.138406	0.0965829	0.0828118	0.0746662	0.108213	0.00366642	0.138809	0.173879	0.164918	0.288203	0.0808288	0.0245424	0.17571	0.0180667	0.106272	0.0335334	0.0375101	0.00364649	0.0317783	0.0468177	0.0895902	0.0855784	0.00866871	0.0937567	0.0317513	0.0343203	0.0705396	0.00818592	0.0582742	0.075877	0.109689	0.0567034	0.04674	3.64197
12	-16795.75	-16805.78	10.03649	0.123856	0.0430799	0.0860658	0.0932601	0.0530629	0.128682	0.10814	0.108438	0.108212	0.170964	0.138406	0.0965829	0.0828118	0.0746662	0.108213	0.00562093	0.136858	0.171756	0.164918	0.197383	0.106077	0.0275639	0.17571	0.0180667	0.116833	0.0335334	0.0375101	0.00364649	0.0308161	0.0325161	0.0600958	0.0855784	0.00866871	0.0937567	0.0317513	0.029115	0.0677372	0.00516659	0.0356293	0.075877	0.109689	0.0567034	0.0422415	3.485259
13	-16707.15	-16718.54	11.38704	0.123856	0.0430799	0.0809672	0.0932601	0.0530629	0.128682	0.10814	0.0779627	0.108212	0.170964	0.0873291	0.0965829	0.127189	0.0746662	0.108213	0.00628328	0.136858	0.16214	0.146372	0.197383	0.106077	0.0298643	0.17571	0.0138167	0.0724804	0.0335334	0.0304427	0.00364649	0.0308161	0.0325161	0.0600958	0.0804955	0.012822	0.0900798	0.0317513	0.029115	0.0674422	0.00552212	0.0356293	0.075877	0.109689	0.0567034	0.034877	3.350204
14	-16602.7	-16613.45	10.75066	0.123856	0.0430799	0.0809672	0.0932601	0.0530629	0.128682	0.141135	0.10112	0.110859	0.177586	0.0758346	0.0965829	0.127189	0.0746662	0.108213	0.00995838	0.136858	0.16214	0.146372	0.197383	0.106077	0.0298643	0.17571	0.0138167	0.0724804	0.0335334	0.0349726	0.00422342	0.0308161	0.0325161	0.0600958	0.0804955	0.0204898	0.0575709	0.0317513	0.0306588	0.0674422	0.00857695	0.0356293	0.075877	0.109689	0.0567034	0.0560488	3.413842
15	-16544.3	-16555.12	10.8216	0.123856	0.0430799	0.093261	0.0932601	0.0530629	0.123504	0.141135	0.10112	0.110859	0.177586	0.0758346	0.0953579	0.127189	0.109801	0.108213	0.0184581	0.136858	0.135448	0.146372	0.197383	0.099731	0.045118	0.175273	0.0205099	0.0724804	0.0335334	0.0349726	0.00422342	0.0308161	0.0325161	0.0600958	0.0804955	0.0204898	0.0400774	0.0341853	0.0377594	0.0531873	0.00857695	0.0356293	0.0718288	0.109689	0.0587411	0.0351806	3.406748
16	-16344.46	-16355.21	10.75174	0.123856	0.0448672	0.106403	0.0932601	0.0530629	0.123504	0.119489	0.0842395	0.110859	0.177586	0.0758346	0.115833	0.127189	0.109801	0.107303	0.0184581	0.136858	0.135448	0.160123	0.197383	0.099731	0.045118	0.175273	0.0205099	0.0724804	0.0335334	0.0349726	0.00422342	0.0308161	0.0325161	0.0600958	0.0804955	0.0204898	0.0158043	0.0341853	0.0377594	0.0531873	0.00857695	0.0571704	0.0718288	0.109689	0.0587411	0.0351806	3.413734
17	-16246.68	-16258.06	11.38403	0.123856	0.0450117	0.106403	0.103356	0.0530629	0.123504	0.119489	0.0842395	0.110859	0.177586	0.0758346	0.0780718	0.102245	0.109801	0.107303	0.0184581	0.146768	0.105063	0.160123	0.197383	0.099731	0.0607246	0.175273	0.0170074	0.0724804	0.0335334	0.0273037	0.00422342	0.0308161	0.0325161	0.0600958	0.0804955	0.0204898	0.0257535	0.0341853	0.0377594	0.0531873	0.0100871	0.0571704	0.0718288	0.109689	0.0587411	0.0289963	3.350505
18	-16166.06	-16176.92	10.86276	0.125919	0.0450117	0.106403	0.103356	0.071395	0.123504	0.119489	0.0631888	0.110859	0.174541	0.0800417	0.0824728	0.102245	0.109801	0.107303	0.0245055	0.158322	0.116336	0.160123	0.197383	0.0911641	0.0607246	0.175273	0.0170074	0.0724804	0.0335334	0.0296603	0.00422342	0.0285143	0.0325161	0.051334	0.126018	0.020119	0.0416432	0.0341853	0.0377594	0.0531873	0.0100871	0.0571704	0.0745342	0.081561	0.0587411	0.0289963	3.402632
19	-16124.65	-16136.7	12.05626	0.135457	0.0450117	0.106403	0.0910158	0.071395	0.123504	0.119489	0.0631888	0.110859	0.145474	0.0835932	0.0824728	0.102245	0.109801	0.107303	0.0344456	0.158322	0.116336	0.160123	0.167411	0.0755669	0.0607246	0.175273	0.0170074	0.0724804	0.0335334	0.0296603	0.00422342	0.0285143	0.0325161	0.058978	0.0973897	0.020119	0.0638628	0.0208041	0.0325655	0.0531873	0.0100871	0.0571704	0.0745342	0.04177	0.0559403	0.0335245	3.283282
20	-16093.24	-16106.03	12.79058	0.135457	0.0561468	0.100974	0.0910158	0.0741573	0.0808678	0.119489	0.0631888	0.093207	0.145474	0.102662	0.0824728	0.102245	0.109801	0.107303	0.0344456	0.155799	0.116336	0.160123	0.167411	0.0755669	0.0607246	0.183226	0.0170074	0.0724804	0.0241578	0.0296603	0.00409948	0.0296039	0.0325161	0.058978	0.0973897	0.027834	0.051271	0.0208041	0.0325655	0.0531873	0.0100871	0.0367658	0.0640273	0.0398558	0.0559403	0.0335245	3.20985
